Merge ID	Ishihama2008_s2(1)F	Masuda_et_al_Supple_rev2009(5)F	PengTable(2)L	# Identified
	1090	1570	4155	Novel: 3
P76551	0	0	1	1	B | ; | 
P76562	0	0	1	1	B | ; | 
P76569	1	1	1	3	A | ;6,13E+02 | ;0,87 | ; | 
P76573	0	0	1	1	G | ; | 
P76575	0	1	1	2	A | ;- | ; | 
P76621	0	1	1	2	A | ;- | ; | 
P76655	0	0	1	1	H | ; | 
P76656	0	0	1	1	G | ; | 
P76657	0	0	1	1	B | ; | 
P76773	0	0	1	1	H | ; | 
P76909	0	0	1	1	F1 | ; | 
P77031	0	0	1	1	B | ; | 
P77044	0	0	1	1	A | ; | 
P77091	0	0	0	0	B | 
P77129	0	0	1	1	A | ; | 
P77148	0	0	1	1	A | ; | 
P77154	0	0	1	1	A | ; | 
P77156	0	0	1	1	B | ; | 
P77161	0	0	1	1	A | ; | 
P77165	0	0	1	1	G | ; | 
P77171	0	1	0	1	A | ;- | ;- | 
P77172	0	0	1	1	B | ;89,65 | 
P77179	0	0	1	1	B | ; | 
P77180	0	0	1	1	B | ; | 
P77182	0	1	1	2	A | ;1,42 | ;1,42 | ; | 
P77183	0	0	1	1	A | ; | 
P77187	0	0	1	1	A | ; | 
P77188	0	0	1	1	G | ; | 
P77196	0	0	1	1	G | ; | 
P77211	0	0	1	1	I | ; | 
P77212	0	0	1	1	A | ; | 
P77215	0	0	1	1	A | ; | 
P77219	0	0	1	1	B | ; | 
P77221	0	0	1	1	A | ; | 
P77231	0	0	1	1	B | ; | 
P77234	0	0	1	1	A | ; | 
P77243	0	0	1	1	A | ; | 
P77245	0	0	1	1	B | ; | 
P77249	0	0	1	1	G | ; | 
P77252	1	1	1	3	A | ;1,86E+02 | ;2,53 | ;2,53 | ; | 
P77256	0	0	1	1	G | ; | 
P77263	0	0	1	1	G | ; | 
P77268	0	0	1	1	F1 | ; | 
P77272	0	0	1	1	B | ; | 
P77288	0	0	1	1	G | ; | 
P77294	0	0	1	1	G | ; | 
P77295	0	0	1	1	A | ; | 
P77297	0	0	1	1	A | ; | 
P77301	0	0	1	1	A | ; | 
P77302	0	0	1	1	A | ; | 
P77306	0	0	1	1	B | ; | 
P77307	0	1	1	2	B | ;0,29 | ; | 
P77308	0	0	1	1	B | ; | 
P77309	0	0	1	1	B | ; | 
P77315	0	0	1	1	B | ; | 
P77316	0	0	1	1	B | ; | 
P77318	0	1	1	2	G | ;0,91 | ; | 
P77319	0	0	1	1	A | ; | 
P77324	0	0	1	1	G | ; | 
P77329	0	0	1	1	B | ; | 
P77333	0	0	1	1	B | ; | 
P77339	0	0	1	1	I | ; | 
P77348	1	0	1	2	G | ;3,68E+02 | ; | 
P77357	0	0	1	1	A | ; | 
P77364	0	0	1	1	A | ; | 
P77366	0	0	1	1	A | ; | 
P77374	0	0	1	1	F2 | ; | 
P77375	0	0	1	1	G | ; | 
P77379	0	0	1	1	B | ; | 
P77389	0	0	1	1	B | ; | 
P77390	0	0	1	1	A | ; | 
P77393	0	0	1	1	A | ; | 
P77395	1	1	1	3	A | ;2,11E+03 | ;3,83 | ; | 
P77397	0	0	1	1	B | ; | 
P77400	0	0	1	1	B | ; | 
P77409	0	0	1	1	B | ; | 
P77416	0	0	1	1	B | ; | 
P77423	0	0	1	1	A | ; | 
P77425	0	0	1	1	A | ; | 
P77432	0	0	1	1	A | ; | 
P77433	0	1	1	2	A | ;- | ; | 
P77437	0	0	1	1	B | ; | 
P77439	0	0	1	1	F1 | ; | 
P77445	0	0	1	1	A | ; | 
P77453	0	0	1	1	A | ; | 
P77454	0	0	1	1	A | ; | 
P77463	0	0	1	1	B | ; | 
P77468	0	0	1	1	H | ; | 
P77485	0	1	1	2	B | ;- | ; | 
P77489	0	0	1	1	G | ; | 
P77495	0	0	1	1	A | ; | 
P77503	0	0	1	1	A | ; | 
P77504	0	0	1	1	B | ; | 
P77506	0	0	1	1	B | ; | 
P77519	0	0	1	1	G | ; | 
P77529	0	1	1	2	B | ;0,54 | ; | 
P77536	0	1	1	2	A | ;1,43 | ; | 
P77541	0	0	1	1	B | ; | 
P77549	0	0	1	1	B | ; | 
P77554	0	0	1	1	G | ; | 
P77562	1	1	1	3	I | ;1,67E+02 | ;0,41 | ; | 
P77564	0	0	1	1	A | ; | 
P77569	0	0	1	1	A | ; | 
P77580	0	0	1	1	A | ; | 
P77588	0	0	1	1	G | ; | 
P77589	0	0	1	1	B | ; | 
P77599	0	0	1	1	G | ; | 
P77608	0	0	1	1	A | ; | 
P77610	0	0	1	1	B | ; | 
P77611	0	1	1	2	F1 | ;0,27 | ;117,13 | 
P77615	0	0	1	1	A | ; | 
P77616	0	0	1	1	H | ; | 
P77622	0	0	1	1	F1 | ; | 
P77624	1	0	1	2	A | ;1,47E+02 | ; | 
P77626	0	0	1	1	A | ; | 
P77627	0	0	1	1	A | ; | 
P77646	0	0	1	1	A | ; | 
P77649	0	0	1	1	A | ; | 
P77650	0	0	1	1	A | ; | 
P77668	0	0	1	1	A | ; | 
P77674	1	0	1	2	A | ;1,37E+02 | ; | 
P77690	0	0	1	1	A | ; | 
P77694	0	0	1	1	H | ; | 
P77700	0	0	1	1	A | ; | 
P77704	0	0	1	1	A | ; | 
P77712	0	0	1	1	A | ; | 
P77716	0	0	1	1	B | ; | 
P77717	0	1	1	2	I | ;3,29 | ;3,29 | ; | 
P77718	1	1	1	3	A_trl | ;4,53E+02 | ;0,22 | ;0,22 | ;458,23 | 
P77730	0	0	1	1	A | ; | 
P77731	0	0	1	1	A | ; | 
P77732	0	0	1	1	A | ; | 
P77733	0	0	1	1	B | ; | 
P77736	0	0	1	1	A | ; | 
P77743	0	0	1	1	A | ; | 
P77744	0	0	1	1	A | ; | 
P77747	0	0	1	1	H | ; | 
P77754	0	0	1	1	G | ; | 
P77783	0	0	1	1	F2 | ; | 
P77789	0	0	1	1	F4 | ; | 
P77790	0	0	1	1	A | ; | 
P77791	0	1	1	2	A | ;- | ; | 
P77795	0	0	1	1	F1 | ; | 
P77802	0	0	1	1	G | ; | 
P77806	0	0	1	1	A | ; | 
P78061	0	0	1	1	A | ; | 
P78271	0	0	1	1	A | ; | 
P80668	0	0	1	1	A | ; | 
Q06065	0	1	1	2	A | ;- | ; | 
Q06067	0	0	1	1	B | ; | 
Q2EEQ2	0	0	0	0	A_trl | 
Q2EES1	0	0	0	0	B | 
Q2EES6	0	0	0	0	B | 
Q2EET2	0	0	0	0	B | 
Q2EEU2	0	0	0	0	A | 
Q2M5U1	0	0	0	0	B | 
Q2M7M3	0	0	0	0	I | 
Q2M7R5	0	0	0	0	A | 
Q2M7X4	0	0	0	0	G | 
Q2MB16	0	1	0	1	B | ;0,13 | 
Q46798	0	1	1	2	I | ;0,37 | ; | 
Q46801	0	0	1	1	A | ; | 
Q46807	0	0	1	1	A | ; | 
Q46811	0	0	1	1	A | ; | 
Q46814	1	0	1	2	A | ;9,79E+01 | ; | 
Q46819	0	0	1	1	A | ; | 
Q46831	0	0	1	1	B | ; | 
Q46832	0	0	1	1	B | ; | 
Q46834	0	0	1	1	G | ; | 
Q46835	0	0	1	1	I | ; | 
Q46836	0	0	1	1	B | ; | 
Q46837	1	1	0	2	E | ;8,80E+01 | ;- | 
Q46839	0	0	1	1	B | ; | 
Q46841	1	0	1	2	B | ;1,86E+02 | ; | 
Q46843	0	0	1	1	B | ; | 
Q46844	0	0	1	1	B | ; | 
Q46851	0	1	1	2	A | ;0,89 | ; | 
Q46861	0	0	0	0	A | 
Q46863	1	1	1	3	G | ;1,67E+02 | ;0,27 | ;0,27 | ; | 
Q46864	0	0	1	1	A | ; | 
Q46865	0	0	1	1	A | ; | 
Q46867	0	0	1	1	B | ; | 
Q46868	1	1	1	3	A | ;2,12E+02 | ;- | ;- | ; | 
Q46877	0	0	1	1	A | ; | 
Q46888	0	0	1	1	B | ; | 
Q46889	0	0	1	1	A | ; | 
Q46890	0	0	1	1	A | ; | 
Q46891	0	0	1	1	A | ; | 
Q46892	0	0	1	1	B | ; | 
Q46904	0	0	1	1	A | ; | 
Q46905	0	0	1	1	A | ; | 
Q46906	0	0	1	1	A | ; | 
Q46908	0	0	1	1	A | ; | 
Q46909	0	0	1	1	B | ; | 
Q46915	0	0	1	1	A | ; | 
Q46919	0	0	1	1	A | ; | 
Q46941	0	0	1	1	A | ; | 
Q47013	0	0	1	1	A | ; | 
Q47129	0	0	1	1	A | ; | 
Q47138	0	0	1	1	A | ; | 
Q47140	0	0	1	1	A | ; | 
Q47141	0	0	1	1	A | ; | 
Q47149	0	0	1	1	A | ; | 
Q47150	0	0	1	1	A | ; | 
Q47156	0	0	1	1	A | ; | 
Q47157	0	0	1	1	A | ; | 
Q47158	0	0	1	1	A | ; | 
Q47377	0	0	0	0	B | 
Q47534	0	0	1	1	G | ; | 
Q47537	0	0	1	1	G | ; | 
Q47538	0	0	1	1	F1 | ;157,94 | 
Q47539	0	0	1	1	B | ; | 
Q47706	0	0	1	1	H | ; | 
Q59385	0	1	1	2	B | ;2,08 | ; | 
Q6BEX0	0	0	1	1	F1 | ; | ; | 
Q6BEX5	0	0	0	0	G | 
Q6BF16	0	0	1	1	A | ; | 
Q6BF17	0	0	0	0	A | 
Q6BF25	0	0	0	0	B | 
Q6BF87	0	0	0	0	B | 
Q7DFV3	0	0	1	1	B | ; | 
P37052	0	0	1	1	A | ; | 
P56614	0	0	0	0	A | 
P77667	0	0	1	1	F1 | ; | 
P0A9E5	1	1	1	3	A | ;4,53E+02 | ;- | ;- | ; | 
P0A6T3	1	1	1	3	A | ;7,04E+02 | ;2 | ;2 | ; | 
P0A9C3	1	1	1	3	A | ;3,82E+02 | ;5,47 | ;852,94 | 
P76141	1	0	1	2	A | ;1,67E+02 | ; | 
P0A9G8	1	1	1	3	A | ;2,89E+02 | ;0,53 | ; | 
P04982	1	1	1	3	A | ;5,18E+02 | ;4,96 | ; | 
P64530	0	0	1	1	A | ; | 
P37749	1	1	1	3	A | ;4,24E+02 | ;2,09 | ;2,09 | ; | 
A5A621	0	0	0	0	A | 
P64567	0	0	1	1	A | ; | 
P27242	0	1	1	2	F1 | ;0,64 | ; | 
C1P611	0	0	0	0	B | 
P39308	0	0	1	1	A | ; | 
C1P603	0	0	0	0	B | 
P52697	1	1	1	3	A | ;1,54E+03 | ;2 | ; | 
P23325	0	0	1	1	A | ; | 
P33647	0	0	1	1	A | ; | 
P08365	0	0	1	1	A | ; | 
P10805	0	0	1	1	A | ; | 
P0AB87	0	0	1	1	A | ; | 
P09148	1	1	1	3	A | ;2,12E+02 | ;0,57 | ; | 
P09147	1	1	1	3	A | ;3,92E+02 | ;1,71 | ; | 
P25666	0	1	1	2	A | ;1,77 | ; | 
C1P607	0	0	0	0	A | 
C1P608	0	0	0	0	A | 
C1P615	0	0	0	0	A | 
C1P617	0	0	0	0	A | 
C1P619	0	0	0	0	A | 
P0AD72	0	0	1	1	A | ; | 
P0AD74	0	0	1	1	A | ; | 
A8DYP9	0	0	0	0	A | 
P60995	0	0	1	1	A | ; | 
P62522	0	0	1	1	A | ; | 
P03061	0	0	1	1	A | ; | 
P0AD83	0	0	1	1	A | ; | 
P0AD86	0	0	1	1	A | ; | 
P0AD92	0	0	1	1	A | ; | 
P06993	0	1	1	2	F1 | ;3,32 | ;3,32 | ; | 
P75959	0	0	1	1	A | ; | 
P76077	0	0	1	1	A | ; | 
P76078	0	0	1	1	A | ; | 
P76079	0	0	1	1	A | ; | 
P76080	0	0	1	1	A | ; | 
P76081	0	0	1	1	A | ; | 
P77467	0	1	1	2	A | ;0,09 | ; | 
P76084	0	0	1	1	A | ; | 
P0C7L2	0	0	1	1	A | ; | 
P76085	0	0	1	1	A | ; | 
P76086	0	0	1	1	A | ; | 
P77181	0	0	1	1	A | ; | 
P02338	0	0	1	1	A | ; | 
P69407	1	1	1	3	A | ;1,49E+03 | ;- | ;- | ;1834 | 
P27127	0	0	1	1	A | ; | 
P27126	0	0	1	1	A | ; | 
P27241	0	0	1	1	A | ; | 
P05719	0	1	1	2	A | ;0,52 | ;0,52 | ; | 
P36667	0	0	0	0	A | 
P45563	0	0	1	1	A | ; | 
P23841	0	0	1	1	A | ; | 
P75688	0	0	1	1	A | ; | 
P08339	0	0	1	1	A | ; | 
Q47152	0	0	1	1	A | ; | 
P71311	0	0	1	1	A | ; | 
P0AAS9	0	0	1	1	A | ; | 
P77216	0	0	1	1	A | ; | 
P77746	0	0	1	1	A | ; | 
P77427	0	0	1	1	A | ; | 
P21829	1	0	1	2	A | ;3,92E+02 | ; | 
P52696	0	0	1	1	B | ; | 
P0AAV8	0	0	1	1	A | ; | 
P75764	0	0	1	1	A | ; | 
P62066	0	0	1	1	A | ; | 
P76023	0	0	1	1	A | ; | 
A5A613	0	0	0	0	A | 
P25906	0	1	1	2	A | ;0,62 | ;0,62 | ; | 
P37757	0	0	1	1	A | ; | 
P76122	0	0	1	1	A | ; | 
P76123	0	0	1	1	A | ; | 
P76204	0	0	1	1	A | ; | 
P0ACY3	0	1	1	2	A | ;2,07 | ;2,07 | ; | 
P76322	0	0	1	1	A | ; | 
P69346	0	0	1	1	A | ; | 
P76484	0	0	1	1	A | ; | 
P76485	0	0	1	1	A | ; | 
P76486	0	0	1	1	A | ; | 
P76505	0	0	1	1	A | ; | 
P45956	0	0	1	1	A | ; | 
Q46896	0	0	1	1	A | ; | 
P38036	0	0	1	1	A | ; | 
Q46897	0	0	1	1	A | ; | 
Q46898	0	0	1	1	A | ; | 
Q46899	0	0	1	1	A | ; | 
P76632	0	0	1	1	A | ; | 
Q46787	0	0	1	1	A | ; | 
Q46789	0	0	1	1	A | ; | 
Q46796	0	0	1	1	A | ; | 
P64594	0	0	1	1	A | ; | 
P31453	0	0	1	1	A | ; | 
P09162	0	0	1	1	A | ; | 
P32704	0	0	1	1	A | ; | 
P39283	0	0	1	1	A | ; | 
C1P621	0	0	0	0	A | 
P0AF78	0	0	1	1	A | ; | 
P39351	0	0	1	1	A | ; | 
P39358	0	0	1	1	A | ; | 
P39359	0	0	1	1	A | ; | 
P39360	0	0	1	1	A | ; | 
P39356	1	1	1	3	A | ;2,36E+02 | ;- | ; | 
P39389	0	0	1	1	A | ; | 
P39390	0	0	1	1	A | ; | 
P39410	0	0	1	1	A | ; | 
P39399	0	0	1	1	A | ; | 
A5A611	0	0	0	0	A | 
P77658	0	0	1	1	A | ; | 
C1P600	0	0	0	0	A | 
C1P604	0	0	0	0	A | 
P69348	0	0	0	0	A | 
C1P606	0	0	0	0	A | 
P76613	0	0	1	1	A | ; | 
P77136	0	0	1	1	A | ; | 
C1P613	0	0	0	0	A | 
C1P618	0	0	0	0	A | 
P39317	0	0	1	1	A | ; | 
P15078	0	1	1	2	B | ;5,04 | ; | 
P0AEC8	0	1	1	2	B | ;0,26 | ; | 
P11551	0	0	1	1	B | ; | 
P77858	0	0	1	1	B | ; | 
P77672	0	0	1	1	B | ; | 
P0AFS1	0	0	1	1	B | ; | 
P0AF01	0	0	1	1	B | ; | 
P0AFA5	0	0	1	1	B | ; | 
P0AFF4	0	0	1	1	B | ; | 
P76425	0	0	1	1	B | ; | 
P37746	0	0	1	1	B | ; | 
P37748	0	0	1	1	B | ; | 
P45562	0	0	1	1	B | ; | 
P75763	0	0	1	1	B | ; | 
P76197	0	0	1	1	B | ; | 
P0ABD1	0	0	1	1	B | ; | 
P27843	0	0	1	1	B | ; | 
P39284	0	0	1	1	B | ; | 
P39357	0	0	1	1	B | ; | 
P39838	0	1	1	2	B | ;- | ;- | ; | 
P0AFM9	0	1	1	2	B | ;1,88 | ;1,88 | ; | 
P0ABC3	1	1	1	3	B | ;4,53E+02 | ;1,77 | ;1,77 | ; | 
P75910	0	0	1	1	B | ; | 
P31572	0	0	1	1	A | ; | 
A5A605	0	0	0	0	B | 
A5A624	0	0	0	0	B | 
P77494	0	0	0	0	B | 
C1P616	0	0	0	0	B | 
P0AAW9	0	0	1	1	B | ; | 
P76482	0	0	1	1	B | ; | 
A5A615	0	0	0	0	B | 
A5A618	0	0	0	0	B | 
P76239	0	0	1	1	B | ; | 
C1P602	0	0	0	0	B | 
C1P609	0	0	0	0	B | 
C1P610	0	0	0	0	B | 
P77381	0	0	1	1	B | ; | 
P77359	0	0	1	1	B | ; | 
P37747	1	1	1	3	B | ;9,59E+02 | ;5,13 | ;1298,92 | 
P77455	1	0	1	2	B | ;1,57E+02 | ; | 
P76083	0	0	1	1	B | ; | 
Q47536	0	0	1	1	B | ; | 
P75711	0	0	1	1	B | ; | 
P45848	0	0	1	1	B | ; | 
A5A617	0	0	0	0	B | 
Q46901	0	0	1	1	B | ; | 
P45545	0	0	1	1	B | ; | 
P75800	0	0	1	1	B | ;347,37 | 
P75786	0	0	1	1	B | ; | 
A5A612	0	0	0	0	B | 
Q46942	0	0	1	1	B | ; | 
C1P601	0	0	0	0	E | 
P76481	0	0	1	1	E | ; | 
P0AAG3	0	0	1	1	F1 | ; | 
P36937	0	0	1	1	F1 | ; | 
P77257	0	0	1	1	F1 | ; | 
P09833	0	0	1	1	F1 | ; | 
P31060	0	0	1	1	F1 | ; | 
P0AFV8	0	0	1	1	F1 | ; | 
C1P605	0	0	0	0	F1 | 
P76639	0	0	1	1	F1 | ; | 
P0ACG4	0	0	0	0	G | 
P28721	0	0	1	1	G | ; | 
Q46943	0	0	1	1	B | ; | 
P46883	0	0	1	1	G | ; | 
P0AEE5	0	1	1	2	G | ;6,57 | ;676,77 | 
P0AEG4	1	1	1	3	G | ;3,09E+03 | ;5,24 | ; | 
P37329	1	0	1	2	G | ;4,79E+02 | ; | 
P33342	0	0	1	1	G | ; | 
P28722	0	0	1	1	G | ; | 
P37325	0	1	1	2	G | ;0,23 | ; | 
P76394	0	0	1	1	G | ; | 
P33340	0	0	1	1	G | ; | 
P33343	0	0	1	1	G | ; | 
P33344	0	0	1	1	G | ; | 
P77619	0	0	1	1	G | ; | 
P45422	0	0	1	1	G | ; | 
P64534	1	0	1	2	G | ;4,53E+02 | ; | 
P31600	0	1	1	2	H | ;0,14 | ; | 
P06129	1	1	1	3	H | ;2,38E+02 | ;0,33 | ;0,33 | ; | 
P06971	1	1	1	3	H | ;4,79E+02 | ;0,94 | ;0,94 | ; | 
P06996	1	1	1	3	H | ;3,56E+03 | ;24,26 | ;24,26 | ; | 
P33341	0	0	1	1	H | ; | 
P45420	0	0	1	1	H | ; | 
P52143	0	0	1	1	H | ; | 
P33666	0	0	0	0	H | 
P77286	0	0	1	1	H | ; | 
P45564	0	0	1	1	H | ; | 
P0ADB4	0	1	0	1	I | ;0,11 | 
P77296	0	0	1	1	I | ; | 
P77335	0	0	1	1	X | ; | 
A5A625	0	0	0	0	A | 
P06965	0	0	1	1	A | ; | 
P06966	0	0	1	1	A | ; | 
P0A8A0	1	1	1	3	A | ;8,19E+03 | ;2 | ; | 
P0A8A2	1	1	1	3	A | ;7,04E+02 | ;1,44 | ;1,44 | ; | 
P0A8P6	0	1	1	2	A | ;1 | ; | 
P0A8P8	0	0	1	1	A | ; | 
P0A927	1	1	1	3	H | ;2,83E+03 | ;3,01 | ;3,01 | ; | 
P0ABC7	1	1	1	3	B | ;4,27E+02 | ;2,52 | ;2,52 | ; | 
P0ADF3	0	0	1	1	A | ; | 
P0ADP0	0	1	1	2	A | ;0 | ;0 | ; | 
P0ADQ5	0	0	1	1	A | ; | 
P0AFM6	1	1	1	3	F1 | ;8,92E+02 | ;4,17 | ;4,17 | ; | 
P0AFN2	0	1	1	2	B | ;1 | ; | 
P0AGC7	0	1	1	2	B | ;0,33 | ; | 
P0CF79	0	0	1	1	A | ; | 
P0CG19	1	1	1	3	A | ;8,35E+02 | ;0,62 | ;0,62 | ; | 
P18310	0	1	0	1	A | ;3,08 | ;3,08 | 
P23857	0	0	1	1	G | ; | 
P27840	0	0	1	1	G | ; | 
P28369	0	0	1	1	A | ; | 
P30852	0	0	1	1	A | ; | 
P31450	0	0	1	1	F1 | ; | 
P31665	0	0	1	1	A | ; | 
P32051	0	0	1	1	E | ; | 
P32690	0	0	1	1	A | ; | 
P32696	0	0	1	1	B | ; | 
P33227	0	0	1	1	A | ; | 
P33345	0	0	0	0	A | 
P33353	1	0	1	2	A | ;1,12E+02 | ; | 
P33669	0	0	1	1	B | ; | ; | 
P33924	0	0	1	1	H | ; | 
P36943	0	0	1	1	A | ; | 
P37003	0	0	1	1	A | ; | 
P37014	0	0	1	1	A | ; | 
P37057	0	0	1	1	A | ; | 
P37309	0	0	1	1	A | ; | 
P37635	0	0	1	1	A | ; | 
P37655	0	0	1	1	A | ; | 
P39180	0	1	1	2	H | ;- | ; | 
P39309	0	0	1	1	A | ; | 
P39354	0	0	1	1	A | ; | 
P39874	0	0	1	1	A | ; | 
P42626	0	0	0	0	B | 
P42906	0	0	1	1	A | ; | 
P45505	0	0	1	1	A | ; | 
P45541	0	0	1	1	A | ; | ; | 
P45766	0	0	1	1	G | ; | 
P46856	0	0	1	1	A | ; | 
P46879	0	0	1	1	B | ; | 
P52048	0	0	1	1	B | ; | 
P52137	0	0	1	1	B | ; | 
P64526	0	0	1	1	A | ; | 
P64562	0	0	1	1	A | ; | 
P69789	0	0	1	1	B | ; | 
P75675	0	0	1	1	A | ; | 
P75684	0	0	1	1	B | ; | 
P75717	0	0	1	1	A | ; | 
P75901	0	0	1	1	B | ; | 
P75936	0	0	1	1	F4 | ; | 
P75974	0	0	1	1	A | ; | 
P76138	0	0	1	1	A | ; | 
P76147	0	0	1	1	B | ; | 
P76161	0	0	1	1	A | ; | 
P76165	0	0	1	1	A | ; | 
P76356	0	0	0	0	H | 
P76628	0	0	0	0	B | 
P76692	0	0	1	1	B | ; | 
P77184	0	0	0	0	A | 
P77199	0	0	1	1	H | ; | 
P77228	0	0	0	0	B | 
P77300	0	0	1	1	A | ; | 
P77481	0	0	1	1	F1 | ; | 
P77601	0	0	1	1	A | ; | 
P77609	0	0	1	1	A | ; | 
P77688	0	0	1	1	A | ; | 
P77699	0	0	0	0	A | 
Q2EEQ3	0	0	1	1	A | ; | 
Q2EER5	0	0	0	0	A | 
Q2EES0	0	0	0	0	A | 
Q46797	0	0	1	1	G | ; | 
Q46817	0	0	1	1	B | ; | ; | 
Q46833	0	0	1	1	B | ; | 
Q46840	0	0	1	1	A | ; | 
Q46911	0	0	1	1	A | ; | 
Q47153	0	0	1	1	B | ; | 
Q47154	0	0	1	1	A | ; | 
Q47268	0	0	0	0	A | 
Q47272	0	0	0	0	A | 
Q47719	0	0	1	1	A | ; | 
Q7DFU6	0	0	0	0	A | 
Q9JMS3	0	0	0	0	H | 
Q9S4W2	0	0	0	0	A | 
P0ADH7	0	0	1	1	A | ; | 
P39347	1	0	1	2	B | ;1,41E+02 | ; | 
Q79E92	0	0	0	0	A | 
P77330	0	1	1	2	I | ;2,43 | ;2,43 | ; | 
P09557	0	0	1	1	A | ; | 
P23895	0	0	1	1	B | ; | 
P0A9R2	0	0	1	1	B | ; | 
P0ACG6	0	0	1	1	G | ; | 
P0CF84	0	0	0	0	A | 
P19768	0	0	1	1	A | ; | 
P24218	1	0	1	2	A | ;2,12E+02 | ; | 
P76056	0	0	1	1	A | ; | 
P38393	0	0	1	1	A | ; | 
Q47270	0	0	1	1	A | ; | 
P31061	0	0	1	1	A | ; | 
P03014	0	0	1	1	A | ; | 
P77170	0	0	1	1	A | ; | 
P0ADI0	0	0	1	1	A | ; | 
P15033	0	0	1	1	A | ; | 
P33228	0	0	1	1	A | ; | 
P07010	0	0	1	1	A | ; | 
P16916	0	0	1	1	A | ; | 
P16917	0	0	1	1	A | ; | 
P16919	0	0	1	1	A | ; | 
P0AG74	0	0	1	1	A | ; | 
P38392	0	0	1	1	B | ; | 
P09153	0	0	1	1	A | ; | 
P23849	0	0	1	1	B | ; | 
P77698	0	0	1	1	A | ; | 
P77368	0	0	1	1	G | ; | 
P77634	0	0	1	1	A | ; | 
Q47269	0	0	1	1	A | ; | 
P68661	0	0	1	1	A | ; | 
P77598	0	0	1	1	A | ; | 
P64435	0	0	1	1	A | ; | 
P28916	0	0	1	1	B | ; | 
P33230	0	0	1	1	A | ; | 
P38394	0	0	1	1	A | ; | 
P0ACW0	0	0	1	1	A | ; | 
P76061	0	0	1	1	A | ; | 
P28917	0	0	1	1	B | ; | 
P29010	0	0	1	1	A | ; | 
P76154	0	0	1	1	A | ; | 
P76160	0	0	1	1	A | ; | 
P76162	0	0	1	1	A | ; | 
P64524	0	0	1	1	A | ; | 
P77768	0	0	1	1	A | ; | 
P28912	0	0	1	1	B | ; | 
P77759	0	1	1	2	A | ;- | ; | 
P76068	0	0	1	1	A | ; | 
P03835	0	0	1	1	B | ; | 
P39221	0	0	1	1	A | ; | 
P21420	0	1	1	2	H | ;7,97 | ; | 
P39349	0	0	1	1	B | ; | 
P39391	0	0	1	1	A | ; | 
P39393	0	0	1	1	B | ; | 
P75978	0	0	1	1	A | ; | 
P76066	0	0	1	1	A | ; | 
P76119	0	0	1	1	B | ; | 
P76205	0	0	0	0	A | 
Q46786	0	0	1	1	A | ; | 
Q46791	0	0	1	1	A | ; | ; | 
P0AD35	0	0	1	1	A | ; | 
P0CD93	0	0	0	0	A | 
P24211	0	0	1	1	A | ; | 
P30192	0	0	1	1	A | ; | 
P31452	0	0	0	0	B | 
P32109	0	0	1	1	A | ; | 
P39220	0	0	1	1	A | ; | 
P39355	0	0	1	1	B | ; | 
P39369	0	0	1	1	A | ; | 
P39387	0	0	1	1	A | ; | ; | 
P39901	0	0	1	1	A | ; | 
P45421	0	0	1	1	G | ; | 
P0CF86	0	0	1	1	A | ; | 
P56259	0	0	1	1	A | ; | 
P58095	0	0	0	0	A | 
P75681	0	0	1	1	B | ; | 
P75697	0	0	1	1	A | ; | 
P75704	0	0	1	1	A | ; | 
P75718	0	0	1	1	A | ; | 
Q7DFV4	0	0	1	1	A | ; | 
P75980	0	0	1	1	A | ; | 
P75981	0	0	1	1	A | ; | 
P76000	0	0	0	0	A | 
P76069	0	0	1	1	A | ; | 
P76137	0	0	1	1	A | ; | 
P76164	0	0	1	1	A | ; | 
P76321	0	0	1	1	A | ; | 
P76323	0	0	1	1	A | ; | 
P76335	0	0	0	0	H | 
P76349	0	0	0	0	A | 
P76359	0	0	1	1	A | ; | 
P76508	0	0	1	1	A | ; | 
P76509	0	0	1	1	A | ; | 
P76611	0	0	1	1	A | ; | 
P76616	0	0	0	0	A | 
P77087	0	0	1	1	A | ; | 
P77169	0	0	1	1	A | ; | 
P77326	0	0	1	1	A | ; | 
P77354	0	0	1	1	B | ; | 
P77460	0	0	1	1	A | ; | 
P77528	0	0	0	0	A | 
P77551	0	0	1	1	B | ; | 
P77779	0	0	1	1	A | ; | 
Q2EEP9	0	0	0	0	A | 
Q2EES3	0	0	0	0	A | 
Q2EET0	0	0	0	0	A | 
Q46790	0	0	1	1	G | ; | 
Q46793	0	0	1	1	A | ; | 
Q46795	0	0	1	1	A | ; | 
Q47688	0	0	1	1	A | ; | 
P75680	0	0	1	1	A | ; | 
Q47718	0	0	1	1	B | ; | 
P28697	0	0	1	1	A | ; | 
P0CF60	0	0	1	1	A | ; | 
P0ADF0	0	0	1	1	A | ; | 
P13960	0	0	0	0	A | 
A5A627	0	0	0	0	B | 
P75971	0	0	1	1	B | ; | 
P11291	0	0	1	1	A | ; | 
Q2EEQ8	0	0	0	0	B | 
Q79CP2	0	0	1	1	A | ; | 
Q9Z3A0	0	0	1	1	A | ; | 
P36930	0	0	1	1	A | ; | 
P37008	0	0	1	1	A | ; | 
P76362	0	0	1	1	A | ; | 
P64570	0	0	1	1	A | ; | 
P76612	0	0	1	1	A | ; | 
Q9JMS2	0	0	0	0	E | 
Q9JMT2	0	0	0	0	A | 
P05052	0	0	1	1	A | ; | 
