Merge ID	Ishihama2008_s2(1)F	Masuda_et_al_Supple_rev2009(5)F	PengTable(2)L	# Identified
	1090	1570	4155	Novel: 3
P30749	0	1	1	2	A | ;0,16 | ; | 
P30750	0	1	1	2	F1 | ;- | ; | 
P30843	0	0	1	1	A | ; | 
P30844	0	1	1	2	B | ;0,09 | ; | 
P30845	0	0	1	1	B | ; | 
P30847	0	1	1	2	B | ;0,19 | ; | 
P30850	1	1	1	3	A | ;7,71E+02 | ;0,42 | ;0,42 | ;1465,39 | 
P30859	1	1	1	3	G | ;1,75E+03 | ;7,04 | ;175,46 | 
P30863	0	1	1	2	A | ;- | ; | 
P30864	0	0	1	1	B | ; | 
P30866	0	0	1	1	A | ; | 
P30870	1	0	1	2	A | ;8,80E+01 | ; | 
P30871	0	1	1	2	A | ;1,15 | ;1,15 | ; | 
P30958	1	1	1	3	A | ;2,02E+02 | ;0,36 | ;0,36 | ; | 
P31069	0	1	1	2	B | ;- | ; | 
P31119	0	1	1	2	B | ;0,09 | ; | 
P31120	1	1	1	3	A | ;1,04E+03 | ;- | ;- | ;861,61 | 
P31125	0	0	1	1	B | ; | 
P31129	0	0	1	1	A | ; | ; | 
P31133	1	0	1	2	G | ;2,23E+02 | ; | 
P31134	0	0	1	1	F1 | ; | 
P31142	1	1	1	3	A | ;4,14E+02 | ;9,73 | ;9,73 | ; | 
P31433	0	1	1	2	B | ;0,28 | ; | 
P31435	0	0	1	1	B | ; | 
P31440	0	0	1	1	B | ; | 
P31443	0	0	1	1	A | ; | 
P31455	0	0	1	1	A | ; | 
P31462	0	0	1	1	B | ; | 
P31466	0	0	1	1	B | ; | 
P31474	0	0	1	1	B | ; | 
P31475	1	1	1	3	A | ;2,78E+02 | ;0,84 | ;0,84 | ; | 
P31545	0	0	1	1	G | ; | 
P31551	0	0	1	1	A | ; | 
P31552	0	0	1	1	A | ; | 
P31553	0	0	1	1	B | ; | 
P31554	1	1	1	3	H | ;3,72E+02 | ;1,71 | ;1,71 | ; | 
P31658	1	1	1	3	A | ;2,89E+02 | ;- | ; | 
P31663	1	1	1	3	A | ;8,35E+02 | ;- | ;734,92 | 
P31666	0	0	1	1	G | ; | 
P31677	0	1	1	2	A | ;1 | ; | 
P31678	0	0	1	1	A | ; | 
P31679	0	0	1	1	B | ; | 
P31802	0	1	1	2	A | ;1,31 | ; | 
P31808	0	1	1	2	A | ;0,29 | ; | 
P31979	1	1	1	3	F1 | ;6,13E+02 | ;7,13 | ;7,13 | ; | 
P32055	0	1	1	2	A | ;- | ;238,73 | 
P32056	0	0	1	1	A | ; | 
P32057	0	0	1	1	B | ; | 
P32099	1	0	1	2	A | ;1,53E+02 | ; | 
P32108	0	0	1	1	B | ; | 
P32125	0	0	1	1	B | ; | 
P32129	0	0	1	1	B | ; | 
P32131	0	1	1	2	A | ;1,02 | ;1,02 | ; | 
P32132	1	1	1	3	A | ;2,92E+03 | ;0,74 | ;0,74 | ; | 
P32156	0	0	1	1	A | ; | 
P32157	1	0	1	2	A | ;2,89E+02 | ; | 
P32160	0	0	1	1	G | ; | 
P32162	0	0	1	1	A | ; | 
P32166	0	0	1	1	B | ; | 
P32169	0	0	1	1	A | ; | 
P32170	0	0	1	1	A | ; | 
P32171	0	0	1	1	A | ; | 
P32173	0	0	1	1	A | ; | 
P32177	1	0	1	2	A | ;2,12E+02 | ; | 
P32662	0	1	1	2	A | ;1,63 | ; | 
P32664	0	1	1	2	A | ;1,79 | ; | 
P32669	0	0	1	1	A | ;464,23 | 
P32670	0	0	1	1	F1 | ; | 
P32674	0	0	1	1	A | ; | 
P32675	0	0	1	1	A | ; | 
P32676	0	0	1	1	F1 | ; | 
P32677	0	0	1	1	A | ; | 
P32680	1	1	1	3	A | ;2,68E+02 | ;1,74 | ;1,74 | ; | 
P32681	0	1	1	2	I | ;- | ; | 
P32684	0	1	1	2	A_trl | ;1,71 | ; | 
P32687	0	0	1	1	I | ; | 
P32689	0	0	1	1	E | ; | 
P32695	1	1	1	3	A | ;1,37E+02 | ;- | ;- | ; | 
P32700	0	0	1	1	B | ; | 
P32712	0	0	1	1	I | ; | 
P32714	0	0	1	1	I | ; | 
P32715	0	0	1	1	B | ; | 
P33011	0	0	1	1	B | ; | 
P33012	0	0	1	1	A | ; | 
P33018	0	0	1	1	A | ; | 
P33022	0	0	1	1	A | ; | 
P33024	0	0	1	1	B | ; | 
P33136	1	1	1	3	G | ;1,51E+03 | ;1,64 | ;1,64 | ;326,04 | 
P33195	1	1	1	3	A | ;6,33E+02 | ;2,26 | ;2,26 | ;849,88 | 
P33219	0	0	1	1	X | ; | 
P33224	0	0	1	1	A | ; | 
P33225	0	0	1	1	G | ; | 
P33226	1	0	1	2	B | ;1,47E+02 | ; | 
P33232	0	1	1	2	B | ;2 | ;2 | ; | 
P33235	0	0	1	1	F4 | ; | 
P33355	0	1	1	2	A | ;0,86 | ; | 
P33358	0	0	1	1	B | ; | 
P33360	0	0	1	1	F1 | ; | 
P33362	1	0	1	2	G | ;1,60E+02 | ; | 
P33363	1	1	1	3	G | ;2,68E+02 | ;- | ;75,51 | 
P33368	0	0	1	1	A | ; | ; | 
P33371	0	0	1	1	A | ; | 
P33554	0	0	1	1	G | ; | 
P33570	1	0	1	2	A | ;1,92E+02 | ; | 
P33590	0	0	1	1	G | ; | 
P33591	0	0	1	1	B | ; | 
P33593	0	1	1	2	F1 | ;0,33 | ; | 
P33594	0	0	1	1	F1 | ; | 
P33596	0	0	1	1	A | ; | 
P33599	1	1	1	3	F1 | ;5,40E+02 | ;6,62 | ;6,62 | ; | 
P33602	1	1	1	3	F1 | ;6,52E+02 | ;7,82 | ;7,82 | ; | 
P33607	0	1	1	2	B | ;3,94 | ; | 
P33643	1	1	1	3	A_trl | ;1,76E+02 | ;0,41 | ;0,41 | ; | ; | 
P33644	1	0	1	2	A | ;3,82E+02 | ; | 
P33650	1	1	1	3	B | ;1,62E+02 | ;0,52 | ; | 
P33915	0	1	1	2	B | ;- | ; | 
P33916	1	0	1	2	F1 | ;1,06E+02 | ; | 
P33919	0	0	1	1	A | ; | 
P33920	0	1	1	2	A | ;- | ;- | ; | 
P33927	0	1	1	2	B | ;- | ;353,33 | 
P33934	0	0	1	1	B | ; | 
P33937	0	0	1	1	G | ; | 
P33940	1	1	1	3	B | ;1,14E+02 | ;- | ;- | ; | 
P34209	0	1	1	2	A | ;0,38 | ; | 
P34749	0	0	1	1	H | ; | 
P35340	1	1	1	3	A | ;1,25E+03 | ;- | ;- | ; | 
P36547	0	0	1	1	A | ; | 
P36548	0	0	1	1	G | ; | 
P36553	0	0	1	1	A | ; | 
P36562	0	0	1	1	A | ; | 
P36566	0	1	1	2	A | ;1,19 | ;1,19 | ; | 
P36645	0	0	1	1	A | ; | 
P36647	0	0	1	1	B | ; | 
P36659	0	1	1	2	A | ;2,23 | ; | 
P36662	0	0	1	1	A | ; | 
P36672	1	1	1	3	B | ;2,50E+02 | ;8,31 | ;8,31 | ; | 
P36673	0	0	1	1	A | ; | 
P36680	1	1	1	3	A | ;2,29E+02 | ;- | ;- | ; | 
P36683	1	1	1	3	A | ;1,63E+03 | ;9,64 | ;9,64 | ;9926,15 | 
P36767	1	1	1	3	A | ;3,82E+02 | ;0,43 | ;0,43 | ; | 
P36771	0	1	1	2	A | ;0,88 | ; | 
P36837	0	0	1	1	B | ; | 
P36879	1	1	1	3	F1 | ;1,53E+02 | ;1,14 | ; | 
P36881	0	0	1	1	F1 | ; | 
P36928	0	1	1	2	A | ;0,28 | ; | 
P36929	1	1	1	3	B | ;1,41E+02 | ;- | ;- | ; | 
P36938	1	0	1	2	A | ;7,53E+02 | ;965,72 | 
P36979	1	1	1	3	A_trl | ;4,53E+02 | ;0,47 | ;0,47 | ;1729,1 | 
P36999	0	1	1	2	A_trl | ;0,22 | ; | 
P37013	0	0	1	1	A | ; | 
P37024	0	1	1	2	A | ;0,67 | ; | 
P37025	0	0	1	1	A | ; | 
P37028	0	0	1	1	G | ; | 
P37047	0	0	1	1	A | ; | 
P37051	1	1	1	3	A | ;1,68E+03 | ;0,98 | ;2457,75 | 
P37095	1	1	1	3	A | ;7,31E+02 | ;2,26 | ;2,26 | ; | 
P37127	0	0	1	1	A | ; | 
P37128	0	0	1	1	A | ; | 
P37146	0	0	1	1	B | ; | 
P37177	0	0	1	1	F1 | ; | 
P37180	0	0	1	1	B | ; | 
P37182	0	0	1	1	A | ; | 
P37194	1	1	1	3	I | ;2,78E+02 | ;2,67 | ;2,67 | ; | 
P37195	0	0	1	1	A | ; | 
P37306	0	0	1	1	A | ; | 
P37313	0	0	1	1	F1 | ; | 
P37338	0	0	1	1	A | ; | 
P37339	0	1	1	2	B | ;6,54 | ; | 
P37340	0	0	1	1	B | ; | 
P37344	0	0	1	1	A | ; | 
P37348	0	0	1	1	A | ; | 
P37353	0	0	1	1	A | ; | 
P37355	0	0	1	1	A | ; | 
P37387	0	0	1	1	G | ; | 
P37440	1	1	1	3	A | ;2,23E+02 | ;- | ;- | ; | 
P37590	0	0	1	1	A | ; | 
P37595	0	0	1	1	A | ; | 
P37596	0	0	1	1	A | ; | 
P37610	0	0	1	1	A | ; | 
P37619	0	0	1	1	B | ; | 
P37623	0	0	1	1	A | ; | 
P37624	0	1	1	2	B | ;1,17 | ; | 
P37631	1	0	1	2	B | ;1,47E+02 | ; | 
P37634	1	1	1	3	A | ;3,30E+02 | ;0,41 | ;0,41 | ; | 
P37636	0	1	1	2	E | ;0,18 | ; | 
P37637	0	1	1	2	B | ;0,12 | ; | 
P37640	0	0	1	1	A | ; | 
P37641	0	0	1	1	B | ; | 
P37642	0	0	1	1	B | ; | 
P37646	0	0	1	1	A | ; | 
P37647	1	1	1	3	A | ;2,29E+02 | ;- | ; | 
P37648	1	1	1	3	G | ;4,32E+02 | ;0,46 | ; | 
P37649	0	1	1	2	B | ;- | ; | 
P37651	0	1	1	2	G | ;- | ; | 
P37652	0	1	1	2	B | ;- | ; | 
P37660	0	0	1	1	B | ; | 
P37661	0	0	1	1	B | ; | 
P37664	0	0	1	1	A | ; | 
P37666	1	1	1	3	A | ;4,94E+02 | ;1 | ; | 
P37686	0	0	1	1	A | ; | 
P37689	1	1	1	3	A | ;1,59E+03 | ;12,92 | ;1908,24 | 
P37690	0	0	1	1	G | ; | 
P37691	0	0	1	1	G | ; | 
P37692	1	1	1	3	A | ;1,53E+02 | ;0,77 | ; | 
P37758	0	0	1	1	B | ; | 
P37765	1	1	1	3	A_trl | ;3,68E+02 | ;0,28 | ;0,28 | ; | 
P37767	0	0	1	1	B | ; | 
P37773	0	1	1	2	A | ;1 | ;1 | ; | 
P37794	0	0	1	1	A | ; | 
P37903	0	1	1	2	A | ;4,39 | ;4,39 | ; | 
P37908	0	1	1	2	B | ;0,13 | ; | 
P38038	0	0	1	1	A | ;6160,56 | 
P38051	0	1	1	2	A | ;1,48 | ; | 
P38054	0	0	1	1	B | ; | 
P38055	0	0	1	1	B | ; | 
P38135	0	0	1	1	F1 | ; | 
P38489	1	1	1	3	A | ;1,84E+03 | ;1,96 | ;479 | 
P38506	0	0	1	1	B | ; | 
P38521	1	1	1	3	A | ;6,13E+02 | ;4,52 | ; | 
P38683	0	0	1	1	G | ; | 
P38684	0	0	1	1	A | ; | 
P39163	0	0	1	1	A | ; | 
P39165	0	0	1	1	G | ; | 
P39173	1	1	1	3	A | ;1,98E+03 | ;1,16 | ; | 
P39176	0	0	1	1	G | ; | 
P39177	1	1	1	3	A | ;6,13E+02 | ;0,56 | ; | 
P39187	0	0	1	1	G | ; | 
P39199	1	1	0	2	A | ;6,13E+02 | ;- | 
P39206	0	0	1	1	A | ; | 
P39267	0	0	1	1	A | ; | 
P39276	0	0	1	1	B | ; | 
P39279	0	0	1	1	A | ; | 
P39285	0	1	1	2	B | ;- | ; | 
P39286	1	0	1	2	A | ;2,02E+02 | ; | 
P39288	0	0	1	1	A | ; | 
P39293	0	0	1	1	A | ; | 
P39298	0	0	1	1	A | ; | 
P39300	0	0	1	1	A | ; | 
P39301	0	0	1	1	B | ; | 
P39304	0	0	1	1	A | ; | 
P39305	0	0	1	1	A | ; | 
P39306	0	0	1	1	A | ; | 
P39314	0	0	1	1	B | ; | 
P39315	1	0	1	2	A | ;2,36E+02 | ; | 
P39321	1	1	1	3	B | ;1,04E+02 | ;0 | ; | 
P39325	0	0	1	1	G | ; | 
P39337	0	0	1	1	A | ; | 
P39342	0	1	1	2	B | ;0,41 | ;0,41 | ; | 
P39404	0	0	1	1	A | ; | 
P39405	0	0	1	1	F1 | ; | 
P39406	1	1	1	3	A_trl | ;5,18E+02 | ;0 | ;0 | ; | 
P39407	0	1	1	2	A | ;0,43 | ; | 
P39408	0	0	1	1	A | ; | 
P39409	0	0	1	1	A | ; | 
P39411	0	0	1	1	A | ; | 
P39452	0	0	1	1	A | ; | 
P39453	0	0	1	1	B | ; | 
P39829	0	1	1	2	A | ;7,63 | ; | 
P39831	1	1	1	3	A | ;8,92E+02 | ;5,01 | ;1795,49 | 
P39836	0	0	1	1	B | ; | 
P39902	0	0	1	1	A | ; | 
P40191	1	1	1	3	A | ;2,89E+02 | ;1,58 | ; | 
P40710	0	1	1	2	I | ;1,32 | ; | 
P40711	0	0	1	1	A | ; | 
P40719	0	1	1	2	B | ;- | ; | 
P40874	1	1	1	3	B | ;3,01E+02 | ;0,12 | ; | 
P41052	0	1	1	2	I | ;0,66 | ;0,66 | ; | 
P41409	0	1	1	2	A | ;3,29 | ; | 
P42588	0	0	1	1	G | ; | 
P42590	0	0	1	1	B | ; | 
P42591	0	0	1	1	G | ; | 
P42592	0	0	1	1	G | ; | 
P42593	0	0	1	1	A | ; | 
P42596	0	1	1	2	A_trl | ;- | ; | 
P42598	0	0	1	1	B | ; | 
P42599	0	1	1	2	A | ;0,79 | ;0,79 | ; | 
P42601	0	0	1	1	B | ; | 
P42603	0	0	1	1	B | ; | 
P42604	0	0	1	1	B | ; | 
P42616	0	0	1	1	G | ; | 
P42624	0	0	1	1	A | ; | 
P42632	0	1	1	2	A | ;0,17 | ;0,17 | ; | 
P42640	0	0	1	1	B | ; | 
P42904	0	0	1	1	A | ; | 
P42907	0	0	1	1	A | ; | 
P42911	0	0	1	1	B | ; | 
P43329	1	1	1	3	A | ;1,04E+02 | ;- | ; | 
P43337	0	0	1	1	B | ; | 
P43341	0	1	1	2	F1 | ;- | ; | 
P43531	0	0	1	1	B | ; | 
P43533	0	0	1	1	A | ; | 
P43667	0	0	1	1	B | ; | 
P43671	1	1	1	3	B | ;1,81E+02 | ;0,45 | ;0,45 | ; | 
P43674	0	0	1	1	I | ; | 
P45395	0	1	1	2	B | ;0,37 | ; | 
P45463	0	0	1	1	B | ; | 
P45465	0	0	1	1	A | ; | 
P45468	0	0	1	1	B | ; | 
P45469	0	1	1	2	A | ;- | ; | 
P45472	0	0	1	1	A | ; | 
P45475	0	0	1	1	A | ; | 
P45524	0	0	1	1	A | ; | 
P45527	0	0	1	1	A | ; | 
P45537	0	1	1	2	B | ;0,12 | ; | 
P45565	0	0	1	1	G | ; | 
P45577	1	1	1	3	A | ;2,98E+03 | ;0,98 | ;0,98 | ; | 
P45578	1	1	1	3	A | ;2,83E+03 | ;1,13 | ;1,13 | ; | 
P45579	0	0	1	1	A | ; | 
P45748	1	1	1	3	A_trl | ;5,18E+02 | ;0,32 | ;0,32 | ; | 
P45751	0	0	1	1	B | ; | 
P45753	0	0	1	1	G | ; | 
P45767	0	0	1	1	B | ; | 
P45768	0	0	1	1	B | ; | 
P45769	0	0	1	1	F1 | ; | 
P45771	0	0	1	1	A | ; | 
P45799	1	0	1	2	A | ;3,15E+02 | ; | 
P45800	0	1	1	2	B | ;0,29 | ; | 
P46022	0	1	1	2	B | ;0,19 | ; | 
P46118	0	1	1	2	B | ;1,32 | ;1,32 | ; | 
P46126	0	0	1	1	E | ; | 
P46130	1	1	1	3	I | ;3,39E+02 | ;2,15 | ;2,15 | ; | 
P46136	0	0	1	1	B | ; | 
P46139	0	0	1	1	B | ; | 
P46141	0	0	1	1	B | ; | 
P46142	0	0	1	1	G | ; | 
P46478	0	0	1	1	B | ; | 
P46482	0	1	1	2	B | ;0,08 | ; | 
P46837	1	1	1	3	A | ;4,10E+02 | ;1,35 | ;1,35 | ; | 
P46850	0	0	1	1	A | ; | 
P46852	0	0	1	1	A | ; | 
P46853	1	1	1	3	A | ;7,27E+02 | ;0,43 | ; | 
P46859	0	0	1	1	A | ; | 
P46888	0	0	1	1	A | ; | 
P46889	1	1	1	3	B | ;1,64E+02 | ;1,11 | ; | 
P46890	0	0	1	1	A | ; | 
P46891	0	0	1	1	A | ; | 
P50456	0	0	1	1	F1 | ; | 
P50465	0	0	1	1	A | ; | 
P50466	0	0	1	1	B | ; | 
P51024	1	1	1	3	A | ;2,78E+02 | ;- | ; | 
P51025	0	0	1	1	A | ; | 
P51981	0	0	1	1	B | ; | 
P52005	0	0	1	1	B | ; | 
P52007	0	1	1	2	A | ;0,44 | ;0,44 | ; | 
P52044	0	0	1	1	A | ; | 
P52052	1	0	1	2	A | ;1,67E+02 | ; | 
P52061	1	1	1	3	A | ;3,92E+02 | ;0,52 | ;0,52 | ; | 
P52062	0	1	1	2	A | ;- | ; | 
P52076	0	0	1	1	A | ; | 
P52086	0	0	1	1	A | ; | 
P52095	0	0	1	1	A | ; | 
P52102	0	0	1	1	A | ; | 
P52107	0	0	1	1	G | ; | 
P52108	0	1	1	2	A | ;0,32 | ; | 
P52599	0	0	1	1	G | ; | 
P52636	0	0	1	1	B | ; | 
P52643	1	1	1	3	A | ;1,20E+03 | ;1 | ;396,53 | 
P52645	0	1	1	2	B | ;0,26 | ; | 
P52647	1	1	1	3	A | ;1,19E+02 | ;1,28 | ;1,28 | ; | 
P54901	0	1	1	2	A | ;1,17 | ; | 
P55135	0	0	1	1	A_trl | ; | 
P55138	0	0	1	1	A | ; | 
P55798	0	0	1	1	A | ; | 
P56256	0	0	1	1	A | ; | 
P56262	0	0	1	1	A | ; | 
P60061	0	0	1	1	B | ; | 
P60293	0	1	1	2	A | ;0,51 | ;0,51 | ; | 
P60340	1	1	1	3	A | ;1,86E+02 | ;1 | ; | 
P60390	0	1	1	2	A | ;0,89 | ; | 
P60422	1	1	1	3	A_trl | ;4,48E+04 | ;11 | ;11 | ;15111,52 | 
P60438	1	1	1	3	A_trl | ;7,97E+04 | ;6,68 | ;6,68 | ;16983,19 | 
P60472	1	1	1	3	A | ;3,68E+02 | ;0,69 | ; | 
P60546	1	1	1	3	A | ;8,35E+02 | ;1,36 | ; | 
P60560	1	1	1	3	B | ;6,40E+02 | ;1,73 | ;1,73 | ;257,09 | 
P60566	0	0	1	1	A | ; | 
P60584	0	0	1	1	A | ; | 
P60595	0	0	1	1	A | ;2587,07 | 
P60624	1	1	1	3	A_trl | ;6,34E+05 | ;20,34 | ;20543,12 | 
P60651	1	1	1	3	A | ;3,53E+03 | ;1 | ;1 | ;1241,43 | 
P60664	0	0	1	1	A | ;921,53 | 
P60716	1	1	1	3	A | ;6,13E+02 | ;1 | ;1 | ; | 
P60720	0	1	1	2	A | ;0,37 | ; | 
P60723	1	1	1	3	A_trl | ;2,64E+04 | ;- | ;- | ;14669,26 | 
P60752	1	1	1	3	B | ;2,06E+02 | ;0,45 | ;0,45 | ; | 
P60757	1	1	1	3	A | ;6,40E+02 | ;- | ;774,11 | 
P60778	0	0	1	1	B | ; | 
P60782	0	0	1	1	B | ; | 
P60785	1	1	1	3	F1 | ;7,53E+02 | ;1,56 | ;1,56 | ;469,2 | 
P60869	0	1	1	2	B | ;- | ;- | ; | 
P60906	1	1	1	3	A_trl | ;6,92E+02 | ;- | ;412,21 | 
P60932	0	0	1	1	B | ; | 
P60955	0	1	1	2	B | ;- | ;- | ; | 
P61175	1	1	1	3	A_trl | ;1,28E+07 | ;11,05 | ;11,05 | ;22984,52 | 
P61316	1	1	1	3	G | ;6,13E+02 | ;0,39 | ;0,39 | ;306,88 | 
P61320	1	1	1	3	I | ;2,23E+02 | ;1,52 | ;1,52 | ; | 
P61517	1	1	1	3	A | ;4,94E+03 | ;1,74 | ;1,74 | ;4442,37 | 
P61714	1	1	1	3	A | ;1,60E+04 | ;2,84 | ;2,84 | ;5882,43 | 
P61887	1	0	1	2	A | ;1,76E+02 | ; | 
P61889	1	1	1	3	F1 | ;3,39E+03 | ;7,98 | ;7,98 | ;29034,27 | 
P61949	1	1	1	3	A | ;8,35E+02 | ;1,71 | ;1,71 | ;1862,26 | 
P62395	0	0	1	1	G | ; | 
P62517	0	1	1	2	B | ;0,57 | ;0,57 | ; | 
P62601	0	0	1	1	A | ; | 
P62615	0	0	1	1	A | ; | 
P62620	1	1	1	3	A | ;5,65E+02 | ;1,88 | ;1,88 | ; | 
P62623	1	1	1	3	A | ;3,15E+02 | ;0,49 | ;0,49 | ; | 
P62672	0	0	1	1	A | ; | 
P62707	1	1	1	3	A | ;1,44E+04 | ;1,34 | ;13 | ;13 | ;4871,93 | 
P62768	1	1	1	3	A | ;8,35E+02 | ;1,93 | ; | 
P63020	1	1	1	3	A | ;1,02E+04 | ;1,43 | ;5011,15 | 
P63177	1	0	1	2	A_trl | ;3,15E+02 | ; | 
P63183	0	1	1	2	B | ;0,09 | ; | 
P63201	0	0	1	1	A | ; | 
P63204	0	0	1	1	A | ; | 
P63224	1	1	1	3	A | ;1,20E+03 | ;5,84 | ;4155,67 | 
P63228	1	1	1	3	A | ;2,78E+02 | ;1,23 | ; | 
P63264	0	0	1	1	A | ; | 
P63284	1	1	1	3	A | ;1,64E+03 | ;4,39 | ;4,39 | ;340,93 | 
P63340	0	0	1	1	B | ; | 
P63386	0	1	1	2	F1 | ;0,37 | ;0,37 | ; | 
P63389	1	1	1	3	F1 | ;1,02E+02 | ;0,17 | ;0,17 | ; | 
P63417	0	1	1	2	A | ;0,45 | ; | 
P63746	0	0	1	1	A | ; | 
P63883	0	1	1	2	G | ;- | ; | 
P64423	0	1	1	2	B | ;0,78 | ; | 
P64426	0	1	1	2	I | ;0,77 | ;0,77 | ; | 
P64439	0	0	1	1	B | ; | 
P64445	0	0	1	1	B | ; | 
P64476	0	0	1	1	A | ; | 
P64479	0	0	1	1	A | ; | 
P64481	0	0	1	1	B | ; | 
P64490	0	0	1	1	A | ; | 
P64515	0	0	1	1	B | ; | 
P64540	1	1	1	3	A | ;4,53E+02 | ;0,62 | ; | 
P64548	0	0	1	1	G | ; | 
P64550	0	0	1	1	B | ; | 
P64554	1	1	1	3	A | ;2,68E+02 | ;0,11 | ; | 
P64557	0	0	1	1	A | ; | 
P64559	0	0	1	1	A | ; | 
P64574	0	0	1	1	A | ; | 
P64588	1	1	1	3	A | ;2,29E+02 | ;0,32 | ; | 
P64590	0	0	1	1	B | ; | 
P64599	0	0	1	1	A | ; | 
P64604	1	1	1	3	G | ;4,53E+02 | ;0,59 | ;0,59 | ; | 
P64606	0	1	1	2	B | ;0,25 | ; | 
P64610	0	0	1	1	A | ; | 
P64612	0	0	1	1	A | ; | 
P64616	0	0	1	1	A | ; | 
P64624	1	1	1	3	A | ;5,18E+02 | ;0,92 | ; | 
P64636	0	1	1	2	A | ;0,34 | ; | 
P65298	0	0	1	1	I | ; | 
P65556	1	1	1	3	A | ;5,18E+02 | ;1,17 | ; | 
P65643	0	0	1	1	A | ; | 
P65807	0	0	1	1	A | ; | 
P65870	0	1	1	2	A | ;0,16 | ; | 
P66817	0	0	1	1	A | ; | 
P66899	0	0	1	1	A | ; | 
P66948	0	1	1	2	G | ;0,65 | ;0,65 | ; | 
P67080	1	1	1	3	A | ;5,46E+02 | ;0,31 | ;0,31 | ; | 
P67087	0	1	1	2	A | ;0,25 | ; | 
P67095	1	1	1	3	A | ;4,53E+02 | ;1,61 | ; | 
P67153	0	0	1	1	B | ; | 
P67244	0	0	1	1	B | ; | 
P67430	0	0	1	1	A | ; | 
P67444	0	0	1	1	B | ; | 
P67553	0	1	1	2	E | ;0,29 | ; | 
P67601	0	0	1	1	B | ; | 
P67660	0	0	1	1	A | ; | 
P67662	0	0	1	1	B | ; | 
P67762	1	0	1	2	A | ;3,15E+02 | ; | 
P67826	0	1	1	2	A | ;- | ; | 
P67910	1	1	1	3	A | ;2,28E+03 | ;1,91 | ;1,91 | ;835,92 | 
P68183	0	0	1	1	B | ; | 
P68187	1	1	1	3	F1 | ;2,12E+02 | ;3,41 | ;3,41 | ; | 
P68398	0	1	1	2	A | ;- | ; | 
P68567	0	0	1	1	A | ; | 
P68644	0	0	1	1	F1 | ; | 
P68688	0	0	1	1	A | ; | 
P68739	0	0	1	1	A | ; | 
P68767	1	1	1	3	A | ;5,77E+02 | ;0,92 | ;0,92 | ; | 
P69054	0	0	1	1	B | ; | 
P69228	1	0	1	2	A | ;1,67E+02 | ; | 
P69380	0	1	1	2	B | ;0,49 | ; | 
P69423	0	0	1	1	B | ; | 
P69425	1	1	1	3	B | ;2,50E+02 | ;2,61 | ; | 
P69441	1	1	1	3	A | ;4,18E+03 | ;6,43 | ;6,43 | ;3832,25 | 
P69451	0	1	1	2	F1 | ;- | ; | 
P69490	0	1	1	2	B | ;- | ; | 
P69503	1	1	1	3	A | ;3,53E+03 | ;1,76 | ;3054,57 | 
P69506	0	0	1	1	A | ; | 
P69739	0	0	1	1	B | ; | 
P69783	1	1	1	3	F1 | ;3,04E+05 | ;22,37 | ;9435,59 | 
P69786	1	1	1	3	B | ;1,15E+03 | ;5,57 | ;5,57 | ; | 
P69791	0	0	1	1	F1 | ; | 
P69801	0	1	1	2	B | ;0,42 | ;0,42 | ; | 
P69805	1	1	1	3	B | ;4,14E+02 | ;9 | ;9 | ; | 
P69829	1	1	1	3	F1 | ;6,64E+02 | ;1,52 | ;1,52 | ; | 
P69853	0	0	1	1	F1 | ; | 
P69874	1	1	1	3	F1 | ;4,30E+02 | ;1 | ;1 | ; | 
P69902	0	0	1	1	B | ; | 
P69908	1	1	1	3	A | ;4,98E+02 | ;2,06 | ; | 
P69910	1	1	1	3	A | ;4,10E+02 | ;1,52 | ; | 
P69922	0	1	1	2	A | ;0,18 | ;0,18 | ; | 
P69924	1	1	1	3	B | ;5,57E+02 | ;3,33 | ;3,33 | ;1,52 | ; | 
P69931	0	0	1	1	F1 | ; | 
P71237	0	0	1	1	A | ; | 
P71239	0	0	1	1	A | ; | 
P71241	0	0	1	1	B | ; | 
P71242	0	1	1	2	A | ;- | ; | 
P71243	0	0	1	1	A | ; | 
P71244	0	0	1	1	G | ; | 
P75672	0	0	1	1	A | ; | 
P75713	0	0	1	1	A | ; | 
P75726	0	0	1	1	A | ; | 
P75728	0	1	1	2	B | ;0,38 | ;0,38 | ; | 
P75733	0	0	1	1	H | ; | 
P75734	0	0	1	1	I | ; | 
P75736	1	1	1	3	A | ;1,76E+02 | ;1,02 | ; | 
P75742	0	0	1	1	B | ; | 
P75745	1	0	1	2	A | ;1,86E+02 | ; | 
P75779	0	0	1	1	A | ; | 
P75780	1	1	1	3	H | ;3,79E+02 | ;- | ;- | ; | 
P75785	0	1	1	2	B | ;- | ; | 
P75792	0	0	1	1	A | ; | 
P75793	1	0	1	2	A | ;9,43E+01 | ; | 
P75794	0	0	1	1	A | ; | 
P75796	0	0	1	1	F1 | ; | 
P75797	0	0	1	1	G | ;207,13 | 
P75799	0	0	1	1	B | ; | 
P75801	0	1	1	2	B | ;- | ; | 
P75804	0	0	1	1	G | ; | 
P75806	0	0	1	1	B | ; | 
P75809	0	0	1	1	A | ; | 
P75811	0	0	1	1	A | ; | 
P75817	0	0	1	1	A_trl | ; | 
P75820	0	1	1	2	I | ;- | ; | 
P75822	0	0	1	1	B | ; | 
P75823	1	1	1	3	A | ;1,47E+02 | ;0,74 | ; | 
P75824	0	0	1	1	A | ; | 
