Merge ID	TableS6_MatchingK12_BL21(DE3)_V2_basicProteome	Masuda2009_fin2	Wang2007_fin	Wang2007_noglucose_fin	Oberto2009_fin	Wei2001_fin2	mRNA_Taniguchi_fin	OurStudy_Feb2011_Common	# Studies	TableS6_MatchingK12_BL21(DE3)_V2_basicProteome Duplicates	Masuda2009_fin2 Duplicates	Wang2007_fin Duplicates	Wang2007_noglucose_fin Duplicates	Oberto2009_fin Duplicates	Wei2001_fin2 Duplicates	mRNA_Taniguchi_fin Duplicates	OurStudy_Feb2011_Common Duplicates	Subcellular Location(this study)	Entry name (Uniprot)	mRNA	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	A (mRNA per cell cycle)_RNAseq	Localization	
P05793	1	1	1	1	1			1	6	1	1	1	1	1			1	A	ILVC_ECOLI	0.56	2	2	2	2			A	
P05827	1		1	1	1	1		1	6	1		1	1	1	1		1	A	ILVY_ECOLI			0	0		0		A	
P04968	1		1	1	1		1	1	6	1		1	1	1		1	1	B	THD1_ECOLI			2	0				B	
P0AB80	1	1	1	1	1			1	6	1	1	1	1	1			1	A	ILVE_ECOLI		2	2	2	2			A	
P22787	1		1	1	1				4	1		1	1	1				A	YIFB_ECOLI			2	2					
P0ADN2	1	1	1	1	1			1	6	1	1	1	1	1			1	A	YIFE_ECOLI	3.39	2	2	2	2			A	
P31475	1	1	1	1	1			1	6	1	1	1	1	1			1	A	YIEP_ECOLI	0.84	2	2	2	2			A	
P31474	1		1	1	1				4	1		1	1	1				B	HSRA_ECOLI			2	2	2				
P0A9J6	1	1	1	1	1			1	6	1	1	1	1	1			1	A	RBSK_ECOLI	2.34	2	2	2	2			A	
P02925	1	1	1	1	1		1	1	7	2	1	1	1	1		1	1	G	RBSB_ECOLI	4.38	2	2	2	2		2.188958023	G	
P04983	1	1	1	1	1			1	6	2	1	1	1	1			1	F1	RBSA_ECOLI	0	2	2	2	2			F1	
P63183	1		1	1	1			1	5	1		1	1	1			1	B	KUP_ECOLI			1	0				B	
P0ADN0	1		1	1	1		1		5	1		1	1	1		1		A	VIAA_ECOLI			2	2	2				
P00963	1	1	1	1	1			1	6	1	1	1	1	1			1	A	ASNA_ECOLI	0.26	2	2	2	2			A	
P0ACI6	1		1	1	1		1	1	6	1		1	1	1		1	1	A	ASNC_ECOLI			2	2			0.872985255	A	
P03817	1	1	1	1	1			1	6	1	1	1	1	1			1	A	MIOC_ECOLI	2.01	2	2	2	2			A	
P0AB98	1	1	1	1	1			1	6	1	1	1	1	1			1	B	ATP6_ECOLI	3.33	2	2	2	2			B	
P0ABA6	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	F1	ATPG_ECOLI	4.66	2	2	2	2			F1	
P0ABB4	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	F1	ATPB_ECOLI	3	2	2	2	2			F1	
P0ACC7	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	GLMU_ECOLI	1.06	2	2	2	2		6.799609488	A	
P0AG82	1		1	1	1		1	1	6	1		1	1	1		1	1	G	PSTS_ECOLI			2	2	2		132.9554438	G	
P07654	1		1	1	1	1		1	6	1		1	1	1	1		1	B	PSTA_ECOLI			2	2	2	0		B	
P0AAH0	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	F1	PSTB_ECOLI	0	2	2	2	2		14.68063249	F1	
P0A9K7	1	1	1	1	1			1	6	1	1	1	1	1			1	F1	PHOU_ECOLI	0.43	2	2	0				F1	
P31466	1		1	1	1			1	5	1		1	1	1			1	B	PURP_ECOLI			2	0				B	
P0AGE6	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	YIEF_ECOLI	0.95	2	2	2	2			A	
P0ADM8	1		1	1	1			1	5	1		1	1	1			1	B	YIEE_ECOLI			2	2	2			B	
P31462	1		1	1	1				4	1		1	1	1				B	MDTL_ECOLI			2	0	0				
P0A853	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		A	TNAA_ECOLI		2	0	2	2	2	4.230372392		
P25522	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	F1	MNME_ECOLI	1	2	2	2	2			F1	
P25714	1	1	1	1	1	1		1	7	1	1	1	1	1	1		1	B	OXAA_ECOLI	1.71	2	2	2	2	0		B	
P0A7Y8	1		1	1	1		1	1	6	1		1	1	1		1	1	A	RNPA_ECOLI			2	2	2		6.825150044	A	
P00903	1		1	1	1	1		1	6	1		1	1	1	1		1	A	PABA_ECOLI			0	0	0	0		A	
P18335	1		1	1	1			1	5	1		1	1	1			1	A	ARGD_ECOLI			2	2				A	
P45537	1		1	1	1			1	5	1		1	1	1			1	B	YHFK_ECOLI			2	2	2			B	
P0ACJ8	1	1	1	1	1			1	6	1	1	1	1	1			1	A	CRP_ECOLI	3.52	2	2	2	2			A	
P0ADX1	1	1	1	1	1			1	6	1	1	1	1	1			1	A	YHFA_ECOLI	0.48	2	2	2	2			A	
P0AEX5	1		1	1	1	1	1	1	7	1		1	1	1	1	1	1	A	KPPR_ECOLI			2	2	2	0	2.745774668	A	
P45524	1		1	1	1		1	1	6	1		1	1	1		1	1	A	YHET_ECOLI			2	0				A	
P63389	1	1	1	1	1			1	6	1	1	1	1	1			1	F1	YHES_ECOLI	0.17	2	2	2	2			F1	
P0A756	1		1	1	1			1	5	1		1	1	1			1	F1	KEFG_ECOLI			2	2	2			F1	
P0A9K9	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	SLYD_ECOLI	3.43	2	2	2	2			A	
P64624	1	1	1	1	1			1	6	1	1	1	1	1			1	A	YHEO_ECOLI	0.92	2	2	2	2			A	
P02359	1	1	1	1	1	1		1	7	1	1	1	1	1	1		1	A	RS7_ECOLI	13.54	2	2	2	2	2		A	
P0A6M8	1	1	1	1	1	1	1	1	8	1	1	1	1	1	2	1	1	A	EFG_ECOLI	12.97	2	2	2	2	2		A	
P0A7R5	1	1	1	1	1	1		1	7	1	1	1	1	1	2		1	A	RS10_ECOLI	7.22	2	2	2	2	2		A	
P60438	1	1	1	1	1	1		1	7	1	1	1	1	1	2		1	A	RL3_ECOLI	6.68	2	2	2	2	2		A	
P60723	1	1	1	1	1	1		1	7	1	1	1	1	1	2		1	A	RL4_ECOLI		2	2	2	2	2		A	
P60422	1	1	1	1	1	1		1	7	1	1	1	1	1	2		1	A	RL2_ECOLI	11	2	2	2	2	2		A	
P0A7U3	1	1	1	1	1	1		1	7	1	1	1	1	1	2		1	A	RS19_ECOLI	10.63	2	2	2	2	2		A	
P61175	1	1	1	1	1	1		1	7	1	1	1	1	1	1		1	A	RL22_ECOLI	11.05	2	2	2	2	2		A	
P0ADY7	1	1	1	1	1	1		1	7	1	1	1	1	1	1		1	A	RL16_ECOLI	5.43	2	2	2	2	2		A	
P0AG63	1	1	1	1	1	1		1	7	1	1	1	1	1	1		1	A	RS17_ECOLI	1.31	2	2	2	2	2		A	
P0ADY3	1	1	1	1	1	1		1	7	1	1	1	1	1	1		1	A	RL14_ECOLI	9.48	2	2	2	2	2		A	
P60624	1	1	1	1	1	1		1	7	1	1	1	1	1	2		1	A	RL24_ECOLI	20.34	2	2	2	2	2		A	
P0AG59	1	1	1	1	1	1		1	7	1	1	1	1	1	1		1	A	RS14_ECOLI	15.83	2	2	2	2	2		A	
P0A7W7	1	1	1	1	1	1		1	7	1	1	1	1	1	1		1	A	RS8_ECOLI	11.32	2	2	2	2	2		A	
P0AG55	1	1	1	1	1	1		1	7	1	1	1	1	1	1		1	A	RL6_ECOLI	8.24	2	2	2	2	2		A	
P0A7W1	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	A	RS5_ECOLI	11.95	2	2	2	2	2		A	
P02413	1	1	1	1	1	1		1	7	1	1	1	1	1	1		1	A	RL15_ECOLI	9.82	2	2	2	2	2		A	
P0AGA2	1	1	1	1	1	1		1	7	1	1	1	1	1	1		1	B	SECY_ECOLI	9.13	2	2	2	2	2		B	
P0A7S9	1	1	1	1	1	1		1	7	1	1	1	1	1	1		1	A	RS13_ECOLI	11.13	2	2	2	2	2		A	
P0A7R9	1	1	1	1	1	1		1	7	1	1	1	1	1	1		1	A	RS11_ECOLI	7.81	2	2	2	2	2		A	
P0A7V8	1	1	1	1	1	1		1	7	1	1	1	1	1	1		1	A	RS4_ECOLI	7.54	2	2	2	2	2		A	
P0A7Z4	1	1	1	1	1	1		1	7	1	1	1	1	1	2		1	A	RPOA_ECOLI	10.58	2	2	2	2	2		A	
P0AG44	1	1	1	1	1	1		1	7	1	1	1	1	1	1		1	A	RL17_ECOLI	7.49	2	2	2	2	2		A	
P0ACS5	1		1	1	1			1	5	1		1	1	1			1	A	ZNTR_ECOLI			2	2				A	
P36929	1	1	1	1	1			1	6	1	1	1	1	1			1	B	RSMB_ECOLI		2	2	2	2			B	
P23882	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	FMT_ECOLI	0.43	2	2	2	2		5.471811141	A	
P0A6K3	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	DEF_ECOLI	1.03	2	2	2	2		19.24461847	A	
P0A828	1		1	1	1	1			5	1		1	1	1	1			A	SMG_ECOLI			2	2	2	0			
P45771	1		1	1	1				4	1		1	1	1				A	YRDD_ECOLI			2	2	2				
P45748	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	RIMN_ECOLI	0.32	2	2	2	2		3.775543585	A	
P15770	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	A	AROE_ECOLI	0.34	2	2	2	2	0	2.510758683	A	
P0A9W9	1		1	1	1		1	1	6	1		1	1	1		1	1	A	YRDA_ECOLI			2	2	2		11.67381264	A	
P45769	1		1	1	1			1	5	1		1	1	1			1	F1	YHDZ_ECOLI			0	0	0			F1	
P45768	1		1	1	1				4	1		1	1	1				B	YHDY_ECOLI			0	0	0				
P45767	1		1	1	1				4	1		1	1	1				B	YHDX_ECOLI			0	0	0				
P0ACT2	1		1	1	1	1			5	1		1	1	1	1			A	ENVR_ECOLI			0	0	0	0			
P28638	1		1	1	1				4	1		1	1	1				A	YHDJ_ECOLI			0	0	0				
P0A6R3	1	1	1	1	1			1	6	1	1	1	1	1			1	A	FIS_ECOLI	1.31	2	2	2	2			A	
P0ABT5	1		1	1	1			1	5	1		1	1	1			1	A	DUSB_ECOLI			2	2	2			A	
P24182	1	1	1	1	1			1	6	1	2	2	1	1			1	A	ACCC_ECOLI	14.12	2	2	2	2			A	
P13518	1		1	1	1		1	1	6	1		1	1	1		1	1	B	CSRD_ECOLI			2	2	0		2.092399378	B	
P0A9X4	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	F1	MREB_ECOLI	2.31	2	2	2	2		11.94127538	F1	
P0ABH4	1		1	1	1	1			5	1		1	1	1	1			B	MRED_ECOLI			2	2	2	0			
P25536	1		1	1	1			1	5	1		1	1	1			1	A	YHDE_ECOLI			2	2	2			A	
P0A9J0	1	1	1	1	1			1	6	1	1	1	1	1			1	A	RNG_ECOLI	1	2	2	0	2			A	
P0AGG8	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	TLDD_ECOLI	1.01	2	2	2	2		2.802845032	A	
P67662	1		1	1	1			1	5	1		1	1	1			1	B	AAER_ECOLI			2	2	2			B	
P46478	1		1	1	1				4	1		1	1	1				B	AAEX_ECOLI			2	2	2				
P46482	1		1	1	1			1	5	1		1	1	1			1	B	AAEA_ECOLI			0	0	0			B	
P64616	1		1	1	1		1		5	1		1	1	1		1		A	YHCO_ECOLI			0	2					
P23843	1	1	1	1	1			1	6	1	1	1	1	1			1	G	OPPA_ECOLI	13.15	2	2	2	2			G	
P25743	1		1	1	1				4	1		1	1	1				B	YCHE_ECOLI			0	0	0				
P0A9Q7	1	1	1	1	1				5	1	1	1	1	1				A	ADHE_ECOLI	14.52	2	2	2	2				
P23331	1	1	1	1	1	1			6	1	1	1	1	1	1			A	KITH_ECOLI	1.86	2	2	2	2	0			
P0ACF8	1	1	1	1	1	1		1	7	1	1	1	1	1	1		1	A	HNS_ECOLI	19.14	2	2	2	2	2		A	
P0AEP3	1	1	1	1	1			1	6	1	1	1	1	1			1	B	GALU_ECOLI	3.68	2	2	2	2			B	
P0AEV1	1		1	1	1	1		1	6	1		1	1	1	1		1	A	HNR_ECOLI			2	2	2	0		A	
P0AFR0	1		1	1	1		1	1	6	1		1	1	1		1	1	A	RSSA_ECOLI			2	2	2			A	
P37051	1	1	1	1	1			1	6	1	1	1	1	1			1	A	PURU_ECOLI	0.98	2	2	2	2			A	
P11350	1		1	1	1	1		1	6	1		1	1	1	1		1	B	NARI_ECOLI			0	0	2	0		B	
P0AF26	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		A	NARJ_ECOLI	1.75	2	2	0	2	0			
P11349	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	F1	NARH_ECOLI	1.39	2	0	0	2		0.023431729	F1	
P09152	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	F1	NARG_ECOLI	6.07	2	0	0	2			F1	
P0AFA2	1		1	1	1			1	5	1		1	1	1			1	B	NARX_ECOLI			2	2				B	
P0AF28	1	1	1	1	1			1	6	1	1	1	1	1			1	A	NARL_ECOLI	1.57	2	2	2	2			A	
P39165	1		1	1	1				4	1		1	1	1				G	YCHO_ECOLI			2	0	0				
P0AB52	1	1	1	1	1			1	6	1	1	1	1	1			1	A	YCHN_ECOLI	1.05	2	2	2	2			A	
P39163	1		1	1	1			1	5	1		1	1	1			1	A	CHAC_ECOLI			0	0	0			A	
P0A715	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	KDSA_ECOLI	2.87	2	2	2	2		3.918900451	A	
P0AGM5	1		1	1	1			1	5	1		1	1	1			1	B	SIRB1_ECOLI			2	2	2			B	
Q46755	1		1	1	1				4	1		1	1	1				B	SIRB2_ECOLI			2	2	2				
P0ACC1	1		1	1	1	1		1	6	1		1	1	1	1		1	A	HEMK_ECOLI			2	2	2	2		A	
P0A7I0	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	RF1_ECOLI	0.25	2	2	2	2		3.052339137	A	
P0A6X1	1		1	1	1			1	5	1		1	1	1			1	A	HEM1_ECOLI			2	2	2			A	
P61320	1	1	1	1	1			1	6	1	1	1	1	1			1	I	LOLB_ECOLI	1.52	2	2	2	2			I	
P62615	1		1	1	1		1	1	6	1		1	1	1		1	1	A	ISPE_ECOLI			2	2	2			A	
P0A717	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	A	KPRS_ECOLI	2.52	2	2	2	2	0		A	
P0ABU2	1	1	1	1	1			1	6	1	1	1	1	1			1	A	ENGD_ECOLI	1.41	2	2	2	2			A	
P76010	1		1	1	1				4	1		1	1	1				F1	YCGR_ECOLI			2	2	0				
P0C960	1		1	1	1			1	5	1		1	1	1			1	I	EMTA_ECOLI			2	1	2			I	
P76008	1		1	1	1			1	5	1		1	1	1			1	A	LDCA_ECOLI			2	2	2			A	
P29012	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	ALR2_ECOLI	1	2	2	2			3.884814981	A	
P0A6J5	1	1	1	1	1			1	6	1	1	1	1	1			1	F1	DADA_ECOLI	2.64	2	2	2				F1	
P29013	1		1	1	1			1	5	1		1	1	1			1	A	YCGB_ECOLI			0	2	0			A	
P0A8V6	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	FADR_ECOLI	1.84	2	2	2	2		3.787482413	A	
P04152	1		1	1	1				4	1		1	1	1				A	UMUC_ECOLI			2	0	2				
P0A8L5	1		1	1	1			1	5	1		1	1	1			1	A	YCGN_ECOLI			2	2	2			A	
P76004	1		1	1	1				4	2		1	1	1				A	YCGM_ECOLI			2	2	2				
P0AB43	1		1	1	1			1	5	1		1	1	1			1	A	YCGL_ECOLI			2	2	2			A	
P76001	1		1	1	1				4	1		1	1	1				G	YCGJ_ECOLI			2	2	2				
P18196	1		1	1	1			1	5	1		1	1	1			1	A	MINC_ECOLI			2	2	2			A	
P0AEZ3	1	1	1	1	1			1	6	1	1	1	1	1			1	F1	MIND_ECOLI	0.96	2	2	2	2			F1	
P0A734	1	1	1	1	1			1	6	1	1	1	1	1			1	F1	MINE_ECOLI	1.69	2	2	2	2			F1	
P08200	1	1	1	1	1			1	6	1	1	1	1	1			1	B	IDH_ECOLI	11.81	2	2	2	2			B	
P75966	1		1	1	1				4	1		1	1	1				A	RLUE_ECOLI			2	2	2				
P0AEI6	1		1	1	1			1	5	1		1	1	1			1	A	NUDJ_ECOLI			2	2	2			A	
P25745	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	MNMA_ECOLI	1.75	2	2	2	2			A	
P25746	1	1	1	1	1			1	6	1	1	1	1	1			1	F1	HFLD_ECOLI	1	2	2	2	2			F1	
P0AB89	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	PUR8_ECOLI	3.51	2	2	2	2		1.206811678	A	
P23836	1	1	1	1	1			1	6	1	1	1	1	1			1	A	PHOP_ECOLI	2.47	2	2	2	2			A	
P23837	1		1	1	1		1	1	6	1		1	1	1		1	1	B	PHOQ_ECOLI			2	2	2		1.415194646	B	
P27431	1		1	1	1		1	1	6	1		1	1	1		1	1	A	YCFD_ECOLI			2	2	2		2.793817775	A	
P29745	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	PEPT_ECOLI	8.81	2	2	2	2		5.098082993	A	
P69874	1	1	1	1	1			1	6	1	1	1	1	1			1	F1	POTA_ECOLI	1	2	2	2	2			F1	
P0AFK4	1		1	1	1			1	5	1		1	1	1			1	B	POTB_ECOLI			2	2	2			B	
P0AFK6	1		1	1	1			1	5	1		1	1	1			1	B	POTC_ECOLI			2	2	2			B	
P0AFK9	1	1	1	1	1			1	6	1	1	1	1	1			1	G	POTD_ECOLI	1.89	2	2	2	2			G	
P75960	1	1	1	1	1		1		6	1	1	1	1	1		1		A	NPD_ECOLI	2.12	2	2	2	2		1.423443922		
P75957	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	F1	LOLD_ECOLI	0.43	2	2	2	2			F1	
P30958	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	MFD_ECOLI	0.36	2	2	2	2		1.490628666	A	
P75954	1		1	1	1			1	5	1		1	1	1			1	G	YCFS_ECOLI			2	2				G	
P0AB40	1		1	1	1		1		5	1		1	1	1		1		G	BHSA_ECOLI			2	0	0				
P75952	1		1	1	1			1	5	1		1	1	1			1	A	YCFQ_ECOLI			2	2	2			A	
P00393	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	F1	DHNA_ECOLI	1.06	2	2	2	2		8.383183143	F1	
P0A8E1	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	YCFP_ECOLI	3.02	2	2	2	2			A	
P75949	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	NAGZ_ECOLI	3.14	2	2	2	2		2.277305018	A	
P75948	1		1	1	1				4	1		1	1	1				B	THIK_ECOLI			2	2	2				
P0AB38	1	1	1	1	1			1	6	1	1	1	1	1			1	I	YCFM_ECOLI	1.15	2	2	2	2			I	
P75946	1		1	1	1			1	5	1		1	1	1			1	I	YCFL_ECOLI			2	2	2			I	
P0ACE7	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	HINT_ECOLI	4.03	2	2	2	2			A	
P69786	1	1	1	1	1			1	6	1	1	1	1	1			1	B	PTGCB_ECOLI	5.57	2	2	2	2			B	
P0AFQ7	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	YCFH_ECOLI	0.73	2	2	2	0		3.728225127	A	
P0A6D0	1	1	1	1	1			1	6	1	1	1	1	1			1	A	ARGR_ECOLI	1.05	2	2	2	2			A	
P61889	1	1	1	1	1			1	6	1	1	1	1	1			1	F1	MDH_ECOLI	7.98	2	2	2	2			F1	
P64612	1		1	1	1			1	5	1		1	1	1			1	A	YHCM_ECOLI			2	2				A	
P0AA10	1	1	1	1	1	1		1	7	1	1	1	1	1	2		1	A	RL13_ECOLI	7.51	2	2	2	2	2		A	
P0A7X3	1	1	1	1	1			1	6	1	1	1	1	1			1	A	RS9_ECOLI	2.77	2	2	2	2			A	
P0ACA3	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	SSPA_ECOLI	3	2	2	2	2		16.47142465	A	
P0AFZ3	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	A	SSPB_ECOLI	1.03	2	2	2	2	0	10.69193305	A	
P0A8W0	1		1	1	1			1	5	1		1	1	1			1	A	NANR_ECOLI			2	2	2			A	
P0A6L4	1	1	1	1	1				5	1	1	1	1	1				A	NANA_ECOLI	0.51	2	0	2	2				
P09832	1		1	1	1	1	1	1	7	1		1	1	1	1	1	1	A	GLTD_ECOLI			2	0		0		A	
P0ADW6	1		1	1	1		1		5	1		1	1	1		1		A	YHCC_ECOLI			2	0	2				
P0AEC3	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	B	ARCB_ECOLI	1.13	2	2	2	2	0	1.440061606	B	
P0ABU5	1	1	1	1	1			1	6	1	1	1	1	1			1	A	ELBB_ECOLI	0.93	2	2	2	0			A	
P46022	1		1	1	1			1	5	1		1	1	1			1	B	MTGA_ECOLI			2	2	0			B	
P64610	1		1	1	1				4	1		1	1	1				A	YRBL_ECOLI			2	2	2				
P0A9N0	1		1	1	1	1			5	1		1	1	1	1			A	PTSO_ECOLI			2	2	2	0			
P0A894	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	YHBJ_ECOLI	0.84	2	2	2	2			A	
P69829	1	1	1	1	1			1	6	1	1	1	1	1			1	F1	PTSN_ECOLI	1.52	2	2	2	2			F1	
P0AFX0	1		1	1	1		1	1	6	1		1	1	1		1	1	A	RP5M_ECOLI			2	2	2			A	
P0A9V1	1	1	1	1	1			1	6	1	1	1	1	1			1	F1	LPTB_ECOLI	0.31	2	2	2	2			F1	
P0ADV1	1	1	1	1	1			1	6	1	1	1	1	1			1	G	LPTA_ECOLI	1.28	2	2	2	2			G	
P0ADV9	1		1	1	1			1	5	1		1	1	1			1	B	LPTC_ECOLI			2	2	2			B	
P0ABZ4	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	F1	KDSC_ECOLI	0.24	2	2	2	2			F1	
P45395	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	B	KDSD_ECOLI	0.37	2	2	2	2			B	
P63386	1	1	1	1	1			1	6	1	1	1	1	1			1	F1	MLAF_ECOLI	0.37	2	2	2	2			F1	
P64606	1		1	1	1	1		1	6	1		1	1	1	1		1	B	MLAE_ECOLI			2	2	2	0		B	
P64604	1	1	1	1	1			1	6	1	1	1	1	1			1	G	MLAD_ECOLI	0.59	2	2	2	2			G	
P0ADV7	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	G	MLAC_ECOLI	0.49	2	2	2	2		1.754402379	G	
P0A9W6	1	1	1	1	1		1		6	1	1	1	1	1		1		A	YRBA_ECOLI	0.78	2	2	2	2		9.59748842		
P0ACH1	1		1	1	1	1			5	1		1	1	1	1			A	SFSB_ECOLI			2	2	2	0			
P0AD57	1	1	1	1	1			1	6	1	1	1	1	1			1	A	ISPB_ECOLI	0.33	2	2	2	2			A	
P0AA73	1		1	1	1			1	5	1		1	1	1			1	B	YHBE_ECOLI			2	2	2			B	
P24228	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	F2	DACB_ECOLI	0.12	2	2	1	2	0		F2	
P0A6W5	1	1	1	1	1			1	6	1	1	1	1	1			1	A	GREA_ECOLI	0.61	2	2	2	2			A	
P0C0R7	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	RLME_ECOLI	0.87	2	2	2	2			A	
P0AC13	1	1	1	1	1	1		1	7	1	1	1	1	1	1		1	A	DHPS_ECOLI	0.28	2	2	2	2	0		A	
P31120	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	GLMM_ECOLI		2	2	2	2			A	
P0AG99	1	1	1	1	1			1	6	1	1	1	1	1			1	B	SECG_ECOLI	0.92	2	2	2	2			B	
P42640	1		1	1	1				4	1		1	1	1				B	YHBX_ECOLI			0	0	0				
P0A6E4	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	ASSY_ECOLI	0.29	2	2	2			1.816946833	A	
P0A8A8	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	RIMP_ECOLI	0.96	2	2	2	2		11.09981314	A	
P0AFF6	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	NUSA_ECOLI	1.54	2	2	2	2		10.73238524	A	
P0A7G2	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	RBFA_ECOLI	1	2	2	2	2		1.362466451	A	
P60340	1	1	1	1	1				5	1	1	1	1	1				A	TRUB_ECOLI	1	2	2	2	2				
P0ADZ4	1	1	1	1	1	1		1	7	1	1	1	1	1	1		1	A	RS15_ECOLI	2.94	2	2	2	2	2		A	
P05055	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	A	PNP_ECOLI	1	2	2	2	2	2	10.4966103	A	
P0AFB1	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	I	NLPI_ECOLI		2	2	2	2			I	
P0A9P6	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	DEAD_ECOLI	0.21	2	2	2	2			A	
P0AAD2	1		1	1	1				4	1		1	1	1				B	MTR_ECOLI			2	2	2				
P0ADV5	1	1	1	1	1			1	6	1	1	1	1	1			1	A	YHBW_ECOLI	0.46	2	2	0	0			A	
P45475	1		1	1	1		1		5	1		1	1	1		1		A	YHBV_ECOLI			0	0	2				
P45527	1		1	1	1				4	1		1	1	1				A	YHBU_ECOLI			0	0	2				
P64599	1		1	1	1			1	5	1		1	1	1			1	A	YHBT_ECOLI			2	2	2			A	
P63417	1	1	1	1	1			1	6	1	1	1	1	1			1	A	YHBS_ECOLI	0.45	2	2	2	2			A	
P45472	1		1	1	1				4	1		1	1	1				A	YHBQ_ECOLI			2	2	2				
P67762	1		1	1	1			1	5	1		1	1	1			1	A	YHBP_ECOLI			2	2	2			A	
P45469	1		1	1	1			1	5	1		1	1	1			1	A	YRAR_ECOLI			2	2				A	
P45468	1		1	1	1				4	1		1	1	1				B	YRAQ_ECOLI			2	2	2				
P66817	1		1	1	1			1	5	1		1	1	1			1	A	DIAA_ECOLI			2	2	2			A	
P45465	1		1	1	1		1	1	6	1		1	1	1		1	1	A	YRAN_ECOLI			2	2			2.155870228	A	
P67087	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	RSMI_ECOLI	0.25	2	2	0	0		1.563868445	A	
P42911	1		1	1	1	1			5	2		1	1	1	1			B	PTPD_ECOLI			0	0	0	0			
P0AB74	1		1	1	1				4	1		1	1	1				A	KBAY_ECOLI			0	0	0				
P42907	1		1	1	1	1			5	1		1	1	1	1			A	AGAS_ECOLI			0	0	0	0			
P42904	1		1	1	1	1		1	6	1		1	1	1	1		1	A	PTPB2_ECOLI			0	0	0	0		A	
P0C8K0	1		1	1	1				4	1		1	1	1				A	KBAZ_ECOLI			0	0	0				
P0ACK2	1		1	1	1	1		1	6	1		1	1	1	1		1	A	AGAR_ECOLI			2	2	2	0		A	
P39829	1	1	1	1	1				5	1	1	1	1	1				A	GARD_ECOLI	7.63	2	0	0	2				
P23522	1	1	1	1	1		1		6	1	1	1	1	1		1		A	GARL_ECOLI	7.87	2	0	0	2				
P0ABQ2	1	1	1	1	1			1	6	1	1	1	1	1			1	A	GARR_ECOLI	12.19	2	2	2	2			A	
P23524	1		1	1	1		1		5	1		1	1	1		1		B	GLXK2_ECOLI			2	0	2				
P0ACQ7	1		1	1	1	1			5	1		1	1	1	1			A	TDCA_ECOLI			0	0	2	0			
