Merge ID	TableS3_K12_ProteomeV13	Gevaert2002	Taoka2004	Arifuzzaman2006	Ji2006	Iwasaki2009	Masuda2009	Iwasaki2010	Thein2010	Fountoulakis2003	Spelbrink2005	Stenberg2005	Huang2006	Lasserre2006	Cirulli2007	Wagner2007	Jarchow2008	Qian2008	Wagner2008	Xia2008	Vertommen2009	Muller2010	Pan2010	Wickstrom2010	Manddalo2011	TechnicalR_all_v7	# Studies	TableS3_K12_ProteomeV13 Duplicates	Gevaert2002 Duplicates	Taoka2004 Duplicates	Arifuzzaman2006 Duplicates	Ji2006 Duplicates	Iwasaki2009 Duplicates	Masuda2009 Duplicates	Iwasaki2010 Duplicates	Thein2010 Duplicates	Fountoulakis2003 Duplicates	Spelbrink2005 Duplicates	Stenberg2005 Duplicates	Huang2006 Duplicates	Lasserre2006 Duplicates	Cirulli2007 Duplicates	Wagner2007 Duplicates	Jarchow2008 Duplicates	Qian2008 Duplicates	Wagner2008 Duplicates	Xia2008 Duplicates	Vertommen2009 Duplicates	Muller2010 Duplicates	Pan2010 Duplicates	Wickstrom2010 Duplicates	Manddalo2011 Duplicates	TechnicalR_all_v7 Duplicates	Subcellular Location(this study)	
P0ADI4	1	1					1	1																			4	1	1					1	1																			F1		
P0AED0	1	1	1			1	1	1						1								1					8	1	1	1			1	1	1						1								1					F1		
P0AEK4	1	1	1	1		1	1	1	1	1			1	1													11	1	1	1	1		1	1	1	1	1			1	1													F1		
P0AEZ3	1	1	1	1		1	1	1	1	1						1								1			11	1	1	1	1		1	1	1	1	1						1								1			F1		
P0AFC7	1	1	1	1	1	1	1	1	1	1				1		1			1							1	14	1	1	1	1	1	1	1	1	1	1				1		2			1							1	F1		
P0AFD1	1		1	1	1		1	1	1	1						1						1					10	1		1	1	1		1	1	1	1						1						1					F1		
P0AFD6	1		1	1	1	1	1	1	1	1						1			1						1	1	13	1		1	1	1	1	1	1	1	1						1			1						1	1	F1		
P0AFI2	1	1	1			1	1	1	1																	1	8	1	1	1			1	1	1	1																	1	F1		
P0AFL6	1	1	1	1		1	1	1	1																		8	1	1	1	1		1	1	1	1																		F1		
P0AFY8	1		1				1	1	1													1				1	7	1		1				1	1	1													1				1	F1		
P0AG86	1		1	1		1	1	1														1				1	8	1		1	1		1	1	1														1				1	F1		
P0AGB6	1	1	1		1		1	1		1												1				1	9	1	1	1		1		1	1		1												1				1	F1		
P0AGD7	1	1	1	1	1	1	1	1	1																	1	10	1	1	1	1	1	1	1	1	1																	1	F1		
P10121	1	1	1	1		1	1	1	1																		8	1	1	1	1		1	1	1	1																		F1		
P10346	1	1	1		1	1	1	1	1	1		1							1						1	1	13	1	1	1		1	1	1	1	1	1		1							1						1	1	F1		
P10378	1			1				1																			3	1			1				1																			F1		
P10408	1	1	1	1	1	1	1	1	1	1	1			1												1	13	1	1	1	1	1	1	1	1	1	1	1			1												1	F1		
P10441	1	1	1	1		1	1	1																			7	1	1	1	1		1	1	1																			F1		
P10907	1						1	1																		1	4	1						1	1																		1	F1		
P11349	1	1	1	1		1	1	1		1				1									1				10	1	1	1	1		1	1	1		1				1									1				F1		
P11454	1			1		1		1	1																		5	1			1		1		1	1																		F1		
P13033	1	1	1			1	1	1		1																	7	1	1	1			1	1	1		1																	F1		
P16676	1				1		1	1	1																	1	6	1				1		1	1	1																	1	F1		
P16677	1					1																					2	1					1																					F1		
P16678	1			1																							2	1			1																							F1		
P16679	1			1																							2	1			1																							F1		
P17443	1		1		1	1	1	1	1																	1	8	1		1		1	1	1	1	1																	1	F1		
P19318	1		1	1		1	1	1																			6	1		1	1		1	1	1																			F1		
P19319	1	1		1		1	1	1						1		1											8	1	1		1		1	1	1						1		1											F1		
P21889	1	1	1	1		1	1	1		1				1													9	1	1	1	1		1	1	1		1				1													F1		
P22731	1			1	1	1																					4	1			1	1	1																					F1		
P23830	1		1	1	1	1	1	1	1	1																1	10	1		1	1	1	1	1	1	1	1																1	F1		
P23878	1			1																							2	1			1																							F1		
P25522	1		1			1	1	1																			5	1		1			1	1	1																			F1		
P25534	1	1	1	1		1	1	1		1																	8	1	1	1	1		1	1	1		1																	F1		
P25746	1		1			1	1	1																		1	6	1		1			1	1	1																		1	F1		
P26647	1			1	1	1	1	1	1																	1	8	1			1	1	1	1	1	1																	1	F1		
P27278	1	1	1	1		1	1	1	1																		8	1	1	1	1		1	1	1	1																		F1		
P30750	1		1	1	1	1	1	1																		1	8	1		1	1	1	1	1	1																		1	F1		
P31134	1			1	1			1																			4	1			1	1			1																			F1		
P31979	1	1	1	1	1	1	1	1	1	1	1					1			1				1			1	15	1	1	1	1	1	1	1	1	1	1	1					1			1				1			1	F1		
P32670	1			1		1		1																			4	1			1		1		1																			F1		
P32676	1																										1	1																										F1		
P33360	1			1		1	1	1																1			6	1			1		1	1	1																1			F1		
P33593	1			1		1	1								1	1											6	1			1		1	1								1	1											F1		
P33594	1																										1	1																										F1		
P33599	1	1	1	1	1	1	1	1	1	1	1	1		1		1			1				1	1	1	1	19	1	1	1	1	1	1	1	1	1	1	1	1		1		2			1				1	1	1	1	F1		
P33602	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1			1				1			1	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1			1				1			1	F1		
P33916	1				1	1	1	1																			5	1				1	1	1	1																			F1		
P36879	1		1	1	1	1	1	1	1	1						1										1	11	1		1	1	1	1	1	1	1	1						1										1	F1		
P36881	1			1																							2	1			1																							F1		
P37177	1			1	1	1	1	1	1																		7	1			1	1	1	1	1	1																		F1		
P37313	1	1			1	1	1	1											1								7	1	1			1	1	1	1											1								F1		
P38135	1		1	1		1		1																			5	1		1	1		1		1																			F1		
P39405	1																										1	1																										F1		
P43341	1			1		1	1																				4	1			1		1	1																				F1		
P45769	1			1																							2	1			1																							F1		
P50456	1	1		1	1	1	1	1																1			8	1	1		1	1	1	1	1																1			F1		
P60785	1	1	1	1	1	1	1	1	1		1															1	11	1	1	1	1	1	1	1	1	1		1															1	F1		
P61889	1	1	1	1	1	1	1	1		1			1	1					1					1		1	14	1	1	1	1	1	1	1	1		1			1	1					1					1		1	F1		
P63386	1	1	1	1	1	1	1	1		1						1										1	11	1	1	1	1	1	1	1	1		1						1										1	F1		
P63389	1		1	1		1	1	1	1																		7	1		1	1		1	1	1	1																		F1		
P68187	1	1	1		1	1	1	1	1	1		1	1			1			1				1				14	1	1	1		1	1	1	1	1	1		1	1			1			1				1				F1		
P68644	1			1		1		1		1																	5	1			1		1		1		1																	F1		
P69451	1	1					1	1																			4	1	1					1	1																			F1		
P69783	1	1	1	1		1	1	1	1					1						1		1					11	1	1	1	1		1	1	1	1					1						1		1					F1		
P69791	1			1																							2	1			1																							F1		
P69829	1		1			1	1	1														1					6	1		1			1	1	1														1					F1		
P69853	1					1		1																			3	1					1		1																			F1		
P69874	1		1		1	1	1	1	1																		7	1		1		1	1	1	1	1																		F1		
P69931	1							1																			2	1							1																			F1		
P75796	1			1	1		1	1																			5	1			1	1		1	1																			F1		
P75829	1					1	1	1	1																	1	6	1					1	1	1	1																	1	F1		
P75957	1		1	1		1	1	1	1																	1	8	1		1	1		1	1	1	1																	1	F1		
P76010	1					1																					2	1					1																					F1		
P76027	1	1	1	1		1	1	1								1			1					1			10	1	1	1	2		1	1	1								1			1					1			F1		
P76346	1		1			1	1	1	1																		6	1		1			1	1	1	1																		F1		
P77223	1			1		1	1																			1	5	1			1		1	1																			1	F1		
P77279	1	1						1																			3	1	1						1																			F1		
P77444	1					1	1	1																			4	1					1	1	1																			F1		
P77499	1			1	1	1	1	1																			6	1			1	1	1	1	1																			F1		
P77509	1		1	1				1																			4	1		1	1				1																			F1		
P77522	1			1		1		1																			4	1			1		1		1																			F1		
P77689	1	1				1	1	1																			5	1	1				1	1	1																			F1		
P77737	1	1		1	1	1	1	1	1	1						1			1					1			12	1	1		1	1	1	1	1	1	1						1			1					1			F1		
Q46845	1		1			1	1	1																			5	1		1			1	1	1																			F1		
P03004	1		1	1		1	1	1	1																	1	8	1		1	1		1	1	1	1																	1	F1		
P05706	1						1																				2	1						1																				F1		
P06959	1	1	1	1	1	1	1	1	1	1	1			1												1	13	1	1	1	1	1	1	1	1	1	1	1			1												1	F1		
P0A698	1		1	1		1	1	1	1	1																	8	1		1	1		1	1	1	1	1																	F1		
P0A6A8	1		1			1	1	1						1								1				1	8	1		1			1	1	1						1								1				1	F1		
P0A6E6	1		1	1	1		1	1								1			1			1			1	1	11	1		1	1	1		1	1								1			1			1			1	1	F1		
P0A6U3	1	1	1	1		1	1	1																			7	1	1	1	1		1	1	1																			F1		
P0A7A7	1	1	1	1	1	1	1	1	1		1			1					1				1			1	14	1	1	1	1	1	1	1	1	1		1			1					1				1			1	F1		
P0A7G6	1	1	1	1	1	1	1	1	1					1													10	1	1	1	1	1	1	1	1	1					1													F1		
P0A8K1	1		1		1	1	1	1	1										1				1		1		10	1		1		1	1	1	1	1										1				1		1		F1		
P0A9A6	1	1	1	1	1	1	1	1	1	1			1											1		1	13	1	1	1	1	1	1	1	1	1	1			1											1		1	F1		
P0A9T8	1							1																			2	1							1																			F1		
P0AAG0	1				1		1	1							1				1								6	1				1		1	1							1				1								F1		
P0AAG8	1	1	1	1		1	1	1			1																8	1	1	1	1		1	1	1			1																F1		
P0AAI1	1	1		1				1																			4	1	1		1				1																			F1		
P0ABA4	1	1	1		1	1	1	1	1	1	1					1			1			1				1	14	1	1	1		1	1	1	1	1	2	1					1			1			1				1	F1		
P0ABB0	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1			1				1		1	1	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1		2			1				1		1	1	F1		
P0AC47	1	1	1			1	1	1		1			1	1									1				10	1	1	1			1	1	1		1			1	1									1				F1		
P0ACD8	1	1		1		1	1	1		1			1	1													9	1	1		1		1	1	1		1			1	1													F1		
P0AE88	1	1	1	1		1	1	1																			7	1	1	1	1		1	1	1																			F1		
P0AF36	1		1	1		1	1	1														1					7	1		1	1		1	1	1														1					F1		
P0AGI8	1	1	1	1	1	1	1	1	1						1												10	1	1	1	1	1	1	1	1	1						1												F1		
P0CE47	1	1	1		1	1	1	1	1	1			1	1	1	1			1				1	1			16	1	2	1		1	1	1	1	1	1			1	1	1	1			1				1	1			F1		
P0CE48	1	1	1		1				1	1			1	1	1				1					1		1	12	1	1	1		1				1	1			1	1	1				1					1		1	F1		
P13035	1	1	1	1	1	1	1	1	1	1	1		1	1									1			1	15	1	1	1	1	1	1	1	1	1	1	1		1	1									1			1	F1		
P14175	1		1	1								1				1								1			6	1		1	1								1				1								1			F1		
P17444	1		1	1				1																		1	5	1		1	1				1																		1	F1		
P21513	1	1	1	1	1	1	1	1	1	1																1	11	1	1	1	1	1	1	1	1	1	1																1	F1		
P22255	1	1	1	1				1																			5	1	1	1	1				1																			F1		
P27254	1			1																							2	1			1																							F1		
P31548	1			1			1	1																			4	1			1			1	1																			F1		
P32155	1					1																		1			3	1					1																		1			F1		
P32721	1			1	1		1	1																			5	1			1	1		1	1																			F1		
P33931	1			1	1	1	1	1																			6	1			1	1	1	1	1																			F1		
P37349	1		1		1		1	1																			5	1		1		1		1	1																			F1		
P37774	1	1	1	1	1	1	1	1		1																	9	1	1	1	1	1	1	1	1		1																	F1		
P43672	1	1	1	1		1	1	1																			7	1	1	1	1		1	1	1																			F1		
P56258	1					1		1																			3	1					1		1																			F1		
P64602	1		1				1	1														1					5	1		1				1	1														1					F1		
P69795	1			1				1																			3	1			1				1																			F1		
P69797	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1			1				1	1	1	1	20	1	1	1	1	1	1	1	1	1	1	1	1	1	1		2			1				1	1	1	1	F1		
P69811	1		1	1			1	1		1																	6	1		2	1			1	1		1																	F1		
P69816	1																										1	1																										F1		
P69820	1			1																							2	1			1																							F1		
P69824	1													1										1			3	1													1										1			F1		
P75620	1																										1	1																										F1		
P76194	1			1				1																			3	1			1				1																			F1		
P76909	1			1				1																			3	1			1				1																			F1		
P77268	1	1	1	1				1																			5	1	1	1	1				1																			F1		
P77439	1		1			1		1																			4	1		1			1		1																			F1		
P77611	1					1	1	1	1							1											6	1					1	1	1	1							1											F1		
P77622	1																										1	1																										F1		
P77795	1					1		1																			3	1					1		1																			F1		
Q6BEX0	1		1																								2	1		1																								F1		
P77667	1							1														1					3	1							1														1					F1		
P27242	1			1		1	1	1																			5	1			1		1	1	1																			F1		
P06993	1		1	1	1	1	1	1								1								1			9	1		1	1	1	1	1	1								1								1			F1		
P0AAG3	1	1			1			1																			4	1	1			1			1																			F1		
P36937	1																										1	1																										F1		
P77257	1	1		1		1	1	1																			6	1	1		1		1	1	1																			F1		
P09833	1					1		1																			3	1					1		1																			F1		
P31060	1		1			1		1																			4	1		1			1		1																			F1		
P0AFV8	1																										1	1																										F1		
C1P605	1																										1	1																										F1		
P76639	1																										1	1																										F1		
P08506	1	1	1	1	1	1	1	1	1	1									1								11	1	1	1	1	1	1	1	1	1	1									1								F2		
P0AAJ1	1			1				1																			3	1			1				1																			F2		
P0AAJ8	1			1		1	1	1		1																	6	1			1		1	1	1		1																	F2		
P0ACE0	1	1	1	1	1	1	1	1	1	1	1			1													12	1	1	1	1	1	1	1	1	1	1	1			1													F2		
P0AEB2	1	1	1	1	1	1	1	1	1	1									1				1				12	1	1	1	1	1	1	1	1	1	1									1				1				F2		
P10423	1							1																			2	1							1																			F2		
P18776	1		1				1	1		1												1					6	1		1				1	1		1												1					F2		
P23865	1	1	1		1	1	1	1		1					1												9	1	1	1		1	1	1	1		1					1												F2		
P24228	1			1		1	1	1	1	1																	7	1			1		1	1	1	1	1																	F2		
P75830	1	1	1		1	1	1	1	1																		8	1	1	1		1	1	1	1	1																		F2		
P76397	1					1	1	1	1																		5	1					1	1	1	1																		F2		
P77239	1	1		1	1				1																		5	1	1		1	1				1																		F2		
P77804	1	1	1	1	1	1	1	1	1			1	1	1					1				1		1		15	1	1	1	1	1	1	1	1	1			1	1	1					1				1		2		F2		
P0AE85	1	1		1				1														1					5	1	1		1				1														1					F2		
P18775	1	1	1	1	1	1	1	1		1																	9	1	1	1	1	1	1	1	1		1																	F2		
P24183	1		1	1		1	1	1		1				1									1				9	1		1	1		1	1	1		1				1									1				F2		
P33013	1			1																							2	1			1																							F2		
P69741	1			1		1	1	1						1													6	1			1		1	1	1						1													F2		
P76342	1							1																			2	1							1																			F2		
P77374	1		1	1		1	1	1																			6	1		1	1		1	1	1																			F2		
P77783	1	1	1	1	1	1		1																			7	1	1	1	1	1	1		1																			F2		
P0AGC5	1						1																				2	1						1																				F3		
P37681	1									1																	2	1									1																	F3		
P76170	1		1			1	1	1	1													1					7	1		1			1	1	1	1													1					F3		
P75936	1																										1	1																										F4		
P29744	1			1			1									1											4	1			1			1									1											F4		
P33235	1			1			1									1											4	1			1			1									1											F4		
P04128	1					1	1													1		1					5	1					1	1													1		1					F4		
P04949	1			1			1	1					1		1												6	1			1			1	1					1		1												F4		
P08189	1						1													1							3	1						1													1							F4		
P08190	1																										1	1																										F4		
P08191	1						1																				2	1						1																				F4		
P24216	1						1																				2	1						1																				F4		
P75937	1						1												1								3	1						1												1								F4		
P0ABK7	1					1																					2	1					1																					F4		
P28307	1																										1	1																										F4		
P77789	1																										1	1																										F4		
P0ACG6	1																										1	1																										G		
P77368	1							1														1					3	1							1														1					G		
P52135	1																										1	1																										G		
P76063	1			1																							2	1			1																							G		
P77162	1							1																			2	1							1																			G		
P78285	1			1																							2	1			1																							G		
P75719	1																										1	1																										G		
P76158	1																										1	1																										G		
P76159	1			1				1																			3	1			1				1																			G		
P76548	1																										1	1																										G		
P07822	1							1																			2	1							1																			G		
P0ABW9	1	1						1								1											4	1	1						1								1											G		
P0ABX2	1			1			1																				3	1			1			1																				G		
P0ABX5	1						1																				2	1						1																				G		
P0AD70	1			1		1	1																				4	1			1		1	1																				G		
P71244	1			1																							2	1			1																							G		
P75938	1																										1	1																										G		
P76297	1														1												2	1														1												G		
P0A6S3	1							1																			2	1							1																			G		
P0AAA3	1																										1	1																										G		
P0AAL9	1																										1	1																										G		
P0AB46	1		1	1				1														1					5	1		1	1				1														1					G		
P0AEM9	1	1	1	1	1		1	1																			7	1	1	1	1	1		1	1																			G		
P13656	1			1															1								3	1			1															1								G		
P15028	1		1			1	1	1																			5	1		1			1	1	1																			G		
P25736	1							1																			2	1							1																			G		
P25907	1																										1	1																										G		
P28915	1			1																							2	1			1																							G		
P31697	1	1		1		1	1	1																			6	1	1		1		1	1	1																			G		
P32106	1																										1	1																										G		
P39264	1			1			1																				3	1			1			1																				G		
P39371	1			1				1																			3	1			1				1																			G		
P39834	1																										1	1																										G		
P41443	1			1																							2	1			1																							G		
P45758	1		1	1		1		1																			5	1		1	1		1		1																			G		
P45760	1																										1	1																										G		
P45761	1			1																							2	1			1																							G		
P45762	1																										1	1																										G		
P64542	1			1																							2	1			1																							G		
P69856	1					1	1																				3	1					1	1																				G		
P75687	1			1																							2	1			1																							G		
P75694	1	1	1	1				1												1		1					7	1	1	1	1				1												1		1					G		
P75882	1			1				1																			3	1			1				1																			G		
P75883	1																										1	1																										G		
P75933	1			1												1											3	1			1												1											G		
P76076	1			1				1														1					4	1			1				1														1					G		
P76656	1																										1	1																										G		
P77165	1			1				1																			3	1			1				1																			G		
P77188	1			1																							2	1			1																							G		
P77263	1			1																							2	1			1																							G		
P77324	1			1		1		1																			4	1			1		1		1																			G		
P77348	1					1		1																			3	1					1		1																			G		
P77489	1		1	1		1		1																			5	1		1	1		1		1																			G		
P77554	1			1				1																			3	1			1				1																			G		
P77802	1					1		1																			3	1					1		1																			G		
Q47537	1																										1	1																										G		
P46883	1					1	1	1									1										5	1					1	1	1									1										G		
P45422	1																										1	1																										G		
P23857	1	1	1	1				1														1					6	1	1	1	1				1														1					G		
P27840	1			1																							2	1			1																							G		
Q46797	1			1																							2	1			1																							G		
Q46790	1			1																							2	1			1																							G		
P45766	1																										1	1																										G		
P45421	1																										1	1																										G		
P75616	1			1																							2	1			1																							G		
P00805	1	1	1	1		1	1	1		1				1									1				10	1	1	1	1		1	1	1		1				1									1				G		
P00811	1						1	1																			3	1						1	1																			G		
P02924	1	1	1	1				1											1								6	1	1	1	1				1											1								G		
P02925	1	1	1	1		1	1	1		1				1		1	1	1	1	1							14	1	1	1	1		1	1	1		1				1		1	1	1	1	1							G		
P04816	1			1				1																			3	1			1				1																			G		
P05458	1	1	1	1				1																			5	1	1	1	1				1																			G		
P07102	1			1				1		1																	4	1			1				1		1																	G		
P08331	1		1	1			1	1		1									1	1							8	1		1	1			1	1		1									1	1							G		
P08370	1																										1	1																										G		
P09394	1	1	1	1			1	1		1				1					1								9	1	1	1	1			1	1		1				1					1								G		
P0A855	1	1	1		1	1	1	1	1	1										1							10	1	1	1		1	1	1	1	1	1										1							G		
P0A8X2	1		1					1								1		1		1		1					7	1		1					1								1		1		1		1					G		
P0A8X4	1																										1	1																										G		
P0A9J4	1							1																			2	1							1																			G		
P0A9P4	1	1	1	1			1	1		1																	7	1	1	1	1			1	1		1																	G		
P0AA95	1			1																							2	1			1																							G		
P0AA99	1					1																					2	1					1																					G		
P0AAK7	1					1		1																			3	1					1		1																			G		
P0AAL3	1			1		1		1																			4	1			1		1		1																			G		
P0AAX6	1																										1	1																										G		
P0AAX8	1		1			1	1	1												1							6	1		1			1	1	1												1							G		
P0AAY4	1																										1	1																										G		
P0AB06	1						1																				2	1						1																				G		
P0AB24	1			1		1		1										1		1							6	1			1		1		1										1		1							G		
P0AB40	1							1																			2	1							1																			G		
P0AB58	1		1	1	1	1	1	1	1																		8	1		1	1	1	1	1	1	1																		G		
P0ABK9	1			1		1		1																			4	1			1		1		1																			G		
P0ABL3	1							1														1					3	1							1														1					G		
P0AD12	1	1	1	1		1	1	1						1													8	1	1	1	1		1	1	1						1													G		
P0AD59	1	1	1					1												1		1					6	1	1	1					1												1		1					G		
P0AD96	1			1				1												1							4	1			1				1												1							G		
P0ADS6	1		1			1	1	1						1											1		7	1		1			1	1	1						1											1		G		
P0ADS9	1		1	1		1	1	1													1						7	1		1	1		1	1	1													1						G		
P0ADU5	1		1			1	1	1												1		1					7	1		1			1	1	1												1		1					G		
P0ADV1	1						1	1												1		1					5	1						1	1												1		1					G		
P0ADV7	1			1	1		1	1												1		1					7	1			1	1		1	1												1		1					G		
P0AE91	1		1	1			1	1														1					6	1		1	1			1	1														1					G		
P0AE95	1																										1	1																										G		
P0AEG6	1	1	1	1			1	1																			6	1	1	1	1			1	1																			G		
P0AEL6	1							1																			2	1							1																			G		
P0AEQ3	1		1			1	1	1		1								1		1							8	1		1			1	1	1		1								1		1							G		
P0AES9	1		1			1	1	1														1					6	1		1			1	1	1														1					G		
P0AET2	1	1	1			1	1	1														1					7	1	1	1			1	1	1														1					G		
P0AEU0	1	1	1	1			1	1								1		1	1	1							10	1	1	1	1			1	1								1		1	1	1							G		
P0AEX9	1	1	1	1		1	1	1		1						1	1			1							11	1	1	1	1		1	1	1		1						1	1			1							G		
P0AF56	1							1																			2	1							1																			G		
P0AF82	1																										1	1																										G		
P0AFH8	1	1	1			1	1	1										1	1	1		1					10	1	1	1			1	1	1										1	1	1		1					G		
P0AFI5	1			1			1		1																		4	1			1			1		1																		G		
P0AFK9	1	1	1	1		1	1	1										1		1							9	1	1	1	1		1	1	1										1		1							G		
P0AFM2	1		1	1				1								1			1								6	1		1	1				1								1			1								G		
P0AFQ5	1																										1	1																										G		
P0AFX9	1	1		1		1	1	1		1																	7	1	1		1		1	1	1		1																	G		
P0AG78	1			1	1																						3	1			1	1																						G		
P0AG80	1	1		1				1											1	1							6	1	1		1				1											1	1							G		
P0AG82	1				1			1												1							4	1				1			1												1							G		
P0AGC3	1	1	1	1		1	1	1		1																	8	1	1	1	1		1	1	1		1																	G		
P0AGD1	1							1														1					3	1							1														1					G		
P16682	1			1				1																			3	1			1				1																			G		
P16700	1			1				1										1		1							5	1			1				1										1		1							G		
P18390	1		1				1	1														1					5	1		1				1	1														1					G		
P18956	1							1																			2	1							1																			G		
P21338	1			1		1	1	1																			5	1			1		1	1	1																			G		
P23843	1	1	1			1	1	1		1						1	1		1	1							11	1	1	1			1	1	1		1						1	1		1	1							G		
P23847	1	1	1	1		1	1	1									1		1	1							10	1	1	1	1		1	1	1									1		1	1							G		
P25718	1	1				1		1		1						1			1								7	1	1				1		1		1						1			1								G		
P26365	1						1	1																			3	1						1	1																			G		
P26648	1	1					1	1									1										5	1	1					1	1									1										G		
P27297	1			1																							2	1			1																							G		
P28696	1			1																							2	1			1																							G		
P30859	1	1	1	1			1	1										1	1	1							9	1	1	1	1			1	1										1	1	1							G		
P31133	1																			1							2	1																			1							G		
P31545	1			1																							2	1			1																							G		
P31666	1			1		1		1	1																		5	1			1		1		1	1																		G		
P32160	1			1				1														1					4	1			1				1														1					G		
P33136	1	1	1	1		1	1	1	1	1							1										10	1	1	1	1		1	1	1	1	1							1										G		
P33225	1			1																							2	1			1																							G		
P33362	1			1				1												1							4	1			1				1												1							G		
P33363	1	1	1	1		1	1	1		1									1								9	1	1	1	1		1	1	1		1									1								G		
P33554	1																										1	1																										G		
P33590	1			1				1																			3	1			1				1																			G		
P33937	1	1		1		1	1	1																			6	1	1		1		1	1	1																			G		
P36548	1			1				1		1																	4	1			1				1		1																	G		
P37028	1			1			1	1																			4	1			1			1	1																			G		
P37387	1			1		1		1																			4	1			1		1		1																			G		
P37648	1	1	1	1		1	1	1									1										8	1	1	1	1		1	1	1									1										G		
P37651	1			1																							2	1			1																							G		
P37690	1	1						1	1		1																5	1	1						1	1		1																G		
P37691	1							1																			2	1							1																			G		
P38683	1	1																									2	1	1																									G		
P39165	1																										1	1																										G		
P39176	1	1	1			1	1	1																			6	1	1	1			1	1	1																			G		
P39187	1							1														1					3	1							1														1					G		
P39325	1	1	1	1		1		1											1								7	1	1	1	1		1		1											1								G		
P42588	1					1		1																			3	1					1		1																			G		
P42591	1							1																			2	1							1																			G		
P42592	1			1																							2	1			1																							G		
P42616	1		1	1				1														1					5	1		1	1				1														1					G		
P45565	1			1					1																		3	1			1					1																		G		
P45753	1					1																					2	1					1																					G		
P46142	1			1				1																			3	1			1				1																			G		
P52107	1			1																							2	1			1																							G		
P52599	1	1						1																			3	1	1						1																			G		
P61316	1	1	1	1				1										1		1		1					8	1	1	2	1				1										1		1		1					G		
P62395	1							1														1					3	1							1														1					G		
P63883	1		1	1			1	1	1												1						7	1		1	1			1	1	1												1						G		
P64548	1			1																							2	1			1																							G		
P64604	1		1		1	1	1	1	1		1			1		1			1						1		12	1		1		1	1	1	1	1		1			1		1			1						2		G		
P66948	1	1	1	1		1	1	1									1										8	1	1	1	1		1	1	1									1										G		
P75797	1	1		1				1												1							5	1	1		1				1												2							G		
P75804	1			1				1																			3	1			1				1																			G		
P75853	1							1																			2	1							1																			G		
P75954	1																										1	1																										G		
P76001	1			1				1														1					4	1			1				1														1					G		
P76176	1							1																			2	1							1																			G		
P76193	1		1			1	1	1																			5	1		1			1	1	1																			G		
P76206	1					1	1														1						4	1					1	1														1						G		
P76341	1							1												1		1					4	1							1												1		1					G		
P76344	1			1																							2	1			1																							G		
P76462	1																										1	1																										G		
P76463	1			1																							2	1			1																							G		
P76466	1																										1	1																										G		
P76559	1			1		1																					3	1			1		1																					G		
P77202	1	1		1				1																			4	1	1		1				1																			G		
P77214	1																	1		1							3	1																	1		1							G		
P77269	1			1																							2	1			1																							G		
P77285	1				1	1	1	1														1					6	1				1	1	1	1														1					G		
P78067	1	1	1			1	1	1																			6	1	1	1			1	1	1																			G		
Q46858	1																										1	1																										G		
Q47151	1			1																							2	1			1																							G		
Q47622	1		1	1			1	1		1																	6	1		1	1			1	1		1																	G		
Q47702	1			1																							2	1			1																							G		
P00634	1			1		1	1	1												1							6	1			1		1	1	1												1							G		
P03841	1		1			1	1	1		1																	6	1		1			1	1	1		1																	G		
P07024	1	1	1	1			1	1		1						1											8	1	1	1	1			1	1		1						1											G		
P09551	1		1			1		1										1	1	1							7	1		1			1		1										1	1	1							G		
P0AA57	1							1														1					3	1							1														1					G		
P0AAA9	1																					1					2	1																					1					G		
P0AAR8	1							1																			2	1							1																			G		
P0AAV6	1		1				1	1																			4	1		1				1	1																			G		
P0AAX3	1																										1	1																										G		
P0ABL1	1					1		1																			3	1					1		1																			G		
P0ABW5	1																										1	1																										G		
P0ABZ6	1	1	1	1		1	1	1	1											1							9	1	1	1	2		1	1	1	1											1							G		
P0ACW4	1			1				1																			3	1			1				1																			G		
P0ADA1	1							1												1		1					4	1							1												1		1					G		
P0ADX7	1	1		1			1	1														1					6	1	1		1			1	1														1					G		
P0AE22	1	1	1	1			1	1																			6	1	1	2	1			1	1																			G		
P0AE98	1																										1	1																										G		
P0AEU7	1	1	1	1		1	1	1	1					1					1	1		1		1			13	1	1	1	1		1	1	1	1					1					1	1		1		1			G		
P0AF45	1																										1	1																										G		
P0AF86	1																										1	1																										G		
P0AFL3	1		1					1										1		1		1					6	1		1					1										1		1		1					G		
P0AFM4	1			1				1																			3	1			1				1																			G		
P0C0T5	1			1		1																					3	1			1		1																					G		
P0C0V0	1	1	1	1		1	1	1	1	1						1				1							11	1	1	1	1		1	1	1	1	1						1				1							G		
P13482	1	1	1	1		1	1	1		1							1		1								10	1	1	1	1		1	1	1		1							1		1								G		
P16692	1							1																			2	1							1																			G		
P17994	1		1	1																							3	1		1	1																							G		
P19926	1	1	1			1	1	1		1						1			1	1							10	1	1	1			1	1	1		1						1			1	1							G		
P23827	1			1			1	1												1		1					6	1			1			1	1												1		1					G		
P25549	1			1																							2	1			1																							G		
P30860	1							1										1		1							4	1							1										1		1							G		
P31058	1																										1	1																										G		
P31121	1																										1	1																										G		
P31130	1			1				1												1		1					5	1			1				1												1		1					G		
