Merge ID	TableS3_K12_ProteomeV13_BasicProteome_3900	Gevaert2002	Taoka2004	Arifuzzaman2006	Ji2006	Iwasaki2009	Masuda2009	Iwasaki2010	Thein2010	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13_BasicProteome_3900 Duplicates	Gevaert2002 Duplicates	Taoka2004 Duplicates	Arifuzzaman2006 Duplicates	Ji2006 Duplicates	Iwasaki2009 Duplicates	Masuda2009 Duplicates	Iwasaki2010 Duplicates	Thein2010 Duplicates	OurStudy_Feb2011_Common Duplicates	Subcellular Location(this study)	Entry name (Uniprot)	
P0AGC0	1										1	1										B	UHPT_ECOLI	
P0AGC3	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	G	SLT_ECOLI	
P0AGD1	1							1		1	3	1							1		1	G	SODC_ECOLI	
P0AGD3	1		1			1	1	1		1	6	1		1			1	1	1		1	A	SODF_ECOLI	
P0AGD7	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	F1	SRP54_ECOLI	
P0AGE0	1			1		1	1	1		1	6	1			1		1	1	1		1	A	SSB_ECOLI	
P0AGE6	1		1				1	1		1	5	1		1				1	1		1	A	YIEF_ECOLI	
P0AGF2	1		1				1	1		1	5	1		1				1	1		1	A	YGDK_ECOLI	
P0AGF6	1	1	1	1		1	1				6	1	1	1	1		1	1				B	THD2_ECOLI	
P0AGG0	1		1			1	1	1		1	6	1		1			1	1	1		1	A	THIL_ECOLI	
P0AGG2	1		1				1	1		1	5	1		1				1	1		1	A	TESB_ECOLI	
P0AGG4	1		1	1			1	1	1	1	7	1		1	1			1	1	1	1	A	THIO2_ECOLI	
P0AGG8	1		1			1	1	1		1	6	1		1			1	1	1		1	A	TLDD_ECOLI	
P0AGH3	1					1	1	1		1	5	1					1	1	1		1	B	SAPB_ECOLI	
P0AGH5	1					1	1	1		1	5	1					1	1	1		1	B	SAPC_ECOLI	
P0AGJ2	1		1	1				1		1	5	1		1	1				1		1	A	TRMH_ECOLI	
P0AGJ5	1	1	1		1	1	1	1	1	1	9	1	1	1		1	1	1	1	1	1	A	YFIF_ECOLI	
P0AGJ7	1		1	1				1		1	5	1		1	1				1		1	A	YIBK_ECOLI	
P0AGK8	1		1				1	1		1	5	1		1				1	1		1	A	ISCR_ECOLI	
P0AGL2	1		1	1				1			4	1		1	1				1			A	TDCF_ECOLI	
P0AGL5	1	1	1	1				1		1	6	1	1	1	1				1		1	A	YFJG_ECOLI	
P0AGL7	1		1	1				1		1	5	1		1	1				1		1	A	RSME_ECOLI	
P0AGM0	1					1					2	1					1					B	YHHT_ECOLI	
P0AGM5	1				1					1	3	1				1					1	B	SIRB1_ECOLI	
P0AGM7	1				1	1	1	1			5	1				1	1	1	1			B	URAA_ECOLI	
P0AGM9	1										1	1										B	XANP_ECOLI	
P0C037	1							1		1	3	1							1		1	A	YAIE_ECOLI	
P0C054	1		1	1	1		1	1	1	1	8	1		1	1	1		1	1	1	1	A	IBPA_ECOLI	
P0C058	1			1	1					1	4	1			1	1					1	A	IBPB_ECOLI	
P0C066	1				1	1	1	1	1	1	7	1				1	1	1	1	1	1	I	MLTC_ECOLI	
P0C093	1		1	1			1	1		1	6	1		1	1			1	1		1	A	SLMA_ECOLI	
P0C0K3	1		1	1				1		1	5	1		1	1				1		1	A	RDOA_ECOLI	
P0C0L2	1		1				1	1			4	1		1				1	1			A	OSMC_ECOLI	
P0C0L7	1		1			1	1	1	1	1	7	1		1			1	1	1	1	1	B	PROP_ECOLI	
P0C0R7	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	A	RLME_ECOLI	
P0C0U4	1			1				1		1	4	1			1				1		1	A	RIMK_ECOLI	
P0C8K0	1			1				1			3	1			1				1			A	KBAZ_ECOLI	
P0C960	1		1	1		1	1	1		1	7	1		1	1		1	1	1		1	I	EMTA_ECOLI	
P0CB39	1			1	1	1	1	1	1	1	8	1			1	1	1	1	1	1	1	B	CPTA_ECOLI	
P10121	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	F1	FTSY_ECOLI	
P10346	1	1	1		1	1	1	1	1	1	9	1	1	1		1	1	1	1	1	1	F1	GLNQ_ECOLI	
P10378	1			1				1		1	4	1			1				1		1	F1	ENTE_ECOLI	
P10408	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	F1	SECA_ECOLI	
P10423	1							1			2	1							1			F2	IAP_ECOLI	
P10441	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	F1	LPXB_ECOLI	
P10442	1							1		1	3	1							1		1	A	RNH2_ECOLI	
P10443	1		1	1	1	1	1	1	1	1	9	1		1	1	1	1	1	1	1	1	A	DPO3A_ECOLI	
P10905	1									1	2	1									1	B	UGPA_ECOLI	
P10906	1									1	2	1									1	B	UGPE_ECOLI	
P10907	1						1	1		1	4	1						1	1		1	F1	UGPC_ECOLI	
P11071	1			1		1	1	1			5	1			1		1	1	1			A	ACEK_ECOLI	
P11289	1							1		1	3	1							1		1	I	YFIL_ECOLI	
P11290	1									1	2	1									1	A	YIBD_ECOLI	
P11349	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	F1	NARH_ECOLI	
P11350	1					1	1	1		1	5	1					1	1	1		1	B	NARI_ECOLI	
P11446	1							1		1	3	1							1		1	A	ARGC_ECOLI	
P11447	1		1					1		1	4	1		1					1		1	A	ARLY_ECOLI	
P11454	1			1		1		1	1	1	6	1			1		1		1	1	1	F1	ENTF_ECOLI	
P11458	1							1		1	3	1							1		1	A	NADA_ECOLI	
P11663	1										1	1										A	YGGD_ECOLI	
P11875	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	A	SYR_ECOLI	
P11880	1		1			1	1	1		1	6	1		1			1	1	1		1	A	MURF_ECOLI	
P12008	1		1			1	1	1		1	6	1		1			1	1	1		1	B	AROC_ECOLI	
P12281	1		1	1			1	1		1	6	1		1	1			1	1		1	A	MOEA_ECOLI	
P12282	1		1	1				1		1	5	1		1	1				1		1	A	MOEB_ECOLI	
P12295	1	1	1				1	1		1	6	1	1	1				1	1		1	A	UNG_ECOLI	
P12758	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	UDP_ECOLI	
P12994	1	1						1			3	1	1						1			A	YBHB_ECOLI	
P12995	1										1	1										A	BIOA_ECOLI	
P12996	1										1	1										B	BIOB_ECOLI	
P12999	1			1							2	1			1							A	BIOC_ECOLI	
P13000	1										1	1										A	BIOD_ECOLI	
P13001	1		1	1		1	1	1		1	7	1		1	1		1	1	1		1	A	BIOH_ECOLI	
P13009	1		1	1	1	1	1	1	1	1	9	1		1	1	1	1	1	1	1	1	A	METH_ECOLI	
P13016	1							1		1	3	1							1		1	A	AMPD_ECOLI	
P13024	1		1	1			1	1		1	6	1		1	1			1	1		1	A	FDHE_ECOLI	
P13029	1	1	1	1	1	1	1	1		1	9	1	1	1	1	1	1	1	1		1	A	KATG_ECOLI	
P13033	1	1	1			1	1	1			6	1	1	1			1	1	1			F1	GLPB_ECOLI	
P13039	1			1							2	1			1							A	FES_ECOLI	
P13518	1					1	1	1		1	5	1					1	1	1		1	B	CSRD_ECOLI	
P14081	1		1	1			1	1		1	6	1		1	1			1	1		1	A	SELB_ECOLI	
P14294	1			1		1	1	1		1	6	1			1		1	1	1		1	A	TOP3_ECOLI	
P14376	1	1			1	1	1	1	1	1	8	1	1			1	1	2	1	1	1	B	RCSC_ECOLI	
P14407	1	1	1	1		1	1	1			7	1	1	1	1		1	1	1			A	FUMB_ECOLI	
P15034	1	1	1			1	1	1		1	7	1	1	1			1	1	1		1	A	AMPP_ECOLI	
P15038	1		1	1		1	1	1	1	1	8	1		1	1		1	1	1	1	1	A	HELD_ECOLI	
P15042	1		1	1			1	1	1	1	7	1		1	1			1	1	1	1	A	DNLJ_ECOLI	
P15067	1	1						1			3	1	1						1			A	GLGX_ECOLI	
P15254	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	PUR4_ECOLI	
P15288	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	A	PEPD_ECOLI	
P15639	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	PUR9_ECOLI	
P15640	1			1			1	1			4	1			1			1	1			A	PUR2_ECOLI	
P15723	1			1				1	1		4	1			1				1	1		A	DGTP_ECOLI	
P15770	1		1				1	1		1	5	1		1				1	1		1	A	AROE_ECOLI	
P15877	1		1	1	1	1	1	1	1	1	9	1		1	1	1	1	1	1	1	1	B	DHG_ECOLI	
P15977	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	A	MALQ_ECOLI	
P15993	1		1				1			1	4	1		1				1			1	B	AROP_ECOLI	
P16095	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	B	SDHL_ECOLI	
P16384	1	1	1		1	1		1		1	7	1	1	1		1	1		1		1	A	MIAA_ECOLI	
P16430	1										1	1										B	HYCD_ECOLI	
P16431	1	1		1		1	1				5	1	1		1		1	1				B	HYCE_ECOLI	
P16432	1			1							2	1			1							A	HYCF_ECOLI	
P16433	1									1	2	1									1	A	HYCG_ECOLI	
P16456	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	SELD_ECOLI	
P16525	1					1		1		1	4	1					1		1		1	A	TUS_ECOLI	
P16528	1	1	1	1				1	1	1	7	1	1	1	1				1	1	1	A	ICLR_ECOLI	
P16659	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	A	SYP_ECOLI	
P16676	1				1		1	1	1	1	6	1				1		1	1	1	1	F1	CYSA_ECOLI	
P16677	1					1					2	1					1					F1	PHNC_ECOLI	
P16678	1			1							2	1			1							F1	PHNK_ECOLI	
P16679	1			1							2	1			1							F1	PHNL_ECOLI	
P16682	1			1				1			3	1			1				1			G	PHND_ECOLI	
P16684	1			1						1	3	1			1						1	A	PHNF_ECOLI	
P16685	1										1	1										A	PHNG_ECOLI	
P16686	1										1	1										A	PHNH_ECOLI	
P16687	1			1							2	1			1							A	PHNI_ECOLI	
P16689	1			1							2	1			1							A	PHNM_ECOLI	
P16691	1							1		1	3	1							1		1	A	PHNO_ECOLI	
P16700	1			1				1		1	4	1			1				1		1	G	CYSP_ECOLI	
P16703	1	1		1							3	1	1		1							A	CYSM_ECOLI	
P17109	1	1					1	1		1	5	1	1					1	1		1	A	MEND_ECOLI	
P17115	1		1	1		1	1	1		1	7	1		1	1		1	1	1		1	A	GUTQ_ECOLI	
P17334	1										1	1										B	PTQC_ECOLI	
P17410	1										1	1										A	CHBR_ECOLI	
P17411	1			1				1			3	1			1				1			A	CHBF_ECOLI	
P17443	1		1		1	1	1	1	1	1	8	1		1		1	1	1	1	1	1	F1	MURG_ECOLI	
P17802	1							1			2	1							1			A	MUTY_ECOLI	
P17854	1		1	1	1			1		1	6	1		1	1	1			1		1	A	CYSH_ECOLI	
P17888	1			1		1		1		1	5	1			1		1		1		1	A	PRIA_ECOLI	
P17952	1		1		1	1	1	1	1	1	8	1		1		1	1	1	1	1	1	A	MURC_ECOLI	
P17993	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	UBIG_ECOLI	
P18196	1		1					1		1	4	1		1					1		1	A	MINC_ECOLI	
P18200	1										1	1										B	PGPA_ECOLI	
P18335	1		1					1		1	4	1		1					1		1	A	ARGD_ECOLI	
P18390	1		1				1	1			4	1		1				1	1			G	YJJA_ECOLI	
P18392	1			1	1	1	1	1		1	7	1			1	1	1	1	1		1	B	RSTB_ECOLI	
P18776	1		1				1	1		1	5	1		1				1	1		1	F2	DMSB_ECOLI	
P18843	1		1	1		1	1	1		1	7	1		1	1		1	1	1		1	A	NADE_ECOLI	
P18956	1							1			2	1							1			G	GGT_ECOLI	
P19318	1		1	1		1	1	1		1	7	1		1	1		1	1	1		1	F1	NARY_ECOLI	
P19319	1	1		1		1	1	1		1	7	1	1		1		1	1	1		1	F1	NARZ_ECOLI	
P19323	1			1		1	1	1			5	1			1		1	1	1			A	FHLA_ECOLI	
P19624	1	1		1				1		1	5	1	1		1				1		1	A	PDXA_ECOLI	
P19931	1			1				1			3	1			1				1			A	HYAE_ECOLI	
P19932	1							1			2	1							1			A	HYAF_ECOLI	
P20083	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	A	PARE_ECOLI	
P21151	1		1	1		1	1	1		1	7	1		1	1		1	1	1		1	A	FADA_ECOLI	
P21156	1			1	1			1		1	5	1			1	1			1		1	A	CYSD_ECOLI	
P21165	1	1	1			1	1	1		1	7	1	1	1			1	1	1		1	A	PEPQ_ECOLI	
P21169	1			1			1	1		1	5	1			1			1	1		1	A	DCOR_ECOLI	
P21170	1	1	1	1	1	1	1	1		1	9	1	1	1	1	1	1	1	1		1	A	SPEA_ECOLI	
P21177	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	FADB_ECOLI	
P21179	1		1			1	1	1		1	6	1		1			1	1	1		1	A	CATE_ECOLI	
P21338	1			1		1	1	1		1	6	1			1		1	1	1		1	G	RNI_ECOLI	
P21345	1						1			1	3	1						1			1	B	GLTP_ECOLI	
P21369	1							1			2	1							1			A	PNCA_ECOLI	
P21499	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	RNR_ECOLI	
P21503	1										1	1										B	YCAD_ECOLI	
P21517	1			1				1			3	1			1				1			A	MALZ_ECOLI	
P21599	1	1	1			1	1	1	1	1	8	1	1	1			1	1	1	1	1	A	KPYK2_ECOLI	
P21645	1	1				1	1	1		1	6	1	1				1	1	1		1	A	LPXD_ECOLI	
P21693	1			1	1	1		1		1	6	1			1	1	1		1		1	A	DBPA_ECOLI	
P21866	1			1				1		1	4	1			1				1		1	A	KDPE_ECOLI	
P21888	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	SYC_ECOLI	
P21889	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	F1	SYD_ECOLI	
P21893	1			1	1		1	1		1	6	1			1	1		1	1		1	B	RECJ_ECOLI	
P22106	1		1	1	1	1	1	1		1	8	1		1	1	1	1	1	1		1	A	ASNB_ECOLI	
P22256	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	GABT_ECOLI	
P22259	1		1			1	1	1	1	1	7	1		1			1	1	1	1	1	A	PCKA_ECOLI	
P22333	1		1		1	1	1	1	1	1	8	1		1		1	1	1	1	1	1	A	ADD_ECOLI	
P22523	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	MUKB_ECOLI	
P22524	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	MUKE_ECOLI	
P22525	1			1		1	1	1		1	6	1			1		1	1	1		1	B	YCBB_ECOLI	
P22634	1		1	1			1	1	1	1	7	1		1	1			1	1	1	1	A	MURI_ECOLI	
P22731	1			1	1	1				1	5	1			1	1	1				1	F1	LIVF_ECOLI	
P22787	1			1							2	1			1							A	YIFB_ECOLI	
P22939	1		1			1	1	1		1	6	1		1			1	1	1		1	A	ISPA_ECOLI	
P23003	1	1	1				1	1		1	6	1	1	1				1	1		1	A	TRMA_ECOLI	
P23256	1	1						1			3	1	1						1			B	MALY_ECOLI	
P23331	1		1	1			1	1			5	1		1	1			1	1			A	KITH_ECOLI	
P23367	1			1		1	1	1		1	6	1			1		1	1	1		1	A	MUTL_ECOLI	
P23522	1	1		1			1	1			5	1	1		1			1	1			A	GARL_ECOLI	
P23524	1			1				1			3	1			1				1			B	GLXK2_ECOLI	
P23538	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	PPSA_ECOLI	
P23721	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	SERC_ECOLI	
P23830	1		1	1	1	1	1	1	1	1	9	1		1	1	1	1	1	1	1	1	F1	PSS_ECOLI	
P23836	1		1	1		1	1	1		1	7	1		1	1		1	1	1		1	A	PHOP_ECOLI	
P23837	1			1	1	1	1	1		1	7	1			1	1	1	1	1		1	B	PHOQ_ECOLI	
P23839	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	YICC_ECOLI	
P23843	1	1	1			1	1	1		1	7	1	1	1			1	1	1		1	G	OPPA_ECOLI	
P23845	1				1			1		1	4	1				1			1		1	A	CYSN_ECOLI	
P23847	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	G	DPPA_ECOLI	
P23862	1			1				1		1	4	1			1				1		1	A	PRIC_ECOLI	
P23865	1	1	1		1	1	1	1		1	8	1	1	1		1	1	1	1		1	F2	PRC_ECOLI	
P23871	1		1				1	1		1	5	1		1				1	1		1	A	HEMH_ECOLI	
P23872	1	1						1			3	1	1						1			A	AES_ECOLI	
P23878	1			1						1	3	1			1						1	F1	FEPC_ECOLI	
P23882	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	FMT_ECOLI	
P23886	1		1	1	1	1	1	1	1	1	9	1		1	1	1	1	1	1	1	1	B	CYDC_ECOLI	
P23893	1	1	1		1	1	1	1	1	1	9	1	1	1		1	1	1	1	1	1	A	GSA_ECOLI	
P23894	1		1		1	1	1	1	1	1	8	1		1		1	1	1	1	1	1	B	HTPX_ECOLI	
P23898	1						1				2	1						1				I	NLPC_ECOLI	
P23908	1		1				1	1		1	5	1		1				1	1		1	A	ARGE_ECOLI	
P23909	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	B	MUTS_ECOLI	
P23917	1		1			1	1	1		1	6	1		1			1	1	1		1	B	MAK_ECOLI	
P23930	1		1		1	1	1	1	1	1	8	1		1		1	1	1	1	1	1	B	LNT_ECOLI	
P24171	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	DCP_ECOLI	
P24173	1			1		1	1	1		1	6	1			1		1	1	1		1	A	RFAC_ECOLI	
P24174	1			1						1	3	1			1						1	A	MANC_ECOLI	
P24175	1			1		1				1	4	1			1		1				1	A	MANB_ECOLI	
P24177	1					1	1	1	1	1	6	1					1	1	1	1	1	B	ACRD_ECOLI	
P24178	1			1			1	1			4	1			1			1	1			A	YFFB_ECOLI	
P24182	1	1	1	1		1	1	1	1	1	9	1	1	2	1		1	1	1	1	1	A	ACCC_ECOLI	
P24186	1				1	1	1	1		1	6	1				1	1	1	1		1	A	FOLD_ECOLI	
P24188	1						1	1		1	4	1						1	1		1	A	YCEA_ECOLI	
P24192	1					1	1	1		1	5	1					1	1	1		1	A	HYPD_ECOLI	
P24193	1	1	1				1	1		1	6	1	1	1				1	1		1	A	HYPE_ECOLI	
P24197	1										1	1										A	YGID_ECOLI	
P24205	1		1	1	1	1	1	1		1	8	1		1	2	1	1	1	1		1	B	MSBB_ECOLI	
P24228	1			1		1	1	1	1	1	7	1			1		1	1	1	1	1	F2	DACB_ECOLI	
P24230	1	1	1	1		1		1		1	7	1	1	1	1		1		1		1	A	RECG_ECOLI	
P24232	1	1	1				1	1	1	1	7	1	1	1				1	1	1	1	A	HMP_ECOLI	
P24238	1										1	1										A	YEBB_ECOLI	
P24252	1			1				1			3	1			1				1			A	YBGA_ECOLI	
P24554	1		1			1	1	1	1	1	7	1		1			1	1	1	1	1	A	RADA_ECOLI	
P24555	1			1		1		1			4	1			1		1		1			A	PTRB_ECOLI	
P25437	1	1	1				1	1		1	6	1	1	1				1	1		1	A	FRMA_ECOLI	
P25519	1		1			1	1	1	1	1	7	1		1			1	1	1	1	1	A	HFLX_ECOLI	
P25522	1		1			1	1	1		1	6	1		1			1	1	1		1	F1	MNME_ECOLI	
P25527	1							1			2	1							1			B	GABP_ECOLI	
P25531	1										1	1										A	YICR_ECOLI	
P25534	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	F1	UBIH_ECOLI	
P25535	1		1	1		1	1	1		1	7	1		1	1		1	1	1		1	B	VISC_ECOLI	
P25536	1		1	1				1	1	1	6	1		1	1				1	1	1	A	YHDE_ECOLI	
P25539	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	RIBD_ECOLI	
P25550	1									1	2	1									1	A	ASLB_ECOLI	
P25665	1			1	1			1	1	1	6	1			1	1			1	1	1	A	METE_ECOLI	
P25714	1	1	1		1	1	1	1	1	1	9	1	1	1		1	1	1	1	1	1	B	OXAA_ECOLI	
P25718	1	1				1		1			4	1	1				1		1			G	AMY1_ECOLI	
P25728	1			1		1					3	1			1		1					A	YGBA_ECOLI	
P25737	1					1	1	1		1	5	1					1	1	1		1	B	LYSP_ECOLI	
P25738	1	1	1					1		1	5	1	1	1					1		1	A	MSYB_ECOLI	
P25743	1	1	1			1					4	1	1	1			1					B	YCHE_ECOLI	
P25745	1	1	1			1	1	1		1	7	1	1	1			1	1	1		1	A	MNMA_ECOLI	
P25746	1		1			1	1	1		1	6	1		1			1	1	1		1	F1	HFLD_ECOLI	
P25748	1			1			1	1			4	1			1			1	1			A	GALS_ECOLI	
P25772	1			1				1			3	1			1				1			A	LIGB_ECOLI	
P25888	1		1	1			1	1		1	6	1		1	1			1	1		1	A	RHLE_ECOLI	
P25889	1	1	1			1		1			5	1	1	1			1		1			A	YEIA_ECOLI	
P26365	1						1	1		1	4	1						1	1		1	G	AMIB_ECOLI	
P26458	1			1		1					3	1			2		1					B	APPB_ECOLI	
P26459	1	1			1	1	1	1		1	7	1	1			1	1	1	1		1	B	APPC_ECOLI	
P26616	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	MAO1_ECOLI	
P26647	1			1	1	1	1	1	1	1	8	1			1	1	1	1	1	1	1	F1	PLSC_ECOLI	
P26648	1	1					1	1		1	5	1	1					1	1		1	G	SUFI_ECOLI	
P27238	1			1				1			3	1			1				1			A	YFED_ECOLI	
P27245	1			1		1	1			1	5	1			1		1	1			1	A	MARR_ECOLI	
P27249	1		1	1		1	1	1	1	1	8	1		1	1		1	1	1	1	1	A	GLND_ECOLI	
P27278	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	F1	NADR_ECOLI	
P27294	1		1	1	1				1	1	6	1		1	1	1				1	1	A	INAA_ECOLI	
P27296	1			1				1		1	4	1			1				1		1	A	DING_ECOLI	
P27297	1			1							2	1			1							G	BAX_ECOLI	
P27298	1	1	1			1	1	1		1	7	1	1	1			1	1	1		1	A	OPDA_ECOLI	
P27302	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	A	TKT1_ECOLI	
P27305	1						1	1		1	4	1						1	1		1	A	GLUQ_ECOLI	
P27306	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	STHA_ECOLI	
P27431	1	1	1					1		1	5	1	1	1					1		1	A	YCFD_ECOLI	
P27550	1		1	1		1	1	1	1	1	8	1		1	1		1	1	1	1	1	A	ACSA_ECOLI	
P27828	1			1			1	1		1	5	1			1			1	1		1	A	WECB_ECOLI	
P27829	1	1				1	1	1		1	6	1	1				1	1	1		1	H	WECC_ECOLI	
P27830	1	1	1				1	1		1	6	1	1	1				1	1		1	A	RMLB2_ECOLI	
P27833	1		1				1	1		1	5	1		1				1	1		1	A	RFFA_ECOLI	
P27836	1		1	1	1	1	1	1	1	1	9	1		1	1	1	1	1	1	1	1	A	WECG_ECOLI	
P27838	1		1					1		1	4	1		1					1		1	A	CYAY_ECOLI	
P27844	1										1	1										B	RARD_ECOLI	
P27848	1		1			1	1	1		1	6	1		1			1	1	1		1	A	YIGL_ECOLI	
P27862	1			1						1	3	1			1						1	A	YIGZ_ECOLI	
P27896	1					1	1	1		1	5	1					1	1	1		1	B	NARQ_ECOLI	
P28224	1					1	1	1		1	5	1					1	1	1		1	I	MLIC_ECOLI	
P28248	1		1	1		1	1	1		1	7	1		1	1		1	1	1		1	A	DCD_ECOLI	
P28249	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	B	ASMA_ECOLI	
P28305	1			1				1		1	4	1			1				1		1	A	PABC_ECOLI	
P28306	1			1	1	1	1	1	1	1	8	1			1	1	1	1	1	1	1	B	YCEG_ECOLI	
P28634	1	1		1				1			4	1	1		1				1			A	YAEB_ECOLI	
P28635	1				1	1	1	1	1	1	7	1				1	1	1	1	1	1	E	METQ_ECOLI	
P28638	1			1							2	1			1							A	YHDJ_ECOLI	
P28696	1			1							2	1			1							G	YAAI_ECOLI	
P28861	1	1		1			1	1		1	6	1	1		1			1	1		1	A	FENR_ECOLI	
P28903	1		1	1		1	1	1	1	1	8	1		1	1		1	1	1	1	1	A	NRDD_ECOLI	
P28904	1	1	1		1	1	1	1	1	1	9	1	1	1		1	1	1	1	1	1	A	TREC_ECOLI	
P28905	1							1		1	3	1							1		1	A	HOLC_ECOLI	
P29012	1		1				1	1		1	5	1		1				1	1		1	A	ALR2_ECOLI	
P29013	1	1	1			1	1	1		1	7	1	1	1			1	1	1		1	A	YCGB_ECOLI	
P29018	1		1	1	1	1	1	1	1	1	9	1		1	1	1	1	1	1	1	1	B	CYDD_ECOLI	
P29208	1	1		1			1	1			5	1	1		1			1	1			A	MENC_ECOLI	
P29217	1	1	1			1	1	1		1	7	1	1	1			1	1	1		1	B	YCEH_ECOLI	
P29680	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	DCUP_ECOLI	
P29744	1			1			1				3	1			1			1				F4	FLGL_ECOLI	
P29745	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	PEPT_ECOLI	
P30011	1		1	1			1	1		1	6	1		1	1			1	1		1	A	NADC_ECOLI	
P30014	1		1					1		1	4	1		1					1		1	A	RNT_ECOLI	
P30128	1	1		1		1		1		1	6	1	1		1		1		1		1	A	GREB_ECOLI	
P30136	1			1		1					3	1			1		1					B	THIC_ECOLI	
P30137	1			1				1		1	4	1			1				1		1	A	THIE_ECOLI	
P30138	1			1				1		1	4	1			1				1		1	B	THIF_ECOLI	
P30139	1										1	1										A	THIG_ECOLI	
P30140	1			1				1			3	1			1				1			A	THIH_ECOLI	
P30143	1					1					2	1					1					B	YAAJ_ECOLI	
P30177	1			1		1	1	1		1	6	1			1		1	1	1		1	A	YBIB_ECOLI	
P30178	1		1		1		1	1		1	6	1		1		1		1	1		1	A	YBIC_ECOLI	
P30745	1			1			1	1		1	5	1			1			1	1		1	A	MOAA_ECOLI	
P30749	1	1	1	1			1	1			6	1	1	1	1			1	1			A	MOAE_ECOLI	
P30750	1		1	1	1	1	1	1		1	8	1		1	1	1	1	1	1		1	F1	METN_ECOLI	
P30843	1		1	1		1		1		1	6	1		1	1		1		1		1	A	BASR_ECOLI	
P30844	1					1	1	1	1	1	6	1					1	1	1	1	1	B	BASS_ECOLI	
P30845	1				1				1	1	4	1				1				1	1	B	EPTA_ECOLI	
P30847	1			1	1	1	1	1		1	7	1			1	1	1	1	1		1	B	BAES_ECOLI	
P30850	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	RNB_ECOLI	
P30859	1	1	1	1			1	1		1	7	1	1	1	1			1	1		1	G	ARTI_ECOLI	
P30863	1		1				1	1		1	5	1		1				1	1		1	A	DKGB_ECOLI	
P30864	1			1	1			1		1	5	1			1	1			1		1	B	YAFC_ECOLI	
P30866	1	1									2	1	1									A	YAFE_ECOLI	
P30870	1		1	1		1	1	1		1	7	1		1	1		1	1	1		1	A	GLNE_ECOLI	
P30871	1		1	1		1	1	1	1	1	8	1		1	1		1	1	1	1	1	A	YGIF_ECOLI	
P30958	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	MFD_ECOLI	
P31069	1					1	1	1		1	5	1					1	1	1		1	B	KCH_ECOLI	
