ID REF	VALUE	ABS_CALL
hha b0460 at	551.311	2
ybaJ b0461 at	649.433	2
IG 313 479933 480477 rev at	111.399	
acrB b0462 at	568.866	2
acrA b0463 at	548.459	2
IG 314 484844 489333 rev at	288.785	2
acrR b0464 at	54.563	
IG 315 485633 485759 fwd at	145.785	2
aefA b0465 at	342.781	2
IG 316 489123 490105 fwd at	401.234	2
ybaM b0466 at	203.603	2
priC b0467 at	504.881	2
IG 317 490037 498237 rev at	259.34	2
ybaN b0468 at	435.938	2
IG 318 490484 490635 fwd at	1092.64	2
apt b0469 at	461.424	2
IG 319 491188 491315 fwd at	293.925	2
dnaX b0470 at	279.967	2
IG 320 493248 493299 fwd at	423.234	2
ybaB b0471 at	930.052	2
recR b0472 at	813.174	2
IG 321 494235 494343 fwd at	95.998	2
htpG b0473 at	292.303	0
IG 322 496219 496398 fwd at	98.893	2
adk b0474 at	767.171	2
IG 323 497044 497278 fwd at	32.367	2
hemH b0475 at	141.305	2
ybaC b0476 at	152.015	2
IG 324 498242 499348 fwd at	165.808	0
IG 325 499198 500785 rev at	191.584	2
gsk b0477 at	195.074	2
IG 326 500654 504137 fwd at	666.778	2
ybaL b0478 at	199.104	2
IG 327 502463 502699 rev at	802.713	
fsr b0479 at	100.993	
IG 328 503921 505826 rev f at	275.062	0
ushA b0480 at	340.257	2
IG 329 505791 507387 fwd at	344.967	0
ybaK b0481 at	191.245	
IG 330 506307 506509 rev at	875.307	
ybaP b0482 at	335.14	2
IG 331 507305 508098 rev f at	333.338	0
ybaQ b0483 at	217.193	2
IG 332 507784 510864 fwd f at	185.722	0
ybaR b0484 at	293.401	0
IG 333 510604 513624 rev at	509.954	0
ybaS b0485 at	641.329	0
ybaT b0486 at	-207.517	
IG 334 513093 513216 fwd at	158.207	2
ybbI b0487 at	171.688	
IG 335 513625 515142 fwd at	248.547	0
ybbJ b0488 at	138.651	
ybbK b0489 at	279.864	2
IG 336 514998 516648 rev at	138.932	2
ybbL b0490 at	203.971	2
ybbM b0491 at	172.104	2
IG 337 516587 518956 fwd f at	190.487	2
ybbN b0492 at	251.353	2
ybbO b0493 at	345.794	2
tesA b0494 at	335.658	2
ybbA b0495 at	232.532	
IG 338 518990 528868 rev at	440.772	0
ybbP b0496 at	433.26	0
IG 339 522055 522484 fwd at	217.213	0
rhsD b0497 at	535.362	
IG 340 526766 526804 fwd at	120.069	0
ybbC b0498 at	344.026	0
b0499 at	252.318	2
ybbD b0500 at	354.478	2
IG 341 528125 528162 fwd at	336.6	0
b0501 at	926.217	2
IG 342 528355 531674 fwd at	172.795	0
b0502 at	501.506	0
IG 343 529277 529355 rev at	613.683	2
ybbB b0503 at	982.023	2
IG 344 530451 530518 rev at	549.961	0
ybbS b0504 at	587.976	0
IG 345 531446 542484 rev at	376.925	
ybbT b0505 at	107.615	
IG 346 532158 532234 fwd at	321.656	2
ybbU b0506 at	730.493	2
IG 347 533051 533139 fwd at	529.892	0
gcl b0507 at	587.818	0
gip b0508 at	518.901	0
IG 348 535711 535809 fwd at	232.337	0
ybbQ b0509 at	156	0
IG 349 536689 536719 fwd at	722.736	0
ybbV b0510 at	247.132	
ybbW b0511 at	740.507	0
IG 350 538312 538370 fwd at	906.605	0
ybbX b0512 at	599.743	
IG 351 539733 539782 fwd at	494.822	0
ybbY b0513 at	162.595	0
ybbZ b0514 at	188.961	0
IG 352 542258 545903 fwd at	139.544	
ylbA b0515 at	694.919	2
ylbB b0516 at	121.647	2
ylbC b0517 f at	4.075	0
IG 353 545588 550749 rev at	39.923	0
fdrA b0518 at	120.824	2
IG 354 547572 547837 fwd at	987.542	0
ylbE b0519 at	289.188	0
ylbF b0520 at	504.114	0
arcC b0521 at	954.701	0
IG 355 550556 553833 fwd at	122.469	2
purK b0522 at	125.288	2
purE b0523 at	286.407	0
IG 356 552324 552440 rev at	791.876	2
ybbF b0524 at	242.163	2
ppiB b0525 at	1598.72	2
IG 357 553661 555254 rev at	238.53	
cysS b0526 at	303.46	
IG 358 555220 557401 fwd at	72.75	0
ybcI b0527 at	100.655	0
IG 359 555777 555883 rev at	39.135	
ybcJ b0528 at	197.27	0
folD b0529 at	676.13	2
IG 360 556965 563070 rev at	752.706	0
sfmA b0530 at	545.527	0
IG 361 557978 558196 fwd at	67.063	0
sfmC b0531 at	105.592	0
IG 362 558890 558919 fwd at	856.354	0
sfmD b0532 at	517.904	0
IG 363 561524 561564 fwd at	4.883	0
sfmH b0533 at	170.849	0
sfmF b0534 at	498.128	0
IG 364 563069 563945 fwd at	266.721	0
fimZ b0535 at	229.971	0
IG 365 563704 564037 rev at	162.089	0
argU b0536 f at	215.739	2
intD b0537 at	122.083	
b0538 at	79.774	0
b0539 at	541.213	2
IG 366 565585 573959 rev f at	238.686	2
IG 367 565756 566055 fwd f at	168.06	0
IG 368 567228 567332 fwd f at	194.353	2
b0542 at	142.52	
IG 369 567471 567537 fwd at	126.551	2
emrE b0543 at	69.775	
IG 370 567871 568124 fwd at	-260.146	0
ybcK b0544 at	323.194	0
IG 371 569652 570115 fwd at	5.167	0
ybcL b0545 at	311.768	0
ybcM b0546 at	131.474	
IG 372 571475 571688 fwd at	304.353	0
ybcN b0547 at	438.298	0
ninE b0548 at	794.134	0
ybcO b0549 at	427.159	
rus b0550 at	584.666	0
IG 373 572957 573178 fwd at	717.549	2
ybcQ b0551 at	213.717	0
IG 374 573563 576620 fwd f at	162.571	2
nmpC b0553 at	2785.71	2
IG 375 576109 577822 rev at	127.458	2
ybcR b0554 at	320.111	1
ybcS b0555 at	57.822	2
ybcT b0556 f at	471.222	0
IG 376 577792 579102 fwd at	129.714	
ybcU b0557 at	482.692	2
IG 377 578117 578406 rev at	156.058	0
ybcV b0558 at	281.488	2
IG 378 578860 581374 rev at	819.772	
ybcW b0559 at	156.488	
IG 379 579310 580056 fwd at	227.344	2
ybcX b0561 at	221.539	0
IG 380 581321 582097 fwd at	376.003	0
ybcY b0562 at	680.334	0
IG 381 581807 583902 rev at	196.491	2
ylcE b0563 at	245.648	0
IG 382 582284 582903 fwd at	169.541	
appY b0564 at	119.006	
IG 383 583654 594822 fwd f at	309.951	0
ompT b0565 at	2218.23	2
IG 384 584857 585369 rev at	731.934	
envY b0566 at	237.578	0
IG 385 586132 586313 rev at	909.117	0
ybcH b0567 at	124.371	0
nfrA b0568 at	166.805	0
nfrB b0569 at	558.651	0
IG 386 592402 592550 rev at	185.226	
ybcZ b0570 at	102.901	0
ylcA b0571 at	112.989	0
IG 387 594667 602638 rev f at	330.752	2
ylcB b0572 at	40.095	0
IG 388 596197 596353 fwd f at	603.081	2
ylcC b0573 at	330.679	0
ylcD b0574 at	108.052	0
ybdE b0575 at	391.853	0
IG 389 601081 601181 fwd at	820.234	
pheP b0576 at	376.669	0
IG 390 602559 607287 fwd f at	85.425	2
ybdG b0577 at	984.744	2
IG 391 603887 603993 rev at	360.502	
nfnB b0578 at	741.634	2
IG 392 604648 604740 rev at	255.645	2
ybdF b0579 at	230.568	
IG 393 605110 605173 rev at	337.514	2
ybdJ b0580 at	444.888	0
IG 394 605423 605487 rev at	950.653	0
ybdK b0581 at	133.012	0
IG 395 606607 608681 rev f at	302.611	2
IG 396 608401 612037 fwd f at	777.541	
entD b0583 at	444.173	0
IG 397 609312 609476 rev f at	189.27	2
fepA b0584 at	403.185	2
IG 398 611718 618606 rev at	733.222	0
fes b0585 at	247.656	
IG 399 613163 613379 fwd at	647.443	0
entF b0586 at	113.858	0
IG 400 617262 617476 fwd at	416.784	
fepE b0587 at	249.131	0
fepC b0588 at	128.084	0
IG 401 618611 621522 fwd at	113.804	0
fepG b0589 at	938.196	0
fepD b0590 at	378.062	0
IG 402 621413 622776 rev at	120.152	0
ybdA b0591 at	158.056	0
IG 403 622774 624107 fwd at	558.649	0
fepB b0592 at	101.79	0
IG 404 623734 631611 rev at	447.698	
entC b0593 at	214.401	1
entE b0594 at	210.698	
entB b0595 at	132.476	2
entA b0596 at	-868.384	0
ybdB b0597 at	119.494	0
IG 405 628937 629116 fwd at	234.003	0
cstA b0598 at	451.955	2
IG 406 631223 632808 fwd f at	163.247	2
ybdH b0599 at	115.967	0
IG 407 632701 633969 rev at	459.725	2
ybdL b0600 at	625.023	
ybdM b0601 at	77.387	
IG 408 633970 638167 fwd at	1839.39	2
ybdN b0602 at	498.729	0
IG 409 635793 635938 rev at	165.962	0
ybdO b0603 at	180.387	0
IG 410 636842 637049 rev at	129.202	
dsbG b0604 at	151.441	2
IG 411 637857 640661 rev at	124.029	2
ahpC b0605 at	2163.26	2
IG 412 638732 638945 fwd at	149.523	2
ahpF b0606 at	728.864	2
IG 413 640542 641310 fwd at	151.333	0
ybdQ b0607 at	821.046	2
IG 414 641091 642779 rev at	135.49	2
ybdR b0608 at	622.248	
IG 415 642550 642629 fwd at	979.012	2
b0609 at	106.351	
rnk b0610 at	343.5	2
IG 416 643092 651457 fwd at	806.764	
IG 417 643191 643419 rev at	314.115	2
rna b0611 at	471.605	2
IG 418 644227 644339 rev at	789.909	2
ybdS b0612 at	175.838	
IG 419 645804 645853 rev at	0.385868	0
citG b0613 at	55.224	0
ybdU b0614 at	659.617	0
citF b0615 at	739.606	0
citE b0616 at	429.382	0
citD b0617 at	704.499	0
citC b0618 at	368.564	0
IG 420 651167 653805 rev at	103.01	
citA b0619 at	163.963	
citB b0620 at	190.558	2
IG 421 653766 655779 fwd at	488.938	2
dcuC b0621 at	1306.66	2
IG 422 655192 656777 rev at	121.673	0
crcA b0622 at	146.091	
IG 423 656341 656514 fwd at	213.125	2
cspE b0623 at	2409.17	2
IG 424 656725 657253 fwd at	113.15	2
crcB b0624 at	615.028	2
IG 425 657162 658473 rev at	262.758	
ybeH b0625 at	307.933	
ybeM b0626 at	178.696	0
IG 426 658042 658169 fwd at	376.792	2
ybeC b0627 at	413.305	2
IG 427 658374 674240 fwd at	523.187	2
lipA b0628 at	716.576	2
IG 428 659440 659647 rev at	435.462	2
ybeF b0629 at	679.982	0
IG 429 660449 660859 rev at	203.564	0
lipB b0630 at	239.018	2
IG 430 661436 661601 rev at	242.75	2
ybeD b0631 at	279.071	2
IG 431 661866 661974 rev at	225.716	2
dacA b0632 at	429.088	2
IG 432 663187 663324 rev at	301.393	2
rlpA b0633 at	491.768	2
mrdB b0634 at	358.885	2
mrdA b0635 at	148.071	2
IG 433 667441 667470 rev at	317.542	2
ybeA b0636 at	556.807	2
ybeB b0637 at	446.384	2
IG 434 668152 668518 rev at	249.064	2
phpB b0638 at	920.461	0
ybeN b0639 at	231.721	2
holA b0640 at	219.676	2
rlpB b0641 at	620.584	2
leuS b0642 at	587.387	2
IG 435 674007 674792 rev at	119.7	2
ybeL b0643 at	672.092	2
IG 436 674724 675933 fwd at	668.678	2
ybeQ b0644 at	416.585	
IG 437 675777 678074 rev at	126.358	0
ybeR b0645 at	256.285	0
ybeS b0646 at	174.695	
IG 438 678066 678730 fwd at	-445.672	0
ybeT b0647 at	240.373	
IG 439 678630 680945 rev at	-826.372	0
ybeU b0648 at	120.864	
ybeV b0649 at	334.104	0
IG 440 680887 694323 fwd f at	160.877	2
ybeW b0650 at	793.554	0
IG 441 682617 682699 rev at	455.891	2
ybeK b0651 at	720.524	2
IG 442 683636 683752 rev at	206.398	2
gltL b0652 at	150.049	2
gltK b0653 at	754.362	0
gltJ b0654 at	188.286	2
IG 443 685893 686061 rev at	241.103	2
ybeJ b0655 at	367.037	2
IG 444 686971 687219 rev f at	690.643	2
IG 445 688237 688565 rev at	153.631	
lnt b0657 at	454.628	
ybeX b0658 at	549.174	2
IG 446 691008 691096 rev at	875.652	2
ybeY b0659 at	447.672	2
ybeZ b0660 at	775.096	2
IG 447 692641 692753 rev at	113.069	2
yleA b0661 at	215.516	2
IG 448 694179 695652 rev at	593.239	2
yleB b0662 at	267.743	2
IG 449 695500 695580 fwd at	83.795	0
b0663 at	702.481	0
glnX b0664 s at	1381.74	2
glnV b0665 s at	1171.97	2
metU b0666 s at	1319.51	2
b0667 at	660.067	2
glnW b0668 s at	1406.56	2
b0669 at	111.334	2
b0671 at	938.932	2
leuW b0672 at	1262.6	2
metT b0673 s at	1783.13	2
IG 450 696338 703166 fwd f at	940.621	2
IG 451 696357 696735 rev at	141.195	2
asnB b0674 at	999.742	2
IG 452 698401 698796 rev at	184.477	
nagD b0675 at	316.5	2
IG 453 699550 699596 rev at	496.072	2
nagC b0676 at	933.327	2
nagA b0677 at	1399.74	2
IG 454 701975 702033 rev at	498.248	2
nagB b0678 at	1586.38	2
IG 455 702835 709422 rev f at	401.036	2
nagE b0679 at	1324	2
IG 456 705114 705315 fwd at	666.733	0
glnS b0680 at	433.467	2
IG 457 706981 707556 fwd at	953.129	2
ybfM b0681 at	150.569	
IG 458 708964 709012 fwd at	936.709	0
ybfN b0682 at	209.663	
IG 459 709340 712209 fwd at	243.71	2
fur b0683 at	1362.45	2
IG 460 709870 710157 rev at	1239.95	2
fldA b0684 at	854.698	2
IG 461 710689 710827 rev at	324.655	2
ybfE b0685 at	392.688	0
IG 462 711191 711260 rev at	252.385	2
ybfF b0686 at	175.716	2
IG 463 712026 715169 rev at	320.875	
seqA b0687 f at	1200.82	2
pgm b0688 at	321.564	2
IG 464 714422 714634 fwd at	602.388	2
ybfP b0689 at	79.073	0
IG 465 715130 728356 fwd at	378.833	0
ybfG b0690 at	108.903	0
IG 466 715533 715610 rev at	238.329	0
ybfH b0691 at	121.463	0
IG 467 715929 716168 rev at	283.697	0
potE b0692 at	597.543	0
speF b0693 at	426.447	
IG 468 719684 720278 rev at	-0.0309546	0
kdpE b0694 at	182.515	2
kdpD b0695 at	213.567	2
kdpC b0696 at	387.58	2
kdpB b0697 at	152.566	0
kdpA b0698 at	614.317	0
IG 469 727956 740297 rev f at	262.088	0
ybfA b0699 at	261.028	2
IG 470 728564 728805 fwd at	686.585	
rhsC b0700 at	150.278	0
ybfB b0702 at	230.403	0
IG 471 733326 733442 fwd at	483.322	2
b0703 at	-0.520105	0
ybfC b0704 at	44.259	0
IG 472 735443 736326 fwd f at	141.678	0
ybfL b0705 s at	250.655	2
IG 473 737185 737314 fwd f at	0.918789	0
ybfD b0706 s at	917.782	
IG 474 738077 738223 fwd at	-132.901	0
ybgA b0707 at	637.619	0
phrB b0708 at	188.982	0
IG 475 740149 742049 fwd at	13.789	0
ybgH b0709 at	538.356	0
IG 476 741780 745945 rev at	100.572	
ybgI b0710 at	524.566	2
ybgJ b0711 at	293.64	2
ybgK b0712 at	270.801	2
ybgL b0713 at	333.328	
IG 477 745123 745157 fwd at	754.112	2
nei b0714 at	383.948	2
abrB b0715 at	207.94	2
IG 478 745950 754399 fwd at	615.985	2
IG 479 747038 747143 rev at	111.457	0
ybgO b0716 at	302.468	0
ybgP b0717 at	453.053	0
ybgQ b0718 at	100.921	
IG 480 751402 751451 rev at	223.049	0
ybgD b0719 at	227.969	0
IG 481 752019 752407 rev at	277.713	0
gltA b0720 at	1048.78	2
IG 482 753692 764375 rev f at	784.872	2
sdhC b0721 at	302.334	2
sdhD b0722 at	600.883	2
sdhA b0723 at	972.226	2
sdhB b0724 at	439.473	2
IG 483 757629 757686 fwd f at	470.65	2
b0725 at	1130.09	2
sucA b0726 at	1910.7	2
sucB b0727 at	2588.17	2
IG 484 761963 762236 fwd at	2710.04	2
sucC b0728 at	2888.42	2
sucD b0729 at	1273.26	2
IG 485 764273 765206 fwd at	34.905	
farR b0730 at	125.386	2
IG 486 765099 783104 rev at	231.721	2
hrsA b0731 at	644.047	0
ybgG b0732 at	72.995	0
IG 487 769835 770677 fwd at	2325.39	2
cydA b0733 at	2741.84	2
cydB b0734 at	2888.82	2
IG 488 773405 773531 fwd at	1645.22	2
ybgE b0735 at	688.374	2
IG 489 773826 773974 fwd at	110.913	0
ybgC b0736 at	441.327	2
tolQ b0737 at	339.055	2
tolR b0738 at	211.032	2
IG 490 775501 775564 fwd at	109.689	2
tolA b0739 at	331.471	2
IG 491 776831 776962 fwd at	269.868	2
tolB b0740 at	1337.35	2
IG 492 778256 778289 fwd at	515.261	2
pal b0741 at	2431.8	2
ybgF b0742 at	1293.45	2
IG 493 779613 779776 fwd at	577.546	2
lysT b0743 s at	3072.82	2
IG 494 779853 779987 fwd at	915.402	2
valT b0744 s at	3729.11	2
lysW b0745 s at	2767.15	2
IG 495 780142 780290 fwd f at	860.77	2
valZ b0746 s at	3576.39	2
lysY b0747 s at	3312.64	2
IG 496 780446 780591 fwd f at	710.246	2
lysZ b0748 s at	2980.12	2
IG 497 780668 780799 fwd at	1785.95	2
lysQ b0749 s at	3078.7	2
IG 498 780876 781307 fwd f at	59.22	0
nadA b0750 at	127.373	2
pnuC b0751 at	109.217	2
ybgR b0752 at	909.737	0
IG 499 783109 784855 fwd at	138.013	
IG 500 784047 784159 rev at	438.731	0
b0753 at	374.313	2
IG 501 784541 786065 rev at	56.027	
aroG b0754 at	339.429	2
IG 502 785909 793995 fwd at	503.259	2
gpmA b0755 at	780.656	2
IG 503 786819 787019 rev at	165.267	2
galM b0756 at	498.886	2
galK b0757 at	672.824	2
galT b0758 at	387.922	2
galE b0759 at	630.36	2
IG 504 791279 791538 rev at	107.402	2
modF b0760 at	133.485	2
IG 505 793012 793078 rev at	208.701	2
modE b0761 at	231.642	
IG 506 793868 796835 rev at	676.451	2
b0762 at	318.831	2
IG 507 794146 794311 fwd at	373.726	0
modA b0763 at	220.454	2
modB b0764 at	224.468	2
modC b0765 at	142.013	0
ybhA b0766 at	147.351	0
IG 508 796836 797808 fwd at	204.63	2
IG 509 797655 798844 rev at	174.4	2
ybhE b0767 at	372.597	2
IG 510 798805 799981 fwd at	395.545	0
ybhD b0768 at	253.936	0
IG 511 799862 805220 rev f at	1658.98	2
ybhH b0769 at	298.393	0
IG 512 801035 801109 fwd at	923.002	0
ybhI b0770 at	689.644	0
IG 513 802544 802701 fwd f at	-344.556	0
ybhJ b0771 at	188.822	2
IG 514 804988 808566 fwd at	967.201	2
ybhC b0772 at	210.279	2
IG 515 806505 806655 rev at	827.007	
ybhB b0773 at	235.188	
IG 516 807133 807190 rev at	471.777	2
bioA b0774 at	581.549	0
IG 517 808481 814961 rev at	116.045	
bioB b0775 at	188.15	2
bioF b0776 at	677.282	0
bioC b0777 at	196.62	0
bioD b0778 at	847.252	0
IG 518 812171 812748 fwd at	688.312	0
uvrB b0779 at	455.93	2
IG 519 814771 816266 fwd f at	432.444	2
ybhK b0780 at	179.118	2
IG 520 815871 820764 rev at	333.648	2
moaA b0781 at	826.237	
moaB b0782 at	694.684	2
moaC b0783 at	567.399	2
moaD b0784 at	541.499	2
moaE b0785 at	348.25	2
IG 521 818971 819106 fwd at	471.976	
ybhL b0786 at	531.523	2
IG 522 819812 820015 fwd at	212.944	0
ybhM b0787 at	171.489	0
IG 523 820730 823852 fwd at	660.192	0
ybhN b0788 at	-465.318	0
ybhO b0789 at	527.144	0
ybhP b0790 at	115.492	
IG 524 823721 824224 rev at	71.061	0
ybhQ b0791 at	376.301	2
ybhR b0792 at	747.812	2
IG 525 824264 830094 fwd at	512.347	0
ybhS b0793 at	138.48	2
ybhF b0794 at	145.682	2
b0795 at	452.47	2
ybiH b0796 at	233.91	2
IG 526 829879 831690 rev at	735.262	2
rhlE b0797 at	126.389	
IG 527 831460 832292 fwd at	304.307	2
ybiA b0798 at	161.102	2
IG 528 832174 836887 rev at	790.294	
dinG b0799 at	147.834	2
ybiB b0800 at	276.781	2
IG 529 835434 835573 fwd at	703.666	2
ybiC b0801 at	141.634	2
IG 530 836660 841473 fwd at	268.266	
ybiJ b0802 at	142.302	0
IG 531 837149 837412 rev at	107.803	2
ybiI b0803 at	697.638	0
IG 532 837680 837752 rev at	138.219	0
ybiX b0804 at	881.051	
b0805 at	506.519	0
IG 533 840755 841018 rev at	228.609	
ybiM b0806 at	512.932	0
IG 534 841424 842477 rev at	598.469	0
ybiN b0807 at	122.202	
ybiO b0808 at	848.204	2
IG 535 842482 849672 fwd at	258.778	2
IG 536 844839 844963 rev at	304.367	2
glnQ b0809 at	842.827	2
glnP b0810 at	691.376	2
IG 537 846343 846480 rev at	928.6	2
glnH b0811 at	2252.08	2
IG 538 847228 847630 rev at	235.824	2
dps b0812 at	685.135	2
IG 539 848135 848432 rev at	63.888	0
ybiF b0813 at	747.279	0
IG 540 849321 850236 rev at	256.837	0
ompX b0814 at	1886.19	2
IG 541 850189 851893 fwd at	382.831	0
ybiP b0815 at	87.14	2
IG 542 851821 854046 rev at	33.105	2
b0816 at	48.509	0
IG 543 852164 852405 fwd at	121.737	
b0817 at	484.657	0
ybiR b0818 at	66.493	0
IG 544 853989 855185 fwd at	243.013	2
ybiS b0819 at	382.07	2
IG 545 854968 857018 rev at	544.114	2
ybiT b0820 at	159.415	2
IG 546 856779 862792 fwd at	271.558	2
ybiU b0821 at	948.458	0
IG 547 858285 858435 rev at	282.477	
b0822 at	886.971	2
IG 548 859252 859396 rev at	322.315	0
ybiW b0823 at	347.595	2
ybiY b0824 at	586.034	0
IG 549 862762 863602 rev at	541.468	
mipB b0825 at	378.879	2
IG 550 863528 865790 fwd at	322.004	2
moeB b0826 at	123.217	0
moeA b0827 at	348.799	2
IG 551 865588 875932 rev at	109.548	2
ybiK b0828 at	144.065	0
b0829 at	336.125	2
b0830 at	211.72	
b0831 at	151.148	
b0832 at	136.021	
IG 552 872025 872201 fwd at	472.447	2
b0833 at	759.192	2
b0834 at	823.654	2
IG 553 875887 877470 fwd at	171.704	0
yliG b0835 at	316.631	0
IG 554 877259 879076 rev at	20.672	0
b0836 at	265.394	2
IG 555 877855 877964 fwd at	549.744	2
yliI b0837 at	232.754	0
yliJ b0838 at	271.029	2
IG 556 879081 879949 fwd at	127.789	0
IG 557 879710 881198 rev at	511.531	
dacC b0839 at	219.742	2
IG 558 881153 882895 fwd at	456.112	0
deoR b0840 at	142.705	2
IG 559 881958 882014 rev at	116.539	2
ybjG b0841 at	421.63	2
IG 560 882612 884168 rev at	101.608	2
cmr b0842 at	325.935	2
IG 561 884129 886645 fwd at	240.369	
ybjH b0843 at	618.724	
IG 562 884454 884538 rev at	792.548	2
b0844 at	126.639	0
b0845 at	182.593	0
IG 563 886563 887356 rev at	200.921	0
b0846 at	854.599	
IG 564 887183 889311 fwd at	290.57	2
b0847 at	452.314	0
IG 565 889043 889718 rev at	940.628	2
ybjM b0848 at	143.135	
IG 566 889690 890135 fwd at	264.283	0
grxA b0849 at	174.107	2
IG 567 889977 899066 rev at	858.061	2
ybjC b0850 at	554.464	2
mdaA b0851 at	658.285	2
IG 568 891130 891189 fwd at	403.896	2
rimK b0852 at	197.513	0
IG 569 892093 892179 fwd at	772.653	2
ybjN b0853 at	362.79	2
IG 570 892657 893006 fwd at	349.518	2
potF b0854 at	106.692	
potG b0855 at	153.891	0
potH b0856 at	878.668	0
potI b0857 at	306.304	0
IG 571 897153 897211 fwd at	325.316	0
ybjO b0858 at	201.522	2
IG 572 897701 897740 fwd at	181.777	2
ybjF b0859 at	757.494	
IG 573 898869 903815 fwd at	231.481	0
artJ b0860 at	133.211	0
IG 574 899799 900088 rev at	186.332	0
artM b0861 at	187.723	0
artQ b0862 at	114.866	2
artI b0863 at	517.607	2
artP b0864 at	408.2	2
IG 575 902958 903174 rev at	314.644	2
ybjP b0865 at	117.938	
IG 576 903691 904962 rev at	231.838	2
b0866 at	257.278	2
b0867 at	140.183	2
b0868 at	134.953	
IG 577 904967 915695 fwd at	391.018	2
IG 578 906013 906074 rev at	231.146	0
ybjT b0869 at	403.681	2
ybjU b0870 at	369.346	2
IG 579 908518 908553 rev at	195.126	2
poxB b0871 at	118.659	0
IG 580 910273 910404 rev at	872.984	2
b0872 at	119.457	
ybjW b0873 at	147.942	2
IG 581 913044 913180 rev at	148.898	0
ybjE b0874 at	457.546	
IG 582 914129 914574 rev at	646.769	
aqpZ b0875 at	178.329	
IG 583 915271 917350 rev at	118.268	
ybjD b0876 at	290.735	2
ybjX b0877 at	353.019	2
IG 584 917355 918430 fwd at	574.866	2
IG 585 918344 921588 rev at	436.862	2
b0878 at	142.854	
ybjZ b0879 at	353.392	2
IG 586 921517 922135 fwd at	343.17	2
cspD b0880 at	1249.77	2
IG 587 921814 925106 rev at	425.893	2
yljA b0881 at	1091.05	2
IG 588 922457 922486 fwd at	646.507	2
clpA b0882 at	568.452	2
IG 589 924764 931817 fwd at	105.018	2
serW b0883 s at	1365.25	2
IG 590 925195 925447 rev at	924.081	2
infA b0884 at	1184.25	2
IG 591 925667 925950 rev at	650.469	2
aat b0885 at	122.838	0
IG 592 926656 926696 rev at	348.054	2
cydC b0886 at	252.222	
cydD b0887 at	139.969	2
IG 593 930186 930307 rev at	246.379	2
trxB b0888 at	374.303	2
IG 594 931274 944153 rev at	79.827	2
lrp b0889 at	384.477	2
IG 595 932313 932446 fwd at	290.105	2
ftsK b0890 at	538.753	2
IG 596 936437 936591 fwd at	385.426	2
lolA b0891 at	672.743	2
ycaJ b0892 at	276.431	2
IG 597 938561 938650 fwd at	2238.1	2
serS b0893 at	1046.26	2
IG 598 939944 940268 fwd at	1466.3	2
dmsA b0894 at	696.823	2
dmsB b0895 at	603.313	2
dmsC b0896 at	116.69	2
IG 599 944120 945093 fwd at	204.963	0
ycaC b0897 at	689.279	
IG 600 944781 947882 rev at	119.769	0
ycaD b0898 at	250.06	0
b0899 at	36.64	0
IG 601 947883 948890 fwd at	540.595	0
ycaN b0900 at	546.293	0
IG 602 948792 949562 rev at	520.364	2
ycaK b0901 at	377.268	0
IG 603 949482 955984 fwd at	453.405	2
pflA b0902 at	504.001	2
IG 604 950304 950494 rev at	356.908	2
pflB b0903 at	2316.33	2
focA b0904 at	2816.28	2
IG 605 953690 954094 rev at	509.773	2
ycaO b0905 at	230.286	2
IG 606 955865 971844 rev at	411.768	2
ycaP b0906 at	131.479	2
IG 607 956678 956875 fwd at	251.938	2
serC b0907 at	210.226	2
IG 608 957965 958034 fwd at	109.284	
aroA b0908 at	264.264	2
IG 609 959319 959462 fwd at	934.879	0
ycaL b0909 at	136.923	2
IG 610 960252 960423 fwd at	100.814	2
cmk b0910 at	641.766	2
IG 611 961108 961217 fwd at	3507.58	2
rpsA b0911 at	3367.92	2
IG 612 962892 963050 fwd at	683.217	2
himD b0912 at	880.891	2
IG 613 963336 963464 fwd at	346.395	0
ycaI b0913 at	346.608	0
IG 614 965808 965843 fwd at	159.196	2
msbA b0914 at	164.862	2
ycaH b0915 at	313.458	2
IG 615 968576 968611 fwd at	99.323	
ycaQ b0916 at	892.564	0
IG 616 969845 969895 fwd at	1382.37	2
ycaR b0917 at	809.561	2
kdsB b0918 at	575.872	2
IG 617 970822 970974 fwd at	33.325	2
b0919 at	800.792	2
ycbC b0920 at	147.092	2
IG 618 971869 972759 fwd at	154.754	0
IG 619 972625 983741 rev at	831.418	2
