ID REF	VALUE	ABS_CALL
elaA b2267 at	275.111	2
IG 1480 2379564 2382014 rev at	842.147	2
elaC b2268 at	700.617	2
IG 1481 2380546 2380732 fwd at	613.501	0
elaD b2269 at	19.436	0
IG 1482 2381945 2383873 fwd at	574.124	0
yfbK b2270 at	617.477	0
IG 1483 2383743 2385729 rev at	172.962	0
yfbL b2271 at	304.056	0
IG 1484 2384852 2384953 fwd at	354.235	
yfbM b2272 at	292.465	0
IG 1485 2385458 2386600 fwd at	250.085	0
yfbN b2273 at	170.879	0
IG 1486 2386447 2388067 rev at	897.562	2
b2274 at	247.798	
b2275 at	651.171	2
IG 1487 2387985 2405580 fwd at	443.874	2
nuoN b2276 at	1216.02	2
IG 1488 2389346 2389531 rev at	1662.58	2
nuoM b2277 at	1593.79	2
IG 1489 2391062 2391224 rev at	1362.35	2
nuoL b2278 at	2007.86	2
nuoK b2279 at	1521.28	2
nuoJ b2280 at	1847.9	2
nuoI b2281 at	2006.33	2
nuoH b2282 at	1887.3	2
nuoG b2283 at	1632.89	2
IG 1490 2398192 2398237 rev at	524.243	2
nuoF b2284 at	1678.54	2
nuoE b2285 at	2117.07	2
nuoC b2286 at	1576.04	2
IG 1491 2401878 2401970 rev at	1109.87	2
nuoB b2287 at	1766.08	2
nuoA b2288 at	1417.44	2
IG 1492 2403093 2403722 rev at	103.893	2
lrhA b2289 at	670.069	2
IG 1493 2404662 2407539 rev at	268.369	2
b2290 at	161.534	2
IG 1494 2406799 2406881 fwd at	388.192	0
b2291 at	148.836	2
IG 1495 2407482 2411489 fwd at	131.584	2
yfbS b2292 at	267.376	2
IG 1496 2409373 2409458 rev at	104.078	2
yfbT b2293 at	381.436	2
b2294 at	989.673	2
IG 1497 2410633 2410696 rev at	286.554	2
b2295 at	218.424	2
IG 1498 2411153 2416653 rev at	196.448	2
ackA b2296 at	1298.87	2
IG 1499 2412693 2412766 fwd at	548.575	2
pta b2297 at	289.128	2
IG 1500 2414912 2415079 fwd at	344.484	
yfcC b2298 at	152.763	
IG 1501 2416622 2418640 fwd at	199.514	0
b2299 at	375.956	
IG 1502 2417197 2417253 rev at	451.615	
yfcE b2300 at	280.592	2
IG 1503 2417809 2417860 rev at	824.126	2
yfcF b2301 at	220.236	
IG 1504 2418506 2420668 rev at	177.704	2
yfcG b2302 at	387.545	0
IG 1505 2419289 2419344 fwd at	296.225	0
folX b2303 at	402.193	2
b2304 at	341.84	2
IG 1506 2420622 2435969 fwd at	101.264	2
yfcI b2305 at	204.034	2
IG 1507 2421560 2421755 rev at	394.381	0
hisP b2306 at	412.586	2
hisM b2307 at	114.986	0
hisQ b2308 at	309.655	2
IG 1508 2423937 2424025 rev at	182.289	2
hisJ b2309 at	277.186	2
IG 1509 2424809 2425028 rev at	493.959	2
argT b2310 at	489.359	0
IG 1510 2425812 2426076 rev at	876.429	2
ubiX b2311 at	129.745	
IG 1511 2426647 2426740 rev at	48.63	0
purF b2312 at	860.161	0
IG 1512 2428259 2428294 rev at	495.433	2
cvpA b2313 at	156.599	2
IG 1513 2428784 2429041 rev at	285.654	
dedD b2314 at	286.355	
folC b2315 at	384.405	2
IG 1514 2430963 2431031 rev at	502.874	2
accD b2316 at	683.009	2
IG 1515 2431947 2432101 rev at	1378.07	2
dedA b2317 at	331.224	2
IG 1516 2432762 2432843 rev at	295.431	2
truA b2318 at	514.989	2
usg b2319 at	276.386	2
IG 1517 2434670 2434734 rev at	134.215	2
pdxB b2320 at	183.1	2
IG 1518 2435872 2436961 rev at	241.824	0
div b2321 at	406.362	0
b2322 at	119.347	0
IG 1519 2436966 2439723 fwd at	736.461	0
IG 1520 2438141 2438404 rev at	309.075	2
fabB b2323 at	1139.45	2
IG 1521 2439626 2441910 rev at	813.956	2
b2324 at	372.57	0
IG 1522 2441791 2446625 fwd at	108.235	2
b2325 at	150.544	2
IG 1523 2442190 2442222 rev at	199.716	2
b2326 at	169.44	2
yfcA b2327 at	330.943	
mepA b2328 at	144.999	2
aroC b2329 at	651.804	2
IG 1524 2445494 2445527 rev at	748.426	2
yfcB b2330 at	494.82	2
b2331 at	368.576	2
IG 1525 2446794 2447247 rev at	631.295	0
IG 1526 2447178 2459319 fwd at	492.414	0
b2332 at	324.822	2
b2333 at	595.996	0
b2334 at	81.922	2
b2335 at	886.952	
yfcS b2336 at	179.17	0
b2337 at	220.337	
yfcU b2338 at	725.103	0
IG 1527 2453022 2453102 rev at	33.473	0
b2339 at	998.309	
IG 1528 2453667 2454346 rev at	-0.326653	0
b2340 at	236.625	2
IG 1529 2454833 2455034 rev at	148.014	2
b2341 at	190.629	0
b2342 at	208.392	2
IG 1530 2458490 2458669 rev at	989.627	
b2343 at	1133.34	2
IG 1531 2458979 2462271 rev at	180.956	
fadL b2344 at	191.306	2
IG 1532 2460667 2461031 fwd at	561.719	
b2345 at	734.882	0
IG 1533 2462091 2463320 fwd at	436.092	0
vacJ b2346 at	670.971	
IG 1534 2463028 2469096 rev at	912.953	2
yfdC b2347 at	181.227	
IG 1535 2464254 2464328 fwd at	663.849	0
argW b2348 at	692.756	2
IG 1536 2464404 2464564 fwd at	932.755	
intC b2349 at	469.945	
IG 1537 2465723 2465874 fwd at	123.868	
b2350 at	175.729	2
b2351 at	433.224	
b2352 at	105.039	0
IG 1538 2468483 2468780 fwd at	160.411	0
b2353 at	518.657	2
b2354 at	73.694	0
IG 1539 2469126 2471539 fwd f at	82.012	0
yfdL b2355 at	170.617	0
IG 1540 2470083 2470131 rev s at	415.492	0
yfdM b2356 at	139.318	0
yfdN b2357 at	499.103	0
yfdO b2358 at	139.087	0
IG 1541 2471267 2474713 rev at	291.311	0
b2359 at	383.401	0
IG 1542 2471987 2472051 fwd at	0.487352	0
b2360 at	291.837	0
IG 1543 2472877 2472976 fwd at	600.594	0
b2361 at	71.66	0
b2362 at	213.487	0
b2363 at	134.432	
IG 1544 2474199 2475866 fwd at	252.013	2
dsdC b2364 at	262.963	2
IG 1545 2475650 2478657 rev at	312.587	0
dsdX b2365 at	396.985	
dsdA b2366 at	342.036	2
IG 1546 2478551 2481774 fwd at	451.384	
emrY b2367 at	200.907	2
emrK b2368 at	278.268	
IG 1547 2481360 2486042 rev at	109.419	
evgA b2369 at	700.728	2
evgS b2370 at	393.726	
IG 1548 2485988 2492717 fwd at	903.241	0
yfdE b2371 at	374.899	0
IG 1549 2487228 2487261 rev at	-392.696	0
b2372 at	35.019	0
IG 1550 2488207 2488275 rev at	0.144992	0
b2373 at	189.145	0
IG 1551 2489971 2490023 rev at	125.806	0
b2374 at	293.477	0
IG 1552 2491275 2491786 rev at	284.021	0
b2375 at	730.978	0
IG 1553 2492423 2493069 rev at	51.833	
b2376 at	242.475	0
IG 1554 2492994 2493598 fwd at	150.004	2
b2377 at	169.629	2
IG 1555 2493313 2495076 rev at	274.938	2
ddg b2378 at	114.285	2
IG 1556 2494586 2496690 fwd at	203.249	0
b2379 at	397.734	2
IG 1557 2496316 2500009 rev at	325.633	2
b2380 at	145.042	2
b2381 at	277.288	2
b2382 at	115.177	2
IG 1558 2500008 2507649 fwd at	835.185	
b2383 at	591.616	0
b2384 at	740.5	0
b2385 at	21.463	0
b2386 at	989.306	0
b2387 at	38.476	0
IG 1559 2506263 2506480 rev at	60.531	0
glk b2388 at	814.374	2
IG 1560 2507447 2509487 rev at	773.743	2
b2389 at	-800.457	0
IG 1561 2508907 2509020 fwd at	289.099	2
b2390 at	90.913	0
IG 1562 2509430 2511061 fwd at	524.181	2
b2392 at	516.514	
IG 1563 2510727 2513662 rev f at	309.288	2
nupC b2393 at	621.382	2
IG 1564 2512265 2512344 fwd f at	840.143	2
IG 1565 2513464 2516471 fwd at	36.309	2
yfeA b2395 at	288.233	2
IG 1566 2515970 2516060 rev at	972.106	2
alaX b2396 s at	1170.03	2
IG 1567 2516137 2516175 rev at	762.54	2
alaW b2397 s at	1352.96	2
IG 1568 2516252 2517276 rev at	191.549	0
yfeC b2398 at	738.046	2
yfeD b2399 at	790.339	2
IG 1569 2517226 2518950 fwd at	776.856	2
gltX b2400 at	694.637	2
IG 1570 2518693 2519612 rev at	343.139	2
IG 1571 2519027 2519070 fwd at	3984.16	2
valX b2402 s at	3404.83	2
IG 1572 2519147 2519192 fwd at	901.818	2
valY b2403 s at	3748.31	2
IG 1573 2519349 2523146 fwd at	68.655	0
xapR b2405 at	648.847	2
IG 1574 2520498 2520748 rev at	58.043	0
xapB b2406 at	152.623	
IG 1575 2522006 2522064 rev at	442.585	2
xapA b2407 at	112.287	0
IG 1576 2522899 2523949 rev at	899.994	0
yfeN b2408 at	146.625	2
IG 1577 2523912 2524965 fwd at	24.144	0
yfeR b2409 at	212.999	0
IG 1578 2524877 2526180 rev at	108.076	
yfeH b2410 at	266.147	2
IG 1579 2525965 2529482 fwd at	172.915	2
lig b2411 at	405.507	2
IG 1580 2528197 2528266 rev at	133.204	2
zipA b2412 at	316.07	2
IG 1581 2529254 2534405 rev at	397.049	2
cysZ b2413 at	112.402	2
IG 1582 2530245 2530428 fwd at	229.023	2
cysK b2414 at	1854.14	2
IG 1583 2531401 2531783 fwd at	2680.66	2
ptsH b2415 at	3259.43	2
IG 1584 2532042 2532085 fwd at	3042.83	2
ptsI b2416 at	2433.97	2
IG 1585 2533814 2533853 fwd at	3586.93	2
crr b2417 at	1928.84	2
IG 1586 2534364 2535361 fwd f at	445.262	0
pdxK b2418 at	241.581	2
IG 1587 2535258 2536691 rev at	162.67	2
yfeK b2419 at	429.921	0
IG 1588 2535737 2535768 fwd at	790.671	
b2420 at	773.421	2
IG 1589 2536504 2543792 fwd f at	472.886	2
cysM b2421 at	220.701	
IG 1590 2537604 2537736 rev at	310.849	2
cysA b2422 at	386.231	
cysW b2423 at	341.571	
IG 1591 2539274 2539698 rev at	537.405	
cysU b2424 at	319.367	0
cysP b2425 at	105.772	0
IG 1592 2541549 2541851 rev at	154.978	2
ucpA b2426 at	941.424	2
IG 1593 2542710 2542771 rev at	80.556	2
yfeT b2427 at	444.694	2
IG 1594 2543630 2547665 rev f at	333.232	2
yfeU b2428 at	465.75	2
b2429 at	332.253	2
b2430 at	299.901	2
IG 1595 2547427 2550371 fwd at	996.009	2
b2431 at	532.457	2
IG 1596 2548593 2548660 rev at	349.077	2
b2432 at	364.806	2
IG 1597 2549237 2549296 rev at	192.42	2
b2433 at	283.378	2
b2434 at	220.851	2
IG 1598 2550270 2552149 rev at	13.834	
amiA b2435 at	330.581	2
hemF b2436 at	145.729	0
IG 1599 2552145 2556790 fwd at	223.664	
yfeG b2437 at	839.854	0
IG 1600 2553203 2553247 rev at	134.706	
b2438 at	271.258	
b2439 at	712.294	0
eutC b2440 at	100.501	0
eutB b2441 at	447.149	2
IG 1601 2556742 2563500 rev at	663.399	0
b2442 at	505.116	0
IG 1602 2558087 2558276 fwd at	891.418	0
b2443 at	849.681	0
IG 1603 2558919 2559387 fwd at	424.048	0
b2444 at	406.271	0
b2445 at	257.171	0
IG 1604 2560014 2560130 fwd at	10.023	0
b2446 at	889.752	0
b2447 at	107.855	0
IG 1605 2561138 2561596 fwd at	728.044	0
b2448 at	227.185	0
b2449 at	174.775	0
IG 1606 2562393 2562512 fwd at	830.575	0
b2450 at	956.023	0
IG 1607 2563353 2576685 fwd at	357.569	
b2451 at	96.885	0
eutH b2452 at	149.789	0
IG 1608 2566128 2566343 rev f at	150.285	2
eutG b2453 at	806.104	0
eutJ b2454 at	680.163	2
eutE b2455 at	114.598	0
cchB b2456 at	110.813	0
IG 1609 2570071 2570176 rev at	573.771	0
cchA b2457 at	259.546	2
eutI b2458 at	109.085	
b2459 at	220.141	
b2460 at	398.845	0
b2461 at	132.742	0
b2462 at	17.59	0
IG 1610 2573898 2574117 rev at	-212.456	0
b2463 at	491.653	2
IG 1611 2576398 2579753 rev at	349.65	2
talA b2464 at	108.228	
tktB b2465 at	989.773	0
IG 1612 2579660 2583750 fwd at	590.332	2
b2466 at	667.131	0
IG 1613 2580798 2580922 rev at	524.562	0
yffH b2467 at	226.87	0
IG 1614 2581499 2581565 rev at	194.728	
yffG b2468 at	369.26	2
IG 1615 2583546 2591091 rev at	342.775	2
narQ b2469 at	959.024	0
IG 1616 2585452 2585614 fwd at	58.405	2
acrD b2470 at	378.838	0
IG 1617 2588729 2589266 fwd at	524.518	2
yffB b2471 at	494.676	2
dapE b2472 at	211.046	2
IG 1618 2590755 2597859 fwd at	65.071	2
ypfH b2473 at	149.203	2
IG 1619 2591815 2591863 rev at	821.492	2
ypfI b2474 at	112.479	0
b2475 at	382.475	2
IG 1620 2594758 2594924 rev at	725.176	2
purC b2476 at	544.196	2
IG 1621 2595639 2595850 rev at	172.221	2
nlpB b2477 at	472.219	2
dapA b2478 at	1269.39	2
IG 1622 2597781 2612839 rev at	687.426	2
gcvR b2479 at	794.514	2
bcp b2480 at	1009.91	2
IG 1623 2598969 2599181 fwd at	906.737	0
hyfA b2481 at	1908.97	0
hyfB b2482 at	218.819	0
hyfC b2483 at	244.446	0
hyfD b2484 at	183.633	0
hyfE b2485 at	133.687	
hyfF b2486 at	116.101	0
hyfG b2487 at	439.182	0
hyfH b2488 at	404.967	0
hyfI b2489 at	800.359	2
b2490 at	187.768	2
IG 1624 2609891 2609940 fwd at	943.183	0
hyfR b2491 at	160.315	
focB b2492 at	311.332	0
IG 1625 2612803 2614113 fwd at	129.791	0
perM b2493 at	654.525	
IG 1626 2613902 2616094 rev at	920.982	2
b2494 at	460.41	2
b2495 at	256.362	2
IG 1627 2615958 2619216 fwd at	33.549	
b2496 at	325.614	2
IG 1628 2616842 2616890 rev at	538.156	0
uraA b2497 at	161.936	0
IG 1629 2618181 2618265 rev at	370.738	2
upp b2498 at	1160.23	2
IG 1630 2618920 2624714 rev at	309.258	0
purM b2499 at	128.842	
purN b2500 at	476.133	2
IG 1631 2620893 2621063 fwd at	362.945	
ppk b2501 at	725.528	2
ppx b2502 at	265.654	2
IG 1632 2624677 2627309 fwd at	474.357	2
b2503 at	296.666	0
IG 1633 2626959 2628977 rev at	274.076	
b2504 at	669.134	2
IG 1634 2627502 2627811 fwd at	911.347	2
b2505 at	336.811	0
b2506 at	627.052	0
IG 1635 2628886 2632251 fwd at	397.719	2
guaA b2507 at	689.002	2
IG 1636 2630556 2630623 rev at	2423.09	2
guaB b2508 at	988.498	2
IG 1637 2632091 2633618 rev at	302.011	0
xseA b2509 at	125.461	0
b2510 at	818.109	2
IG 1638 2633623 2650354 fwd at	776.922	2
IG 1639 2633871 2633903 rev f at	137.587	2
b2511 at	358.249	2
IG 1640 2635416 2635493 rev at	373.241	2
b2512 at	391.274	2
b2513 at	561.12	2
hisS b2514 at	475.914	2
IG 1641 2638596 2638705 rev at	695.259	2
gcpE b2515 at	441.357	2
yfgA b2516 at	816.886	2
IG 1642 2640865 2641148 rev at	735.996	2
yfgB b2517 at	177.148	2
IG 1643 2642304 2642452 rev at	655.705	2
ndk b2518 at	149.616	2
IG 1644 2642885 2643032 rev at	241.418	2
pbpC b2519 at	108.532	2
b2520 at	345.594	2
IG 1645 2650308 2652176 rev at	409.028	2
sseA b2521 at	1241.14	2
IG 1646 2651360 2661461 fwd f at	191.008	2
sseB b2522 at	414.789	2
IG 1647 2652963 2653094 rev f at	557.753	2
pepB b2523 at	508.925	2
IG 1648 2654466 2654555 rev at	213.229	2
yfhJ b2524 at	797.223	2
fdx b2525 at	475.215	2
hscA b2526 at	644.341	2
yfhE b2527 at	464.408	2
IG 1649 2657488 2657582 rev at	256.509	2
yfhF b2528 at	1334.51	2
b2529 at	1167.91	2
yfhO b2530 at	954.634	2
IG 1650 2659576 2659662 rev at	533.701	2
b2531 at	349.723	2
IG 1651 2660152 2660602 rev at	647.45	2
b2532 at	863.223	2
IG 1652 2661344 2664726 rev at	403.733	
suhB b2533 at	182.133	0
IG 1653 2662266 2662382 fwd at	129.589	
b2534 at	118.681	2
IG 1654 2663265 2663433 fwd at	151.387	
csiE b2535 at	273.733	2
hcaT b2536 at	131.51	
IG 1655 2664736 2667051 fwd at	988.745	0
IG 1656 2665867 2666025 rev at	290.492	0
hcaR b2537 at	903.484	
IG 1657 2666917 2671835 rev f at	335.321	2
hcaA1 b2538 at	955.836	0
hcaA2 b2539 at	873.402	0
hcaC b2540 at	178.158	2
hcaB b2541 at	158.787	0
hcaD b2542 f at	134.804	0
yphA b2543 at	571.031	0
IG 1658 2671789 2680876 fwd f at	388.095	
yphB b2544 at	383.472	0
yphC b2545 at	965.814	0
IG 1659 2673815 2673846 rev at	583.337	0
yphD b2546 at	103.236	0
yphE b2547 at	122.104	0
yphF b2548 at	402.572	
IG 1660 2677388 2677483 rev at	312.703	0
yphG b2549 at	40.922	2
IG 1661 2680859 2682273 rev at	167.102	2
yphH b2550 at	58.606	2
IG 1662 2682077 2683854 fwd at	376.393	0
glyA b2551 at	979.241	2
IG 1663 2683528 2685089 rev at	492.791	0
hmpA b2552 at	304.443	2
IG 1664 2685046 2693958 fwd at	474.519	2
glnB b2553 at	344.023	2
IG 1665 2685429 2685488 rev at	362.666	2
yfhA b2554 at	296.702	2
yfhG b2555 at	408.198	2
IG 1666 2687527 2687690 rev at	475.269	2
yfhK b2556 at	170.957	2
IG 1667 2689182 2689675 rev at	765.641	2
purL b2557 at	257.182	2
IG 1668 2693564 2695373 rev at	32.118	2
yfhD b2558 at	330.904	0
yfhC b2559 at	271.866	2
IG 1669 2695378 2696706 fwd at	282.282	
yfhB b2560 at	189.524	2
IG 1670 2696508 2698637 rev at	121.925	2
yfhH b2561 at	160.893	2
IG 1671 2697628 2697682 fwd at	163.374	2
yfhL b2562 at	958.149	
IG 1672 2697944 2708439 fwd at	151.619	2
acpS b2563 at	371.264	2
pdxJ b2564 at	351.715	2
recO b2565 at	648.298	2
era b2566 at	182.358	0
rnc b2567 at	330.643	2
IG 1673 2702084 2702354 rev at	502.186	2
lepB b2568 at	181.286	
lepA b2569 at	286.949	2
IG 1674 2705145 2705341 rev at	339.941	2
rseC b2570 at	146.071	2
rseB b2571 at	342.887	2
rseA b2572 at	899.914	2
IG 1675 2707425 2707456 rev at	933.38	2
rpoE b2573 at	602.098	2
IG 1676 2708033 2710046 rev at	519.335	2
nadB b2574 at	219.882	2
yfiC b2575 at	478.598	0
IG 1677 2710905 2712458 rev at	201.594	2
srmB b2576 at	203.7	2
IG 1678 2712251 2713442 fwd at	481.455	2
yfiE b2577 at	923.632	
IG 1679 2713386 2714085 rev at	559.183	0
yfiK b2578 at	362.374	0
IG 1680 2714031 2714773 fwd at	112.204	0
yfiD b2579 at	1946.38	2
IG 1681 2714470 2715510 rev at	168.609	
ung b2580 at	306.635	2
IG 1682 2715464 2716754 fwd at	333.052	0
yfiF b2581 at	436.173	2
IG 1683 2716549 2722467 rev at	162.749	2
trxC b2582 at	487.413	2
IG 1684 2717175 2717218 fwd at	-150.978	0
yfiP b2583 at	144.479	2
IG 1685 2717942 2717972 fwd at	414.253	2
yfiQ b2584 at	579.45	2
IG 1686 2720634 2720743 fwd at	708.51	2
pssA b2585 at	469.007	2
IG 1687 2722103 2722198 fwd at	475.184	2
yfiM b2586 at	132.537	
kgtP b2587 at	400.757	2
IG 1688 2722472 2734165 fwd f at	851.095	2
IG 1689 2723767 2724088 rev f at	112.265	2
rrfG b2588 s at	19695	2
IG 1690 2724209 2724300 rev s at	3772.99	2
rrlG b2589 s at	12642.1	2
IG 1691 2727205 2727388 rev f at	301.036	2
gltW b2590 s at	2551.19	2
IG 1692 2727465 2727635 rev f at	2370.91	2
rrsG b2591 f at	12916.8	2
IG 1693 2729179 2729619 rev f at	3708.3	2
clpB b2592 at	307.341	2
IG 1694 2732194 2732322 rev at	3379.67	2
yfiH b2593 at	778.176	2
sfhB b2594 at	248.156	2
IG 1695 2734032 2736967 rev at	584.147	2
b2595 at	547.073	2
b2596 at	584.804	2
yfiA b2597 at	4259.76	2
IG 1696 2735516 2735618 fwd at	168.281	2
pheL b2598 at	343.213	2
IG 1697 2735667 2735764 fwd at	854.702	2
pheA b2599 at	907.839	2
IG 1698 2736926 2739340 fwd at	17.832	0
tyrA b2600 at	114.731	2
aroF b2601 at	243.787	
IG 1699 2739171 2742202 rev at	609.922	2
yfiL b2602 at	487.846	0
IG 1700 2739746 2739894 fwd at	109.669	
b2603 at	269.68	2
yfiN b2604 at	150.634	2
yfiB b2605 at	137.029	2
IG 1701 2742128 2745906 fwd at	581.982	2
rplS b2606 at	2652.91	2
IG 1702 2742551 2742591 rev at	4712.58	2
trmD b2607 at	3546.91	2
yfjA b2608 at	3860.07	2
rpsP b2609 at	2955.64	2
IG 1703 2744206 2744453 rev at	1142.94	2
ffh b2610 at	663.362	2
IG 1704 2745816 2748135 rev at	88.859	
b2611 at	255.034	2
IG 1705 2746774 2746817 fwd at	758.748	2
ypjE b2612 at	248.095	
yfjD b2613 at	138.848	0
IG 1706 2748082 2748851 fwd at	295.253	
grpE b2614 at	764.226	2
IG 1707 2748730 2752028 rev at	353.701	2
yfjB b2615 at	246.869	2
IG 1708 2749731 2749815 fwd at	64.77	
recN b2616 at	223.368	
IG 1709 2751478 2751814 fwd at	967.485	2
smpA b2617 at	584.753	2
IG 1710 2751968 2752916 fwd at	727.744	2
b2618 at	364.268	2
b2619 at	340.102	2
IG 1711 2752786 2755664 rev at	705.344	2
smpB b2620 at	1097.34	2
IG 1712 2753400 2753508 fwd at	530.158	2
ssrA b2621 at	5729.96	2
IG 1713 2753975 2754179 fwd at	136.641	2
intA b2622 at	191.789	2
IG 1714 2755422 2756664 fwd at	227.721	
yfjH b2623 at	840.524	
IG 1715 2756622 2759371 rev at	433.394	2
alpA b2624 at	534.734	0
IG 1716 2756878 2757005 fwd at	572.571	
yfjI b2625 at	-294.427	0
IG 1717 2758416 2758567 fwd at	250.529	0
yfjJ b2626 at	490.362	0
IG 1718 2759195 2763938 fwd at	636.902	2
yfjK b2627 at	853.761	2
yfjL b2628 at	102.065	2
IG 1719 2763175 2763533 rev at	562.061	2
yfjM b2629 at	480.595	0
IG 1720 2763798 2769860 rev at	491.236	0
yfjN b2630 at	281.84	2
IG 1721 2765013 2765055 fwd at	82.943	2
yfjO b2631 at	129.523	2
IG 1722 2765377 2765724 fwd at	254.899	0
yfjP b2632 at	768.029	
IG 1723 2766595 2766685 fwd at	165.413	0
yfjQ b2633 at	170.318	0
IG 1724 2767508 2767723 fwd at	482.914	0
yfjR b2634 at	786.753	0
b2636 at	269.364	0
yfjT b2637 at	470.932	0
IG 1725 2769637 2771338 fwd at	563.049	0
b2638 at	424.276	
b2639 at	628.022	0
IG 1726 2770707 2770856 rev at	70.318	
b2640 at	203.753	0
b2641 at	23.605	0
IG 1727 2771114 2776166 rev at	434.349	
yfjW b2642 at	267.403	2
IG 1728 2773043 2773939 fwd at	726.253	0
yfjX b2643 at	213.004	2
yfjY b2644 at	124.377	0
IG 1729 2774890 2775135 fwd at	606.795	2
yfjZ b2645 at	67.088	0
ypjF b2646 at	437.862	0
IG 1730 2775804 2783240 fwd at	585.821	0
ypjA b2647 f at	126.583	
IG 1731 2780877 2781084 rev at	145.933	0
b2648 at	397.566	0
IG 1732 2781229 2781657 rev at	808.281	0
b2649 at	20.171	0
IG 1733 2782450 2782548 rev at	158.685	0
b2650 at	20.96	0
IG 1734 2783032 2783781 rev at	129.259	0
b2651 at	437.012	0
IG 1735 2783373 2784416 fwd at	-0.337617	0
ileY b2652 f at	734.222	2
b2653 at	177.876	0
IG 1736 2783994 2794357 rev at	107.804	0
b2654 at	358.251	0
b2655 at	199.265	0
b2656 at	266.816	0
IG 1737 2785456 2785626 fwd at	707.669	0
b2657 at	6.953	0
IG 1738 2786260 2786397 fwd at	147.502	0
b2658 at	220.693	0
IG 1739 2786671 2786900 fwd at	131.217	0
b2659 at	141.642	0
ygaF b2660 at	921.149	0
gabD b2661 at	140.666	0
gabT b2662 at	368.282	0
IG 1740 2792037 2792273 fwd at	478.232	0
gabP b2663 at	178.898	0
ygaE b2664 at	1624.04	
ygaU b2665 at	714.335	2
IG 1741 2794358 2795231 fwd at	343.299	
IG 1742 2794808 2794890 rev at	854.278	0
b2666 at	550.373	2
IG 1743 2795050 2796111 rev at	761.211	0
b2667 at	912.537	0
ygaP b2668 at	66.998	2
IG 1744 2796066 2797184 fwd at	320.864	0
stpA b2669 at	387.925	2
IG 1745 2796517 2797670 rev at	265.383	0
b2670 at	289.182	2
IG 1746 2797635 2798154 fwd at	243.433	0
ygaC b2671 at	419.678	0
IG 1747 2798016 2812238 rev at	938.591	2
ygaM b2672 at	138.346	0
IG 1748 2798497 2798743 fwd at	635.447	0
nrdH b2673 at	151.292	2
nrdI b2674 at	112.148	0
nrdE b2675 at	616.951	0
nrdF b2676 at	156.814	
IG 1749 2802483 2802835 fwd at	113.922	0
proV b2677 at	28.282	
proW b2678 at	74.063	0
IG 1750 2805096 2805152 fwd at	123.105	2
proX b2679 at	139.807	
IG 1751 2806146 2806336 fwd at	174.389	2
b2680 at	519.619	
b2681 at	524.391	2
IG 1752 2807515 2807637 fwd at	917.427	0
b2682 at	252.255	2
ygaH b2683 at	490.933	2
IG 1753 2808701 2808790 fwd at	527.267	2
emrR b2684 at	745.469	2
IG 1754 2809322 2809447 fwd at	194.915	2
emrA b2685 at	911.532	0
emrB b2686 at	149.335	0
IG 1755 2812176 2823854 fwd f at	94.379	2
ygaG b2687 at	565.806	2
IG 1756 2812755 2812904 rev at	321.166	2
gshA b2688 at	741.443	2
IG 1757 2814462 2814533 rev at	316.215	2
b2689 at	461.176	2
yqaB b2690 at	337.058	
IG 1758 2815526 2815805 rev f at	264.916	
argQ b2691 s at	1036.15	2
IG 1759 2815883 2816080 rev f at	2153.92	2
argZ b2692 s at	861.325	2
IG 1760 2816158 2816219 rev f at	1722.66	2
IG 1761 2816297 2816494 rev f at	1499.35	2
argV b2694 s at	1046.4	2
serV b2695 at	1513.4	2
IG 1762 2816668 2816982 rev at	16.752	2
csrA b2696 at	1296.91	2
IG 1763 2817169 2817402 rev at	1073.15	2
alaS b2697 at	1220.33	2
IG 1764 2820034 2820161 rev at	562.282	2
oraA b2698 at	640.118	0
IG 1765 2820663 2820730 rev at	296.576	0
recA b2699 at	1044.73	2
IG 1766 2821793 2821871 rev at	476.542	2
ygaD b2700 at	336.412	2
IG 1767 2822370 2822513 rev at	508.027	0
mltB b2701 at	392.411	2
IG 1768 2823600 2828797 rev at	128.543	2
srlA b2702 at	2173.67	2
srlE b2703 at	712.472	2
srlB b2704 at	862.742	2
srlD b2705 at	1423.32	2
IG 1769 2826540 2826643 fwd at	516.425	2
gutM b2706 at	260.779	2
IG 1770 2827004 2827069 fwd at	473.608	2
srlR b2707 at	744.616	2
IG 1771 2827844 2827874 fwd at	276.167	2
gutQ b2708 at	596.113	2
ygaA b2709 at	205.798	2
IG 1772 2828802 2830498 fwd at	0.636785	0
IG 1773 2830388 2833195 rev at	381.315	2
b2710 at	313.432	0
ygbD b2711 at	116.119	0
IG 1774 2833069 2837546 fwd at	443.578	2
hypF b2712 at	163.688	2
IG 1775 2835449 2835600 rev at	219.045	
hydN b2713 at	668.379	0
IG 1776 2836129 2836276 rev at	441.578	2
ascG b2714 at	971.459	
IG 1777 2837291 2840595 rev at	641.135	2
ascF b2715 at	209.797	0
ascB b2716 at	448.222	
IG 1778 2840438 2848669 fwd f at	274.176	0
hycI b2717 at	246.503	2
hycH b2718 at	234.032	0
hycG b2719 at	165.645	0
hycF b2720 at	879.458	0
hycE b2721 at	113.926	0
hycD b2722 at	155.429	0
hycC b2723 at	716.479	
hycB b2724 at	380.531	
IG 1779 2847873 2847996 rev at	25.571	0
hycA b2725 at	166.501	0
IG 1780 2848459 2854475 rev at	231.438	0
hypA b2726 at	2043.97	2
hypB b2727 at	1281.97	2
hypC b2728 at	1180.88	2
