ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
IG 2130 3417704 3417752 fwd at	697.747	0	0.58986
yhdX b3269 at	840.043	0	0.75224
IG 2131 3418860 3418957 fwd at	327.199	0	0.388213
yhdY b3270 at	953.131	0	0.127994
yhdZ b3271 at	104.003	0	0.388213
IG 2132 3420831 3426656 fwd f at	127.713	2	5,25E-02
rrfF b3272 f at	17603.9	2	0.000146526
IG 2133 3421180 3421216 rev at	1421.89	2	0.00390625
thrV b3273 f at	2178.58	2	0.000327479
rrfD b3274 s at	18280.5	2	0.000976563
IG 2134 3421425 3421516 rev s at	6373.84	2	0.00390625
rrlD b3275 f at	12186.7	2	9,82E+00
IG 2135 3424421 3424594 rev s at	13212.2	2	0.000488281
alaU b3276 s at	2345.78	2	0.000612512
IG 2136 3424671 3424712 rev s at	187.596	2	0.000488281
ileU b3277 s at	2942.12	2	0.000327479
IG 2137 3424790 3424857 rev s at	5251.04	2	0.000488281
IG 2138 3426400 3427402 rev s at	5285.22	2	0.015625
yrdA b3279 at	935.042	2	0.000327479
yrdB b3280 at	277.561	2	0.00782678
IG 2139 3427428 3431326 fwd at	118.296	2	0.000538293
aroE b3281 at	302.769	2	0.000402638
yrdC b3282 at	417.184	2	0.034572
yrdD b3283 at	1360.19	2	0.000402638
IG 2140 3429567 3429628 rev at	3102.47	2	0.00049077
smg b3284 at	6262.27	2	0.000402638
smf 2 b3285 at	5161.99	2	0.000935716
IG 2141 3430383 3430435 rev at	565.546	2	0.0461426
smf 1 b3286 at	702.714	2	0.00049077
IG 2142 3431198 3436341 rev at	698.828	2	0.000211036
def b3287 at	4281.49	2	0.000327479
fmt b3288 at	2087.69	2	0.000327479
IG 2143 3432799 3432843 fwd at	536.018	2	0.0322266
sun b3289 at	650.947	2	0.000892689
trkA b3290 at	225.415	2	0.000493549
IG 2144 3435532 3435660 fwd at	674.644	2	0.0109718
mscL b3291 at	597.53	2	0.000603158
IG 2145 3436072 3453214 fwd at	407.248	2	2,89E-10
yhdM b3292 at	323.09	2	0.00269283
yhdN b3293 at	665.448	2	0.000603158
IG 2146 3437147 3437252 rev at	794.095	2	0.000493549
rplQ b3294 at	1721.33	2	0.00049077
IG 2147 3437637 3437676 rev at	5431.94	2	0.00195313
rpoA b3295 at	6051.74	2	0.000612512
rpsD b3296 at	6221.52	2	0.00049077
rpsK b3297 at	7752.89	2	0.000327479
rpsM b3298 at	7939.36	2	0.00049077
IG 2148 3440109 3440254 rev at	7746.36	2	0.000327479
rpmJ b3299 at	11331.9	2	0.00049077
IG 2149 3440372 3440402 rev at	10903.2	2	0.015625
prlA b3300 at	6720.45	2	0.00049077
rplO b3301 at	7554.3	2	0.00049077
rpmD b3302 at	4085.82	2	0.00049077
rpsE b3303 at	7352.74	2	0.000493549
rplR b3304 at	6073.16	2	0.00049077
rplF b3305 at	7989.67	2	0.000327479
rpsH b3306 at	8119.11	2	0.00049077
IG 2150 3444183 3444215 rev at	10784.3	2	0.00195313
rpsN b3307 at	7113.7	2	0.000327479
rplE b3308 at	13092.2	2	0.000327479
rplX b3309 at	9424.07	2	0.00049077
rplN b3310 at	10237.4	2	0.00049077
IG 2151 3445787 3445950 rev at	6950.73	2	0.000612512
rpsQ b3311 at	2573.53	2	0.000402638
rpmC b3312 at	2325.01	2	0.000493549
rplP b3313 at	4252.58	2	0.00049077
rpsC b3314 at	5230.22	2	0.00049077
rplV b3315 at	6628.15	2	0.00049077
rpsS b3316 at	8182.1	2	0.000327479
rplB b3317 at	5579.91	2	0.00049077
rplW b3318 at	7197.54	2	0.00049077
rplD b3319 at	7311.65	2	0.000402638
rplC b3320 at	7489	2	0.00049077
IG 2152 3450564 3450595 rev at	13310.4	2	0.00390625
rpsJ b3321 at	7368.3	2	0.00049077
IG 2153 3450908 3451144 rev at	3797.86	2	0.000402638
pinO b3322 at	117.78	0	0.0789057
yheD b3323 at	483.648	0	0.266065
IG 2154 3453036 3463885 rev at	267.182	0	0.802877
yheE b3324 at	933.714	0	0.388782
yheF b3325 at	77.909	0	0.818256
yheG b3326 at	880.223	0	0.318883
hofF b3327 at	603.683	0	0.0864242
hofG b3328 at	119.441	0	0.786736
hofH b3329 at	163.122	0	0.537511
yheH b3330 at	59.687	0	0.723753
yheI b3331 at	89.591	0	0.957858
yheJ b3332 at	488.292	0	0.11649
yheK b3333 at	557.681	0	0.318883
pshM b3334 at	48.921	0	0.167138
hofD b3335 at	100.962	0	0.266065
IG 2155 3463858 3475276 fwd at	113.599	2	1,50E-03
bfr b3336 at	1006.61	2	0.00049077
IG 2156 3464363 3464433 rev at	282.027	0	0.153312
yheA b3337 at	214.114	2	0.015454
IG 2157 3464629 3464796 rev at	18.575	0	0.366636
yheB b3338 at	144.55	0	0.122747
IG 2158 3467491 3467781 rev at	943.316	0	0.153312
tufA b3339 s at	12267.8	2	8,13E-07
IG 2159 3468967 3469036 rev at	16535	2	0.000327479
fusA b3340 at	7048.14	2	0.000327479
rpsG b3341 at	6679.21	2	0.00049077
IG 2160 3471719 3471814 rev at	5391.87	2	0.000327479
rpsL b3342 at	6430.48	2	0.00049077
IG 2161 3472190 3472314 rev at	839.817	2	0.000327479
yheL b3343 at	309.059	2	0.000327479
yheM b3344 at	532.722	2	0.00260662
yheN b3345 at	576.076	1	0.0620214
yheO b3346 at	883.214	2	0.00049077
IG 2162 3474090 3474243 rev at	1764.6	2	0.00094359
fkpA b3347 at	390.876	2	0.000402638
IG 2163 3475057 3475543 rev at	175.764	2	0.00459071
slyX b3348 at	345.61	2	0.000892689
IG 2164 3475496 3478925 fwd at	128.42	2	0.014243
slyD b3349 at	1428.96	2	0.00049077
IG 2165 3476135 3476438 rev at	848.388	2	0.000402638
kefB b3350 at	456.565	0	0.0778177
yheR b3351 at	195.817	2	0.00782678
IG 2166 3478799 3483050 rev at	267.066	2	9,67E-01
yheS b3352 at	604.053	2	0.0044925
yheT b3353 at	269.824	0	0.070073
yheU b3354 at	717.566	2	0.00260662
IG 2167 3482074 3482126 fwd at	1148.14	2	0.00146484
prkB b3355 at	645.813	2	0.000603158
IG 2168 3482997 3483756 fwd at	546.464	2	1,19E+00
yhfA b3356 at	1229.9	2	0.00094359
IG 2169 3483456 3486596 rev at	209.709	2	9,20E-02
crp b3357 at	6135.34	2	0.000327479
IG 2170 3484390 3484439 fwd at	1608.8	2	0.00073689
yhfK b3358 at	500.746	2	0.000892689
IG 2171 3486531 3490204 fwd at	54.893	2	2,51E+00
argD b3359 at	153.963	2	0.0497698
IG 2172 3487818 3487902 rev at	111.977	2	0.00657518 begin_of_the_skype_highlighting              00657518      end_of_the_skype_highlighting
pabA b3360 at	862.255	0	0.198363
fic b3361 at	204.161	2	0.00782678
yhfG b3362 at	142.298	2	0.0129214
IG 2173 3489258 3489361 rev at	603.676	0	0.562354
ppiA b3363 at	721.046	2	0.000493549
IG 2174 3489935 3502572 rev at	433.674	2	0.00679229
yhfC b3364 at	521.947	0	0.0957232
IG 2175 3491387 3491647 fwd at	271.179	0	0.986622
nirB b3365 at	764.825	0	0.153312
nirD b3366 at	233.039	0	0.58986
IG 2176 3494515 3494891 fwd at	466.592	0	0.913576
nirC b3367 at	888.188	0	0.937423
cysG b3368 at	161.42	2	0.0178004
IG 2177 3496839 3497084 fwd at	900.966	0	0.345472
yhfL b3369 at	421.779	2	0.0234132
IG 2178 3497253 3497495 fwd at	161.275	0	0.846688
yhfM b3370 at	474.248	0	0.996797
yhfN b3371 at	894.964	0	0.937979
yhfO b3372 at	207.517	0	0.54522
IG 2179 3500340 3500403 fwd at	19.603	0	0.567648
yhfP b3373 at	240.076	0	0.167138
yhfQ b3374 at	158.265	0	0.197123
IG 2180 3501591 3501623 fwd at	260.861	0	0.210938
yhfR b3375 at	404.761	2	0.00188612
IG 2181 3502422 3520484 fwd at	100.069	2	1,49E-01
yhfS b3376 at	286.035	2	0.0115479
yhfT b3377 at	132.044	2	0.036797
yhfU b3378 at	132.087	2	0.027312
yhfV b3379 at	315.373	0	0.254899
yhfW b3380 at	147.348	2	0.0177324
yhfX b3381 at	136.997	2	0.0304463
IG 2182 3508615 3508697 rev at	212.512	2	0.0165235
yhfY b3382 at	465.909	2	0.00073689
yhfZ b3383 at	566.29	2	0.00116472
IG 2183 3509764 3510271 rev f at	956.286	2	0.034572
trpS b3384 at	277.76	2	0.00214285
gph b3385 at	899.83	2	0.000892689
rpe b3386 at	554.329	2	0.036797
dam b3387 at	679.307	2	0.00379911
IG 2184 3513552 3513657 rev at	655.608	2	0.00108112
damX b3388 at	1200.98	2	0.00049077
IG 2185 3514945 3515035 rev at	1583.47	2	0.000327479
aroB b3389 at	813.684	2	0.00116472
IG 2186 3516125 3516180 rev at	2903.07	2	0.000327479
aroK b3390 at	1612.11	2	0.000612512
IG 2187 3516904 3517102 rev at	133.655	2	0.00928336
hofQ b3391 at	502.319	0	0.562354
yrfA b3392 at	122.564	0	0.124432
yrfB b3393 at	111.522	0	0.0759781
yrfC b3394 at	102.697	0	0.140265
yrfD b3395 at	108.546	0	0.5
IG 2188 3520417 3523226 rev at	412.107	1	0.0584777
mrcA b3396 at	474.135	2	0.0497698
IG 2189 3523062 3524106 fwd at	237.988	2	2,88E-01
yrfE b3397 at	218.333	2	0.0072983
IG 2190 3523788 3528352 rev at	206.856	2	0.000451441
yrfF b3398 at	228.897	2	0.034572
yrfG b3399 at	577.97	2	0.000327479
yrfH b3400 at	448.173	2	0.0497698
yrfI b3401 at	258.157	2	0.0072983
IG 2191 3528291 3530455 fwd at	118.604	2	0.000264362
yhgE b3402 at	354.453	2	0.00108112
IG 2192 3530078 3532153 rev at	213.845	2	1,73E+00
pckA b3403 at	5056.38	2	0.000327479
IG 2193 3532079 3534413 fwd at	301.986	2	1,89E-01
envZ b3404 at	541.949	2	0.00993898
ompR b3405 at	523.676	2	0.000761638
IG 2194 3534223 3541709 rev at	113.919	2	0.000149896
greB b3406 at	378.684	2	0.00188612
IG 2195 3534927 3535121 fwd at	276.124	2	0.00269283
yhgF b3407 at	303.629	0	0.127994
IG 2196 3537345 3537798 fwd at	629.147	2	0.00157146
feoA b3408 at	350.727	2	0.00622665
feoB b3409 at	874.522	0	0.153312
yhgG b3410 at	233.865	0	0.197123
IG 2197 3540601 3540802 fwd at	164.085	0	0.58986
yhgA b3411 at	84.492	2	0.000402638
bioH b3412 at	320.934	2	0.0133783
yhgH b3413 at	1527.54	2	0.000327479
IG 2198 3542481 3545618 rev at	113.369	2	5,53E-01
IG 2199 3543202 3543259 fwd at	752.632	2	0.00110886
yhgI b3414 at	1679.48	2	0.000327479
IG 2200 3543836 3544194 fwd at	38.1	2	0.000892689
gntT b3415 at	339.835	2	0.00529677
IG 2201 3545509 3550717 fwd at	807.127	2	0.0245143
malQ b3416 at	277.191	2	0.0320196
malP b3417 at	292.46	1	0.0547106
IG 2202 3550107 3553465 rev at	61.203	0	0.193083
malT b3418 at	1291.83	2	0.000327479
IG 2203 3553424 3555899 fwd at	88.346	2	0.00971004
yhgJ b3419 at	228.467	0	0.0789057
rtcA b3420 at	138.984	0	0.254899
rtcB b3421 at	208.084	0	0.150145
IG 2204 3555712 3557479 rev at	908.932	0	0.11649
rtcR b3422 at	995.761	0	0.324781
glpR b3423 at	388.421	2	0.0109718
IG 2205 3557499 3559645 fwd at	425.342	2	1,83E+00
glpG b3424 at	393.151	2	0.0129214
IG 2206 3559086 3559129 rev at	423.184	2	6,59E+00
glpE b3425 at	180.238	2	0.0072983
IG 2207 3559457 3561356 rev at	102.798	2	0.000598489
glpD b3426 at	278.933	0	0.167138
IG 2208 3561152 3572703 fwd at	157.058	2	1,23E-02
yzgL b3427 at	193.427	0	0.088557
IG 2209 3561651 3561766 rev at	106.589	2	0.0115649
glgP b3428 at	486.468	2	0.00116472
glgA b3429 at	1233.49	2	0.000327479
glgC b3430 at	2258.86	2	0.000493549
glgX b3431 at	1714.92	2	0.000761638
glgB b3432 at	1675.78	2	0.000612512
IG 2210 3571136 3571407 rev at	2113.87	2	0.00108112
asd b3433 at	1455.54	2	0.000761638
IG 2211 3572512 3573353 rev at	161.726	2	0.000407868
yhgN b3434 at	110.476	2	0.00108112
IG 2212 3573298 3578768 fwd at	106.238	2	8.02e-06
gntU 2 b3435 at	626.189	0	0.216313
gntU 1 b3436 at	717.597	0	0.304618
gntK b3437 at	343.262	0	0.388213
IG 2213 3575186 3575415 rev at	281.279	2	0.00315926
gntR b3438 at	1146.9	2	0.00459071
IG 2214 3576358 3576580 rev at	156.648	2	0.00550396
yhhW b3439 at	223.601	2	0.00782678
IG 2215 3577277 3577398 rev at	394.876	2	0.000327479
yhhX b3440 at	1500.75	2	0.000612512
IG 2216 3578437 3582711 rev f at	165.106	0	0.0675226
yhhY b3441 at	187.982	2	0.0115479
IG 2217 3579258 3579493 fwd at	0.545433	0	0.733935
yhhZ b3442 at	103.532	0	0.904277
yrhA b3443 f at	0.682349	0	0.732537
IG 2218 3581812 3582389 fwd at	995.145	0	0.0864242
yrhB b3446 at	491.469	0	0.567648
IG 2219 3582675 3584573 fwd at	41.721	0	0.0998165
ggt b3447 at	274.509	0	0.140265
IG 2220 3584455 3585000 rev at	279.155	0	0.181343
yhhA b3448 at	1144.07	2	0.00130539
ugpQ b3449 at	430.95	2	0.00260662
IG 2221 3585015 3595614 fwd at	724.451	2	5,79E+00
ugpC b3450 at	186.687	0	0.181744
ugpE b3451 at	140.246	0	0.235169
ugpA b3452 at	161.829	0	0.0864242
IG 2222 3588543 3588639 rev at	198.789	0	0.266065
ugpB b3453 at	295.422	2	0.00852936
IG 2223 3589957 3590354 rev at	176.107	2	0.00130539
livF b3454 at	395.4	0	0.11649
livG b3455 at	735.963	0	0.65838
livM b3456 at	140.832	0	0.198363
livH b3457 at	118.276	2	0.0277665
livK b3458 at	42.922	0	0.703191
IG 2224 3595192 3596185 rev f at	310.554	2	0.00341793
yhhK b3459 at	388.089	2	0.0204441
IG 2225 3595999 3602023 fwd at	587.483	2	0.000344777
livJ b3460 at	353.893	0	0.070073
IG 2226 3597347 3597559 rev at	159.797	0	0.633364
rpoH b3461 at	738.502	2	0.00049077
IG 2227 3598415 3598658 rev at	2856.59	2	0.000327479
ftsX b3462 at	399.218	0	0.150145
ftsE b3463 at	618.662	2	0.00379911
ftsY b3464 at	1062.38	2	0.00094359
IG 2228 3601875 3602881 rev at	61.086	0	0.165268
yhhF b3465 at	392.954	2	0.000493549
yhhL b3466 at	150.278	2	0.0304463
IG 2229 3602880 3603381 fwd at	186.313	2	0.00269283
yhhM b3467 at	220.682	2	0.0109718
IG 2230 3603242 3606381 rev at	463.492	2	0.00529762
yhhN b3468 at	390.208	2	0.0044925
IG 2231 3604009 3604081 fwd at	121.492	2	0.0161133
zntA b3469 at	683.597	2	0.00269283
IG 2232 3606281 3606847 fwd at	137.979	2	0.000209775
yhhP b3470 at	445.324	1	0.0620214
IG 2233 3606628 3608146 rev at	890.271	2	0.000603158
yhhQ b3471 at	743.259	1	0.0625767
b3472 at	4145.11	2	0.000327479
yhhS b3473 at	149.049	2	0.0177324
IG 2234 3609407 3623309 rev f at	488.974	2	1,79E+00
yhhT b3474 at	133.519	2	0.00852936
IG 2235 3610546 3610599 fwd at	127.175	2	0.000327479
yhhU b3475 at	291.969	2	0.00379911
IG 2236 3611188 3611297 fwd at	250.972	2	0.00622665
nikA b3476 at	981.772	2	0.0234132
nikB b3477 at	240.079	0	0.275462
nikC b3478 at	117.019	0	0.181744
nikD b3479 at	309.704	0	0.0990615
nikE b3480 at	134.043	0	0.0957232
yhhG b3481 at	149.8	2	0.00379911
IG 2237 3616621 3616822 fwd at	23.559	2	0.0072983
rhsB b3482 at	42.265	2	0.00315926
yhhH b3483 at	374.449	2	0.000892689
IG 2238 3621414 3622008 fwd f at	141.921	2	0.00430371
yhhI b3484 s at	425.546	0	0.734375
IG 2239 3623146 3632371 fwd at	757.718	2	2,45E+00
yhhJ b3485 at	774.961	2	0.0044925
yhiH b3486 at	608.66	2	0.00130539
IG 2240 3627119 3627164 rev at	684.703	2	0.0185547
yhiI b3487 at	1871.21	2	0.000612512
IG 2241 3628233 3628597 rev at	2217.43	2	0.00049077
yhiJ b3488 at	442.929	2	0.0177324
IG 2242 3630221 3630481 rev at	940.002	0	0.24776
yhiK b3489 at	417.462	0	0.944116
yhiL b3490 at	198.178	0	0.235169
IG 2243 3632089 3633837 rev at	122.946	0	0.221355
yhiM b3491 at	519.465	0	0.695382
IG 2244 3633524 3635271 fwd at	387.635	2	0.0121538
yhiN b3492 at	250.984	0	0.537511
IG 2245 3635041 3637014 rev at	181.713	2	2,43E+00
pitA b3493 at	643.098	2	0.000603158
IG 2246 3636772 3637740 fwd f at	153.444	2	0.0118311
yhiO b3494 at	411.759	2	0.00188612
IG 2247 3637351 3640009 rev at	163.1	2	0.000612251
uspA b3495 at	10635.8	2	0.000327479
IG 2248 3638176 3638491 fwd at	361.696	2	0.00320325
yhiP b3496 at	1108.05	2	0.000734887
IG 2249 3639962 3643014 fwd at	665.947	2	0.049046
yhiQ b3497 at	246.779	1	0.0620214
prlC b3498 at	119.732	0	0.135974
IG 2250 3642813 3649811 rev f at	485.335	2	2,83E+00
yhiR b3499 at	573.93	2	0.00225703 begin_of_the_skype_highlighting              00225703      end_of_the_skype_highlighting
IG 2251 3643858 3643928 fwd at	548.639	2	0.000327479
gor b3500 at	1349.49	2	0.000402638
IG 2252 3645282 3646157 fwd at	639.806	2	0.00622665
arsR b3501 at	526.793	0	0.197123
IG 2253 3646512 3646543 fwd at	196.596	2	0.0117188
arsB b3502 at	744.283	0	0.140265
arsC b3503 at	143.685	2	0.0204441
IG 2254 3648293 3648920 fwd at	458.272	0	0.522646
yhiS b3504 at	114.514	0	0.54522
IG 2255 3649704 3651557 fwd at	576.568	0	0.213264
IG 2256 3650829 3652884 rev at	123.429	0	0.705295
slp b3506 at	910.865	2	0.00622665
IG 2257 3652158 3652312 fwd at	176.385	0	0.930122
yhiF b3507 at	627.759	0	0.633364
IG 2258 3652844 3654624 fwd at	184.856	0	0.504298
yhiD b3508 at	427.766	0	0.366636
IG 2259 3653533 3653595 rev at	0.911916	0	0.981445
hdeB b3509 at	111.85	2	0.0239949
IG 2260 3653935 3654037 rev at	82.139	2	0.000892689
hdeA b3510 at	183.229	2	0.00188612
IG 2261 3654371 3661519 rev at	491.548	0	0.647061
hdeD b3511 at	43.038	0	0.75224
IG 2262 3655198 3655995 fwd at	331.924	2	0.034572
yhiE b3512 at	140.558	0	0.181744
IG 2263 3656524 3656861 fwd at	60.414	0	0.54522
yhiU b3513 at	274.248	0	0.54522
yhiV b3514 at	908.485	0	0.11649
IG 2264 3661158 3667221 fwd at	285.918	2	0.0096603
yhiW b3515 at	320.832	0	0.48748
IG 2265 3662249 3662615 rev at	922.421	0	0.153312
yhiX b3516 at	737.251	0	0.140265
IG 2266 3663441 3663809 rev at	198.535	2	0.0233911
gadA b3517 at	105.109	0	0.996797
IG 2267 3665211 3665420 rev at	642.948	0	0.769849
yhjA b3518 at	633.867	0	0.304618
IG 2268 3666819 3668921 rev at	209.568	2	0.00956835
treF b3519 at	213.724	2	0.0234132
IG 2269 3668872 3669971 fwd at	675.395	0	0.0764304
yhjB b3520 at	645.388	1	0.0625767
IG 2270 3669525 3673919 rev at	473.228	2	0.00114135
yhjC b3521 at	838.848	0	0.181744
IG 2271 3670944 3670991 fwd at	362.092	2	0.00110886
yhjD b3522 at	125.588	2	0.00529677
IG 2272 3672006 3672415 fwd at	321.871	2	0.00188612
yhjE b3523 at	545.972	0	0.127994
IG 2273 3673739 3676829 fwd at	511.888	0	0.208267
yhjG b3524 at	562.228	0	0.364945
IG 2274 3675996 3676049 rev at	2017.32	2	0.000612512
yhjH b3525 at	1464.73	2	0.00381521
IG 2275 3676821 3678073 rev at	115.929	2	0.000327479
kdgK b3526 at	249.587	0	0.197123
IG 2276 3677979 3694086 fwd at	834.109	2	1,44E-02
yhjJ b3527 at	474.62	2	0.00175518
IG 2277 3679571 3679790 rev at	467.874	2	0.000402638
dctA b3528 at	1946.41	2	0.00108112
IG 2278 3681078 3681259 rev at	248.655	2	0.0072983
yhjK b3529 at	326.557	2	0.00379911
IG 2279 3683216 3683329 rev at	209.307	0	0.724538
yhjL b3530 at	165.476	2	0.0421419
yhjM b3531 at	207.505	0	0.586954
yhjN b3532 at	188.829	0	0.54522
yhjO b3533 at	549.697	0	0.318883
yhjQ b3534 at	60.602	0	0.172724
IG 2280 3693591 3693625 rev f at	270.304	0	0.330078
yhjR b3535 at	180.516	2	0.015454
IG 2281 3693815 3699492 rev at	133.496	2	0.00091629
yhjS b3536 at	219.422	2	0.00993898
yhjT b3537 at	130.02	2	0.0234132
yhjU b3538 at	145.357	0	0.675219
IG 2282 3697523 3698191 fwd at	424.505	0	0.105738
yhjV b3539 at	903.483	2	0.00108112
IG 2283 3699464 3710720 fwd at	853.085	2	2,97E-01
dppF b3540 at	1082.93	2	0.000493549
dppD b3541 at	1454.94	2	0.000612512
dppC b3542 at	654.469	2	0.00260662
dppB b3543 at	955.851	2	0.00260662
IG 2284 3703420 3703726 rev at	1550.41	2	0.000402638
dppA b3544 at	6506.49	2	0.00049077
IG 2285 3705335 3706244 rev at	126.729	2	0.00459071
proK b3545 at	307.829	2	0.0204441
IG 2286 3706322 3706412 rev at	140.6	2	0.00320325
yhjW b3546 at	615.462	2	0.00269283
IG 2287 3708138 3708427 rev at	429.478	2	0.0497698
yhjX b3547 at	69.671	0	0.304618
IG 2288 3709637 3709864 rev at	25.101	0	0.345472
yhjY b3548 at	141.395	0	0.366636
IG 2289 3710570 3711689 rev at	816.628	2	0.00049077
tag b3549 at	427.498	2	0.00459071
yiaC b3550 at	189.369	2	0.0391461
bisC b3551 at	181.72	2	0.00928336
IG 2290 3711722 3714175 fwd at	596.686	0	0.872006
IG 2291 3713910 3715962 rev at	766.096	2	0.000287962
yiaD b3552 at	119.963	0	0.675219
IG 2292 3714836 3714926 fwd at	887.906	0	0.28503
yiaE b3553 at	262.344	2	0.000603158
IG 2293 3715914 3717106 fwd at	51.451	1	0.0529639
yiaF b3554 at	652.242	2	0.000612512
IG 2294 3716794 3719956 rev at	187.399	0	0.0820607
yiaG b3555 at	117.008	2	0.034572
IG 2295 3717398 3717677 fwd at	3967.27	2	0.000402638
cspA b3556 at	1864	2	0.00260662
IG 2296 3717891 3718308 fwd at	167.109	0	0.477354
yi5A b3557 at	998.085	2	0.0480985
t150 b3558 at	155.968	0	0.127994
IG 2297 3719679 3723515 fwd at	193.961	0	0.0764304
glyS b3559 at	944.406	2	0.00657518 begin_of_the_skype_highlighting              00657518      end_of_the_skype_highlighting
glyQ b3560 at	691.778	2	0.000327479
IG 2298 3722948 3724552 rev at	496.149	0	0.484368
yiaH b3561 at	757.089	0	0.913576
IG 2299 3724512 3728759 fwd at	560.722	0	0.787156
yiaA b3562 at	18.432	0	0.318883
IG 2300 3724994 3725035 rev at	0.0916732	0	0.984375
yiaB b3563 at	140.356	0	0.51252
IG 2301 3725390 3725545 rev at	287.544	0	0.51252
xylB b3564 at	477.548	0	0.266065
IG 2302 3727001 3727071 rev at	144.482	0	0.28503
xylA b3565 at	246.865	2	0.00459071
IG 2303 3728395 3733981 rev at	111.923	2	7,79E+00
xylF b3566 at	508.934	2	0.000493549
IG 2304 3729753 3729829 fwd at	172.693	0	0.110665
xylG b3567 at	133.251	2	0.0177324
xylH b3568 at	209.165	0	0.0864242
IG 2305 3732531 3732607 fwd at	325.61	2	0.000402638
xylR b3569 at	139.204	2	0.00993898
IG 2306 3733787 3735125 fwd at	109.078	2	0.000643316
bax b3570 f at	1226.29	2	0.00459071
IG 2307 3734807 3738737 rev at	772.573	2	0.00432236
malS b3571 at	174.543	2	0.0234132
IG 2308 3737157 3737333 fwd at	704.444	2	0.00622665
avtA b3572 at	226.688	0	0.0778177
IG 2309 3738588 3740361 fwd at	294.174	0	0.112832
yiaI b3573 at	767.425	0	0.413046
IG 2310 3739212 3739312 rev at	547.888	0	0.150145
yiaJ b3574 at	144.637	2	0.00214285
IG 2311 3740162 3748757 rev at	378.379	2	0.00447284 begin_of_the_skype_highlighting              00447284      end_of_the_skype_highlighting
yiaK b3575 at	118.936	0	0.181744
yiaL b3576 at	450.447	0	0.0778177
IG 2312 3741840 3741956 fwd at	571.964	0	0.266065
yiaM b3577 at	245.029	0	0.58986
yiaN b3578 at	201.036	0	0.432352
yiaO b3579 at	748.457	0	0.477354
lyxK b3580 at	833.118	2	0.0320196
sgbH b3581 at	210.993	2	0.00175518
sgbU b3582 at	944.921	2	0.036797
sgbE b3583 at	121.824	0	0.230151
IG 2313 3748412 3749621 fwd at	760.143	0	0.819981
yiaT b3584 at	829.208	0	0.140265
IG 2314 3749499 3750592 rev at	332.937	0	0.832862
yiaU b3585 at	256.616	2	0.015454
yiaV b3586 at	113.375	2	0.0178004
IG 2315 3750597 3759809 fwd at	228.751	2	0.0491409
yiaW b3587 at	205.944	0	0.364945
IG 2316 3752059 3752602 rev at	337.656	0	0.0778177
aldB b3588 at	1344.53	2	0.00049077
IG 2317 3754232 3754305 rev at	394.916	2	0.0267372
yiaY b3589 at	805.216	0	0.437646
IG 2318 3755455 3755643 rev at	175.748	0	0.832862
selB b3590 at	106.766	0	0.213264
selA b3591 at	557.738	2	0.0177324
IG 2319 3758877 3758973 rev at	125.347	2	0.00550396
yibF b3592 at	390.734	2	0.036797
IG 2320 3759583 3767869 rev at	147.777	0	0.57548
rhsA b3593 at	554.404	0	0.0778177
yibA b3594 at	795.527	2	0.00993898
IG 2321 3764807 3764847 fwd at	174.085	0	0.089405
yibJ b3595 at	287.488	0	0.41014
IG 2322 3765550 3765803 fwd at	233.264	0	0.24776
yibG b3596 at	0.732882	0	0.937423
IG 2323 3766266 3769907 fwd at	290.941	0	0.678242
yibH b3597 at	204.086	2	0.0044925
yibI b3598 at	150.151	0	0.0789057
IG 2324 3769372 3779367 rev at	142.705	2	7,73E-03
mtlA b3599 at	1270	2	0.0044925
IG 2325 3771822 3772050 fwd at	252.829	2	0.00188612
mtlD b3600 at	853.48	2	0.000327479
mtlR b3601 at	753.43	2	0.000603158
IG 2326 3773787 3774291 fwd at	797.712	2	0.00993898
yibL b3602 at	480.66	2	0.00130539
IG 2327 3774655 3775025 fwd at	628.679	2	0.0442012
lldP b3603 at	254.089	2	0.0072983
lldR b3604 at	301.812	2	0.0267372
lldD b3605 at	407.625	0	0.197123
IG 2328 3778645 3778841 fwd at	581.464	2	0.0044925
yibK b3606 at	380.248	2	0.0234132
IG 2329 3779316 3782886 fwd at	360.82	2	4,99E-05
cysE b3607 at	1233.51	2	0.00188612
IG 2330 3780190 3780268 rev at	1691.26	2	0.00214285
gpsA b3608 at	2922.15	2	0.00260662
secB b3609 at	3094.29	2	0.000612512
IG 2331 3781756 3781817 rev at	3574.44	2	0.000327479
grxC b3610 at	2550.15	2	0.00094359
IG 2332 3782070 3782210 rev at	1945.66	2	0.000327479
yibN b3611 at	937.229	2	0.00049077
IG 2333 3782643 3786673 rev at	530.929	1	0.0602224
yibO b3612 at	257.55	2	0.0072983
yibP b3613 at	258.725	0	0.0778177
IG 2334 3785725 3785853 fwd at	184.641	2	0.0133783
yibQ b3614 at	606.864	0	0.266065
yibD b3615 at	482.487	0	0.0789057
IG 2335 3786688 3791613 fwd at	26.12	2	6.65e-05
IG 2336 3787709 3787946 rev at	400.746	2	0.0151637
tdh b3616 at	3146.76	2	0.000761638
kbl b3617 at	5302.17	2	0.00049077
IG 2337 3790179 3790452 rev at	686.928	2	0.00381521
htrL b3618 at	293.876	2	0.00116472
IG 2338 3791326 3795865 rev at	211.197	2	0.0304463
rfaD b3619 at	1564.65	2	0.00130539
rfaF b3620 at	869.962	2	0.000493549
