Merge ID	Ishihama2008_fin	Masuda2009_fin2	Taniguchi2010_fin_mmol	PengTable_fin	Thein_MergeMethods	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13 Duplicates	Entry name (Uniprot)	PAI lysate	emPAI	emPAI-derived copy no/cell (see Figure 2)	CAI	emPAI Value	Copy number per cell	mMol	molecules/cell (1molec/cell=10nM)	APEX	2D mol/cell	Mean emPAI value	MTH1/1	MTH1/2	MTH1/3	MTH2/1	MTH2/2	MTH2/3	MTH3/1	MTH3/2	MTH3/3	MTH4/1	MTH4/2	MTH4/3	MTH5/1	MTH5/2	Localization
P76346	0	0	0	1	1	1	3	F1	MTFA_ECOLI											0.11	 	  	0.11												F1
P76350	0	0	0	1	0	1	2	B	SHIA_ECOLI																										B
P76373	0	0	0	1	1	1	3	B	UDG_ECOLI									107.24		0.2	  	0.08	  	 	0.55	 	0.08	0.08	 						B
P76387	0	0	0	1	0	0	1	B	WZC_ECOLI																										
P76389	0	0	1	1	0	1	3	B	YEGH_ECOLI							0.0027537	275.37																		B
P76393	0	0	0	1	0	0	1	B	YEGI_ECOLI									152.84																	
P76397	0	0	1	1	1	1	4	F2	MDTA_ECOLI							0.00077386	77.386			0.03	 	0.03	0.03												F2
P76398	0	1	0	1	0	1	3	B	MDTB_ECOLI					0.23	11.36																				B
P76406	0	0	1	1	0	1	3	I	YEGR_ECOLI							0.00094429	94.429																		I
P76421	0	0	0	1	0	0	1	B	YEGX_ECOLI																										
P76445	0	0	0	1	1	1	3	B	YEIU_ECOLI											0.36	  	   	0.12	0.45	1.11	0.45	 	  	0.12	 	0.12	 	 	0.12	B
P76446	0	0	1	1	0	1	3	B	RTN_ECOLI							0.0038853	388.53																		B
P76462	0	0	0	1	0	0	1	G	YFAP_ECOLI																										
P76463	0	0	0	1	0	0	1	G	YFAQ_ECOLI																										
P76466	0	0	0	1	0	0	1	G	YFAT_ECOLI																										
P76473	0	0	0	1	1	1	3	B	ARNT_ECOLI											0.24	0.07	0.22	0.5	 	  	0.17									B
P76502	0	0	0	1	0	1	2	B	SIXA_ECOLI																										B
P76506	1	1	0	1	1	1	5	I	VACJ_ECOLI	0.44	1.78E+00	4.05E+02	0.37	2.46	113.03					0.29	0.25	0.25	0.25	0.14	0.36	0.42	0.4	0.4	0.25	0.12	0.4	 	0.12	0.4	I
P76518	0	0	0	1	0	0	1	B	YFDE_ECOLI																										
P76537	0	0	0	1	1	1	3	I	YFEY_ECOLI											0.93	0.15	3.08	0.76	 	0.34	 	0.34	  	 						I
P76552	0	0	0	1	0	0	1	B	EUTH_ECOLI																										
P76559	0	0	0	1	0	0	1	G	YPFG_ECOLI																										
P76576	1	1	0	1	0	1	4	B	YFGM_ECOLI	0.44	1.78E+00	4.05E+02		1.58	73.59				4794.22																B
P76577	0	0	0	1	0	0	1	B	PBPC_ECOLI																										
P76578	0	1	1	1	1	1	5	E	YFHM_ECOLI					0.13	6.53	0.00029827	29.827			0.02	0.02	  	 												E
P76586	0	0	0	1	0	1	2	B	YPHH_ECOLI																										B
P76630	0	0	0	1	0	1	2	B	YGAZ_ECOLI																										B
P77173	0	1	0	1	0	1	3	B	ZIPA_ECOLI					0.67	32.03																				B
P77202	1	0	1	1	0	1	4	G	DSBG_ECOLI	0.2	5.85E-01	2.12E+02				0.0063695	636.95																		G
P77214	0	0	0	1	0	0	1	G	CUSF_ECOLI																										
P77223	0	0	1	1	0	0	2	F1	RNFB_ECOLI							0.0020498	204.98																		
P77239	1	0	0	1	1	0	3	F2	CUSB_ECOLI	0.12	3.11E-01	1.47E+02								0.07	 	0.07	 	 	0.07	0.07	 	  	0.07						
P77265	0	0	1	1	0	1	3	B	MDLA_ECOLI							0.00074814	74.814																		B
P77269	0	0	0	1	0	0	1	G	YPHF_ECOLI																										
P77279	0	0	0	1	0	1	2	F1	YBBL_ECOLI																										F1
P77280	0	0	0	1	0	0	1	B	YDJJ_ECOLI																										
P77285	0	0	0	1	0	1	2	G	RNFG_ECOLI																										G
P77304	0	0	0	1	0	1	2	B	TPPB_ECOLI									1917.79																	B
P77328	0	0	0	1	0	0	1	B	YBBY_ECOLI																										
P77338	1	1	0	1	1	1	5	B	KEFA_ECOLI	0.11	2.84E-01	1.39E+02		0.08	4.08					0.38	 	1.02	1.02	 	  	0.08	 	0.03	0.08	 	  	0.05			B
P77360	0	0	0	1	0	0	1	B	YPHC_ECOLI																										
P77377	0	0	0	1	0	0	1	B	WZXC_ECOLI																										
P77444	0	0	0	1	0	1	2	F1	SUFS_ECOLI																										F1
P77473	0	0	0	1	0	1	2	B	YLAB_ECOLI																										B
P77499	1	0	0	1	0	1	3	F1	SUFC_ECOLI	0.15	4.25E-01	1.76E+02							1374.34																F1
P77509	0	0	1	1	0	1	3	F1	YPHE_ECOLI							0.00060905	60.905																		F1
P77510	0	0	0	1	0	1	2	B	DPIB_ECOLI																										B
P77522	0	0	0	1	0	1	2	F1	SUFB_ECOLI																										F1
P77538	0	0	0	1	0	0	1	B	YFHR_ECOLI																										
P77539	0	0	0	1	0	0	1	B	YDJL_ECOLI																										
P77579	0	0	0	1	0	0	1	B	PTFC1_ECOLI																										
P77689	0	0	0	1	0	1	2	F1	SUFD_ECOLI																										F1
P77726	0	0	0	1	0	1	2	B	YAJR_ECOLI																										B
P77737	0	1	0	1	1	1	4	F1	OPPF_ECOLI					3.22	146.75			234.72		0.12	 	  	0.09	 	  	0.18	0.09	  	 						F1
P77756	0	1	1	1	0	1	4	B	QUEC_ECOLI					1.89	87.54	0.0063439	634.39																		B
P77757	0	0	0	1	1	1	3	B	ARNC_ECOLI											0.14	 	  	0.06	0.19	0.09	0.3	 	0.09	 	0.09	0.19	0.09			B
P77774	1	1	0	1	1	1	5	I	YFGL_ECOLI	0.71	4.18E+00	6.64E+02		3.08	140.56					0.25	  	0.46	0.16	 	  	0.08	0.08	0.58	0.16	0.08	0.46	0.08	0.16	0.08	I
P77804	1	1	0	1	1	1	5	F2	YDGA_ECOLI	0.44	1.75E+00	4.01E+02		4.62	208.24				1598.07	0.25	0.14	0.49	 	 	0.19	 	 	  	0.19						F2
P78067	1	1	0	1	0	0	3	G	YNJE_ECOLI	0.11	2.74E-01	1.37E+02		0	9.92				6168.56																
Q46755	0	0	0	1	0	0	1	B	SIRB2_ECOLI																										
Q46808	0	0	1	1	0	0	2	B	YQEB_ECOLI							0.00053572	53.572																		
Q46821	0	0	1	1	0	0	2	B	YGFU_ECOLI							0.00077561	77.561																		
Q46824	0	0	0	1	0	1	2	B	YGFX_ECOLI																										B
Q46845	0	1	0	1	0	1	3	F1	YGHU_ECOLI					0.54	25.99																				F1
Q46858	0	0	0	1	0	0	1	G	YQHG_ECOLI																										
Q46916	0	0	0	1	0	0	1	B	GUDP_ECOLI																										
Q46927	0	0	0	1	0	1	2	B	YGDL_ECOLI																										B
Q47142	0	0	0	1	0	0	1	B	HCAT_ECOLI																										
Q47146	0	1	1	1	0	1	4	B	FADE_ECOLI					0.17	8.47	0.004858	485.8																		B
Q47151	0	0	0	1	0	0	1	G	YAFL_ECOLI																										
Q47622	1	0	1	1	0	1	4	G	SAPA_ECOLI	0.09	2.33E-01	1.24E+02	0.3			0.0014479	144.79																		G
Q47702	0	0	0	1	0	0	1	G	YFEK_ECOLI																										
Q47710	0	0	0	1	0	1	2	B	YQJK_ECOLI																										B
A5A616	0	0	0	0	0	0	0	B	YNEM_ECOLI																										
A5A619	0	0	0	0	0	0	0	B	YOJO_ECOLI																										
A5A628	0	0	0	0	0	0	0	B	YJBT_ECOLI																										
A5A630	0	0	0	0	0	0	0	B	YTCA_ECOLI																										
C1P5Z8	0	0	0	0	0	0	0	B	YKGR_ECOLI																										
C1P5Z9	0	0	0	0	0	0	0	B	YMIB_ECOLI																										
C1P614	0	0	0	0	0	0	0	B	YQFG_ECOLI																										
O32528	0	0	0	1	0	0	1	I	YPDI_ECOLI																										
P00634	0	0	0	1	0	1	2	G	PPB_ECOLI																										G
P00909	0	0	0	1	0	1	2	B	TRPC_ECOLI																										B
P02919	0	1	1	1	1	1	5	B	PBPB_ECOLI					0.32	15.65	0.00037298	37.298			0.29	0.07	0.27	0.27	 	0.58	0.26	 	0.31	0.67	0.11	0.27	0.27	0.11	0.36	B
P02921	0	0	0	1	0	0	1	B	MELB_ECOLI																										
P02929	0	0	0	1	0	1	2	B	TONB_ECOLI																										B
P02942	0	0	0	1	0	0	1	B	MCP1_ECOLI																										
P03004	1	1	1	1	1	1	6	F1	DNAA_ECOLI	0.08	1.94E-01	1.12E+02		0.48	23.18	0.011497	1149.7			0.06	0.06	   	  	 	  	 									F1
P03819	0	0	1	1	0	1	3	B	KEFC_ECOLI							0.0013379	133.79																		B
P03825	0	0	0	1	0	0	1	B	PIOO_ECOLI																										
P03841	1	1	0	1	0	0	3	G	MALM_ECOLI	0.5	2.16E+00	4.53E+02	0.35	6.94	308.96																				
P03960	0	0	0	1	0	1	2	B	ATKB_ECOLI																										B
P04128	0	0	0	1	0	0	1	F4	FIMA1_ECOLI																										
P04846	0	0	1	1	0	1	3	E	NLPA_ECOLI							0.00091919	91.919																		E
P04949	0	0	0	1	0	0	1	F4	FLIC_ECOLI										59576.14																
P05704	0	0	0	1	0	1	2	B	MCP3_ECOLI																										B
P05706	0	1	0	1	0	0	2	F1	PTHA_ECOLI					4.62	208.24																				
P05825	1	0	0	1	1	1	4	H	FEPA_ECOLI	0.31	1.03E+00	2.95E+02	0.41							0.17	 	  	0.08	 	0.12	 	0.12	0.12	0.26	0.12	0.08	0.42			H
P06609	0	0	0	1	0	0	1	B	BTUC_ECOLI																										
P06959	1	1	1	1	1	1	6	F1	ODP2_ECOLI	2.48	3.04E+02	8.02E+03	0.61	17.84	2785.78	0.38417	38417	4640.4		0.26	 	  	0.06	0.05	0.16	0.4	0.16	0.34	0.16	0.55	0.34	0.4			F1
P06972	0	0	0	1	0	0	1	B	FHUB_ECOLI																										
P06974	0	0	0	1	0	0	1	F1	FLIM_ECOLI										767.07																
P07017	0	0	1	1	0	0	2	B	MCP2_ECOLI							0.00013449	13.449		1470.23																
P07018	0	0	0	1	0	0	1	B	MCP4_ECOLI																										
P07024	1	1	0	1	0	1	4	G	USHA_ECOLI	0.3	9.95E-01	2.89E+02	0.38	0.45	21.78				479.42																G
P07117	0	1	1	1	1	1	5	B	PUTP_ECOLI					1.78	83	0.013638	1363.8			0.06	 	  	0.06												B
P08189	0	0	0	1	0	0	1	F4	FIMF_ECOLI																										
P08190	0	0	0	1	0	0	1	F4	FIMG_ECOLI																										
P08191	0	0	0	1	0	0	1	F4	FIMH_ECOLI																										
P08194	0	1	0	1	0	0	2	B	GLPT_ECOLI					6.02	269.17																				
P08369	0	0	0	1	0	0	1	B	CRED_ECOLI																										
P08372	0	0	0	1	0	0	1	B	PPDC_ECOLI																										
P08555	0	0	0	1	0	1	2	B	DSDX_ECOLI																										B
P08722	0	0	0	1	0	1	2	B	PTV3B_ECOLI																										B
P09127	0	1	1	1	1	1	5	B	HEMX_ECOLI					2.98	136.13	0.0023183	231.83	347.48		0.24	  	   	0.25	 	  	0.26	0.16	0.08	0.35	 	0.45	 	 	0.08	B
P09323	1	1	0	1	1	1	5	B	PTW3C_ECOLI	0.29	9.31E-01	2.78E+02	0.51	7.91	350.74					0.13	  	0.05	  	 	0.11	0.18	 	  	0.15	 	0.21	 	0.15	0.1	B
P09551	1	0	1	1	0	1	4	G	ARGT_ECOLI	0.2	5.85E-01	2.12E+02	0.37			0.00069819	69.819	352.81	1502.19																G
P09835	0	0	0	1	0	1	2	B	UHPB_ECOLI																										B
P0A698	1	1	1	1	1	1	6	F1	UVRA_ECOLI	0.34	1.20E+00	3.22E+02		0.23	11.36	0.0020085	200.85	104.7		0.21	  	0.32	0.1	 	  	 	 	  	 						F1
P0A6A8	1	1	0	1	0	1	4	F1	ACP_ECOLI	2.67	4.63E+02	1.02E+04		999	38218.95			75918.7	24354.62																F1
P0A6E6	1	1	1	1	0	1	5	F1	ATPE_ECOLI	2	9.90E+01	4.18E+03		9	398	0.00010535	10.535	1321.97	6871.71																F1
P0A6M2	0	0	0	1	0	1	2	B	DSBB_ECOLI																										B
P0A6S3	0	0	0	1	0	0	1	G	FLGI_ECOLI																										
P0A6S5	0	0	0	1	0	1	2	B	FTSB_ECOLI																										B
P0A6U3	1	1	0	1	0	1	4	F1	MNMG_ECOLI	0.2	5.85E-01	2.12E+02		0.86	41																				F1
P0A6W3	0	0	0	1	0	1	2	B	MRAY_ECOLI																										B
P0A710	0	0	0	1	0	0	1	B	ISPZ_ECOLI																										
P0A712	0	0	0	1	0	0	1	B	KDGT_ECOLI																										
P0A742	0	1	0	1	0	1	3	B	MSCL_ECOLI					1.15	54.08																				B
P0A7A2	0	1	0	1	1	1	4	B	GPMB_ECOLI					0.47	22.71					0.14	 	  	0.14												B
P0A7A7	1	1	1	1	1	1	6	F1	PLSB_ECOLI	0.11	3.01E-01	1.44E+02		2.95	135	0.016615	1661.5			0.21	  	0.15	0.19	 	0.29	0.18	 	0.28	0.23	0.19	  	 	0.04	0.32	F1
P0A7C8	0	0	0	1	0	0	1	B	PSIE_ECOLI																										
P0A7G6	1	1	0	1	1	0	4	F1	RECA_ECOLI	0.73	4.41E+00	6.86E+02		10.22	449.64			891.99		0.28	  	0.18	  	 	0.11	0.11	 	0.65	 	0.52	  	0.28	 	  	
P0A830	0	1	0	1	1	1	4	B	DCTA_ECOLI					1.78	83					0.15	 	0.2	0.25	0.07	  	 	0.07	  	0.15						B
P0A843	0	1	1	1	1	1	5	B	TATE_ECOLI					2.98	136.13	0.040915	4091.5			0.37	 	0.16	0.16	 	  	0.51	 	0.51	0.51						B
P0A8D9	0	0	0	1	0	1	2	B	YFBV_ECOLI																										B
P0A8G6	1	1	1	1	0	1	5	B	WRBA_ECOLI	1.11	1.19E+01	1.22E+03		5.31	238.33	0.11119	11119		1789.84																B
P0A8H3	0	0	0	1	0	0	1	B	ZUPT_ECOLI																										
P0A8K1	1	1	0	1	1	1	5	F1	PSD_ECOLI	0.36	1.31E+00	3.39E+02		1.15	54.08					0.18	 	0.27	 	 	0.19	 	 	  	0.09						F1
P0A8K8	0	0	0	1	0	1	2	B	YIHY_ECOLI																										B
P0A8Q0	0	0	0	1	0	1	2	B	FRDC_ECOLI																										B
P0A8Q3	0	0	0	1	0	1	2	B	FRDD_ECOLI																										B
P0A8T5	0	0	0	1	0	0	1	B	FLIE_ECOLI																										
P0A903	1	1	0	1	1	1	5	I	NLPB_ECOLI	0.88	6.63E+00	8.68E+02	0.47	4.01	181.53					0.35	0.19	0.29	0.41	 	  	0.11	 	0.68	0.29	 	0.54	0.29	0.41	0.19	I
P0A905	1	1	0	1	1	1	5	I	SLYB_ECOLI	2	9.90E+01	4.18E+03		3.64	165.27					2.21	1.67	1.67	2.95	 	  	0.06	2.95	2.25	2.25	1.19	2.25	1.67	3.81	4.85	I
P0A910	1	1	0	1	1	1	5	H	OMPA_ECOLI	3.47	2.93E+03	2.99E+04	0.78	17.33	750.27				1310.42	1.16	1.72	1.81	2.21	0.07	0.14	0.5	 	2.21	 	2.32	0.44	1.54	0.31	  	H
P0A915	0	0	0	1	1	0	2	H	OMPW_ECOLI											0.15	 	0.15	 												
P0A932	0	0	0	1	1	1	3	I	GFCE_ECOLI											0.19	0.11	0.3	0.24	 	0.24	0.37	0.11	0.3	0.05	0.11	0.05	 			I
P0A9A6	1	1	0	1	1	1	5	F1	FTSZ_ECOLI	0.95	7.96E+00	9.66E+02	0.52	17.23	746.07			2851.16	5880.91	0.7	  	0.17	  	0.42	1.41	1.88	 	1.03	0.17	0.48	0.48	0.88	0.17	  	F1
P0A9M8	1	1	1	1	1	1	6	B	PTA_ECOLI	1.59	3.76E+01	2.38E+03		11.92	225.17	0.026304	2630.4	534.24	9332.74	0.23	 	0.12	 	 	0.28	 	0.39	0.18	0.23	0.23	  	0.18			B
P0A9S3	1	1	0	1	1	1	5	B	GATD_ECOLI	0.64	3.33E+00	5.82E+02	0.27	2.41	110.81					0.35	  	0.29	  	 	0.09	0.04	 	1.13	 	0.52	0.09	0.4	0.29	0.29	B
P0A9T8	0	0	0	1	0	1	2	F1	YBBA_ECOLI																										F1
P0AA57	0	0	0	1	0	0	1	G	YOBA_ECOLI																										
P0AA60	0	0	0	1	0	1	2	B	YGHB_ECOLI																										B
P0AA67	0	0	0	1	0	1	2	B	RHTA_ECOLI																										B
P0AA70	0	0	0	1	0	0	1	B	YEDA_ECOLI																										
P0AA76	0	0	0	1	0	0	1	B	DGOT_ECOLI																										
P0AA78	0	0	0	1	0	0	1	B	EXUT_ECOLI																										
P0AA80	0	0	0	1	0	0	1	B	GARP_ECOLI																										
P0AA82	0	0	0	1	0	1	2	B	CODB_ECOLI																										B
P0AA86	0	0	0	1	0	1	2	B	DSBE_ECOLI																										B
P0AAA1	0	0	0	1	1	1	3	B	YAGU_ECOLI											0.59	 	1.19	0.69	 	0.31	 	 	0.15	 						B
P0AAA3	0	0	0	1	0	0	1	G	MATB_ECOLI																										
P0AAA5	0	0	0	1	0	0	1	B	SFA_ECOLI																										
P0AAA7	0	0	0	1	0	0	1	B	WZXE_ECOLI																										
P0AAA9	0	0	0	1	0	0	1	G	ZRAP_ECOLI																										
P0AAD4	0	0	0	1	0	0	1	B	TYRP_ECOLI																										
P0AAE2	0	0	0	1	0	1	2	B	PROY_ECOLI																										B
P0AAF1	0	0	0	1	0	0	1	B	POTE_ECOLI																										
P0AAG0	0	0	0	1	0	1	2	F1	DPPD_ECOLI																										F1
P0AAG8	1	1	0	1	0	1	4	F1	MGLA_ECOLI	0.06	1.55E-01	9.79E+01	0.28	2.69	123.27																				F1
P0AAI1	0	0	1	1	0	1	3	F1	SSUB_ECOLI							0.00010819	10.819																		F1
P0AAI3	1	1	1	1	1	1	6	B	FTSH_ECOLI	0.63	3.30E+00	5.79E+02		7.89	349.88	0.034483	3448.3			0.4	 	  	0.06	0.65	0.44	0.97	0.2	0.44	0.25	0.2	  	 			B
P0AAJ3	0	0	0	1	0	0	1	B	FDNH_ECOLI																										
P0AAL9	0	0	0	1	0	0	1	G	YKGJ_ECOLI																										
P0AAR5	0	0	0	1	0	0	1	B	YBAN_ECOLI																										
P0AAR8	0	0	0	1	0	0	1	G	YBAV_ECOLI																										
P0AAS3	0	0	0	1	0	1	2	B	YBBJ_ECOLI																										B
P0AAU2	0	0	0	1	0	0	1	B	YBFA_ECOLI																										
P0AAU5	0	0	0	1	0	0	1	B	YBFB_ECOLI																										
P0AAV6	0	0	0	1	0	0	1	G	YBGS_ECOLI																										
P0AAW5	0	0	0	1	0	0	1	B	YBHQ_ECOLI																										
P0AAX3	0	0	0	1	0	0	1	G	YBIJ_ECOLI																										
P0AB01	1	0	0	1	0	1	3	B	YCBC_ECOLI	0.18	5.20E-01	1.98E+02	0.27																						B
P0AB31	0	0	0	1	0	0	1	I	YCEK_ECOLI																										
P0AB35	0	0	0	1	0	0	1	B	YCFJ_ECOLI																										
P0AB46	0	0	0	1	0	0	1	G	YMGD_ECOLI																										
P0AB49	0	0	0	1	0	0	1	B	YCHH_ECOLI																										
P0AB93	0	0	0	1	0	0	1	B	ARSB_ECOLI																										
P0ABA0	1	1	0	1	1	1	5	B	ATPF_ECOLI	0.9	6.94E+00	8.92E+02		198.53	7978.89					1.82	  	1.04	  	 	  	0.05	2.48	1.92	1.44	1.04	7.5	1.44	0.43	0.71	B
P0ABA4	1	1	1	1	1	1	6	F1	ATPD_ECOLI	1.14	1.29E+01	1.28E+03		34.94	1480.65	0.04983	4983	1422.07	3739.49	0.33	  	0.38	  	 	0.9	 	0.17	0.17	0.17	 	  	0.17			F1
P0ABB0	1	1	1	1	1	1	6	F1	ATPA_ECOLI	1.46	2.77E+01	1.99E+03		28.29	1206.59	0.15958	15958	2002.92	22756.55	0.66	0.26	0.59	0.41	 	0.22	0.22	 	1.67	0.5	1.12	1.12	0.33	1.52	0.12	F1
P0ABC0	0	0	0	1	0	0	1	B	ATPZ_ECOLI																										
P0ABC9	0	0	0	1	0	1	2	B	BETT_ECOLI																										B
P0ABE5	0	0	0	1	0	0	1	B	C561_ECOLI																										
P0ABG4	0	0	0	1	0	1	2	B	FTSW_ECOLI																										B
P0ABG7	0	0	0	1	0	1	2	B	RODA_ECOLI																										B
P0ABK2	1	1	0	1	1	1	5	B	CYDB_ECOLI	0.67	3.64E+00	6.13E+02	0.53	3.64	165.27					0.37	 	  	 	 	0.45	 	 	0.35	0.35	0.45	  	0.25			B
P0ABL1	0	0	0	1	0	0	1	G	NRFB_ECOLI																										
P0ABL8	0	0	0	1	0	0	1	B	CCMB_ECOLI																										
P0ABM1	0	0	0	1	0	1	2	B	CCMC_ECOLI																										B
P0ABM5	0	0	0	1	0	1	2	B	CCMD_ECOLI																										B
P0ABN1	0	0	0	1	1	1	3	B	KDGL_ECOLI											0.18	 	0.07	0.07	 	  	0.26	 	0.26	0.26						B
P0ABN5	0	1	0	1	1	1	4	B	DCUA_ECOLI					2.98	136.13					0.09	 	0.07	0.15	 	  	0.07	0.07	  	0.07						B
P0ABN9	0	0	0	1	0	0	1	B	DCUB_ECOLI																										
P0ABP3	0	0	0	1	0	0	1	B	DCUC_ECOLI																										
P0ABP6	0	0	0	1	0	1	2	B	DEDA_ECOLI																										B
P0ABW5	0	0	0	1	0	0	1	G	SFMA_ECOLI																										
P0ABX8	0	0	0	1	0	0	1	F1	FLIL_ECOLI																										
P0ABZ1	0	0	0	1	0	0	1	F1	FLIG_ECOLI																										
P0ABZ6	1	1	1	1	1	1	6	G	SURA_ECOLI	1.53	3.28E+01	2.20E+03	0.48	2.43	112	0.0028319	283.19	590.32	7830.56	0.67	0.52	0.75	0.75												G
P0AC05	0	0	0	1	0	0	1	B	FLIP_ECOLI																										
P0AC07	0	0	0	1	0	0	1	B	FLIQ_ECOLI																										
P0AC47	0	1	0	1	0	1	3	F1	FRDB_ECOLI					4.88	220				1853.76																F1
P0AC78	0	0	0	1	0	1	2	B	WECA_ECOLI																										B
P0AC94	0	0	0	1	0	0	1	B	GNTP_ECOLI																										
P0AC96	0	0	0	1	0	0	1	B	GNTU_ECOLI																										
P0ACA1	1	0	0	1	0	0	2	B	YIBF_ECOLI	0.33	1.15E+00	3.15E+02																							
P0ACD8	0	0	0	1	0	1	2	F1	MBHL_ECOLI																										F1
P0ACS7	0	0	0	1	0	1	2	B	RPIR_ECOLI																										B
P0ACU0	0	0	0	1	0	1	2	B	YBIH_ECOLI																										B
P0ACV4	0	0	0	1	0	1	2	B	YCIS_ECOLI																										B
P0ACW2	0	0	0	0	0	0	0	I	YDBJ_ECOLI																										
P0ACW4	0	0	0	1	0	0	1	G	YDCA_ECOLI																										
P0ACY6	0	0	0	1	0	0	1	B	YEAL_ECOLI																										
P0AD42	0	0	0	0	0	1	1	B	YFHB_ECOLI																										B
P0AD44	0	0	0	1	0	1	2	I	YFHG_ECOLI																										I
P0AD47	0	0	0	1	0	0	1	B	YPHA_ECOLI																										
P0ADA1	1	0	0	1	0	1	3	G	TESA_ECOLI	0.17	4.68E-01	1.86E+02	0.27																						G
P0ADA3	1	1	0	1	1	1	5	I	NLPD_ECOLI	0.56	2.59E+00	5.04E+02	0.33	1.45	67.71					0.27	 	  	0.04	 	  	0.27	 	0.49	 	0.17	  	0.37			I
P0ADA7	0	0	0	1	0	0	1	I	OSMB_ECOLI																										
P0ADB7	0	0	0	0	1	1	2	I	ECNB_ECOLI											0.53	0.22	0.5	0.22	 	0.75	 	0.75	  	0.75						I
P0ADC1	0	1	0	1	1	1	4	I	LPTE_ECOLI					2.16	99.64					0.63	0.34	1.39	  	0.16	0.08	0.35	1.07	0.16	0.55	0.16	1.77	0.55	0.34	1.39	I
P0ADC3	0	0	0	1	1	1	3	B	LOLC_ECOLI											0.22	 	0.33	0.1												B
P0ADG7	1	1	0	1	1	1	5	B	IMDH_ECOLI	2.53	3.37E+02	8.52E+03		13.87	604.57			5210.17	3100.26	0.06	  	0.06	  	 	0.06	 									B
P0ADI9	0	0	0	1	0	0	1	B	YHHN_ECOLI																										
P0ADJ5	0	0	0	1	0	0	1	B	YHJT_ECOLI																										
P0ADJ8	0	0	0	1	0	0	1	B	YIAA_ECOLI																										
P0ADK4	0	0	0	1	0	0	1	B	YIAW_ECOLI																										
P0ADL6	0	0	0	1	0	0	1	B	YIDG_ECOLI																										
P0ADM0	0	0	1	1	0	0	2	B	YIDH_ECOLI							0.000559	55.9																		
P0ADM6	0	0	0	1	0	0	1	I	YIDX_ECOLI																										
P0ADN6	0	1	0	1	0	1	3	I	YIFL_ECOLI					9	398																				I
P0ADP5	0	0	0	1	0	0	1	B	YIGM_ECOLI																										
P0ADQ2	0	0	1	1	1	1	4	B	YIID_ECOLI							0.0085761	857.61			0.09	 	0.09	 	 	  	0.09									B
P0ADQ7	0	1	0	1	0	1	3	B	YGAM_ECOLI					1.37	64.08																				B
P0ADT8	1	1	0	1	1	1	5	B	YGIM_ECOLI	0.25	7.78E-01	2.50E+02	0.36	1.03	49			900.36		0.92	0.64	1.19	1.7	 	  	0.15									B
P0ADW3	0	1	0	1	1	1	4	B	YHCB_ECOLI					12.34	540					0.88	  	0.23	  	 	0.09	0.19	1.27	1.78	1.78	0.51	0.85	0.85	0.51	1.27	B
P0ADX7	0	0	0	1	0	1	2	G	YHHA_ECOLI																										G
P0AE06	1	1	0	1	1	1	5	E	ACRA_ECOLI	0.68	3.83E+00	6.32E+02	0.42	3.81	172.75					0.46	0.25	0.83	0.83	 	  	0.05	0.08	0.35	0.25	0.16	1.13	0.25	0.46	  	E
P0AE16	0	0	0	1	0	0	1	B	AMPG_ECOLI																										
P0AE22	0	1	0	1	0	1	3	G	APHA_ECOLI					0.67	32.03																				G
P0AE24	1	0	0	1	0	0	2	B	ARAE_ECOLI	0.83	5.81E+00	8.05E+02	0.34																						
P0AE26	0	0	0	1	0	1	2	B	ARAH_ECOLI																										B
P0AE30	0	0	0	1	0	1	2	B	ARTM_ECOLI																										B
P0AE42	0	0	0	1	0	0	1	B	YQAE_ECOLI																										
P0AE85	0	0	0	1	0	1	2	F2	CPXP_ECOLI																										F2
P0AE88	1	1	1	1	0	1	5	F1	CPXR_ECOLI	0.71	4.18E+00	6.64E+02	0.35	7.11	316.29	0.013339	1333.9																		F1
P0AE98	0	0	0	1	0	0	1	G	CSGF_ECOLI																										
P0AEB0	0	0	0	1	0	0	1	B	CYSW_ECOLI																										
P0AEC5	0	0	1	1	1	1	4	B	BARA_ECOLI							0.00087491	87.491			0.03	 	  	0.03												B
P0AEE3	0	1	0	1	0	1	3	B	DEGS_ECOLI					0.43	20.84																				B
P0AEG1	0	0	0	1	0	1	2	B	DPPC_ECOLI																										B
P0AEH5	1	1	1	1	0	1	5	B	ELAB_ECOLI	0.5	2.16E+00	4.53E+02		0.78	37.12	0.36578	36578																		B
P0AEH8	0	0	0	1	0	0	1	B	YJIG_ECOLI																										
P0AEM9	1	1	1	1	0	1	5	G	FLIY_ECOLI	0.94	7.80E+00	9.55E+02	0.43	0.35	17.07	0.0020484	204.84	2775.01	6871.71																G
P0AEN4	0	0	0	1	0	1	2	B	FTSL_ECOLI																										B
P0AEP1	0	0	0	1	1	1	3	B	GALP_ECOLI											0.79	0.37	1.2	 												B
P0AEQ6	0	1	0	1	0	1	3	B	GLNP_ECOLI					0.58	27.85																				B
P0AER8	0	0	0	1	0	1	2	B	GLTS_ECOLI																										B
P0AET5	0	0	0	1	0	0	1	B	HDED_ECOLI																										
P0AEU3	0	0	0	1	0	1	2	B	HISM_ECOLI																										B
