Join Name	CommonCore	K12	No files found in	CommonCore Duplicates	K12 Duplicates
P39160	1	1	2	1	1	EG20248
P45563	1	1	2	1	1	EG20250
P37387	1	1	2	1	1	EG20252
P0ACI3	1	1	2	1	1	EG20253
Q47622	1	1	2	1	1	EG20254
P0AGH3	1	1	2	1	1	EG20255
P0AGH5	1	1	2	1	1	EG20256
P0A6S3	1	1	2	1	1	EG20265
P52612	1	1	2	1	1	EG20266
P77569	1	1	2	1	1	EG20276
P0AG48	1	1	2	1	1	EG50001
P0A7L8	1	1	2	1	1	EG50002
P0A6A8	1	1	2	1	1	EG50003
P0AEJ6	1	1	2	1	1	EG50006
P25437	1	1	2	1	1	EG50010
P0AC13	1	1	2	1	1	EG50011
P0CG19		1	1		1	P0CG19
P0ADQ5		1	1		1	P0ADQ5
P0AGC7		1	1		1	P0AGC7
P42626		1	1		1	P42626
P39221		1	1		1	P39221
P52048		1	1		1	P52048
P21420		1	1		1	P21420
P32051		1	1		1	P32051
P33345		1	1		1	P33345
P33924		1	1		1	P33924
P37003		1	1		1	P37003
P39309		1	1		1	P39309
P39347		1	1		1	P39347
P39349		1	1		1	P39349
P39391		1	1		1	P39391
P39393		1	1		1	P39393
P39874		1	1		1	P39874
P45766		1	1		1	P45766
P64526		1	1		1	P64526
P75901		1	1		1	P75901
P75978		1	1		1	P75978
P76066		1	1		1	P76066
P76119		1	1		1	P76119
P76205		1	1		1	P76205
P77184		1	1		1	P77184
P77199		1	1		1	P77199
Q46786		1	1		1	Q46786
Q46791		1	1		1	Q46791
Q46833		1	1		1	Q46833
Q46840		1	1		1	Q46840
A5A625		1	1		1	A5A625
P0AD35		1	1		1	P0AD35
P0CD93		1	1		1	P0CD93
P24211		1	1		1	P24211
P28369		1	1		1	P28369
P30192		1	1		1	P30192
P31061		1	1		1	P31061
P31450		1	1		1	P31450
P31452		1	1		1	P31452
P32109		1	1		1	P32109
P32690		1	1		1	P32690
P33227		1	1		1	P33227
P33353		1	1		1	P33353
P33669		1	1		1	P33669
P36943		1	1		1	P36943
P37635		1	1		1	P37635
P37655		1	1		1	P37655
P39220		1	1		1	P39220
P39354		1	1		1	P39354
P39355		1	1		1	P39355
P39369		1	1		1	P39369
P39387		1	1		1	P39387
P39901		1	1		1	P39901
P42906		1	1		1	P42906
P45421		1	1		1	P45421
P45505		1	1		1	P45505
P46856		1	1		1	P46856
P0CF86		1	1		1	P0CF86
P52137		1	1		1	P52137
P56259		1	1		1	P56259
P58095		1	1		1	P58095
P64562		1	1		1	P64562
P75675		1	1		1	P75675
P75681		1	1		1	P75681
P75684		1	1		1	P75684
P75697		1	1		1	P75697
P75704		1	1		1	P75704
P75717		1	1		1	P75717
P75718		1	1		1	P75718
Q7DFV4		1	1		1	Q7DFV4
P75980		1	1		1	P75980
P75981		1	1		1	P75981
P76000		1	1		1	P76000
P76069		1	1		1	P76069
P76137		1	1		1	P76137
P76138		1	1		1	P76138
P76164		1	1		1	P76164
P76165		1	1		1	P76165
P76321		1	1		1	P76321
P76323		1	1		1	P76323
P76335		1	1		1	P76335
P76349		1	1		1	P76349
P76356		1	1		1	P76356
P76359		1	1		1	P76359
P76508		1	1		1	P76508
P76509		1	1		1	P76509
P76611		1	1		1	P76611
P76616		1	1		1	P76616
P76628		1	1		1	P76628
P76692		1	1		1	P76692
P77087		1	1		1	P77087
P77169		1	1		1	P77169
P77228		1	1		1	P77228
P77326		1	1		1	P77326
P77354		1	1		1	P77354
P77460		1	1		1	P77460
P77481		1	1		1	P77481
P77528		1	1		1	P77528
P77551		1	1		1	P77551
P77601		1	1		1	P77601
P77688		1	1		1	P77688
P77699		1	1		1	P77699
P77759		1	1		1	P77759
P77779		1	1		1	P77779
Q2EEP9		1	1		1	Q2EEP9
Q2EER5		1	1		1	Q2EER5
Q2EES3		1	1		1	Q2EES3
Q2EET0		1	1		1	Q2EET0
Q46790		1	1		1	Q46790
Q46793		1	1		1	Q46793
Q46795		1	1		1	Q46795
Q46797		1	1		1	Q46797
Q47153		1	1		1	Q47153
Q47154		1	1		1	Q47154
Q47688		1	1		1	Q47688
Q47719		1	1		1	Q47719
Q79E92		1	1		1	Q79E92
Q7DFU6		1	1		1	Q7DFU6
P75680		1	1		1	P75680
Q47718		1	1		1	Q47718
P28697		1	1		1	P28697
P0CF60		1	1		1	P0CF60
P0ADF0		1	1		1	P0ADF0
P0ADF3		1	1		1	P0ADF3
P13960		1	1		1	P13960
A5A627		1	1		1	A5A627
P75971		1	1		1	P75971
P11291		1	1		1	P11291
Q2EEQ3		1	1		1	Q2EEQ3
Q2EEQ8		1	1		1	Q2EEQ8
Q79CP2		1	1		1	Q79CP2
Q9Z3A0		1	1		1	Q9Z3A0
P46879		1	1		1	P46879
P36930		1	1		1	P36930
P37008		1	1		1	P37008
P28916		1	1		1	P28916
P37309		1	1		1	P37309
P69789		1	1		1	P69789
P76362		1	1		1	P76362
Q46911		1	1		1	Q46911
P27840		1	1		1	P27840
P45541		1	1		1	P45541
P64570		1	1		1	P64570
P76612		1	1		1	P76612
Q9JMS2		1	1		1	Q9JMS2
Q9JMT2		1	1		1	Q9JMT2
P05052		1	1		1	P05052
P06960		1	1		1	P06960
P06966		1	1		1	P06966
P09557		1	1		1	P09557
P06965		1	1		1	P06965
P24218		1	1		1	P24218
P11072		1	1		1	P11072
P24200		1	1		1	P24200
P23895		1	1		1	P23895
P09169		1	1		1	P09169
P03014		1	1		1	P03014
P15033		1	1		1	P15033
P15032		1	1		1	P15032
P0C079		1	1		1	P0C079
P23849		1	1		1	P23849
P09153		1	1		1	P09153
P07010		1	1		1	P07010
P0ACG6		1	1		1	P0ACG6
P0C077		1	1		1	P0C077
P0ACW8		1	1		1	P0ACW8
P29009		1	1		1	P29009
P21418		1	1		1	P21418
P29010		1	1		1	P29010
P31062		1	1		1	P31062
P32053		1	1		1	P32053
P33228		1	1		1	P33228
P33229		1	1		1	P33229
P33230		1	1		1	P33230
P33997		1	1		1	P33997
P38392		1	1		1	P38392
P38393		1	1		1	P38393
P38394		1	1		1	P38394
P0ACW0		1	1		1	P0ACW0
P76061		1	1		1	P76061
P36995		1	1		1	P36995
P0A976		1	1		1	P0A976
P37007		1	1		1	P37007
P37009		1	1		1	P37009
P75969		1	1		1	P75969
P37326		1	1		1	P37326
P37057		1	1		1	P37057
P39180		1	1		1	P39180
P45581		1	1		1	P45581
P76510		1	1		1	P76510
P52123		1	1		1	P52123
P52124		1	1		1	P52124
P52125		1	1		1	P52125
P52126		1	1		1	P52126
P52127		1	1		1	P52127
P52128		1	1		1	P52128
P52129		1	1		1	P52129
P52130		1	1		1	P52130
P52131		1	1		1	P52131
P52132		1	1		1	P52132
P52133		1	1		1	P52133
O52982		1	1		1	O52982
P52135		1	1		1	P52135
P52138		1	1		1	P52138
P52139		1	1		1	P52139
P52140		1	1		1	P52140
P52141		1	1		1	P52141
Q47684		1	1		1	Q47684
P75676		1	1		1	P75676
P77365		1	1		1	P77365
P77206		1	1		1	P77206
P75678		1	1		1	P75678
Q57083		1	1		1	Q57083
Q47689		1	1		1	Q47689
Q47690		1	1		1	Q47690
P75682		1	1		1	P75682
P77596		1	1		1	P77596
P75683		1	1		1	P75683
P77713		1	1		1	P77713
P77300		1	1		1	P77300
P76056		1	1		1	P76056
P76057		1	1		1	P76057
P76062		1	1		1	P76062
P76063		1	1		1	P76063
P76064		1	1		1	P76064
P76065		1	1		1	P76065
P77546		1	1		1	P77546
P76072		1	1		1	P76072
P77163		1	1		1	P77163
P0ADI0		1	1		1	P0ADI0
P76073		1	1		1	P76073
P76361		1	1		1	P76361
P64521		1	1		1	P64521
P76364		1	1		1	P76364
P64524		1	1		1	P64524
P77609		1	1		1	P77609
P75967		1	1		1	P75967
P75968		1	1		1	P75968
P77162		1	1		1	P77162
P77657		1	1		1	P77657
P77607		1	1		1	P77607
P71296		1	1		1	P71296
P71297		1	1		1	P71297
P71298		1	1		1	P71298
P77698		1	1		1	P77698
P77368		1	1		1	P77368
P77634		1	1		1	P77634
Q47269		1	1		1	Q47269
P68661		1	1		1	P68661
Q47274		1	1		1	Q47274
P0A9R2		1	1		1	P0A9R2
P78285		1	1		1	P78285
P75719		1	1		1	P75719
P77330		1	1		1	P77330
P77598		1	1		1	P77598
P64435		1	1		1	P64435
P76154		1	1		1	P76154
P77170		1	1		1	P77170
P76155		1	1		1	P76155
P77515		1	1		1	P77515
P76156		1	1		1	P76156
P76158		1	1		1	P76158
P76159		1	1		1	P76159
P76160		1	1		1	P76160
P77237		1	1		1	P77237
P76161		1	1		1	P76161
P76162		1	1		1	P76162
P76163		1	1		1	P76163
P77695		1	1		1	P77695
P0A986		1	1		1	P0A986
P77682		1	1		1	P77682
P77293		1	1		1	P77293
P76507		1	1		1	P76507
P77656		1	1		1	P77656
P76512		1	1		1	P76512
P76513		1	1		1	P76513
P76514		1	1		1	P76514
P76515		1	1		1	P76515
P76516		1	1		1	P76516
P76542		1	1		1	P76542
P76543		1	1		1	P76543
P76544		1	1		1	P76544
P76545		1	1		1	P76545
P76546		1	1		1	P76546
P76547		1	1		1	P76547
P76548		1	1		1	P76548
P76549		1	1		1	P76549
P76550		1	1		1	P76550
P75970		1	1		1	P75970
P75972		1	1		1	P75972
P75973		1	1		1	P75973
P75974		1	1		1	P75974
P75976		1	1		1	P75976
P75977		1	1		1	P75977
P75982		1	1		1	P75982
P75677		1	1		1	P75677
Q46953		1	1		1	Q46953
Q47270		1	1		1	Q47270
P76068		1	1		1	P76068
P58033		1	1		1	P58033
Q47685		1	1		1	Q47685
Q9XB42		1	1		1	Q9XB42
P77692		1	1		1	P77692
P75979		1	1		1	P75979
P09154		1	1		1	P09154
Q47272		1	1		1	Q47272
Q47268		1	1		1	Q47268
P52134		1	1		1	P52134
P58041		1	1		1	P58041
P58042		1	1		1	P58042
P76157		1	1		1	P76157
Q2EES9		1	1		1	Q2EES9
P75975		1	1		1	P75975
Q2EES0		1	1		1	Q2EES0
P0AG74		1	1		1	P0AG74
P0CE57		1	1		1	P0CE57
P0CE58		1	1		1	P0CE58
P0CF40		1	1		1	P0CF40
P0CF41		1	1		1	P0CF41
P0CF42		1	1		1	P0CF42
P0CF43		1	1		1	P0CF43
P0CF44		1	1		1	P0CF44
P0CF45		1	1		1	P0CF45
P0CF46		1	1		1	P0CF46
P0CF53		1	1		1	P0CF53
P0CF54		1	1		1	P0CF54
P0CF55		1	1		1	P0CF55
P0CF56		1	1		1	P0CF56
P0CF57		1	1		1	P0CF57
P0CF58		1	1		1	P0CF58
P0CF59		1	1		1	P0CF59
P0CF66		1	1		1	P0CF66
P0CF67		1	1		1	P0CF67
P0CF68		1	1		1	P0CF68
P0CF69		1	1		1	P0CF69
P0CF70		1	1		1	P0CF70
P0CF71		1	1		1	P0CF71
P0CF72		1	1		1	P0CF72
P0CF79		1	1		1	P0CF79
P0CF80		1	1		1	P0CF80
P0CF81		1	1		1	P0CF81
P0CF82		1	1		1	P0CF82
P0CF83		1	1		1	P0CF83
P0CF84		1	1		1	P0CF84
Q9JMT3		1	1		1	Q9JMT3
P03835		1	1		1	P03835
P0CE49		1	1		1	P0CE49
P0CE50		1	1		1	P0CE50
P0CE51		1	1		1	P0CE51
P0CE52		1	1		1	P0CE52
P76071		1	1		1	P76071
P0CE53		1	1		1	P0CE53
P0CE54		1	1		1	P0CE54
P0CE55		1	1		1	P0CE55
P0CE56		1	1		1	P0CE56
P0CF88		1	1		1	P0CF88
P0CF89		1	1		1	P0CF89
P0CF90		1	1		1	P0CF90
P19769		1	1		1	P19769
P0CF91		1	1		1	P0CF91
P0CF92		1	1		1	P0CF92
P0CF93		1	1		1	P0CF93
P75679		1	1		1	P75679
P39212		1	1		1	P39212
P0CF07		1	1		1	P0CF07
P0CF08		1	1		1	P0CF08
P0CF09		1	1		1	P0CF09
P0CF10		1	1		1	P0CF10
P0CF11		1	1		1	P0CF11
P0CF12		1	1		1	P0CF12
P19767		1	1		1	P19767
P0CF25		1	1		1	P0CF25
P0CF26		1	1		1	P0CF26
P0CF27		1	1		1	P0CF27
P57998		1	1		1	P57998
P0CF28		1	1		1	P0CF28
P0CF29		1	1		1	P0CF29
P19768		1	1		1	P19768
Q00037		1	1		1	Q00037
P31665		1	1		1	P31665
P75741		1	1		1	P75741
P28917		1	1		1	P28917
P37014		1	1		1	P37014
P77768		1	1		1	P77768
P31667		1	1		1	P31667
P28912		1	1		1	P28912
P76168		1	1		1	P76168
P16917		1	1		1	P16917
P16918		1	1		1	P16918
P16916		1	1		1	P16916
P16919		1	1		1	P16919
P0ADH5		1	1		1	P0ADH5
P52627		1	1		1	P52627
P0A8A2		1	1		1	P0A8A2
P18032		1	1		1	P18032
P62552		1	1		1	P62552
P62554		1	1		1	P62554
P13959		1	1		1	P13959
P22707		1	1		1	P22707
P62670		1	1		1	P62670
P11519		1	1		1	P11519
P56979		1	1		1	P56979
P34210		1	1		1	P34210
P96329		1	1		1	P96329
P10030		1	1		1	P10030
P04737		1	1		1	P04737
P18148		1	1		1	P18148
P10031		1	1		1	P10031
P06615		1	1		1	P06615
Q57154		1	1		1	Q57154
P03856		1	1		1	P03856
P56980		1	1		1	P56980
P62556		1	1		1	P62556
P62558		1	1		1	P62558
P13970		1	1		1	P13970
P18310		1	1		1	P18310
Q00042		1	1		1	Q00042
P03012		1	1		1	P03012
P41067		1	1		1	P41067
P18004		1	1		1	P18004
P09130		1	1		1	P09130
P08322		1	1		1	P08322
P14497		1	1		1	P14497
P33790		1	1		1	P33790
P15069		1	1		1	P15069
P14565		1	1		1	P14565
P06626		1	1		1	P06626
P41066		1	1		1	P41066
P08321		1	1		1	P08321
P10026		1	1		1	P10026
P24082		1	1		1	P24082
P41068		1	1		1	P41068
P18033		1	1		1	P18033
P41065		1	1		1	P41065
P09129		1	1		1	P09129
P13979		1	1		1	P13979
P18471		1	1		1	P18471
P41069		1	1		1	P41069
P18472		1	1		1	P18472
P22709		1	1		1	P22709
P06627		1	1		1	P06627
P18034		1	1		1	P18034
P18035		1	1		1	P18035
P18473		1	1		1	P18473
P41070		1	1		1	P41070
Q05807		1	1		1	Q05807
P15068		1	1		1	P15068
P41072		1	1		1	P41072
P19381		1	1		1	P19381
P18006		1	1		1	P18006
P18353		1	1		1	P18353
P47737		1	1		1	P47737
Q9JMT9		1	1		1	Q9JMT9
Q9JMT8		1	1		1	Q9JMT8
Q9JMT7		1	1		1	Q9JMT7
Q9JMT6		1	1		1	Q9JMT6
Q9JMT5		1	1		1	Q9JMT5
Q9JMT4		1	1		1	Q9JMT4
Q9JMT1		1	1		1	Q9JMT1
Q9JMS9		1	1		1	Q9JMS9
Q9JMS8		1	1		1	Q9JMS8
Q9JMS7		1	1		1	Q9JMS7
Q9JMS6		1	1		1	Q9JMS6
Q9JMS5		1	1		1	Q9JMS5
Q9JMS4		1	1		1	Q9JMS4
Q9JMS3		1	1		1	Q9JMS3
P34211		1	1		1	P34211
Q9JMS1		1	1		1	Q9JMS1
Q9JMS0		1	1		1	Q9JMS0
Q9JMR9		1	1		1	Q9JMR9
Q9JMR8		1	1		1	Q9JMR8
Q9JMR7		1	1		1	Q9JMR7
Q9JMR6		1	1		1	Q9JMR6
P08868		1	1		1	P08868
Q9S4X5		1	1		1	Q9S4X5
Q9S4X4		1	1		1	Q9S4X4
Q9S4X3		1	1		1	Q9S4X3
Q9S4X2		1	1		1	Q9S4X2
Q9S4X1		1	1		1	Q9S4X1
Q9S4X0		1	1		1	Q9S4X0
Q9S4W9		1	1		1	Q9S4W9
Q9JMR5		1	1		1	Q9JMR5
Q9S4W7		1	1		1	Q9S4W7
P0C243		1	1		1	P0C243
Q9JMR4		1	1		1	Q9JMR4
Q9JMR3		1	1		1	Q9JMR3
Q9S4W2		1	1		1	Q9S4W2
Q9JMR2		1	1		1	Q9JMR2
Q02885		1	1		1	Q02885
P18005		1	1		1	P18005
A5A607		1	1		1	A5A607
A5A614		1	1		1	A5A614
A5A616		1	1		1	A5A616
A5A619		1	1		1	A5A619
A5A628		1	1		1	A5A628
A5A630		1	1		1	A5A630
A8DYQ1		1	1		1	A8DYQ1
C1P5Z7		1	1		1	C1P5Z7
C1P5Z8		1	1		1	C1P5Z8
C1P5Z9		1	1		1	C1P5Z9
C1P612		1	1		1	C1P612
C1P614		1	1		1	C1P614
C1P620		1	1		1	C1P620
O32528		1	1		1	O32528
O32583		1	1		1	O32583
P00350		1	1		1	P00350
P00448		1	1		1	P00448
P00547		1	1		1	P00547
P00550		1	1		1	P00550
P00561		1	1		1	P00561
P00562		1	1		1	P00562
P00634		1	1		1	P00634
P00722		1	1		1	P00722
P00816		1	1		1	P00816
P00892		1	1		1	P00892
P00904		1	1		1	P00904
P00909		1	1		1	P00909
P00934		1	1		1	P00934
P00936		1	1		1	P00936
P00946		1	1		1	P00946
P00954		1	1		1	P00954
P00963		1	1		1	P00963
P02916		1	1		1	P02916
P02920		1	1		1	P02920
P02921		1	1		1	P02921
P02931		1	1		1	P02931
P02932		1	1		1	P02932
P02943		1	1		1	P02943
P03825		1	1		1	P03825
P03841		1	1		1	P03841
P04128		1	1		1	P04128
P04335		1	1		1	P04335
P04949		1	1		1	P04949
P04995		1	1		1	P04995
P05194		1	1		1	P05194
P05458		1	1		1	P05458
P05459		1	1		1	P05459
P05706		1	1		1	P05706
P05707		1	1		1	P05707
P05793		1	1		1	P05793
P05804		1	1		1	P05804
P05827		1	1		1	P05827
P06136		1	1		1	P06136
P06282		1	1		1	P06282
P06715		1	1		1	P06715
P06720		1	1		1	P06720
P06722		1	1		1	P06722
P06846		1	1		1	P06846
P06864		1	1		1	P06864
P06986		1	1		1	P06986
P07000		1	1		1	P07000
P07013		1	1		1	P07013
P07023		1	1		1	P07023
P07102		1	1		1	P07102
P07464		1	1		1	P07464
P07658		1	1		1	P07658
P08142		1	1		1	P08142
P08189		1	1		1	P08189
P08190		1	1		1	P08190
P08191		1	1		1	P08191
P08202		1	1		1	P08202
P08203		1	1		1	P08203
P08204		1	1		1	P08204
P08370		1	1		1	P08370
P08371		1	1		1	P08371
P08372		1	1		1	P08372
P08660		1	1		1	P08660
P08722		1	1		1	P08722
P08839		1	1		1	P08839
P08956		1	1		1	P08956
P08957		1	1		1	P08957
P09127		1	1		1	P09127
P09155		1	1		1	P09155
P09163		1	1		1	P09163
P09373		1	1		1	P09373
P09377		1	1		1	P09377
P09378		1	1		1	P09378
P09391		1	1		1	P09391
P09394		1	1		1	P09394
P09424		1	1		1	P09424
P09836		1	1		1	P09836
P09996		1	1		1	P09996
P0A6C1		1	1		1	P0A6C1
P0A6D0		1	1		1	P0A6D0
P0A6D5		1	1		1	P0A6D5
P0A6E1		1	1		1	P0A6E1
P0A6G5		1	1		1	P0A6G5
P0A6I3		1	1		1	P0A6I3
P0A6J1		1	1		1	P0A6J1
P0A6J3		1	1		1	P0A6J3
P0A6L4		1	1		1	P0A6L4
P0A6L7		1	1		1	P0A6L7
P0A6L9		1	1		1	P0A6L9
P0A6M2		1	1		1	P0A6M2
P0A6Q3		1	1		1	P0A6Q3
P0A6S0		1	1		1	P0A6S0
P0A6S5		1	1		1	P0A6S5
P0A6S7		1	1		1	P0A6S7
P0A6T5		1	1		1	P0A6T5
P0A6Z6		1	1		1	P0A6Z6
P0A710		1	1		1	P0A710
P0A712		1	1		1	P0A712
P0A759		1	1		1	P0A759
P0A761		1	1		1	P0A761
P0A772		1	1		1	P0A772
P0A796		1	1		1	P0A796
P0A7A7		1	1		1	P0A7A7
P0A7B1		1	1		1	P0A7B1
P0A7C6		1	1		1	P0A7C6
P0A7C8		1	1		1	P0A7C8
P0A7F3		1	1		1	P0A7F3
P0A7F6		1	1		1	P0A7F6
P0A7H0		1	1		1	P0A7H0
P0A800		1	1		1	P0A800
P0A823		1	1		1	P0A823
P0A828		1	1		1	P0A828
P0A843		1	1		1	P0A843
P0A853		1	1		1	P0A853
P0A877		1	1		1	P0A877
P0A881		1	1		1	P0A881
P0A8B2		1	1		1	P0A8B2
P0A8C4		1	1		1	P0A8C4
P0A8C8		1	1		1	P0A8C8
P0A8D9		1	1		1	P0A8D9
P0A8E1		1	1		1	P0A8E1
P0A8E5		1	1		1	P0A8E5
P0A8G3		1	1		1	P0A8G3
P0A8H6		1	1		1	P0A8H6
P0A8J2		1	1		1	P0A8J2
P0A8J4		1	1		1	P0A8J4
P0A8K5		1	1		1	P0A8K5
P0A8L5		1	1		1	P0A8L5
P0A8L7		1	1		1	P0A8L7
P0A8M6		1	1		1	P0A8M6
P0A8N0		1	1		1	P0A8N0
P0A8P3		1	1		1	P0A8P3
P0A8Q0		1	1		1	P0A8Q0
P0A8Q3		1	1		1	P0A8Q3
P0A8R4		1	1		1	P0A8R4
P0A8R7		1	1		1	P0A8R7
P0A8S5		1	1		1	P0A8S5
P0A8S9		1	1		1	P0A8S9
P0A8U0		1	1		1	P0A8U0
P0A8U2		1	1		1	P0A8U2
P0A8U6		1	1		1	P0A8U6
P0A8V0		1	1		1	P0A8V0
P0A8W0		1	1		1	P0A8W0
P0A8W8		1	1		1	P0A8W8
P0A8X0		1	1		1	P0A8X0
P0A8X4		1	1		1	P0A8X4
P0A8Y1		1	1		1	P0A8Y1
P0A8Y3		1	1		1	P0A8Y3
P0A8Y5		1	1		1	P0A8Y5
P0A8Z7		1	1		1	P0A8Z7
P0A903		1	1		1	P0A903
P0A908		1	1		1	P0A908
P0A915		1	1		1	P0A915
P0A917		1	1		1	P0A917
P0A921		1	1		1	P0A921
P0A924		1	1		1	P0A924
P0A937		1	1		1	P0A937
P0A982		1	1		1	P0A982
P0A991		1	1		1	P0A991
P0A996		1	1		1	P0A996
P0A998		1	1		1	P0A998
P0A9A2		1	1		1	P0A9A2
P0A9C0		1	1		1	P0A9C0
P0A9C9		1	1		1	P0A9C9
P0A9E9		1	1		1	P0A9E9
P0A9F1		1	1		1	P0A9F1
P0A9H1		1	1		1	P0A9H1
P0A9H9		1	1		1	P0A9H9
P0A9I1		1	1		1	P0A9I1
P0A9I3		1	1		1	P0A9I3
P0A9I5		1	1		1	P0A9I5
P0A9L8		1	1		1	P0A9L8
P0A9M5		1	1		1	P0A9M5
P0A9S1		1	1		1	P0A9S1
P0A9S3		1	1		1	P0A9S3
P0A9T6		1	1		1	P0A9T6
P0A9U8		1	1		1	P0A9U8
P0A9V5		1	1		1	P0A9V5
P0A9V8		1	1		1	P0A9V8
P0A9W0		1	1		1	P0A9W0
P0A9W6		1	1		1	P0A9W6
P0AA31		1	1		1	P0AA31
P0AA49		1	1		1	P0AA49
P0AA84		1	1		1	P0AA84
P0AA91		1	1		1	P0AA91
P0AA95		1	1		1	P0AA95
P0AA99		1	1		1	P0AA99
P0AAA1		1	1		1	P0AAA1
P0AAA3		1	1		1	P0AAA3
P0AAA5		1	1		1	P0AAA5
P0AAA7		1	1		1	P0AAA7
P0AAA9		1	1		1	P0AAA9
P0AAB8		1	1		1	P0AAB8
P0AAC4		1	1		1	P0AAC4
P0AAD4		1	1		1	P0AAD4
P0AAF1		1	1		1	P0AAF1
P0AAG8		1	1		1	P0AAG8
P0AAJ1		1	1		1	P0AAJ1
P0AAK1		1	1		1	P0AAK1
P0AAK4		1	1		1	P0AAK4
P0AAL3		1	1		1	P0AAL3
P0AAL9		1	1		1	P0AAL9
P0AAM1		1	1		1	P0AAM1
P0AAN1		1	1		1	P0AAN1
P0AAN5		1	1		1	P0AAN5
P0AAN9		1	1		1	P0AAN9
P0AAP5		1	1		1	P0AAP5
P0AAP7		1	1		1	P0AAP7
P0AAQ0		1	1		1	P0AAQ0
P0AAQ2		1	1		1	P0AAQ2
P0AAQ6		1	1		1	P0AAQ6
P0AAR0		1	1		1	P0AAR0
P0AAS0		1	1		1	P0AAS0
P0AAS3		1	1		1	P0AAS3
P0AAS5		1	1		1	P0AAS5
P0AAT2		1	1		1	P0AAT2
P0AAT9		1	1		1	P0AAT9
P0AAU2		1	1		1	P0AAU2
P0AAU5		1	1		1	P0AAU5
P0AAU7		1	1		1	P0AAU7
P0AAV0		1	1		1	P0AAV0
P0AAV6		1	1		1	P0AAV6
P0AAW5		1	1		1	P0AAW5
P0AAX3		1	1		1	P0AAX3
P0AAX6		1	1		1	P0AAX6
P0AAY1		1	1		1	P0AAY1
P0AAY4		1	1		1	P0AAY4
P0AAY6		1	1		1	P0AAY6
P0AAZ0		1	1		1	P0AAZ0
P0AB03		1	1		1	P0AB03
P0AB06		1	1		1	P0AB06
P0AB10		1	1		1	P0AB10
P0AB12		1	1		1	P0AB12
P0AB14		1	1		1	P0AB14
P0AB20		1	1		1	P0AB20
P0AB24		1	1		1	P0AB24
P0AB26		1	1		1	P0AB26
P0AB28		1	1		1	P0AB28
P0AB31		1	1		1	P0AB31
P0AB33		1	1		1	P0AB33
P0AB35		1	1		1	P0AB35
P0AB38		1	1		1	P0AB38
P0AB40		1	1		1	P0AB40
P0AB43		1	1		1	P0AB43
P0AB46		1	1		1	P0AB46
P0AB49		1	1		1	P0AB49
P0AB52		1	1		1	P0AB52
P0AB61		1	1		1	P0AB61
P0AB71		1	1		1	P0AB71
P0AB74		1	1		1	P0AB74
P0ABC0		1	1		1	P0ABC0
P0ABF4		1	1		1	P0ABF4
P0ABF6		1	1		1	P0ABF6
P0ABH4		1	1		1	P0ABH4
P0ABK7		1	1		1	P0ABK7
P0ABK9		1	1		1	P0ABK9
P0ABL1		1	1		1	P0ABL1
P0ABL3		1	1		1	P0ABL3
P0ABM5		1	1		1	P0ABM5
P0ABN5		1	1		1	P0ABN5
P0ABN9		1	1		1	P0ABN9
P0ABP3		1	1		1	P0ABP3
P0ABQ2		1	1		1	P0ABQ2
P0ABR1		1	1		1	P0ABR1
P0ABR5		1	1		1	P0ABR5
P0ABR7		1	1		1	P0ABR7
P0ABR9		1	1		1	P0ABR9
P0ABS8		1	1		1	P0ABS8
P0ABT8		1	1		1	P0ABT8
P0ABU5		1	1		1	P0ABU5
P0ABW0		1	1		1	P0ABW0
P0ABW5		1	1		1	P0ABW5
P0ABX8		1	1		1	P0ABX8
P0ABY2		1	1		1	P0ABY2
P0ABY4		1	1		1	P0ABY4
P0ABY7		1	1		1	P0ABY7
P0AC00		1	1		1	P0AC00
P0AC26		1	1		1	P0AC26
P0AC33		1	1		1	P0AC33
P0AC44		1	1		1	P0AC44
P0AC59		1	1		1	P0AC59
P0AC65		1	1		1	P0AC65
P0AC73		1	1		1	P0AC73
P0AC92		1	1		1	P0AC92
P0AC96		1	1		1	P0AC96
P0AC98		1	1		1	P0AC98
P0ACB4		1	1		1	P0ACB4
P0ACB7		1	1		1	P0ACB7
P0ACD2		1	1		1	P0ACD2
P0ACD8		1	1		1	P0ACD8
P0ACE3		1	1		1	P0ACE3
P0ACF8		1	1		1	P0ACF8
P0ACG1		1	1		1	P0ACG1
P0ACH1		1	1		1	P0ACH1
P0ACH5		1	1		1	P0ACH5
P0ACI6		1	1		1	P0ACI6
P0ACK8		1	1		1	P0ACK8
P0ACL2		1	1		1	P0ACL2
P0ACL5		1	1		1	P0ACL5
P0ACL9		1	1		1	P0ACL9
P0ACM2		1	1		1	P0ACM2
P0ACN4		1	1		1	P0ACN4
P0ACR7		1	1		1	P0ACR7
P0ACR9		1	1		1	P0ACR9
P0ACS7		1	1		1	P0ACS7
P0ACT6		1	1		1	P0ACT6
P0ACU0		1	1		1	P0ACU0
P0ACV4		1	1		1	P0ACV4
P0ACV6		1	1		1	P0ACV6
P0ACV8		1	1		1	P0ACV8
P0ACW2		1	1		1	P0ACW2
P0ACW4		1	1		1	P0ACW4
P0ACW6		1	1		1	P0ACW6
P0ACX0		1	1		1	P0ACX0
P0ACX3		1	1		1	P0ACX3
P0ACX5		1	1		1	P0ACX5
P0ACX9		1	1		1	P0ACX9
P0ACY6		1	1		1	P0ACY6
