	ID interactor A	ID interactor B
YACL_ECOLI	P0A7R9	P0A8E5
YACL_ECOLI	P0AG59	P0A8E5
YACL_ECOLI	P68679	P0A8E5
YACL_ECOLI	P0AA43	P0A8E5
YACL_ECOLI	P77398	P0A8E5
YACL_ECOLI	P64588	P0A8E5
YACL_ECOLI	P0A8V2	P0A8E5
YACL_ECOLI	P0A8T7	P0A8E5
YACL_ECOLI	P0A800	P0A8E5
YAJQ_ECOLI	P36662	P0A8E7
UPP_ECOLI	P0A836	P0A8F0
UVRB_ECOLI	P0ACF8	P0A8F8
UVRB_ECOLI	P0ACF0	P0A8F8
UVRB_ECOLI	P68739	P0A8F8
UVRC_ECOLI	P0AC55	P0A8G0
UVRC_ECOLI	P0A7L3	P0A8G0
UVRC_ECOLI	P0AG48	P0A8G0
UVRC_ECOLI	P0A7M2	P0A8G0
UVRC_ECOLI	P0ADZ4	P0A8G0
UVRC_ECOLI	P0A7U3	P0A8G0
UVRC_ECOLI	P77172	P0A8G0
UVRC_ECOLI	P0AGK4	P0A8G0
UVRC_ECOLI	P07021	P0A8G0
UVRC_ECOLI	P60422	P0A8G0
UVRC_ECOLI	P0A7K6	P0A8G0
UVRC_ECOLI	P02358	P0A8G0
UVRC_ECOLI	P0AG59	P0A8G0
UVRC_ECOLI	P0A7U7	P0A8G0
EX7S_ECOLI	P22523	P0A8G9
EX7S_ECOLI	P76268	P0A8G9
EX7S_ECOLI	P39274	P0A8G9
YIHI_ECOLI	P0A8A8	P0A8H6
YIHI_ECOLI	P0AAS7	P0A8H6
YAAA_ECOLI	P0CE47	P0A8I3
TRMB_ECOLI	P02358	P0A8I5
TRMB_ECOLI	P62399	P0A8I5
TRMB_ECOLI	P00962	P0A8I5
TRMB_ECOLI	P0A9P6	P0A8I5
TRMB_ECOLI	P0AA10	P0A8I5
TRMB_ECOLI	P75864	P0A8I5
TRMB_ECOLI	P0A7V3	P0A8I5
TRMB_ECOLI	P0A7V8	P0A8I5
TRMB_ECOLI	P21507	P0A8I5
TRMB_ECOLI	P0AGJ5	P0A8I5
TRMB_ECOLI	P0AEM4	P0A8I5
TRMB_ECOLI	P32662	P0A8I5
DNAT_ECOLI	P05637	P0A8J2
DNAT_ECOLI	P42604	P0A8J2
YBED_ECOLI	P0CE47	P0A8J4
YBED_ECOLI	P0A9X4	P0A8J4
RHLB_ECOLI	P0A7K6	P0A8J8
RHLB_ECOLI	P69913	P0A8J8
RHLB_ECOLI	P0AA10	P0A8J8
RHLB_ECOLI	P02358	P0A8J8
RHLB_ECOLI	P0A7U3	P0A8J8
RHLB_ECOLI	P0A7U7	P0A8J8
RHLB_ECOLI	P0A8W8	P0A8J8
RHLB_ECOLI	P0A7R1	P0A8J8
RHLB_ECOLI	P0AG24	P0A8J8
RHLB_ECOLI	P0AAS7	P0A8J8
SYS_ECOLI	P0A8N5	P0A8L1
SYS_ECOLI	P0A7H0	P0A8L1
SYS_ECOLI	P37908	P0A8L1
SYS_ECOLI	P0AF82	P0A8L1
YCIU_ECOLI	P77454	P0A8L7
YCIU_ECOLI	P39831	P0A8L7
YCIU_ECOLI	P0AD03	P0A8L7
SYT_ECOLI	P0A884	P0A8M3
SYT_ECOLI	P0A7K6	P0A8M3
SYT_ECOLI	P0AG07	P0A8M3
SYT_ECOLI	P32701	P0A8M3
YEEX_ECOLI	P76316	P0A8M6
YEEX_ECOLI	P0A9M0	P0A8M6
YEEX_ECOLI	P23830	P0A8M6
YEEX_ECOLI	P67910	P0A8M6
YEEX_ECOLI	P21499	P0A8M6
YEEX_ECOLI	P60422	P0A8M6
YEEX_ECOLI	P0A7R1	P0A8M6
YEEX_ECOLI	P0AA10	P0A8M6
YEEX_ECOLI	P0AG44	P0A8M6
YEEX_ECOLI	P0A7V3	P0A8M6
YEEX_ECOLI	P0A7V8	P0A8M6
YEEX_ECOLI	P0AG59	P0A8M6
YEEX_ECOLI	P0A7T7	P0A8M6
YEEX_ECOLI	P75864	P0A8M6
YEEX_ECOLI	P37765	P0A8M6
YEEX_ECOLI	P00579	P0A8M6
YEEX_ECOLI	P37751	P0A8M6
YEEX_ECOLI	P75876	P0A8M6
YEEX_ECOLI	P0ABD5	P0A8M6
YEEX_ECOLI	P0AEU7	P0A8M6
YEEX_ECOLI	P43329	P0A8M6
YEEX_ECOLI	P21645	P0A8M6
YEEX_ECOLI	P00490	P0A8M6
YEEX_ECOLI	P0AFI7	P0A8M6
YEEX_ECOLI	P0ADY3	P0A8M6
YEEX_ECOLI	P0ADY7	P0A8M6
YEEX_ECOLI	P0C018	P0A8M6
YEEX_ECOLI	P0A7L3	P0A8M6
YEEX_ECOLI	P0AG48	P0A8M6
YEEX_ECOLI	P0A7M2	P0A8M6
YEEX_ECOLI	P0A7M6	P0A8M6
YEEX_ECOLI	P0A7W7	P0A8M6
YEEX_ECOLI	P0A7R5	P0A8M6
YEEX_ECOLI	P0A7U3	P0A8M6
YEEX_ECOLI	P0A7U7	P0A8M6
YEEX_ECOLI	P10408	P0A8M6
YEEX_ECOLI	P0A850	P0A8M6
YEEX_ECOLI	P31666	P0A8M6
YEEX_ECOLI	P0A8A8	P0A8M6
YEEX_ECOLI	P37634	P0A8M6
YEEX_ECOLI	P75838	P0A8M6
SYK1_ECOLI	P76524	P0A8N3
SYK1_ECOLI	P15877	P0A8N3
SYK1_ECOLI	P0A794	P0A8N3
SYK1_ECOLI	P27247	P0A8N3
SYK1_ECOLI	P37440	P0A8N3
SYK1_ECOLI	P77399	P0A8N3
SYK1_ECOLI	P0AFP2	P0A8N3
SYK1_ECOLI	P0A8R7	P0A8N3
SYK1_ECOLI	P11868	P0A8N3
SYK2_ECOLI	P32177	P0A8N5
SYK2_ECOLI	P0ABT2	P0A8N5
SYK2_ECOLI	P0A6P9	P0A8N5
SYK2_ECOLI	P0ABK5	P0A8N5
SYK2_ECOLI	P0AFB1	P0A8N5
SYK2_ECOLI	P68919	P0A8N5
SYK2_ECOLI	P77169	P0A8N5
SYK2_ECOLI	P0AD33	P0A8N5
SYK2_ECOLI	P37662	P0A8N5
SYK2_ECOLI	P0A9Q7	P0A8N5
SYK2_ECOLI	P69910	P0A8N5
SYK2_ECOLI	P0A799	P0A8N5
SYK2_ECOLI	P67910	P0A8N5
SYK2_ECOLI	P0A853	P0A8N5
SYK2_ECOLI	P68767	P0A8N5
SYK2_ECOLI	P0A8N3	P0A8N5
CLPS_ECOLI	P0ABH9	P0A8Q6
RRAA_ECOLI	P0AGJ5	P0A8R0
ICIA_ECOLI	P0A6F9	P0A8S1
FLHD_ECOLI	P0A8S9	P0A8S9
FLHD_ECOLI	P0ABY2	P0A8S9
FLHD_ECOLI	P0AGB6	P0A8S9
FLHD_ECOLI	P52647	P0A8S9
FLHD_ECOLI	P0AEM6	P0A8S9
PRMA_ECOLI	P36554	P0A8T1
PRMA_ECOLI	P60752	P0A8T1
PRMA_ECOLI	P33924	P0A8T1
PRMA_ECOLI	P69407	P0A8T1
RPOC_ECOLI	P0A8C4	P0A8T7
RPOC_ECOLI	P0ACF0	P0A8T7
RPOC_ECOLI	P0ADY7	P0A8T7
RPOC_ECOLI	P00490	P0A8T7
RPOC_ECOLI	P0A9B2	P0A8T7
RPOC_ECOLI	P76268	P0A8T7
RPOC_ECOLI	P0A8M6	P0A8T7
RPOC_ECOLI	P0AE60	P0A8T7
RPOC_ECOLI	P0A8V2	P0A8T7
RPOC_ECOLI	P0A7V8	P0A8T7
RPOC_ECOLI	P0A800	P0A8T7
YAFD_ECOLI	P0A6F9	P0A8U2
METJ_ECOLI	P0AFF6	P0A8U6
METJ_ECOLI	P0AE60	P0A8U6
RPOB_ECOLI	P38684	P0A8V2
RPOB_ECOLI	P10408	P0A8V2
RPOB_ECOLI	P0A7R5	P0A8V2
RPOB_ECOLI	P06612	P0A8V2
RPOB_ECOLI	P0A9B2	P0A8V2
RPOB_ECOLI	P02358	P0A8V2
RPOB_ECOLI	P0AG59	P0A8V2
RPOB_ECOLI	P0A7U7	P0A8V2
RPOB_ECOLI	P68679	P0A8V2
RPOB_ECOLI	P0A8M6	P0A8V2
RPOB_ECOLI	P76550	P0A8V2
RPOB_ECOLI	P0ADN2	P0A8V2
RPOB_ECOLI	P0AG30	P0A8V2
RPOB_ECOLI	P0AE60	P0A8V2
RPOB_ECOLI	P0AFF6	P0A8V2
RPOB_ECOLI	P0A7Z4	P0A8V2
RPOB_ECOLI	P0AFG0	P0A8V2
RPOB_ECOLI	P00579	P0A8V2
RPOB_ECOLI	P13445	P0A8V2
RPOB_ECOLI	P60240	P0A8V2
RPOB_ECOLI	A0R561	P0A8V2
YFBU_ECOLI	P0A7M2	P0A8W8
YFBU_ECOLI	P0A9P6	P0A8W8
YFBU_ECOLI	P0A9S3	P0A8W8
YFBU_ECOLI	P0A8R9	P0A8W8
YFBU_ECOLI	P0ACF0	P0A8W8
YFBU_ECOLI	P0AFI7	P0A8W8
YFBU_ECOLI	P21499	P0A8W8
YFBU_ECOLI	P0ADY7	P0A8W8
YFBU_ECOLI	P0A7M6	P0A8W8
YFBU_ECOLI	P0A7V3	P0A8W8
YFBU_ECOLI	P02358	P0A8W8
YFBU_ECOLI	P0AG59	P0A8W8
YFBU_ECOLI	P0A7U3	P0A8W8
YFBU_ECOLI	P0A7U7	P0A8W8
YFBU_ECOLI	P0A9K3	P0A8W8
YFBU_ECOLI	P0A8M6	P0A8W8
YFBU_ECOLI	P77808	P0A8W8
YFBU_ECOLI	P76491	P0A8W8
YFBU_ECOLI	P0AGJ5	P0A8W8
YFBU_ECOLI	P0ADK8	P0A8W8
YJGA_ECOLI	P77293	P0A8X0
YJGA_ECOLI	P0A9Y6	P0A8X0
YJGA_ECOLI	P0A7L0	P0A8X0
YJGA_ECOLI	P0A7K6	P0A8X0
YIHX_ECOLI	P39411	P0A8Y3
YIDA_ECOLI	P0CE47	P0A8Y5
YIDA_ECOLI	P25522	P0A8Y5
YIDA_ECOLI	P0A6F5	P0A8Y5
YCIA_ECOLI	P0A6I6	P0A8Z0
RIMI_ECOLI	P0A6M8	P0A944
RIMI_ECOLI	P0A6F3	P0A944
RIMI_ECOLI	P0A8N5	P0A944
RIMI_ECOLI	P0A7Z4	P0A944
RIMI_ECOLI	P0A850	P0A944
RIMI_ECOLI	P0A6P1	P0A944
RIMI_ECOLI	P0CE47	P0A944
RIMI_ECOLI	P12758	P0A944
RIMI_ECOLI	P68066	P0A944
ALKH_ECOLI	P0AEM0	P0A955
ALKH_ECOLI	P32053	P0A955
CHEW_ECOLI	P20083	P0A964
CHEW_ECOLI	P0A6S0	P0A964
CSPD_ECOLI	P0A972	P0A968
CSPD_ECOLI	P24177	P0A968
CSPD_ECOLI	P0A6J8	P0A968
CSPD_ECOLI	P0AEU7	P0A968
CSPD_ECOLI	P0AG59	P0A968
CSPD_ECOLI	P0A7S9	P0A968
CSPD_ECOLI	P75864	P0A968
CSPD_ECOLI	P0A9Y6	P0A968
CSPD_ECOLI	P0A7L0	P0A968
CSPD_ECOLI	P0A7R5	P0A968
CSPD_ECOLI	P0AG30	P0A968
CSPD_ECOLI	P37765	P0A968
CSPD_ECOLI	P0AG67	P0A968
CSPD_ECOLI	P0A7V3	P0A968
CSPE_ECOLI	P0AD01	P0A972
CSPE_ECOLI	P37765	P0A972
CSPE_ECOLI	P0A7L0	P0A972
CSPE_ECOLI	P60723	P0A972
CSPE_ECOLI	P0A6X3	P0A972
CSPE_ECOLI	P0ACF0	P0A972
CSPE_ECOLI	P45568	P0A972
CSPE_ECOLI	P46923	P0A972
CSPE_ECOLI	P37751	P0A972
CSPE_ECOLI	P0ABH9	P0A972
CSPE_ECOLI	P0A9P6	P0A972
CSPE_ECOLI	P43329	P0A972
CSPE_ECOLI	P21499	P0A972
CSPE_ECOLI	P60422	P0A972
CSPE_ECOLI	P0A7V8	P0A972
CSPE_ECOLI	P36995	P0A972
CSPG_ECOLI	P36995	P0A978
CSPG_ECOLI	P37751	P0A978
CSPI_ECOLI	P0A972	P0A986
DPO3B_ECOLI	P28630	P0A988
DPO3B_ECOLI	P0ADN2	P0A988
DPO3B_ECOLI	P39411	P0A988
DPO3B_ECOLI	P0AG84	P0A988
DPO3B_ECOLI	P0A8E7	P0A988
DPO3B_ECOLI	P0A9S5	P0A988
DPO3B_ECOLI	P0ABS1	P0A988
DPO3B_ECOLI	P76270	P0A988
DPO3B_ECOLI	P0A8N5	P0A988
DPO3B_ECOLI	P0AG07	P0A988
DPO3B_ECOLI	P27838	P0A988
DPO3B_ECOLI	P0AGE6	P0A988
DPO3B_ECOLI	P10443	P0A988
DPO3B_ECOLI	P0AFX0	P0A988
DPO3B_ECOLI	P0AEB7	P0A988
DPO3B_ECOLI	P0A763	P0A988
DPO3B_ECOLI	P0ACX3	P0A988
DPO3B_ECOLI	P69913	P0A988
DPO3B_ECOLI	P0A9L8	P0A988
DPO3B_ECOLI	P0ABH7	P0A988
DPO3B_ECOLI	P0AAN9	P0A988
DPO3B_ECOLI	P39367	P0A988
DPO3B_ECOLI	P64581	P0A988
DPO3B_ECOLI	P0A972	P0A988
DPO3B_ECOLI	P0AC59	P0A988
DPO3B_ECOLI	P0A988	P0A988
DPO3B_ECOLI	P0A6F9	P0A988
DPO3B_ECOLI	P0AEK4	P0A988
DPO3B_ECOLI	P06710	P0A988
DPO3B_ECOLI	P05845	P0A988
ALF1_ECOLI	P42641	P0A991
ALF1_ECOLI	P77395	P0A991
FTNA_ECOLI	P37751	P0A998
FUR_ECOLI	P37685	P0A9A9
FUR_ECOLI	P0AEZ3	P0A9A9
FUR_ECOLI	P02918	P0A9A9
FUR_ECOLI	P0A8E5	P0A9A9
FUR_ECOLI	P0A940	P0A9A9
G3P1_ECOLI	P00562	P0A9B2
G3P1_ECOLI	P02918	P0A9B2
G3P1_ECOLI	P0AE06	P0A9B2
G3P1_ECOLI	P05637	P0A9B2
G3P1_ECOLI	P0A901	P0A9B2
G3P1_ECOLI	P0A6Q3	P0A9B2
G3P1_ECOLI	P52612	P0A9B2
G3P1_ECOLI	P39180	P0A9B2
G3P1_ECOLI	P00579	P0A9B2
G3P1_ECOLI	P15038	P0A9B2
G3P1_ECOLI	P30131	P0A9B2
G3P1_ECOLI	P0AFH0	P0A9B2
G3P1_ECOLI	P0A9L8	P0A9B2
G3P1_ECOLI	P39286	P0A9B2
G3P1_ECOLI	P33570	P0A9B2
G3P1_ECOLI	P13482	P0A9B2
G3P1_ECOLI	P37751	P0A9B2
G3P1_ECOLI	P0A8E5	P0A9B2
G3P1_ECOLI	P0A890	P0A9B2
G3P1_ECOLI	P0ADQ2	P0A9B2
G3P1_ECOLI	P0AF67	P0A9B2
G3P1_ECOLI	P0A8N5	P0A9B2
G3P1_ECOLI	P0A944	P0A9B2
GALM_ECOLI	P0AC28	P0A9C3
DAPD_ECOLI	P0A988	P0A9D8
DAPD_ECOLI	P0AET2	P0A9D8
DAPD_ECOLI	P0A9M2	P0A9D8
DAPD_ECOLI	P00804	P0A9D8
CYSB_ECOLI	P33230	P0A9F3
CYSB_ECOLI	P21151	P0A9F3
CYSB_ECOLI	P0AEF4	P0A9F3
ACEA_ECOLI	P0A901	P0A9G6
LDCI_ECOLI	P31473	P0A9H3
CHEZ_ECOLI	P0A9B2	P0A9H9
CHEZ_ECOLI	P07363	P0A9H9
CHEZ_ECOLI	P0A9H9	P0A9H9
NAPD_ECOLI	P33937	P0A9I5
NAPD_ECOLI	P0A8E5	P0A9I5
NAPD_ECOLI	P0A6F5	P0A9I5
NAPD_ECOLI	P0A8E7	P0A9I5
NAPD_ECOLI	P0A9M8	P0A9I5
NAPD_ECOLI	P0A6F9	P0A9I5
NAPD_ECOLI	P0ADZ0	P0A9I5
RNG_ECOLI	P0A6P9	P0A9J0
RNG_ECOLI	P0AG07	P0A9J0
RNG_ECOLI	P68679	P0A9J0
RBSK_ECOLI	P36659	P0A9J6
PHOL_ECOLI	P0A8R0	P0A9K3
PHOL_ECOLI	P0AF36	P0A9K3
PHOL_ECOLI	P0A8I5	P0A9K3
PHOL_ECOLI	P02413	P0A9K3
PHOL_ECOLI	P0ADY7	P0A9K3
PHOL_ECOLI	P0A7S9	P0A9K3
PHOL_ECOLI	P0A7L3	P0A9K3
PHOL_ECOLI	P0A7N9	P0A9K3
PHOL_ECOLI	P0A7T3	P0A9K3
PHOL_ECOLI	P0AG55	P0A9K3
PHOL_ECOLI	P60624	P0A9K3
PHOL_ECOLI	P39199	P0A9K3
PHOL_ECOLI	P23830	P0A9K3
PHOL_ECOLI	P37765	P0A9K3
PHOL_ECOLI	P0A7V8	P0A9K3
SLYD_ECOLI	P0A9W9	P0A9K9
SLYD_ECOLI	P0AC81	P0A9K9
SLYD_ECOLI	P0AAM3	P0A9K9
SLYD_ECOLI	P0A9M2	P0A9K9
SLYD_ECOLI	P0ABZ4	P0A9K9
SLYD_ECOLI	P23917	P0A9K9
SLYD_ECOLI	P0A8E5	P0A9K9
SLYD_ECOLI	P0AFP6	P0A9K9
SLYD_ECOLI	P77781	P0A9K9
SLYD_ECOLI	P0A6G3	P0A9K9
SLYD_ECOLI	P0AEI4	P0A9K9
SLYD_ECOLI	P64588	P0A9K9
FKBB_ECOLI	P0AAE2	P0A9L3
FKBB_ECOLI	P0AFZ7	P0A9L3
PPIC_ECOLI	P33360	P0A9L5
P5CR_ECOLI	P0AE08	P0A9L8
P5CR_ECOLI	P0A6P9	P0A9L8
P5CR_ECOLI	P0A953	P0A9L8
P5CR_ECOLI	P00363	P0A9L8
P5CR_ECOLI	P69910	P0A9L8
P5CR_ECOLI	P0AES4	P0A9L8
P5CR_ECOLI	P0ACF4	P0A9L8
P5CR_ECOLI	P0AFI2	P0A9L8
P5CR_ECOLI	P0A7B1	P0A9L8
P5CR_ECOLI	P62399	P0A9L8
P5CR_ECOLI	P0A7J3	P0A9L8
P5CR_ECOLI	P0A7J7	P0A9L8
P5CR_ECOLI	P0AG67	P0A9L8
P5CR_ECOLI	P0A7T3	P0A9L8
P5CR_ECOLI	P68066	P0A9L8
P5CR_ECOLI	P0AF90	P0A9L8
P5CR_ECOLI	P0CE47	P0A9L8
P5CR_ECOLI	P61889	P0A9L8
LON_ECOLI	P39336	P0A9M0
LON_ECOLI	P0A6F9	P0A9M0
LON_ECOLI	P0A6C1	P0A9M0
LON_ECOLI	P0AFP6	P0A9M0
LON_ECOLI	P64517	P0A9M0
LON_ECOLI	P0AGD7	P0A9M0
LON_ECOLI	P0A6X3	P0A9M0
LON_ECOLI	P0A715	P0A9M0
LON_ECOLI	P61320	P0A9M0
LON_ECOLI	P0A7L0	P0A9M0
LON_ECOLI	P0A7V3	P0A9M0
LON_ECOLI	P0CE47	P0A9M0
LON_ECOLI	P0C0R7	P0A9M0
DEAD_ECOLI	P0AG63	P0A9P6
DEAD_ECOLI	P0AG55	P0A9P6
DEAD_ECOLI	P76116	P0A9P6
DEAD_ECOLI	P68679	P0A9P6
DEAD_ECOLI	P0AG67	P0A9P6
DEAD_ECOLI	P62399	P0A9P6
DEAD_ECOLI	P0AAS7	P0A9P6
DEAD_ECOLI	P75825	P0A9P6
DEAD_ECOLI	P0AG44	P0A9P6
DEAD_ECOLI	P0C018	P0A9P6
DEAD_ECOLI	P0ADZ0	P0A9P6
DEAD_ECOLI	P0A7L8	P0A9P6
DEAD_ECOLI	P0A7S3	P0A9P6
DEAD_ECOLI	P0A7U3	P0A9P6
DEAD_ECOLI	P77499	P0A9P6
DEAD_ECOLI	P0ADK8	P0A9P6
DEAD_ECOLI	P77509	P0A9P6
DEAD_ECOLI	P07658	P0A9P6
DEAD_ECOLI	P0A968	P0A9P6
DEAD_ECOLI	P43329	P0A9P6
DEAD_ECOLI	P0AES6	P0A9P6
DEAD_ECOLI	P0AFG0	P0A9P6
DEAD_ECOLI	P36979	P0A9P6
DEAD_ECOLI	P0AF90	P0A9P6
DEAD_ECOLI	P0AA39	P0A9P6
DEAD_ECOLI	P21499	P0A9P6
DEAD_ECOLI	P0A7L0	P0A9P6
DEAD_ECOLI	P0A7R1	P0A9P6
DEAD_ECOLI	P02358	P0A9P6
DEAD_ECOLI	P0A7R5	P0A9P6
DEAD_ECOLI	P0A9Y6	P0A9P6
DEAD_ECOLI	P0ACF0	P0A9P6
DEAD_ECOLI	P0AG48	P0A9P6
DEAD_ECOLI	P0A7W7	P0A9P6
DEAD_ECOLI	P0AG59	P0A9P6
DEAD_ECOLI	P0A9K3	P0A9P6
ARCA_ECOLI	P0AD03	P0A9Q1
ACCD_ECOLI	P0A9Y6	P0A9Q5
ACCD_ECOLI	P76243	P0A9Q5
ACCD_ECOLI	P77808	P0A9Q5
ACCD_ECOLI	P0ABD5	P0A9Q5
ADHE_ECOLI	P37751	P0A9Q7
ADHE_ECOLI	P46853	P0A9Q7
ADHE_ECOLI	P32689	P0A9Q7
ADHE_ECOLI	P30015	P0A9Q7
ADHE_ECOLI	P0A759	P0A9Q7
ADHE_ECOLI	P0A944	P0A9Q7
ADHE_ECOLI	P0AAS7	P0A9Q7
ADHE_ECOLI	P0AGK4	P0A9Q7
GLDA_ECOLI	P09551	P0A9S5
GLDA_ECOLI	P24186	P0A9S5
GLDA_ECOLI	P0A940	P0A9S5
GLDA_ECOLI	P76550	P0A9S5
GLDA_ECOLI	P0A850	P0A9S5
TAS_ECOLI	Q46911	P0A9T4
YIHU_ECOLI	P0AAT6	P0A9V8
ULAR_ECOLI	P0ACF4	P0A9W0
ULAR_ECOLI	P0A7K2	P0A9W0
ULAR_ECOLI	P0AG48	P0A9W0
ULAR_ECOLI	P0A7M2	P0A9W0
ULAR_ECOLI	P0AG59	P0A9W0
ULAR_ECOLI	P75742	P0A9W0
ULAR_ECOLI	P66948	P0A9W0
ULAR_ECOLI	P30864	P0A9W0
ULAR_ECOLI	P76594	P0A9W0
ULAR_ECOLI	P0CE47	P0A9W0
ULAR_ECOLI	P0A7S3	P0A9W0
YRBA_ECOLI	Q46808	P0A9W6
YRDA_ECOLI	P0AE85	P0A9W9
YRDA_ECOLI	P19931	P0A9W9
YRDA_ECOLI	Q46811	P0A9W9
CSPA_ECOLI	P0A7K6	P0A9X9
CSPA_ECOLI	P0A901	P0A9X9
CSPA_ECOLI	P0ABA6	P0A9X9
CSPA_ECOLI	P0A6X3	P0A9X9
CSPA_ECOLI	P0ACF0	P0A9X9
CSPA_ECOLI	P0ACF4	P0A9X9
CSPA_ECOLI	P55140	P0A9X9
CSPA_ECOLI	P37765	P0A9X9
CSPA_ECOLI	P75864	P0A9X9
CSPA_ECOLI	P0A978	P0A9X9
CSPC_ECOLI	P33224	P0A9Y6
CSPC_ECOLI	P08622	P0A9Y6
CSPC_ECOLI	P25888	P0A9Y6
CSPC_ECOLI	P0AA39	P0A9Y6
CSPC_ECOLI	P60723	P0A9Y6
CSPC_ECOLI	P0A7V3	P0A9Y6
CSPC_ECOLI	P0A972	P0A9Y6
CSPC_ECOLI	P0ACF0	P0A9Y6
CSPC_ECOLI	P0ACF4	P0A9Y6
CSPC_ECOLI	P0ADZ0	P0A9Y6
CSPC_ECOLI	P60624	P0A9Y6
CSPC_ECOLI	P02358	P0A9Y6
CSPC_ECOLI	P0ABU7	P0A9Y6
CSPC_ECOLI	P0AC30	P0A9Y6
CSPC_ECOLI	P02918	P0A9Y6
CSPC_ECOLI	P0ADA3	P0A9Y6
CSPC_ECOLI	P31057	P0A9Y6
CSPC_ECOLI	P09546	P0A9Y6
CSPC_ECOLI	P0A7Z4	P0A9Y6
CSPC_ECOLI	P33570	P0A9Y6
CSPC_ECOLI	P0A8R7	P0A9Y6
CSPC_ECOLI	P0A894	P0A9Y6
CSPC_ECOLI	Q46939	P0A9Y6
CSPC_ECOLI	P0ABH9	P0A9Y6
CSPC_ECOLI	P43329	P0A9Y6
CSPC_ECOLI	P75829	P0A9Y6
CSPC_ECOLI	P0AG30	P0A9Y6
CSPC_ECOLI	P60422	P0A9Y6
CSPC_ECOLI	P62399	P0A9Y6
CSPC_ECOLI	P0AG67	P0A9Y6
CSPC_ECOLI	P0A7S9	P0A9Y6
CSPC_ECOLI	P05055	P0A9Y6
CSPC_ECOLI	P0AGJ5	P0A9Y6
GLNB_ECOLI	P0AF90	P0A9Z1
GLNB_ECOLI	P0A850	P0A9Z1
RL13_ECOLI	P0A8E5	P0AA10
RL13_ECOLI	P0A9M0	P0AA10
RL13_ECOLI	P69913	P0AA10
RL13_ECOLI	P05055	P0AA10
RL13_ECOLI	P75829	P0AA10
RL13_ECOLI	P0AED9	P0AA10
RL13_ECOLI	P10443	P0AA10
RL13_ECOLI	P0AEN8	P0AA10
RL13_ECOLI	P63228	P0AA10
RL13_ECOLI	P0ACF0	P0AA10
RL13_ECOLI	P19931	P0AA10
RL13_ECOLI	P16528	P0AA10
RL13_ECOLI	P00490	P0AA10
RL13_ECOLI	P0AD61	P0AA10
RL13_ECOLI	P63177	P0AA10
RL13_ECOLI	P21513	P0AA10
RL13_ECOLI	P0ADZ0	P0AA10
RL13_ECOLI	P06612	P0AA10
RL13_ECOLI	P77717	P0AA10
RL13_ECOLI	P64451	P0AA10
RL13_ECOLI	P77781	P0AA10
RL13_ECOLI	P77539	P0AA10
RL13_ECOLI	P76243	P0AA10
RL13_ECOLI	P76491	P0AA10
RL13_ECOLI	P0A8W8	P0AA10
RL13_ECOLI	P76543	P0AA10
RL13_ECOLI	P76594	P0AA10
RL13_ECOLI	P39407	P0AA10
RL13_ECOLI	P76116	P0AA10
RL13_ECOLI	P64517	P0AA10
RL13_ECOLI	P64588	P0AA10
RL13_ECOLI	P0A9Y6	P0AA10
RL13_ECOLI	P0A968	P0AA10
RL13_ECOLI	P0A9P6	P0AA10
RL13_ECOLI	P37765	P0AA10
RL13_ECOLI	P21499	P0AA10
RL13_ECOLI	P0A9K3	P0AA10
RL13_ECOLI	P0A9W0	P0AA10
RL13_ECOLI	P0A8G0	P0AA10
RL13_ECOLI	P0A850	P0AA10
THIO_ECOLI	P0A988	P0AA25
THIO_ECOLI	Q9SCY2	P0AA25
THIO_ECOLI	P81760	P0AA25
THIO_ECOLI	O22160	P0AA25
THIO_ECOLI	Q39249	P0AA25
THIO_ECOLI	Q9LXX5	P0AA25
RLUC_ECOLI	P0A7M2	P0AA39
RLUC_ECOLI	P76116	P0AA39
RLUC_ECOLI	P0ACF0	P0AA39
RLUC_ECOLI	P0AG44	P0AA39
RLUC_ECOLI	P0A7L3	P0AA39
RLUC_ECOLI	P02358	P0AA39
RLUC_ECOLI	P0AG59	P0AA39
RLUC_ECOLI	P0A7U7	P0AA39
RLUC_ECOLI	P75966	P0AA39
RLUC_ECOLI	P0A968	P0AA39
RLUC_ECOLI	P0AG24	P0AA39
RLUC_ECOLI	P60422	P0AA39
RLUC_ECOLI	P0AG55	P0AA39
RLUC_ECOLI	P0AA10	P0AA39
RLUC_ECOLI	P0A7V3	P0AA39
RLUC_ECOLI	P0AGJ5	P0AA39
RLUC_ECOLI	P0C018	P0AA39
RLUC_ECOLI	P0AAS7	P0AA39
RSUA_ECOLI	P0A7V8	P0AA43
RSUA_ECOLI	P0A8M6	P0AA43
USPD_ECOLI	P0AED0	P0AAB8
USPD_ECOLI	P02918	P0AAB8
ISCA_ECOLI	P0A867	P0AAC8
ISCA_ECOLI	P0C0L9	P0AAC8
ISCA_ECOLI	P31069	P0AAC8
FABD_ECOLI	P0A901	P0AAI9
HYPC_ECOLI	P16431	P0AAM3
HYPC_ECOLI	P0A8N3	P0AAM3
HYPC_ECOLI	P76594	P0AAM3
HYPC_ECOLI	P0AAN3	P0AAM3
HYPC_ECOLI	P0AAM7	P0AAM3
HYPC_ECOLI	P0A7K2	P0AAM3
HYPC_ECOLI	P0A7M2	P0AAM3
HYBG_ECOLI	P05852	P0AAM7
HYBG_ECOLI	P0A9B2	P0AAM7
