	ID interactor A	ID interactor B
HYBG_ECOLI	P0A9X4	P0AAM7
HYBG_ECOLI	P0A9K9	P0AAM7
HYBG_ECOLI	P0ABB4	P0AAM7
HYBG_ECOLI	P0A910	P0AAM7
HYPB_ECOLI	P0A9K9	P0AAN3
HYPB_ECOLI	P23842	P0AAN3
YAIA_ECOLI	P11988	P0AAN5
IRAP_ECOLI	P39831	P0AAN9
IRAP_ECOLI	P0A9K3	P0AAN9
FRMR_ECOLI	P67910	P0AAP3
YBAJ_ECOLI	P77598	P0AAR0
YBAK_ECOLI	P08331	P0AAR3
YBAK_ECOLI	P23524	P0AAR3
YBAK_ECOLI	P0A7K2	P0AAR3
YBAK_ECOLI	P0A7R5	P0AAR3
YBCJ_ECOLI	P0A7L0	P0AAS7
YBCJ_ECOLI	P0AG55	P0AAS7
YBCJ_ECOLI	P0A7V8	P0AAS7
YBCJ_ECOLI	P0A776	P0AAS7
YBCJ_ECOLI	P0A6P9	P0AAS7
YBCJ_ECOLI	P0ACF4	P0AAS7
YBCJ_ECOLI	P0A6X7	P0AAS7
YBCJ_ECOLI	P0AA10	P0AAS7
YBCJ_ECOLI	P0AG44	P0AAS7
YBCJ_ECOLI	P0A7L3	P0AAS7
YBCJ_ECOLI	P60624	P0AAS7
YBCJ_ECOLI	P0A7U7	P0AAS7
YBCJ_ECOLI	P0A9K3	P0AAS7
YBCJ_ECOLI	P43329	P0AAS7
YBCJ_ECOLI	P0A7Z4	P0AAS7
YBCJ_ECOLI	P30871	P0AAS7
YBCJ_ECOLI	P08622	P0AAS7
YBCJ_ECOLI	P37634	P0AAS7
YBDF_ECOLI	P0A698	P0AAT2
YBEB_ECOLI	P33348	P0AAT6
YBEB_ECOLI	P33353	P0AAT6
YBEB_ECOLI	P32704	P0AAT6
YBEB_ECOLI	P60723	P0AAT6
YBGJ_ECOLI	P75745	P0AAV4
YBHP_ECOLI	P37330	P0AAW1
RARA_ECOLI	P0AAE8	P0AAZ4
RARA_ECOLI	P32135	P0AAZ4
YCCJ_ECOLI	P0ADE8	P0AB14
YCCJ_ECOLI	P05637	P0AB14
YCCJ_ECOLI	P0ABJ3	P0AB14
YCCJ_ECOLI	P02918	P0AB14
YCCJ_ECOLI	P37751	P0AB14
YCCJ_ECOLI	P75967	P0AB14
YCCJ_ECOLI	P33018	P0AB14
TUSE_ECOLI	P0ACF4	P0AB18
HSPQ_ECOLI	P46853	P0AB20
YCIN_ECOLI	P64610	P0AB61
YCIN_ECOLI	P0AEZ7	P0AB61
ALF_ECOLI	P61949	P0AB71
ALF_ECOLI	P0A901	P0AB71
ALF_ECOLI	P13482	P0AB71
KBL_ECOLI	P0A850	P0AB77
END3_ECOLI	P0ADZ0	P0AB83
AROG_ECOLI	P39831	P0AB91
ACCA_ECOLI	P0A6A8	P0ABD5
ACCA_ECOLI	P24182	P0ABD5
ACCA_ECOLI	P0A8W8	P0ABD5
ACCA_ECOLI	P76550	P0ABD5
ACCA_ECOLI	P0A8X0	P0ABD5
ACCA_ECOLI	P0A9Y6	P0ABD5
BCCP_ECOLI	P15038	P0ABD8
BCCP_ECOLI	P0A7B8	P0ABD8
BCCP_ECOLI	P25539	P0ABD8
BCCP_ECOLI	P24182	P0ABD8
BOLA_ECOLI	P0AEI1	P0ABE2
BOLA_ECOLI	P33361	P0ABE2
CYNT_ECOLI	P33371	P0ABE9
CISY_ECOLI	P76407	P0ABH7
CISY_ECOLI	P36995	P0ABH7
CISY_ECOLI	P20605	P0ABH7
CISY_ECOLI	P25516	P0ABH7
CISY_ECOLI	P0A6F9	P0ABH7
CISY_ECOLI	P0AFH8	P0ABH7
CISY_ECOLI	P67910	P0ABH7
CISY_ECOLI	P0A850	P0ABH7
CISY_ECOLI	P0AFP6	P0ABH7
CISY_ECOLI	P0ABF1	P0ABH7
CISY_ECOLI	P0A8E5	P0ABH7
CISY_ECOLI	P0A6G3	P0ABH7
CLPA_ECOLI	P0AEC5	P0ABH9
CLPA_ECOLI	P14175	P0ABH9
CLPA_ECOLI	P13458	P0ABH9
CLPA_ECOLI	P75826	P0ABH9
CLPA_ECOLI	P0AG67	P0ABH9
CLPA_ECOLI	P0CE47	P0ABH9
CLPA_ECOLI	P0A7R1	P0ABH9
CLPA_ECOLI	P0AA10	P0ABH9
CLPA_ECOLI	P0C018	P0ABH9
CLPA_ECOLI	P0A7L8	P0ABH9
CLPA_ECOLI	P0A7N9	P0ABH9
CLPA_ECOLI	P02358	P0ABH9
CLPA_ECOLI	P0AG59	P0ABH9
CLPA_ECOLI	P68679	P0ABH9
CLPA_ECOLI	P30871	P0ABH9
CLPA_ECOLI	P0AGK4	P0ABH9
CLPA_ECOLI	P0AFZ3	P0ABH9
CLPA_ECOLI	P08622	P0ABH9
CLPA_ECOLI	P0AES4	P0ABH9
CLPA_ECOLI	P0A9M0	P0ABH9
CLPA_ECOLI	P0AG30	P0ABH9
CLPA_ECOLI	P0A6G7	P0ABH9
CYSK_ECOLI	P13482	P0ABK5
DEOD_ECOLI	P0A759	P0ABP8
DEOD_ECOLI	P31133	P0ABP8
COABC_ECOLI	P0ABQ0	P0ABQ0
DKSA_ECOLI	P31828	P0ABS1
DKSA_ECOLI	P30011	P0ABS1
DKSA_ECOLI	P0A9L8	P0ABS1
HOLE_ECOLI	P03007	P0ABS8
HOLE_ECOLI	P0AGE0	P0ABS8
HOLE_ECOLI	P0A7K2	P0ABS8
HOLE_ECOLI	P06612	P0ABS8
HOLE_ECOLI	P0AG80	P0ABS8
HOLE_ECOLI	P06710	P0ABS8
HOLE_ECOLI	P10443	P0ABS8
HOLE_ECOLI	P28905	P0ABS8
HOLE_ECOLI	P28632	P0ABS8
HOLE_ECOLI	P28630	P0ABS8
HOLE_ECOLI	P28631	P0ABS8
DPS_ECOLI	P0AEE1	P0ABT2
DPS_ECOLI	P0ADM0	P0ABT2
DPS_ECOLI	P24193	P0ABT2
DPS_ECOLI	P0AAM7	P0ABT2
DPS_ECOLI	P0ACU7	P0ABT2
DPS_ECOLI	P67910	P0ABT2
DPS_ECOLI	P33591	P0ABT2
DPS_ECOLI	P0A901	P0ABT2
DPS_ECOLI	P0ABJ3	P0ABT2
DPS_ECOLI	P0AEU7	P0ABT2
DPS_ECOLI	P0ADZ0	P0ABT2
DPS_ECOLI	P60624	P0ABT2
DPS_ECOLI	P02358	P0ABT2
DPS_ECOLI	P0A7W7	P0ABT2
DPS_ECOLI	P0A7R5	P0ABT2
DPS_ECOLI	P0A9K9	P0ABT2
DPS_ECOLI	P0ADK8	P0ABT2
DPS_ECOLI	P30870	P0ABT2
DPS_ECOLI	P0AEQ6	P0ABT2
DPS_ECOLI	P33599	P0ABT2
DPS_ECOLI	P0A9L8	P0ABT2
DPS_ECOLI	P37751	P0ABT2
DPS_ECOLI	P77717	P0ABT2
DPS_ECOLI	P75906	P0ABT2
DPS_ECOLI	P64506	P0ABT2
DPS_ECOLI	P39385	P0ABT2
DPS_ECOLI	P37617	P0ABT2
DPS_ECOLI	P0A9P6	P0ABT2
DPS_ECOLI	P0A988	P0ABT2
DPS_ECOLI	P0AG67	P0ABT2
DPS_ECOLI	P0A850	P0ABT2
DPS_ECOLI	P24192	P0ABT2
DPS_ECOLI	P29745	P0ABT2
DUSB_ECOLI	P09030	P0ABT5
MENB_ECOLI	P67910	P0ABU0
FLIT_ECOLI	P26608	P0ABY2
FLIT_ECOLI	P52612	P0ABY2
FLIT_ECOLI	P0ABY2	P0ABY2
FLIT_ECOLI	P0A6S0	P0ABY2
FOLB_ECOLI	P42588	P0AC16
YGFA_ECOLI	P0ACD4	P0AC28
YGFA_ECOLI	P43671	P0AC28
YGFA_ECOLI	P0A763	P0AC28
FUMA_ECOLI	P0ACB0	P0AC33
FUMA_ECOLI	P08142	P0AC33
ASPA_ECOLI	P0A968	P0AC38
ASPA_ECOLI	P21645	P0AC38
G6PD_ECOLI	P0A988	P0AC53
GLRX4_ECOLI	P0ABE2	P0AC69
GLRX4_ECOLI	P0AC69	P0AC69
GLRX4_ECOLI	P0ABE2	P0AC69
LGUL_ECOLI	P08401	P0AC81
LGUL_ECOLI	P0A9M8	P0AC81
LGUL_ECOLI	P10443	P0AC81
LGUL_ECOLI	P21170	P0AC81
PHSG_ECOLI	P0AGG4	P0AC86
PHSG_ECOLI	P0AA04	P0AC86
PHSG_ECOLI	P0AD61	P0AC86
SSPA_ECOLI	P0A6F5	P0ACA3
SSPA_ECOLI	P0A8N5	P0ACA3
SSPA_ECOLI	P0A8L1	P0ACA3
SSPA_ECOLI	P30139	P0ACA3
SSPA_ECOLI	P0AAD4	P0ACA3
SSPA_ECOLI	P77400	P0ACA3
YLIJ_ECOLI	P0A7G6	P0ACA7
YLIJ_ECOLI	P0ADY7	P0ACA7
YLIJ_ECOLI	P0ADZ0	P0ACA7
DNAB_ECOLI	P00561	P0ACB0
DNAB_ECOLI	P77732	P0ACB0
DNAB_ECOLI	P0CE47	P0ACB0
DNAB_ECOLI	P23862	P0ACB0
HEM2_ECOLI	P0AE85	P0ACB2
HEM2_ECOLI	P0AE08	P0ACB2
HEM2_ECOLI	P0A6F9	P0ACB2
HEM2_ECOLI	P0ACF0	P0ACB2
HEM2_ECOLI	P23538	P0ACB2
HEM2_ECOLI	P0AG59	P0ACB2
HEM2_ECOLI	P68066	P0ACB2
HEM2_ECOLI	P02919	P0ACB2
HEM2_ECOLI	Q8PW07	P0ACB2
GLMU_ECOLI	P0A972	P0ACC7
WCAB_ECOLI	P0A8M3	P0ACC9
NIFU_ECOLI	P0A9H7	P0ACD4
NIFU_ECOLI	P11557	P0ACD4
NIFU_ECOLI	P0ABP6	P0ACD4
NIFU_ECOLI	P24207	P0ACD4
NIFU_ECOLI	P07004	P0ACD4
NIFU_ECOLI	P0AGE9	P0ACD4
NIFU_ECOLI	P75961	P0ACD4
NIFU_ECOLI	P0A6Z1	P0ACD4
NIFU_ECOLI	P0A9R4	P0ACD4
HINT_ECOLI	P0AEZ7	P0ACE7
HINT_ECOLI	P0A988	P0ACE7
DBHA_ECOLI	P0A8V2	P0ACF0
DBHA_ECOLI	P0ACN4	P0ACF0
DBHA_ECOLI	P05637	P0ACF0
DBHA_ECOLI	P0A901	P0ACF0
DBHA_ECOLI	P17315	P0ACF0
DBHA_ECOLI	P0ABU7	P0ACF0
DBHA_ECOLI	P0A6Q3	P0ACF0
DBHA_ECOLI	P39180	P0ACF0
DBHA_ECOLI	P05719	P0ACF0
DBHA_ECOLI	P0A6S7	P0ACF0
DBHA_ECOLI	P0ADZ0	P0ACF0
DBHA_ECOLI	P0A9K9	P0ACF0
DBHA_ECOLI	P02918	P0ACF0
DBHA_ECOLI	P02919	P0ACF0
DBHA_ECOLI	P68739	P0ACF0
DBHA_ECOLI	P33591	P0ACF0
DBHA_ECOLI	P0ADA3	P0ACF0
DBHA_ECOLI	P31677	P0ACF0
DBHA_ECOLI	P0A9L8	P0ACF0
DBHA_ECOLI	P09546	P0ACF0
DBHA_ECOLI	P0A7Y4	P0ACF0
DBHA_ECOLI	P0AG24	P0ACF0
DBHA_ECOLI	P0A8G0	P0ACF0
DBHA_ECOLI	P37751	P0ACF0
DBHA_ECOLI	P0AFP4	P0ACF0
DBHA_ECOLI	P0AAS7	P0ACF0
DBHA_ECOLI	P75782	P0ACF0
DBHA_ECOLI	P75829	P0ACF0
DBHA_ECOLI	P0ACV4	P0ACF0
DBHA_ECOLI	P0A8M6	P0ACF0
DBHA_ECOLI	P76491	P0ACF0
DBHA_ECOLI	P0AGJ5	P0ACF0
DBHA_ECOLI	P39385	P0ACF0
DBHA_ECOLI	P76116	P0ACF0
DBHA_ECOLI	P64588	P0ACF0
DBHA_ECOLI	P37617	P0ACF0
DBHA_ECOLI	P00490	P0ACF0
DBHA_ECOLI	P00582	P0ACF0
DBHA_ECOLI	P0A832	P0ACF0
DBHA_ECOLI	P0AGE0	P0ACF0
DBHA_ECOLI	P0A9K3	P0ACF0
DBHB_ECOLI	P0A9P6	P0ACF4
DBHB_ECOLI	P0ACF0	P0ACF4
DBHB_ECOLI	P00490	P0ACF4
DBHB_ECOLI	P15977	P0ACF4
DBHB_ECOLI	P0AD70	P0ACF4
DBHB_ECOLI	P0AE85	P0ACF4
DBHB_ECOLI	P69913	P0ACF4
DBHB_ECOLI	P0A6X3	P0ACF4
DBHB_ECOLI	P0A6R3	P0ACF4
DBHB_ECOLI	P36767	P0ACF4
DBHB_ECOLI	P0A7Z4	P0ACF4
DBHB_ECOLI	P0A707	P0ACF4
DBHB_ECOLI	P0AD61	P0ACF4
DBHB_ECOLI	P0A7F9	P0ACF4
DBHB_ECOLI	P37765	P0ACF4
DBHB_ECOLI	P0AA39	P0ACF4
DBHB_ECOLI	P0ACI0	P0ACF4
DBHB_ECOLI	P0A847	P0ACF4
DBHB_ECOLI	P0A8F8	P0ACF4
DBHB_ECOLI	P75876	P0ACF4
DBHB_ECOLI	P0A8M6	P0ACF4
DBHB_ECOLI	P76594	P0ACF4
DBHB_ECOLI	P46853	P0ACF4
DBHB_ECOLI	P37642	P0ACF4
DBHB_ECOLI	P76116	P0ACF4
DBHB_ECOLI	P45465	P0ACF4
DBHB_ECOLI	P00582	P0ACF4
HNS_ECOLI	P76550	P0ACF8
HNS_ECOLI	P0A850	P0ACF8
HNS_ECOLI	P05637	P0ACF8
HNS_ECOLI	P0AE60	P0ACF8
HNS_ECOLI	P0ABU7	P0ACF8
HNS_ECOLI	P0ACF0	P0ACF8
HNS_ECOLI	P60624	P0ACF8
HNS_ECOLI	P0ACG1	P0ACF8
HNS_ECOLI	P64467	P0ACF8
HNS_ECOLI	P0ACF4	P0ACF8
HNS_ECOLI	P76268	P0ACF8
HNS_ECOLI	P23917	P0ACF8
HNS_ECOLI	P15254	P0ACF8
HNS_ECOLI	P0ACI0	P0ACF8
HNS_ECOLI	P37751	P0ACF8
HNS_ECOLI	P30864	P0ACF8
HNS_ECOLI	P0AFP4	P0ACF8
HNS_ECOLI	P0ACV4	P0ACF8
HNS_ECOLI	P64519	P0ACF8
HNS_ECOLI	P0AGE0	P0ACF8
STPA_ECOLI	P0A870	P0ACG1
STPA_ECOLI	P0ACI0	P0ACG1
HSLR_ECOLI	P13458	P0ACG8
MARA_ECOLI	P0AFP2	P0ACH5
ROB_ECOLI	P0ACF0	P0ACI0
ROB_ECOLI	P0A7Z4	P0ACI0
ROB_ECOLI	P0A7U7	P0ACI0
ROB_ECOLI	P0AFP4	P0ACI0
CRP_ECOLI	P0ACJ8	P0ACJ8
AGAR_ECOLI	P25539	P0ACK2
AGAR_ECOLI	P03018	P0ACK2
ALLR_ECOLI	P00956	P0ACN4
ALLR_ECOLI	P02358	P0ACN4
ALLR_ECOLI	P0A7S3	P0ACN4
ALLR_ECOLI	P0AG59	P0ACN4
ALLR_ECOLI	P77569	P0ACN4
FRUR_ECOLI	P0AGE0	P0ACP1
SOXR_ECOLI	P0ACS2	P0ACS2
ZNTR_ECOLI	P75959	P0ACS5
UIDR_ECOLI	P0AE18	P0ACT6
YJDC_ECOLI	P0A988	P0ACU7
YDJA_ECOLI	P33363	P0ACY1
YDJA_ECOLI	P0AAR3	P0ACY1
YDJA_ECOLI	P46923	P0ACY1
YEAG_ECOLI	P43337	P0ACY3
YEAG_ECOLI	P0A988	P0ACY3
YEBG_ECOLI	P0A6B7	P0ACY9
EVGA_ECOLI	P0A7D7	P0ACZ4
DCUR_ECOLI	P04951	P0AD01
YEJL_ECOLI	P0AG67	P0AD24
YFCZ_ECOLI	P02918	P0AD33
YFCZ_ECOLI	P0A7M2	P0AD33
YFCZ_ECOLI	P64540	P0AD33
YFCZ_ECOLI	P39274	P0AD33
RAIA_ECOLI	P37751	P0AD49
KPYK1_ECOLI	P28903	P0AD61
KPYK1_ECOLI	P60422	P0AD61
KPYK1_ECOLI	P0A850	P0AD61
KPYK1_ECOLI	P0A901	P0AD61
KPYK1_ECOLI	P0ACF0	P0AD61
KPYK1_ECOLI	P0A7L0	P0AD61
KPYK1_ECOLI	P0A7R1	P0AD61
KPYK1_ECOLI	P0ADY7	P0AD61
KPYK1_ECOLI	P0A7S9	P0AD61
KPYK1_ECOLI	P0AFP6	P0AD61
KPYK1_ECOLI	P0ADK8	P0AD61
KPYK1_ECOLI	P75782	P0AD61
YGAU_ECOLI	P64540	P0ADE6
YGAU_ECOLI	P76542	P0ADE6
YGAU_ECOLI	P77717	P0ADE6
YGFZ_ECOLI	P0ACC3	P0ADE8
EDD_ECOLI	P0ACD4	P0ADF6
EDD_ECOLI	P25516	P0ADF6
EDD_ECOLI	P0A850	P0ADF6
EDD_ECOLI	P76213	P0ADF6
FIMB_ECOLI	P0ABB0	P0ADH5
FIMB_ECOLI	P0A7V3	P0ADH5
FIMB_ECOLI	P0AA10	P0ADH5
FIMB_ECOLI	P0A7K6	P0ADH5
FIMB_ECOLI	P0A7W7	P0ADH5
FIMB_ECOLI	P0A7T3	P0ADH5
FIMB_ECOLI	P76334	P0ADH5
FIMB_ECOLI	P20083	P0ADH5
PINR_ECOLI	P28905	P0ADI0
PINR_ECOLI	P08245	P0ADI0
PINR_ECOLI	P75959	P0ADI0
YIBA_ECOLI	P75780	P0ADK6
YIBA_ECOLI	P52005	P0ADK6
YIBA_ECOLI	P0A881	P0ADK6
YIBA_ECOLI	P33224	P0ADK6
YIBA_ECOLI	P0AGJ2	P0ADK6
YIBL_ECOLI	P37765	P0ADK8
YIBL_ECOLI	P0AAS7	P0ADK8
YIBL_ECOLI	P36979	P0ADK8
YIBL_ECOLI	P77781	P0ADK8
YIBL_ECOLI	P0A8M6	P0ADK8
YIBL_ECOLI	P0AA10	P0ADK8
YIBL_ECOLI	P0C018	P0ADK8
YIBL_ECOLI	P0A7K6	P0ADK8
YIBL_ECOLI	P0A7L3	P0ADK8
YIBL_ECOLI	P0A7M2	P0ADK8
YIBL_ECOLI	P0AGK4	P0ADK8
YIBL_ECOLI	P0AA39	P0ADK8
YIFE_ECOLI	P0A7Z4	P0ADN2
YIFE_ECOLI	P76539	P0ADN2
YIGB_ECOLI	P15254	P0ADP0
YGDH_ECOLI	P0ABS5	P0ADR8
YGDH_ECOLI	P0ADQ7	P0ADR8
YHCC_ECOLI	P05050	P0ADW6
YHFA_ECOLI	P0ADZ0	P0ADX1
YHFA_ECOLI	P0A7M2	P0ADX1
YHFA_ECOLI	P0A9K9	P0ADX1
YHFA_ECOLI	P76539	P0ADX1
YHFG_ECOLI	P76361	P0ADX5
RL14_ECOLI	P0AA39	P0ADY3
RL14_ECOLI	P03004	P0ADY3
RL14_ECOLI	P0A8E5	P0ADY3
RL14_ECOLI	P0A8X0	P0ADY3
RL14_ECOLI	P64588	P0ADY3
RL14_ECOLI	P60723	P0ADY3
RL16_ECOLI	P21645	P0ADY7
RL16_ECOLI	P0A717	P0ADY7
RL16_ECOLI	P37765	P0ADY7
RL16_ECOLI	P0A7Z4	P0ADY7
RL16_ECOLI	P0A9P6	P0ADY7
RL16_ECOLI	P03004	P0ADY7
RL16_ECOLI	P0A996	P0ADY7
RL16_ECOLI	P63228	P0ADY7
RL16_ECOLI	P0ABZ4	P0ADY7
RL16_ECOLI	P45395	P0ADY7
RL16_ECOLI	P02918	P0ADY7
RL16_ECOLI	P0AFG0	P0ADY7
RL16_ECOLI	P0AFH2	P0ADY7
RL16_ECOLI	P31677	P0ADY7
RL16_ECOLI	P0AA39	P0ADY7
RL16_ECOLI	P33570	P0ADY7
RL16_ECOLI	P0A8E5	P0ADY7
RL16_ECOLI	P77717	P0ADY7
RL16_ECOLI	P0AAS7	P0ADY7
RL16_ECOLI	P0A8Z3	P0ADY7
RL16_ECOLI	P0AF63	P0ADY7
RL16_ECOLI	P0A8X0	P0ADY7
RL16_ECOLI	P0A850	P0ADY7
RL23_ECOLI	P37642	P0ADZ0
RL23_ECOLI	P0A7L0	P0ADZ0
RL23_ECOLI	P60422	P0ADZ0
RL23_ECOLI	P60723	P0ADZ0
RL23_ECOLI	P0A7R1	P0ADZ0
RL23_ECOLI	P37659	P0ADZ0
RL23_ECOLI	P0ACB0	P0ADZ0
RL23_ECOLI	P08622	P0ADZ0
RL23_ECOLI	P0A6S7	P0ADZ0
RL23_ECOLI	P69739	P0ADZ0
RL23_ECOLI	P0ADA3	P0ADZ0
RL23_ECOLI	P0AFG0	P0ADZ0
RL23_ECOLI	P23830	P0ADZ0
RL23_ECOLI	P0AG55	P0ADZ0
RL23_ECOLI	P0A7J7	P0ADZ0
RL23_ECOLI	P0C018	P0ADZ0
RL23_ECOLI	P0A7L3	P0ADZ0
RL23_ECOLI	P60624	P0ADZ0
RL23_ECOLI	P68919	P0ADZ0
RL23_ECOLI	P0A7M2	P0ADZ0
RL23_ECOLI	P0A7M6	P0ADZ0
RL23_ECOLI	P0A7N4	P0ADZ0
RL23_ECOLI	P0A7V3	P0ADZ0
RL23_ECOLI	P0A832	P0ADZ0
RL23_ECOLI	P39286	P0ADZ0
RL23_ECOLI	P0AGB0	P0ADZ0
RL23_ECOLI	P21507	P0ADZ0
RL23_ECOLI	P36662	P0ADZ0
RL23_ECOLI	P46923	P0ADZ0
RL23_ECOLI	P36879	P0ADZ0
RL23_ECOLI	P77781	P0ADZ0
RL23_ECOLI	P0A8M6	P0ADZ0
RL23_ECOLI	P0ADX5	P0ADZ0
RL23_ECOLI	P37645	P0ADZ0
RL23_ECOLI	P32680	P0ADZ0
RL23_ECOLI	P0A8X0	P0ADZ0
RL23_ECOLI	P64581	P0ADZ0
RL23_ECOLI	P64588	P0ADZ0
RL23_ECOLI	P0AE45	P0ADZ0
RS15_ECOLI	P0ACN4	P0ADZ4
RS15_ECOLI	P0AE60	P0ADZ4
RS15_ECOLI	P05055	P0ADZ4
RS15_ECOLI	P0A7Z4	P0ADZ4
RS15_ECOLI	P77781	P0ADZ4
RS15_ECOLI	P0A8M6	P0ADZ4
RS15_ECOLI	P0A9P6	P0ADZ4
AHPC_ECOLI	P0ABU7	P0AE08
AHPC_ECOLI	P23917	P0AE08
AHPC_ECOLI	P09546	P0AE08
AHPC_ECOLI	P37751	P0AE08
AHPC_ECOLI	P30015	P0AE08
AHPC_ECOLI	P31133	P0AE08
AMPM_ECOLI	P76398	P0AE18
AMPM_ECOLI	P15032	P0AE18
AMPM_ECOLI	P76245	P0AE18
CEDA_ECOLI	P0A800	P0AE60
CHAB_ECOLI	P21517	P0AE63
CHAB_ECOLI	P37182	P0AE63
CHEY_ECOLI	P07363	P0AE67
CHEY_ECOLI	Q8KLS0	P0AE67
CHEY_ECOLI	P07017	P0AE67
CHEY_ECOLI	P0AES4	P0AE67
CHEY_ECOLI	P75937	P0AE67
CORC_ECOLI	P0ABV6	P0AE78
CORC_ECOLI	P15005	P0AE78
CORC_ECOLI	P77747	P0AE78
CORC_ECOLI	P0A9W9	P0AE78
CORC_ECOLI	Q46811	P0AE78
YOAB_ECOLI	P39321	P0AEB7
YOAB_ECOLI	P0AFI7	P0AEB7
YOAB_ECOLI	P67910	P0AEB7
YOAB_ECOLI	P0A7J3	P0AEB7
YOAB_ECOLI	P0AG59	P0AEB7
YOAB_ECOLI	P10408	P0AEB7
YOAB_ECOLI	P0AF90	P0AEB7
UVRY_ECOLI	P0AEL8	P0AED5
UVRY_ECOLI	P0CE47	P0AED5
UVRY_ECOLI	P0A7K2	P0AED5
DCM_ECOLI	P20083	P0AED9
DCM_ECOLI	P0A7L0	P0AED9
DCM_ECOLI	P0AG48	P0AED9
DCM_ECOLI	P0A7U7	P0AED9
DCM_ECOLI	P10408	P0AED9
DMA_ECOLI	P13035	P0AEE8
DNAC_ECOLI	P0ACB0	P0AEF0
DNAC_ECOLI	P0AEF0	P0AEF0
DNAC_ECOLI	P0ACB0	P0AEF0
DPIA_ECOLI	P37127	P0AEF4
MIAB_ECOLI	P0AAH0	P0AEI1
MIAB_ECOLI	P0AFP6	P0AEI1
RIMO_ECOLI	P63284	P0AEI4
RIMO_ECOLI	P0A988	P0AEI4
RIMO_ECOLI	P0ABT2	P0AEI4
RIMO_ECOLI	P69910	P0AEI4
RIMO_ECOLI	P64463	P0AEI4
RIMO_ECOLI	P0ACA7	P0AEI4
NUDJ_ECOLI	P32138	P0AEI6
ENTC_ECOLI	P32099	P0AEJ2
FABG_ECOLI	P02918	P0AEK2
FABG_ECOLI	P37751	P0AEK2
FABG_ECOLI	P0A6A8	P0AEK2
FKBX_ECOLI	P25437	P0AEM0
FKBX_ECOLI	P0ACF0	P0AEM0
FKBX_ECOLI	P76037	P0AEM0
FKBX_ECOLI	P0A7R1	P0AEM0
FKBX_ECOLI	P0A7S9	P0AEM0
FKBX_ECOLI	P0AG59	P0AEM0
FKBX_ECOLI	P75988	P0AEM0
FKBX_ECOLI	P77409	P0AEM0
FKBX_ECOLI	Q46861	P0AEM0
FKBX_ECOLI	P0AGK4	P0AEM0
FLGM_ECOLI	P0AEM6	P0AEM4
FLGM_ECOLI	P0AES4	P0AEM4
FLGM_ECOLI	P07363	P0AEM4
FLGM_ECOLI	P0ABY2	P0AEM4
FLGM_ECOLI	P39280	P0AEM4
FLIA_ECOLI	P0ABX2	P0AEM6
FUCM_ECOLI	P0A7K2	P0AEN8
GCL_ECOLI	P14294	P0AEP7
GSP_ECOLI	P0AG30	P0AES0
GYRA_ECOLI	P08622	P0AES4
GYRA_ECOLI	P0A832	P0AES4
GYRA_ECOLI	P22333	P0AES4
GYRA_ECOLI	P0A7G6	P0AES4
GYRA_ECOLI	P0AG30	P0AES4
GYRA_ECOLI	P0A715	P0AES4
GYRA_ECOLI	P0AGE0	P0AES4
GYRA_ECOLI	P0A8H8	P0AES4
GYRA_ECOLI	P0AAH0	P0AES4
GYRA_ECOLI	P0AES4	P0AES4
GYRA_ECOLI	P26608	P0AES4
GYRA_ECOLI	P0ABZ1	P0AES4
GYRA_ECOLI	P0A7Q6	P0AES4
GYRB_ECOLI	P20083	P0AES6
GYRB_ECOLI	P30750	P0AES6
GYRB_ECOLI	P0A817	P0AES6
GYRB_ECOLI	P0A7I4	P0AES6
GYRB_ECOLI	P0A832	P0AES6
GYRB_ECOLI	P0CE47	P0AES6
GYRB_ECOLI	P0AES4	P0AES6
GYRB_ECOLI	P0A8H8	P0AES6
HYCI_ECOLI	Q47149	P0AEV9
INGK_ECOLI	P75767	P0AEW6
MAZG_ECOLI	P0AEH5	P0AEY3
MAZG_ECOLI	P0A6F5	P0AEY3
MOG_ECOLI	P0AES4	P0AF03
NARJ_ECOLI	P19318	P0AF26
NARJ_ECOLI	P09152	P0AF26
NARJ_ECOLI	P11349	P0AF26
YJBQ_ECOLI	P75797	P0AF48
YJDI_ECOLI	P69913	P0AF59
NSRR_ECOLI	P60422	P0AF63
NSRR_ECOLI	P0A7X3	P0AF63
NSRR_ECOLI	P0AG59	P0AF63
YJEE_ECOLI	P0A6F5	P0AF67
YJEE_ECOLI	P25665	P0AF67
YJEE_ECOLI	P09373	P0AF67
YJEE_ECOLI	P0A7K2	P0AF67
YJEE_ECOLI	P0ADQ2	P0AF67
YJGD_ECOLI	P45539	P0AF90
YJGD_ECOLI	P0ADK6	P0AF90
YJGD_ECOLI	P33224	P0AF90
YJGD_ECOLI	P0A6G7	P0AF90
YJGD_ECOLI	P0ABH7	P0AF90
YJGD_ECOLI	P0A7A9	P0AF90
YJGD_ECOLI	P62768	P0AF90
YJGD_ECOLI	P52096	P0AF90
YJGD_ECOLI	P77454	P0AF90
YJGD_ECOLI	P39831	P0AF90
YJGD_ECOLI	P77781	P0AF90
YJGD_ECOLI	P0AD03	P0AF90
YJGD_ECOLI	P0ADQ7	P0AF90
YJGD_ECOLI	P0AF93	P0AF90
YJGD_ECOLI	P0A6U3	P0AF90
YJGD_ECOLI	P0A996	P0AF90
YJGD_ECOLI	P37765	P0AF90
