ID interactor A_ID interactor B	ID interactor A	ID interactor B
P0AG24_P0A7V0	P0AG24	P0A7V0
P25522_P0A7V0	P25522	P0A7V0
P0A8M3_P0A7V0	P0A8M3	P0A7V0
P14294_P0A7V0	P14294	P0A7V0
P03018_P0A7V0	P03018	P0A7V0
P21499_P0A7V0	P21499	P0A7V0
P0AAR3_P0A7V0	P0AAR3	P0A7V0
P0AAS7_P0A7V0	P0AAS7	P0A7V0
P77319_P0A7V0	P77319	P0A7V0
P75829_P0A7V0	P75829	P0A7V0
P00892_P0A7V0	P00892	P0A7V0
P36979_P0A7V0	P36979	P0A7V0
P0A6L9_P0A7V0	P0A6L9	P0A7V0
P0A776_P0A7V0	P0A776	P0A7V0
P0AC28_P0A7V0	P0AC28	P0A7V0
P0A8I5_P0A7V0	P0A8I5	P0A7V0
P37195_P0A7V0	P37195	P0A7V0
P31473_P0A7V0	P31473	P0A7V0
P0A9W0_P0A7V0	P0A9W0	P0A7V0
P45748_P0A7V0	P45748	P0A7V0
P0A6Y5_P0A7V0	P0A6Y5	P0A7V0
P0A7V8_P0A7V3	P0A7V8	P0A7V3
P0A6P5_P0A7V3	P0A6P5	P0A7V3
P06709_P0A7V3	P06709	P0A7V3
P0A9Y6_P0A7V3	P0A9Y6	P0A7V3
P0A968_P0A7V3	P0A968	P0A7V3
P0AED9_P0A7V3	P0AED9	P0A7V3
P0A6Q6_P0A7V3	P0A6Q6	P0A7V3
P0ADH5_P0A7V3	P0ADH5	P0A7V3
P00960_P0A7V3	P00960	P0A7V3
P0A9M0_P0A7V3	P0A9M0	P0A7V3
P33594_P0A7V3	P33594	P0A7V3
P0AFF6_P0A7V3	P0AFF6	P0A7V3
P0AFG0_P0A7V3	P0AFG0	P0A7V3
P0A7A7_P0A7V3	P0A7A7	P0A7V3
P05055_P0A7V3	P05055	P0A7V3
P42184_P0A7V3	P42184	P0A7V3
P23830_P0A7V3	P23830	P0A7V3
P69407_P0A7V3	P69407	P0A7V3
P0A8J8_P0A7V3	P0A8J8	P0A7V3
P0A8V2_P0A7V3	P0A8V2	P0A7V3
P0AG24_P0A7V3	P0AG24	P0A7V3
P06612_P0A7V3	P06612	P0A7V3
P21499_P0A7V3	P21499	P0A7V3
P0AAS7_P0A7V3	P0AAS7	P0A7V3
P76316_P0A7V3	P76316	P0A7V3
P39286_P0A7V3	P39286	P0A7V3
P0ACG8_P0A7V3	P0ACG8	P0A7V3
P0A6Y5_P0A7V3	P0A6Y5	P0A7V3
P0A7K2_P0A7V3	P0A7K2	P0A7V3
P0A7W1_P0A7V8	P0A7W1	P0A7V8
P0ABH9_P0A7V8	P0ABH9	P0A7V8
P0A9X9_P0A7V8	P0A9X9	P0A7V8
P0A9Y6_P0A7V8	P0A9Y6	P0A7V8
P0A968_P0A7V8	P0A968	P0A7V8
P0A9P6_P0A7V8	P0A9P6	P0A7V8
P0A6Q6_P0A7V8	P0A6Q6	P0A7V8
P0A6X7_P0A7V8	P0A6X7	P0A7V8
P0A6Y1_P0A7V8	P0A6Y1	P0A7V8
P33594_P0A7V8	P33594	P0A7V8
P0AFF6_P0A7V8	P0AFF6	P0A7V8
P05055_P0A7V8	P05055	P0A7V8
P42184_P0A7V8	P42184	P0A7V8
P23830_P0A7V8	P23830	P0A7V8
P69407_P0A7V8	P69407	P0A7V8
P25539_P0A7V8	P25539	P0A7V8
P21513_P0A7V8	P21513	P0A7V8
P0AA43_P0A7V8	P0AA43	P0A7V8
P14081_P0A7V8	P14081	P0A7V8
P0A8G0_P0A7V8	P0A8G0	P0A7V8
P21499_P0A7V8	P21499	P0A7V8
P00892_P0A7V8	P00892	P0A7V8
P0AGJ5_P0A7V8	P0AGJ5	P0A7V8
Q46906_P0A7V8	Q46906	P0A7V8
P37195_P0A7V8	P37195	P0A7V8
P0A7K2_P0A7W1	P0A7K2	P0A7W1
P0A7V3_P0A7W1	P0A7V3	P0A7W1
P0A7L0_P0A7W1	P0A7L0	P0A7W1
P64476_P0A7W1	P64476	P0A7W1
P76578_P0A7W1	P76578	P0A7W1
P0A9J0_P0A7W1	P0A9J0	P0A7W1
P0ACJ8_P0A7W1	P0ACJ8	P0A7W1
P0A9Y6_P0A7W1	P0A9Y6	P0A7W1
P03004_P0A7W1	P03004	P0A7W1
P0A6P9_P0A7W1	P0A6P9	P0A7W1
P0A6Q3_P0A7W1	P0A6Q3	P0A7W1
P0AGD7_P0A7W1	P0AGD7	P0A7W1
P0ADH5_P0A7W1	P0ADH5	P0A7W1
P0A6R3_P0A7W1	P0A6R3	P0A7W1
P00960_P0A7W1	P00960	P0A7W1
P0A6X3_P0A7W1	P0A6X3	P0A7W1
P28905_P0A7W1	P28905	P0A7W1
P43329_P0A7W1	P43329	P0A7W1
P0A6H5_P0A7W1	P0A6H5	P0A7W1
P0AC75_P0A7W1	P0AC75	P0A7W1
P0A6I6_P0A7W1	P0A6I6	P0A7W1
P0A7A7_P0A7W1	P0A7A7	P0A7W1
P05055_P0A7W1	P05055	P0A7W1
P07012_P0A7W1	P07012	P0A7W1
P42184_P0A7W1	P42184	P0A7W1
P0A7E9_P0A7W1	P0A7E9	P0A7W1
P30850_P0A7W1	P30850	P0A7W1
P0A7Y4_P0A7W1	P0A7Y4	P0A7W1
P0A7Y8_P0A7W1	P0A7Y8	P0A7W1
P60723_P0A7W1	P60723	P0A7W1
P0A7Z4_P0A7W1	P0A7Z4	P0A7W1
P0A8V2_P0A7W1	P0A8V2	P0A7W1
P00579_P0A7W1	P00579	P0A7W1
P0A7W1_P0A7W1	P0A7W1	P0A7W1
P60438_P0A7W1	P60438	P0A7W1
P0AG48_P0A7W1	P0AG48	P0A7W1
P0A7V0_P0A7W1	P0A7V0	P0A7W1
P02358_P0A7W1	P02358	P0A7W1
P02359_P0A7W1	P02359	P0A7W1
P0A7R5_P0A7W1	P0A7R5	P0A7W1
P0A7U3_P0A7W1	P0A7U3	P0A7W1
P0A7U7_P0A7W1	P0A7U7	P0A7W1
P02990_P0A7W1	P02990	P0A7W1
P0AEM0_P0A7W1	P0AEM0	P0A7W1
P0A832_P0A7W1	P0A832	P0A7W1
P15082_P0A7W1	P15082	P0A7W1
P05100_P0A7W1	P05100	P0A7W1
P0A847_P0A7W1	P0A847	P0A7W1
P0A8M3_P0A7W1	P0A8M3	P0A7W1
P0A850_P0A7W1	P0A850	P0A7W1
P00954_P0A7W1	P00954	P0A7W1
P75767_P0A7W1	P75767	P0A7W1
P75829_P0A7W1	P75829	P0A7W1
P00892_P0A7W1	P00892	P0A7W1
P76104_P0A7W1	P76104	P0A7W1
P0A9X1_P0A7W1	P0A9X1	P0A7W1
P76316_P0A7W1	P76316	P0A7W1
P0AGJ5_P0A7W1	P0AGJ5	P0A7W1
P0A776_P0A7W1	P0A776	P0A7W1
P0A8I5_P0A7W1	P0A8I5	P0A7W1
P0A8A8_P0A7W1	P0A8A8	P0A7W1
P63177_P0A7W1	P63177	P0A7W1
P45748_P0A7W1	P45748	P0A7W1
P0A6Y5_P0A7W1	P0A6Y5	P0A7W1
P0A7T7_P02358	P0A7T7	P02358
P33224_P02358	P33224	P02358
P0ABH9_P02358	P0ABH9	P02358
P08622_P02358	P08622	P02358
P06710_P02358	P06710	P02358
P0A6X3_P02358	P0A6X3	P02358
P16528_P02358	P16528	P02358
P60785_P02358	P60785	P02358
P0AFG0_P02358	P0AFG0	P02358
P0A799_P02358	P0A799	P02358
P69405_P02358	P69405	P02358
P21513_P02358	P21513	P02358
P0A7Y8_P02358	P0A7Y8	P02358
P0A7Z4_P02358	P0A7Z4	P02358
P0A8V2_P02358	P0A8V2	P02358
P00579_P02358	P00579	P02358
P0AG24_P02358	P0AG24	P02358
P25522_P02358	P25522	P02358
P0A8M3_P02358	P0A8M3	P02358
P0A8G0_P02358	P0A8G0	P02358
P0A8E5_P02358	P0A8E5	P02358
P75829_P02358	P75829	P02358
P00892_P02358	P00892	P02358
P36979_P02358	P36979	P02358
P0A776_P02358	P0A776	P02358
P0A8I5_P02358	P0A8I5	P02358
P32701_P02358	P32701	P02358
P0A6Q3_P02358	P0A6Q3	P02358
P0ADH5_P02358	P0ADH5	P02358
P68739_P02358	P68739	P02358
P0A7E9_P02358	P0A7E9	P02358
P0A7Z4_P02358	P0A7Z4	P02358
P33570_P02358	P33570	P02358
P36879_P02358	P36879	P02358
P0AAS7_P02358	P0AAS7	P02358
P0A8M6_P02358	P0A8M6	P02358
P0AF63_P02358	P0AF63	P02358
P76116_P02358	P76116	P02358
P0AEB7_P02358	P0AEB7	P02358
Q46856_P02358	Q46856	P02358
P64581_P02358	P64581	P02358
P0A707_P02358	P0A707	P02358
P0A6X3_P02358	P0A6X3	P02358
P0A7Y8_P02358	P0A7Y8	P02358
P0A7S3_P02359	P0A7S3	P02359
P76086_P02359	P76086	P02359
P36659_P02359	P36659	P02359
P63284_P02359	P63284	P02359
P0A9Y6_P02359	P0A9Y6	P02359
P0A968_P02359	P0A968	P02359
P0A972_P02359	P0A972	P02359
P0AED9_P02359	P0AED9	P02359
P03004_P02359	P03004	P02359
P0C0R7_P02359	P0C0R7	P02359
P0A6W5_P02359	P0A6W5	P02359
P15038_P02359	P15038	P02359
P0A6Y1_P02359	P0A6Y1	P02359
P43329_P02359	P43329	P02359
P10485_P02359	P10485	P02359
P0A7B8_P02359	P0A7B8	P02359
P0A6Z3_P02359	P0A6Z3	P02359
P60785_P02359	P60785	P02359
P22523_P02359	P22523	P02359
P33594_P02359	P33594	P02359
P0A9L5_P02359	P0A9L5	P02359
P42184_P02359	P42184	P02359
P67910_P02359	P67910	P02359
P0A8J8_P02359	P0A8J8	P02359
P25539_P02359	P25539	P02359
P0A7Z4_P02359	P0A7Z4	P02359
P0A8T7_P02359	P0A8T7	P02359
P0AEM0_P02359	P0AEM0	P02359
P0AG24_P02359	P0AG24	P02359
P0A847_P02359	P0A847	P02359
P0A8M3_P02359	P0A8M3	P02359
P0A850_P02359	P0A850	P02359
P06612_P02359	P06612	P02359
P0A8G0_P02359	P0A8G0	P02359
P03018_P02359	P03018	P02359
P21499_P02359	P21499	P02359
P0ACN4_P02359	P0ACN4	P02359
P75767_P02359	P75767	P02359
P00892_P02359	P00892	P02359
P37765_P02359	P37765	P02359
P36979_P02359	P36979	P02359
P0AGJ5_P02359	P0AGJ5	P02359
P0A776_P02359	P0A776	P02359
P0A8I5_P02359	P0A8I5	P02359
P0ADK8_P02359	P0ADK8	P02359
P0A9W0_P02359	P0A9W0	P02359
P33371_P02359	P33371	P02359
P0A850_P02359	P0A850	P02359
P0A7V8_P0A7W7	P0A7V8	P0A7W7
P0A7W1_P0A7W7	P0A7W1	P0A7W7
P0A7L0_P0A7W7	P0A7L0	P0A7W7
P0A6A8_P0A7W7	P0A6A8	P0A7W7
P0A9P6_P0A7W7	P0A9P6	P0A7W7
P0ABT2_P0A7W7	P0ABT2	P0A7W7
P0A707_P0A7W7	P0A707	P0A7W7
P21645_P0A7W7	P21645	P0A7W7
P0A8G0_P0A7W7	P0A8G0	P0A7W7
P21499_P0A7W7	P21499	P0A7W7
P0AGJ5_P0A7W7	P0AGJ5	P0A7W7
P0A9W0_P0A7W7	P0A9W0	P0A7W7
P0A7S9_P0A7X3	P0A7S9	P0A7X3
P0A7K6_P0A7X3	P0A7K6	P0A7X3
P0A7N4_P0A7X3	P0A7N4	P0A7X3
P0A9P6_P0A7X3	P0A9P6	P0A7X3
P03004_P0A7X3	P03004	P0A7X3
P0A722_P0A7X3	P0A722	P0A7X3
P0A7A7_P0A7X3	P0A7A7	P0A7X3
P0A7W1_P0A7X3	P0A7W1	P0A7X3
P0AG24_P0A7X3	P0AG24	P0A7X3
P21499_P0A7X3	P21499	P0A7X3
P0AG67_P0A7R5	P0AG67	P0A7R5
P0A8L7_P0A7R5	P0A8L7	P0A7R5
P76578_P0A7R5	P76578	P0A7R5
P0A6G7_P0A7R5	P0A6G7	P0A7R5
P0ACJ8_P0A7R5	P0ACJ8	P0A7R5
P0A9Y6_P0A7R5	P0A9Y6	P0A7R5
P0A972_P0A7R5	P0A972	P0A7R5
P03004_P0A7R5	P03004	P0A7R5
P08622_P0A7R5	P08622	P0A7R5
P0ABT2_P0A7R5	P0ABT2	P0A7R5
P0AEK4_P0A7R5	P0AEK4	P0A7R5
P0A6R3_P0A7R5	P0A6R3	P0A7R5
P0A9R7_P0A7R5	P0A9R7	P0A7R5
P0A9A6_P0A7R5	P0A9A6	P0A7R5
P28905_P0A7R5	P28905	P0A7R5
P0ABS8_P0A7R5	P0ABS8	P0A7R5
P22939_P0A7R5	P22939	P0A7R5
P0AC75_P0A7R5	P0AC75	P0A7R5
P0A722_P0A7R5	P0A722	P0A7R5
P21645_P0A7R5	P21645	P0A7R5
P0AE18_P0A7R5	P0AE18	P0A7R5
P31120_P0A7R5	P31120	P0A7R5
P0AFG0_P0A7R5	P0AFG0	P0A7R5
P0A7A9_P0A7R5	P0A7A9	P0A7R5
P42184_P0A7R5	P42184	P0A7R5
P0A7E9_P0A7R5	P0A7E9	P0A7R5
P21513_P0A7R5	P21513	P0A7R5
P60723_P0A7R5	P60723	P0A7R5
P0A7Z4_P0A7R5	P0A7Z4	P0A7R5
P0A8V2_P0A7R5	P0A8V2	P0A7R5
P0A8T7_P0A7R5	P0A8T7	P0A7R5
P0A800_P0A7R5	P0A800	P0A7R5
P0AA43_P0A7R5	P0AA43	P0A7R5
P25522_P0A7R5	P25522	P0A7R5
P0A8D0_P0A7R5	P0A8D0	P0A7R5
P0AAR3_P0A7R5	P0AAR3	P0A7R5
P77756_P0A7R5	P77756	P0A7R5
P0AFP2_P0A7R5	P0AFP2	P0A7R5
P37765_P0A7R5	P37765	P0A7R5
P39199_P0A7R5	P39199	P0A7R5
P36979_P0A7R5	P36979	P0A7R5
P05852_P0A7R5	P05852	P0A7R5
P63177_P0A7R5	P63177	P0A7R5
P0A9W0_P0A7R5	P0A9W0	P0A7R5
P45748_P0A7R5	P45748	P0A7R5
P68679_P0A7R9	P68679	P0A7R9
P0A707_P0A7R9	P0A707	P0A7R9
P0A9P6_P0A7R9	P0A9P6	P0A7R9
P0AGD7_P0A7R9	P0AGD7	P0A7R9
P0A715_P0A7R9	P0A715	P0A7R9
P0A8N5_P0A7R9	P0A8N5	P0A7R9
P0A7Y8_P0A7R9	P0A7Y8	P0A7R9
P21499_P0A7R9	P21499	P0A7R9
P0A8E5_P0A7R9	P0A8E5	P0A7R9
P0AGJ5_P0A7R9	P0AGJ5	P0A7R9
P0ADY7_P0A7S3	P0ADY7	P0A7S3
P0AG48_P0A7S3	P0AG48	P0A7S3
P76086_P0A7S3	P76086	P0A7S3
P0A7W1_P0A7S3	P0A7W1	P0A7S3
P0AG24_P0A7S3	P0AG24	P0A7S3
P0A847_P0A7S3	P0A847	P0A7S3
P0A9W0_P0A7S3	P0A9W0	P0A7S3
P0A7V3_P0A7S9	P0A7V3	P0A7S9
P0A705_P0A7S9	P0A705	P0A7S9
P0C018_P0A7S9	P0C018	P0A7S9
P0A9P6_P0A7S9	P0A9P6	P0A7S9
P0A6Q3_P0A7S9	P0A6Q3	P0A7S9
P00960_P0A7S9	P00960	P0A7S9
P0A6X3_P0A7S9	P0A6X3	P0A7S9
P0A6Y1_P0A7S9	P0A6Y1	P0A7S9
P0AEU7_P0A7S9	P0AEU7	P0A7S9
P43329_P0A7S9	P43329	P0A7S9
P0A7B8_P0A7S9	P0A7B8	P0A7S9
P0A715_P0A7S9	P0A715	P0A7S9
P05055_P0A7S9	P05055	P0A7S9
P69405_P0A7S9	P69405	P0A7S9
P0A7Y8_P0A7S9	P0A7Y8	P0A7S9
P0A7Z4_P0A7S9	P0A7Z4	P0A7S9
P0A8T7_P0A7S9	P0A8T7	P0A7S9
P0A7W1_P0A7S9	P0A7W1	P0A7S9
P0AA43_P0A7S9	P0AA43	P0A7S9
P0AEM0_P0A7S9	P0AEM0	P0A7S9
P06612_P0A7S9	P06612	P0A7S9
P0A8G0_P0A7S9	P0A8G0	P0A7S9
P75829_P0A7S9	P75829	P0A7S9
P00892_P0A7S9	P00892	P0A7S9
P0AGJ5_P0A7S9	P0AGJ5	P0A7S9
P76594_P0A7S9	P76594	P0A7S9
P0A776_P0A7S9	P0A776	P0A7S9
P0A8I5_P0A7S9	P0A8I5	P0A7S9
P39286_P0A7S9	P39286	P0A7S9
P0A7U3_P0AG59	P0A7U3	P0AG59
P33224_P0AG59	P33224	P0AG59
P06709_P0AG59	P06709	P0AG59
P0ABH9_P0AG59	P0ABH9	P0AG59
P0A9Y6_P0AG59	P0A9Y6	P0AG59
P0A968_P0AG59	P0A968	P0AG59
P0A9P6_P0AG59	P0A9P6	P0AG59
P03004_P0AG59	P03004	P0AG59
P28905_P0AG59	P28905	P0AG59
P0ACE0_P0AG59	P0ACE0	P0AG59
P0A707_P0AG59	P0A707	P0AG59
P0ABU0_P0AG59	P0ABU0	P0AG59
P50465_P0AG59	P50465	P0AG59
P68739_P0AG59	P68739	P0AG59
P0AFG0_P0AG59	P0AFG0	P0AG59
P0A7Y8_P0AG59	P0A7Y8	P0AG59
P0A8V2_P0AG59	P0A8V2	P0AG59
P0AEM0_P0AG59	P0AEM0	P0AG59
P0AG24_P0AG59	P0AG24	P0AG59
P0A847_P0AG59	P0A847	P0AG59
P25522_P0AG59	P25522	P0AG59
P14294_P0AG59	P14294	P0AG59
P0A8G0_P0AG59	P0A8G0	P0AG59
P36979_P0AG59	P36979	P0AG59
P0AGJ5_P0AG59	P0AGJ5	P0AG59
P0A9W0_P0AG59	P0A9W0	P0AG59
P0AE60_P0ADZ4	P0AE60	P0ADZ4
P68739_P0ADZ4	P68739	P0ADZ4
P0A7Y8_P0ADZ4	P0A7Y8	P0ADZ4
P0ABH9_P0A7T3	P0ABH9	P0A7T3
P0A972_P0A7T3	P0A972	P0A7T3
P0ADH5_P0A7T3	P0ADH5	P0A7T3
P00960_P0A7T3	P00960	P0A7T3
P0A6X3_P0A7T3	P0A6X3	P0A7T3
P28631_P0A7T3	P28631	P0A7T3
P0ABS8_P0A7T3	P0ABS8	P0A7T3
P0A707_P0A7T3	P0A707	P0A7T3
P21645_P0A7T3	P21645	P0A7T3
P0AE18_P0A7T3	P0AE18	P0A7T3
P22523_P0A7T3	P22523	P0A7T3
P0AFG0_P0A7T3	P0AFG0	P0A7T3
P42184_P0A7T3	P42184	P0A7T3
P0A7E9_P0A7T3	P0A7E9	P0A7T3
P0A7Z4_P0A7T3	P0A7Z4	P0A7T3
P0A8T7_P0A7T3	P0A8T7	P0A7T3
P0A7W1_P0A7T3	P0A7W1	P0A7T3
P0AEM0_P0A7T3	P0AEM0	P0A7T3
P37765_P0A7T3	P37765	P0A7T3
P0AGJ5_P0A7T3	P0AGJ5	P0A7T3
P23839_P0A7T3	P23839	P0A7T3
P45748_P0A7T3	P45748	P0A7T3
P07012_P0AG63	P07012	P0AG63
P0AG67_P0A7T7	P0AG67	P0A7T7
P07012_P0A7T7	P07012	P0A7T7
P0A9P6_P0A7T7	P0A9P6	P0A7T7
P0ADH5_P0A7T7	P0ADH5	P0A7T7
P0A6X3_P0A7T7	P0A6X3	P0A7T7
P0A707_P0A7T7	P0A707	P0A7T7
P05055_P0A7T7	P05055	P0A7T7
P0A7Y8_P0A7T7	P0A7Y8	P0A7T7
P0AG24_P0A7T7	P0AG24	P0A7T7
P0A8G0_P0A7T7	P0A8G0	P0A7T7
P21499_P0A7T7	P21499	P0A7T7
P00892_P0A7T7	P00892	P0A7T7
P36979_P0A7T7	P36979	P0A7T7
P0A776_P0A7T7	P0A776	P0A7T7
P0A7S9_P0A7U3	P0A7S9	P0A7U3
P0A707_P0A7U3	P0A707	P0A7U3
P0A9J0_P0A7U3	P0A9J0	P0A7U3
P0A9P6_P0A7U3	P0A9P6	P0A7U3
P0A8J8_P0A7U3	P0A8J8	P0A7U3
P0A7Z4_P0A7U3	P0A7Z4	P0A7U3
P75829_P0A7U3	P75829	P0A7U3
P0AGJ5_P0A7U3	P0AGJ5	P0A7U3
P0A9W0_P0A7U3	P0A9W0	P0A7U3
P24169_P0A7U7	P24169	P0A7U7
P75960_P0A7U7	P75960	P0A7U7
P0AED9_P0A7U7	P0AED9	P0A7U7
P0A9P6_P0A7U7	P0A9P6	P0A7U7
P0A707_P0A7U7	P0A707	P0A7U7
P0AE18_P0A7U7	P0AE18	P0A7U7
P21513_P0A7U7	P21513	P0A7U7
P0A7Z4_P0A7U7	P0A7Z4	P0A7U7
P0A8M3_P0A7U7	P0A8M3	P0A7U7
P06612_P0A7U7	P06612	P0A7U7
P21499_P0A7U7	P21499	P0A7U7
P0A8E5_P0A7U7	P0A8E5	P0A7U7
P0A9K3_P0A7U7	P0A9K3	P0A7U7
P75829_P0A7U7	P75829	P0A7U7
P37765_P0A7U7	P37765	P0A7U7
P68066_P0A7U7	P68066	P0A7U7
P76594_P0A7U7	P76594	P0A7U7
P0A776_P0A7U7	P0A776	P0A7U7
P0A8I5_P0A7U7	P0A8I5	P0A7U7
P0A9W0_P0A7U7	P0A9W0	P0A7U7
P0A7S9_P68679	P0A7S9	P68679
P02358_P68679	P02358	P68679
P0A7T7_P68679	P0A7T7	P68679
P0A9J0_P68679	P0A9J0	P68679
P23830_P68679	P23830	P68679
P69407_P68679	P69407	P68679
P0A7Y8_P68679	P0A7Y8	P68679
P0A7Z4_P68679	P0A7Z4	P68679
P0AGE0_P68679	P0AGE0	P68679
P21499_P68679	P21499	P68679
P37765_P68679	P37765	P68679
P63177_P68679	P63177	P68679
P0A7V8_P0A7L0	P0A7V8	P0A7L0
P0A7V0_P0A7L0	P0A7V0	P0A7L0
P0A972_P0A7L0	P0A972	P0A7L0
P0A978_P0A7L0	P0A978	P0A7L0
P0A9P6_P0A7L0	P0A9P6	P0A7L0
P0ABQ0_P0A7L0	P0ABQ0	P0A7L0
P0ACB0_P0A7L0	P0ACB0	P0A7L0
P03007_P0A7L0	P03007	P0A7L0
P06710_P0A7L0	P06710	P0A7L0
P0A6Q3_P0A7L0	P0A6Q3	P0A7L0
P0A6Q6_P0A7L0	P0A6Q6	P0A7L0
P0A6X7_P0A7L0	P0A6X7	P0A7L0
P0A6Y1_P0A7L0	P0A6Y1	P0A7L0
P0A715_P0A7L0	P0A715	P0A7L0
P00490_P0A7L0	P00490	P0A7L0
P0A738_P0A7L0	P0A738	P0A7L0
P0AFF6_P0A7L0	P0AFF6	P0A7L0
P0A7E9_P0A7L0	P0A7E9	P0A7L0
P0A7Y8_P0A7L0	P0A7Y8	P0A7L0
P21507_P0A7L0	P21507	P0A7L0
P0A847_P0A7L0	P0A847	P0A7L0
P0A8M3_P0A7L0	P0A8M3	P0A7L0
P21499_P0A7L0	P21499	P0A7L0
P0AFP2_P0A7L0	P0AFP2	P0A7L0
P0A9K3_P0A7L0	P0A9K3	P0A7L0
P0A6L9_P0A7L0	P0A6L9	P0A7L0
P77499_P0A7L0	P77499	P0A7L0
P0ABD5_P60438	P0ABD5	P60438
P0AE60_P60438	P0AE60	P60438
P0ABH9_P60438	P0ABH9	P60438
P0A6G7_P60438	P0A6G7	P60438
P0ACJ8_P60438	P0ACJ8	P60438
P0A9X9_P60438	P0A9X9	P60438
P0A9Y6_P60438	P0A9Y6	P60438
P0A968_P60438	P0A968	P60438
P0A972_P60438	P0A972	P60438
P0AED9_P60438	P0AED9	P60438
P10443_P60438	P10443	P60438
P0A6R3_P60438	P0A6R3	P60438
P30128_P60438	P30128	P60438
P0A6Y1_P60438	P0A6Y1	P60438
P28631_P60438	P28631	P60438
P28905_P60438	P28905	P60438
P28632_P60438	P28632	P60438
P0A6H5_P60438	P0A6H5	P60438
P0A7B8_P60438	P0A7B8	P60438
P22939_P60438	P22939	P60438
P0A715_P60438	P0A715	P60438
P21645_P60438	P21645	P60438
P00490_P60438	P00490	P60438
P22523_P60438	P22523	P60438
P68739_P60438	P68739	P60438
P0A780_P60438	P0A780	P60438
P0A7A7_P60438	P0A7A7	P60438
P23830_P60438	P23830	P60438
P0A8J8_P60438	P0A8J8	P60438
P0AG30_P60438	P0AG30	P60438
P60723_P60438	P60723	P60438
P0ADZ0_P60438	P0ADZ0	P60438
P0AGB3_P60438	P0AGB3	P60438
P14081_P60438	P14081	P60438
P0AFG3_P60438	P0AFG3	P60438
P0A850_P60438	P0A850	P60438
P06612_P60438	P06612	P60438
P0A8G0_P60438	P0A8G0	P60438
P03018_P60438	P03018	P60438
P60390_P60438	P60390	P60438
P0A8E5_P60438	P0A8E5	P60438
P0A9K3_P60438	P0A9K3	P60438
P75767_P60438	P75767	P60438
P75829_P60438	P75829	P60438
P00892_P60438	P00892	P60438
P76316_P60438	P76316	P60438
P33916_P60438	P33916	P60438
P0A776_P60438	P0A776	P60438
P0A8I5_P60438	P0A8I5	P60438
P0A6M4_P60438	P0A6M4	P60438
P76114_P60438	P76114	P60438
P0A6Y5_P60438	P0A6Y5	P60438
P0A7L0_P60438	P0A7L0	P60438
P0A7K2_P60422	P0A7K2	P60422
P0A7R1_P60422	P0A7R1	P60422
P0A6P5_P60422	P0A6P5	P60422
P36659_P60422	P36659	P60422
P0A9Y6_P60422	P0A9Y6	P60422
P0A968_P60422	P0A968	P60422
P0A9P6_P60422	P0A9P6	P60422
P03004_P60422	P03004	P60422
P0A6Q3_P60422	P0A6Q3	P60422
P0A6Q6_P60422	P0A6Q6	P60422
P0ADH5_P60422	P0ADH5	P60422
P0A6Y1_P60422	P0A6Y1	P60422
P0A7B8_P60422	P0A7B8	P60422
P21645_P60422	P21645	P60422
P0AFF6_P60422	P0AFF6	P60422
P42184_P60422	P42184	P60422
P0A7E9_P60422	P0A7E9	P60422
P69405_P60422	P69405	P60422
P21513_P60422	P21513	P60422
P60723_P60422	P60723	P60422
P0ADZ0_P60422	P0ADZ0	P60422
P0A7Z4_P60422	P0A7Z4	P60422
P00579_P60422	P00579	P60422
P0A800_P60422	P0A800	P60422
P15082_P60422	P15082	P60422
P0AGE0_P60422	P0AGE0	P60422
P0A847_P60422	P0A847	P60422
P0A8G0_P60422	P0A8G0	P60422
P0ACN4_P60422	P0ACN4	P60422
P0A8Z3_P60422	P0A8Z3	P60422
P75829_P60422	P75829	P60422
P00892_P60422	P00892	P60422
P37765_P60422	P37765	P60422
P36979_P60422	P36979	P60422
P0AGJ5_P60422	P0AGJ5	P60422
P0A776_P60422	P0A776	P60422
P0A8I5_P60422	P0A8I5	P60422
P37195_P60422	P37195	P60422
P0AG44_P60422	P0AG44	P60422
P0A6G7_P60723	P0A6G7	P60723
P0A9X9_P60723	P0A9X9	P60723
P0A972_P60723	P0A972	P60723
P0A6K3_P60723	P0A6K3	P60723
P03004_P60723	P03004	P60723
P0ACB0_P60723	P0ACB0	P60723
P10443_P60723	P10443	P60723
P0A6Y8_P60723	P0A6Y8	P60723
P0A6R3_P60723	P0A6R3	P60723
P00960_P60723	P00960	P60723
P0AAI3_P60723	P0AAI3	P60723
P0A6H5_P60723	P0A6H5	P60723
P16528_P60723	P16528	P60723
P04951_P60723	P04951	P60723
P0A6I6_P60723	P0A6I6	P60723
P07813_P60723	P07813	P60723
P21645_P60723	P21645	P60723
P00490_P60723	P00490	P60723
P0AFF6_P60723	P0AFF6	P60723
P0AFG0_P60723	P0AFG0	P60723
P20083_P60723	P20083	P60723
P05055_P60723	P05055	P60723
P00582_P60723	P00582	P60723
P42184_P60723	P42184	P60723
P0A7D1_P60723	P0A7D1	P60723
P0A7E9_P60723	P0A7E9	P60723
P69405_P60723	P69405	P60723
P25539_P60723	P25539	P60723
P60723_P60723	P60723	P60723
P0ABT2_P60723	P0ABT2	P60723
P0A6M8_P60723	P0A6M8	P60723
P0C8J8_P60723	P0C8J8	P60723
P09373_P60723	P09373	P60723
P0A7L0_P60723	P0A7L0	P60723
