Entry Name A_Subcellular Location(this study)	Entry Name B_Subcellular Location(this study)	Entry Name A	Entry Name B	Accession A	Accession B	Satus
RL15_A	SPOT_A	RL15_ECOLI	SPOT_ECOLI	P02413	P0AG24	C
RL15_A	MAK_B	RL15_ECOLI	MAK_ECOLI	P02413	P23917	C
RL15_A	ADIA_A	RL15_ECOLI	ADIA_ECOLI	P02413	P28629	C
RL15_A	RLUB_A	RL15_ECOLI	RLUB_ECOLI	P02413	P37765	C
RL15_A	CSRA_A	RL15_ECOLI	CSRA_ECOLI	P02413	P69913	C
RL15_A	YBJX_F1	RL15_ECOLI	YBJX_ECOLI	P02413	P75829	C
RL15_A	YNCE_G	RL15_ECOLI	YNCE_ECOLI	P02413	P76116	C
RL15_A	DCYD_A	RL15_ECOLI	DCYD_ECOLI	P02413	P76316	C
RL15_A	PHOL_A	RL15_ECOLI	PHOL_ECOLI	P02413	P0A9K3	C
RL15_A	YGFU_B	RL15_ECOLI	YGFU_ECOLI	P02413	Q46821	C
RL15_A	RPPH_A	RL15_ECOLI	RPPH_ECOLI	P02413	P0A776	C
PBPA_B	6PGD_A	PBPA_ECOLI	6PGD_ECOLI	P02918	P00350	C
PBPA_B	RL15_A	PBPA_ECOLI	RL15_ECOLI	P02918	P02413	C
PBPA_B	PFLB_A	PBPA_ECOLI	PFLB_ECOLI	P02918	P09373	C
PBPA_B	EFG_A	PBPA_ECOLI	EFG_ECOLI	P02918	P0A6M8	C
PBPA_B	EFTU1_F1	PBPA_ECOLI	EFTU1_ECOLI	P02918	P0CE47	C
PBPA_B	EFTS_A	PBPA_ECOLI	EFTS_ECOLI	P02918	P0A6P1	C
PBPA_B	ENO_A	PBPA_ECOLI	ENO_ECOLI	P02918	P0A6P9	C
PBPA_B	PGK_A	PBPA_ECOLI	PGK_ECOLI	P02918	P0A799	C
PBPA_B	RL11_A	PBPA_ECOLI	RL11_ECOLI	P02918	P0A7J7	C
PBPA_B	RL19_A	PBPA_ECOLI	RL19_ECOLI	P02918	P0A7K6	C
PBPA_B	RL29_A	PBPA_ECOLI	RL29_ECOLI	P02918	P0A7M6	C
PBPA_B	RL9_A	PBPA_ECOLI	RL9_ECOLI	P02918	P0A7R1	C
PBPA_B	RS11_A	PBPA_ECOLI	RS11_ECOLI	P02918	P0A7R9	C
PBPA_B	RS16_A	PBPA_ECOLI	RS16_ECOLI	P02918	P0A7T3	C
PBPA_B	RS19_A	PBPA_ECOLI	RS19_ECOLI	P02918	P0A7U3	C
PBPA_B	GLYA_A	PBPA_ECOLI	GLYA_ECOLI	P02918	P0A825	C
PBPA_B	FUR_A	PBPA_ECOLI	FUR_ECOLI	P02918	P0A9A9	C
PBPA_B	G3P1_A	PBPA_ECOLI	G3P1_ECOLI	P02918	P0A9B2	C
PBPA_B	CSPC_A	PBPA_ECOLI	CSPC_ECOLI	P02918	P0A9Y6	C
PBPA_B	USPD_A	PBPA_ECOLI	USPD_ECOLI	P02918	P0AAB8	C
PBPA_B	YCCJ_A	PBPA_ECOLI	YCCJ_ECOLI	P02918	P0AB14	C
PBPA_B	DBHA_A	PBPA_ECOLI	DBHA_ECOLI	P02918	P0ACF0	C
PBPA_B	YFCZ_A	PBPA_ECOLI	YFCZ_ECOLI	P02918	P0AD33	C
PBPA_B	RL16_A	PBPA_ECOLI	RL16_ECOLI	P02918	P0ADY7	C
PBPA_B	FABG_A	PBPA_ECOLI	FABG_ECOLI	P02918	P0AEK2	C
PBPA_B	RISA_A	PBPA_ECOLI	RISA_ECOLI	P02918	P0AFU8	C
PBPA_B	RS1_A	PBPA_ECOLI	RS1_ECOLI	P02918	P0AG67	C
PBPA_B	RL18_A	PBPA_ECOLI	RL18_ECOLI	P02918	P0C018	C
PBPA_B	OSMC_A	PBPA_ECOLI	OSMC_ECOLI	P02918	P0C0L2	C
PBPA_B	KATG_A	PBPA_ECOLI	KATG_ECOLI	P02918	P13029	C
PBPA_B	GLMS_A	PBPA_ECOLI	GLMS_ECOLI	P02918	P17169	C
PBPA_B	PGM_A	PBPA_ECOLI	PGM_ECOLI	P02918	P36938	C
PBPA_B	RL5_A	PBPA_ECOLI	RL5_ECOLI	P02918	P62399	C
PBPA_B	RL25_A	PBPA_ECOLI	RL25_ECOLI	P02918	P68919	C
PBPB_B	TALB_A	PBPB_ECOLI	TALB_ECOLI	P02919	P0A870	C
PBPB_B	HEM2_A	PBPB_ECOLI	HEM2_ECOLI	P02919	P0ACB2	C
PBPB_B	DBHA_A	PBPB_ECOLI	DBHA_ECOLI	P02919	P0ACF0	C
PBPB_B	PPSA_A	PBPB_ECOLI	PPSA_ECOLI	P02919	P23538	C
TONB_B	RL10_A	TONB_ECOLI	RL10_ECOLI	P02929	P0A7J3	C
TONB_B	RS10_A	TONB_ECOLI	RS10_ECOLI	P02929	P0A7R5	C
DNAA_F1	RS5_A	DNAA_ECOLI	RS5_ECOLI	P03004	P0A7W1	C
DNAA_F1	RS7_A	DNAA_ECOLI	RS7_ECOLI	P03004	P02359	C
DNAA_F1	RS9_A	DNAA_ECOLI	RS9_ECOLI	P03004	P0A7X3	C
DNAA_F1	RS10_A	DNAA_ECOLI	RS10_ECOLI	P03004	P0A7R5	C
DNAA_F1	RS14_A	DNAA_ECOLI	RS14_ECOLI	P03004	P0AG59	C
DNAA_F1	RL2_A	DNAA_ECOLI	RL2_ECOLI	P03004	P60422	C
DNAA_F1	RL4_A	DNAA_ECOLI	RL4_ECOLI	P03004	P60723	C
DNAA_F1	RL15_A	DNAA_ECOLI	RL15_ECOLI	P03004	P02413	C
DNAA_F1	RL16_A	DNAA_ECOLI	RL16_ECOLI	P03004	P0ADY7	C
DNAA_F1	RL24_A	DNAA_ECOLI	RL24_ECOLI	P03004	P60624	C
DNAA_F1	RL28_A	DNAA_ECOLI	RL28_ECOLI	P03004	P0A7M2	C
DNAA_F1	DNAB_A	DNAA_ECOLI	DNAB_ECOLI	P03004	P0ACB0	C
DNAA_F1	DNAJ_A	DNAA_ECOLI	DNAJ_ECOLI	P03004	P08622	C
DNAA_F1	RS4_A	DNAA_ECOLI	RS4_ECOLI	P03004	P0A7V8	C
DNAA_F1	RL14_A	DNAA_ECOLI	RL14_ECOLI	P03004	P0ADY3	C
DNAA_F1	RL16_A	DNAA_ECOLI	RL16_ECOLI	P03004	P0ADY7	C
DNAA_F1	RS14_A	DNAA_ECOLI	RS14_ECOLI	P03004	P0AG59	C
DPO3E_A	RL1_A	DPO3E_ECOLI	RL1_ECOLI	P03007	P0A7L0	C
DPO3E_A	RL13_A	DPO3E_ECOLI	RL13_ECOLI	P03007	P0AA10	C
DPO3E_A	RL33_A	DPO3E_ECOLI	RL33_ECOLI	P03007	P0A7N9	C
DPO3E_A	RL33_A	DPO3E_ECOLI	RL33_ECOLI	P03007	P0A7N9	C
DPO3E_A	ATP6_B	DPO3E_ECOLI	ATP6_ECOLI	P03007	P0AB98	C
DPO3E_A	DPO3A_A	DPO3E_ECOLI	DPO3A_ECOLI	P03007	P10443	C
DPO3E_A	YBIC_A	DPO3E_ECOLI	YBIC_ECOLI	P03007	P30178	C
UVRD_A	DBHA_A	UVRD_ECOLI	DBHA_ECOLI	P03018	P0ACF0	C
UVRD_A	RS2_A	UVRD_ECOLI	RS2_ECOLI	P03018	P0A7V0	C
UVRD_A	RS7_A	UVRD_ECOLI	RS7_ECOLI	P03018	P02359	C
UVRD_A	RL3_A	UVRD_ECOLI	RL3_ECOLI	P03018	P60438	C
UVRD_A	RL13_A	UVRD_ECOLI	RL13_ECOLI	P03018	P0AA10	C
UVRD_A	RL22_A	UVRD_ECOLI	RL22_ECOLI	P03018	P61175	C
UVRD_A	RL23_A	UVRD_ECOLI	RL23_ECOLI	P03018	P0ADZ0	C
UVRD_A	ODP1_B	UVRD_ECOLI	ODP1_ECOLI	P03018	P0AFG8	C
UVRD_A	UVRB_A	UVRD_ECOLI	UVRB_ECOLI	P03018	P0A8F8	C
UVRD_A	MUTS_B	UVRD_ECOLI	MUTS_ECOLI	P03018	P23909	C
UVRD_A	ACCA_A	UVRD_ECOLI	ACCA_ECOLI	P03018	P0ABD5	C
UVRD_A	PQIB_B	UVRD_ECOLI	PQIB_ECOLI	P03018	P43671	C
UVRD_A	PHOL_A	UVRD_ECOLI	PHOL_ECOLI	P03018	P0A9K3	C
LACI_A	LACI_A	LACI_ECOLI	LACI_ECOLI	P03023	P03023	C
GALR_A	DBHA_A	GALR_ECOLI	DBHA_ECOLI	P03024	P0ACF0	C
GALR_A	GALR_A	GALR_ECOLI	GALR_ECOLI	P03024	P03024	C
GALR_A	RECJ_B	GALR_ECOLI	RECJ_ECOLI	P03024	P21893	C
KEFC_B	CLPP_A	KEFC_ECOLI	CLPP_ECOLI	P03819	P0A6G7	C
KEFC_B	CLPP_A	KEFC_ECOLI	CLPP_ECOLI	P03819	P0A6G7	C
DAPB_A	TYPH_B	DAPB_ECOLI	TYPH_ECOLI	P04036	P07650	C
GUAA_A	GUAA_A	GUAA_ECOLI	GUAA_ECOLI	P04079	P04079	C
FIMA1_F4	CARB_A	FIMA1_ECOLI	CARB_ECOLI	P04128	P00968	C
FIMA1_F4	MURC_A	FIMA1_ECOLI	MURC_ECOLI	P04128	P17952	C
SYE_A	SYA_A	SYE_ECOLI	SYA_ECOLI	P04805	P00957	C
SYE_A	ENO_A	SYE_ECOLI	ENO_ECOLI	P04805	P0A6P9	C
AMPN_F1	CH60_A	AMPN_ECOLI	CH60_ECOLI	P04825	P0A6F5	C
KDSB_A	RS1_A	KDSB_ECOLI	RS1_ECOLI	P04951	P0AG67	C
KDSB_A	RL4_A	KDSB_ECOLI	RL4_ECOLI	P04951	P60723	C
KDSB_A	RL7_A	KDSB_ECOLI	RL7_ECOLI	P04951	P0A7K2	C
KDSB_A	DNAJ_A	KDSB_ECOLI	DNAJ_ECOLI	P04951	P08622	C
KDSB_A	YFBS_B	KDSB_ECOLI	YFBS_ECOLI	P04951	P0AFU2	C
KDSB_A	KDSA_A	KDSB_ECOLI	KDSA_ECOLI	P04951	P0A715	C
KDSB_A	YFBS_B	KDSB_ECOLI	YFBS_ECOLI	P04951	P0AFU2	C
EX5A_A	ODP1_B	EX5A_ECOLI	ODP1_ECOLI	P04993	P0AFG8	C
FUMC_A	RS14_A	FUMC_ECOLI	RS14_ECOLI	P05042	P0AG59	C
PNP_A	DBHA_A	PNP_ECOLI	DBHA_ECOLI	P05055	P0ACF0	C
PNP_A	RS3_A	PNP_ECOLI	RS3_ECOLI	P05055	P0A7V3	C
PNP_A	RS4_A	PNP_ECOLI	RS4_ECOLI	P05055	P0A7V8	C
PNP_A	RS5_A	PNP_ECOLI	RS5_ECOLI	P05055	P0A7W1	C
PNP_A	RS13_A	PNP_ECOLI	RS13_ECOLI	P05055	P0A7S9	C
PNP_A	RS18_A	PNP_ECOLI	RS18_ECOLI	P05055	P0A7T7	C
PNP_A	RL4_A	PNP_ECOLI	RL4_ECOLI	P05055	P60723	C
PNP_A	RL13_A	PNP_ECOLI	RL13_ECOLI	P05055	P0AA10	C
PNP_A	RL17_A	PNP_ECOLI	RL17_ECOLI	P05055	P0AG44	C
PNP_A	RL9_A	PNP_ECOLI	RL9_ECOLI	P05055	P0A7R1	C
PNP_A	RL22_A	PNP_ECOLI	RL22_ECOLI	P05055	P61175	C
PNP_A	RL24_A	PNP_ECOLI	RL24_ECOLI	P05055	P60624	C
PNP_A	RECA_F1	PNP_ECOLI	RECA_ECOLI	P05055	P0A7G6	C
PNP_A	METK_A	PNP_ECOLI	METK_ECOLI	P05055	P0A817	C
PNP_A	PNP_A	PNP_ECOLI	PNP_ECOLI	P05055	P05055	C
PNP_A	HFQ_F1	PNP_ECOLI	HFQ_ECOLI	P05055	P0A6X3	C
PNP_A	PGK_A	PNP_ECOLI	PGK_ECOLI	P05055	P0A799	C
PNP_A	RL1_A	PNP_ECOLI	RL1_ECOLI	P05055	P0A7L0	C
PNP_A	RS18_A	PNP_ECOLI	RS18_ECOLI	P05055	P0A7T7	C
PNP_A	RS3_A	PNP_ECOLI	RS3_ECOLI	P05055	P0A7V3	C
PNP_A	RNPA_A	PNP_ECOLI	RNPA_ECOLI	P05055	P0A7Y8	C
PNP_A	YACL_A	PNP_ECOLI	YACL_ECOLI	P05055	P0A8E5	C
PNP_A	MREB_F1	PNP_ECOLI	MREB_ECOLI	P05055	P0A9X4	C
PNP_A	CSPC_A	PNP_ECOLI	CSPC_ECOLI	P05055	P0A9Y6	C
PNP_A	RL13_A	PNP_ECOLI	RL13_ECOLI	P05055	P0AA10	C
PNP_A	RS15_A	PNP_ECOLI	RS15_ECOLI	P05055	P0ADZ4	C
PNP_A	RL17_A	PNP_ECOLI	RL17_ECOLI	P05055	P0AG44	C
PNP_A	RL21_A	PNP_ECOLI	RL21_ECOLI	P05055	P0AG48	C
PNP_A	IBPA_A	PNP_ECOLI	IBPA_ECOLI	P05055	P0C054	C
PNP_A	PCNB_B	PNP_ECOLI	PCNB_ECOLI	P05055	P0ABF1	C
PNP_A	RNE_F1	PNP_ECOLI	RNE_ECOLI	P05055	P21513	C
PNP_A	MURE_A	PNP_ECOLI	MURE_ECOLI	P05055	P22188	C
PNP_A	RHLB_A	PNP_ECOLI	RHLB_ECOLI	P05055	P0A8J8	C
PNP_A	HFQ_F1	PNP_ECOLI	HFQ_ECOLI	P05055	P0A6X3	C
PNP_A	IBPA_A	PNP_ECOLI	IBPA_ECOLI	P05055	P0C054	C
PNP_A	CSPC_A	PNP_ECOLI	CSPC_ECOLI	P05055	P0A9Y6	C
PNP_A	YACL_A	PNP_ECOLI	YACL_ECOLI	P05055	P0A8E5	C
PNP_A	YBCJ_A	PNP_ECOLI	YBCJ_ECOLI	P05055	P0AAS7	C
PNP_A	RL24_A	PNP_ECOLI	RL24_ECOLI	P05055	P60624	C
PNP_A	RL4_A	PNP_ECOLI	RL4_ECOLI	P05055	P60723	C
PNP_A	YDII_A	PNP_ECOLI	YDII_ECOLI	P05055	P77781	C
3MG1_A	RS5_A	3MG1_ECOLI	RS5_ECOLI	P05100	P0A7W1	C
APAH_A	EFP_A	APAH_ECOLI	EFP_ECOLI	P05637	P0A6N4	C
APAH_A	RL10_A	APAH_ECOLI	RL10_ECOLI	P05637	P0A7J3	C
APAH_A	RL19_A	APAH_ECOLI	RL19_ECOLI	P05637	P0A7K6	C
APAH_A	RS20_A	APAH_ECOLI	RS20_ECOLI	P05637	P0A7U7	C
APAH_A	RS8_A	APAH_ECOLI	RS8_ECOLI	P05637	P0A7W7	C
APAH_A	G3P1_A	APAH_ECOLI	G3P1_ECOLI	P05637	P0A9B2	C
APAH_A	DBHA_A	APAH_ECOLI	DBHA_ECOLI	P05637	P0ACF0	C
APAH_A	HNS_A	APAH_ECOLI	HNS_ECOLI	P05637	P0ACF8	C
APAH_A	RS14_A	APAH_ECOLI	RS14_ECOLI	P05637	P0AG59	C
APAH_A	RL25_A	APAH_ECOLI	RL25_ECOLI	P05637	P68919	C
T1SK_A	T1RK_A	T1SK_ECOLI	T1RK_ECOLI	P05719	P08956	C
T1SK_A	DBHA_A	T1SK_ECOLI	DBHA_ECOLI	P05719	P0ACF0	C
T1SK_A	RL4_A	T1SK_ECOLI	RL4_ECOLI	P05719	P60723	C
ILVD_A	METN_F1	ILVD_ECOLI	METN_ECOLI	P05791	P30750	C
ILVD_A	FHUF_F1	ILVD_ECOLI	FHUF_ECOLI	P05791	P39405	C
RECN_B	YDCP_A	RECN_ECOLI	YDCP_ECOLI	P05824	P76104	C
GCP_A	RPOA_A	GCP_ECOLI	RPOA_ECOLI	P05852	P0A7Z4	C
GCP_A	RPOB_A	GCP_ECOLI	RPOB_ECOLI	P05852	P0A8V2	C
GCP_A	RS10_A	GCP_ECOLI	RS10_ECOLI	P05852	P0A7R5	C
GCP_A	RL7_A	GCP_ECOLI	RL7_ECOLI	P05852	P0A7K2	C
ADA_A	RPOD_A	ADA_ECOLI	RPOD_ECOLI	P06134	P00579	C
FTSQ_B	FTSA_F1	FTSQ_ECOLI	FTSA_ECOLI	P06136	P0ABH0	C
TOP1_A	RPOA_A	TOP1_ECOLI	RPOA_ECOLI	P06612	P0A7Z4	C
TOP1_A	RPOB_A	TOP1_ECOLI	RPOB_ECOLI	P06612	P0A8V2	C
TOP1_A	RS3_A	TOP1_ECOLI	RS3_ECOLI	P06612	P0A7V3	C
TOP1_A	RS7_A	TOP1_ECOLI	RS7_ECOLI	P06612	P02359	C
TOP1_A	RS13_A	TOP1_ECOLI	RS13_ECOLI	P06612	P0A7S9	C
TOP1_A	RS20_A	TOP1_ECOLI	RS20_ECOLI	P06612	P0A7U7	C
TOP1_A	RL3_A	TOP1_ECOLI	RL3_ECOLI	P06612	P60438	C
TOP1_A	RL19_A	TOP1_ECOLI	RL19_ECOLI	P06612	P0A7K6	C
TOP1_A	HNS_A	TOP1_ECOLI	HNS_ECOLI	P06612	P0ACF8	C
TOP1_A	RL33_A	TOP1_ECOLI	RL33_ECOLI	P06612	P0A7N9	C
TOP1_A	RPOA_A	TOP1_ECOLI	RPOA_ECOLI	P06612	P0A7Z4	C
TOP1_A	RPOB_A	TOP1_ECOLI	RPOB_ECOLI	P06612	P0A8V2	C
TOP1_A	RL13_A	TOP1_ECOLI	RL13_ECOLI	P06612	P0AA10	C
TOP1_A	RLUB_A	TOP1_ECOLI	RLUB_ECOLI	P06612	P37765	C
BIRA_B	RS3_A	BIRA_ECOLI	RS3_ECOLI	P06709	P0A7V3	C
BIRA_B	RS14_A	BIRA_ECOLI	RS14_ECOLI	P06709	P0AG59	C
BIRA_B	RL21_A	BIRA_ECOLI	RL21_ECOLI	P06709	P0AG48	C
BIRA_B	RS14_A	BIRA_ECOLI	RS14_ECOLI	P06709	P0AG59	C
DPO3X_A	RS6_A	DPO3X_ECOLI	RS6_ECOLI	P06710	P02358	C
DPO3X_A	RL1_A	DPO3X_ECOLI	RL1_ECOLI	P06710	P0A7L0	C
DPO3X_A	DPO3A_A	DPO3X_ECOLI	DPO3A_ECOLI	P06710	P10443	C
DPO3X_A	NUSG_A	DPO3X_ECOLI	NUSG_ECOLI	P06710	P0AFG0	C
MUTH_A	RS10_A	MUTH_ECOLI	RS10_ECOLI	P06722	P0A7R5	C
ODP2_F1	DPO1_A	ODP2_ECOLI	DPO1_ECOLI	P06959	P00582	C
ODP2_F1	UVRB_A	ODP2_ECOLI	UVRB_ECOLI	P06959	P0A8F8	C
ODP2_F1	TYRR_A	ODP2_ECOLI	TYRR_ECOLI	P06959	P07604	C
ODP2_F1	GYRA_A	ODP2_ECOLI	GYRA_ECOLI	P06959	P0AES4	C
ODP2_F1	HRPB_A	ODP2_ECOLI	HRPB_ECOLI	P06959	P37024	C
ODP2_F1	HRPA_A	ODP2_ECOLI	HRPA_ECOLI	P06959	P43329	C
ODP2_F1	PHOL_A	ODP2_ECOLI	PHOL_ECOLI	P06959	P0A9K3	C
ODP2_F1	FADJ_A	ODP2_ECOLI	FADJ_ECOLI	P06959	P77399	C
CCA_A	RPOB_A	CCA_ECOLI	RPOB_ECOLI	P06961	P0A8V2	C
CCA_A	PFLB_A	CCA_ECOLI	PFLB_ECOLI	P06961	P09373	C
CCA_A	PUR7_A	CCA_ECOLI	PUR7_ECOLI	P06961	P0A7D7	C
CCA_A	RNR_A	CCA_ECOLI	RNR_ECOLI	P06961	P21499	C
CCA_A	HSLU_A	CCA_ECOLI	HSLU_ECOLI	P06961	P0A6H5	C
FLIM_F1	YJEK_A	FLIM_ECOLI	YJEK_ECOLI	P06974	P39280	C
HEM3_A	RPOC_A	HEM3_ECOLI	RPOC_ECOLI	P06983	P0A8T7	C
RSMA_A	RSMA_A	RSMA_ECOLI	RSMA_ECOLI	P06992	P06992	C
MALT_F1	RL19_A	MALT_ECOLI	RL19_ECOLI	P06993	P0A7K6	C
MALT_F1	DNAJ_A	MALT_ECOLI	DNAJ_ECOLI	P06993	P08622	C
OMPC_H	RAVA_A	OMPC_ECOLI	RAVA_ECOLI	P06996	P31473	C
RF2_A	RPOA_A	RF2_ECOLI	RPOA_ECOLI	P07012	P0A7Z4	C
RF2_A	RS2_A	RF2_ECOLI	RS2_ECOLI	P07012	P0A7V0	C
RF2_A	RS5_A	RF2_ECOLI	RS5_ECOLI	P07012	P0A7W1	C
RF2_A	RS17_A	RF2_ECOLI	RS17_ECOLI	P07012	P0AG63	C
RF2_A	RS18_A	RF2_ECOLI	RS18_ECOLI	P07012	P0A7T7	C
RF2_A	RL7_A	RF2_ECOLI	RL7_ECOLI	P07012	P0A7K2	C
CHEA_A	RS19_A	CHEA_ECOLI	RS19_ECOLI	P07363	P0A7U3	C
CHER_A	YJEK_A	CHER_ECOLI	YJEK_ECOLI	P07364	P39280	C
SYFB_A	SECD_B	SYFB_ECOLI	SECD_ECOLI	P07395	P0AG90	C
SYFB_A	YEAJ_B	SYFB_ECOLI	YEAJ_ECOLI	P07395	P76237	C
THGA_A	TIG_A	THGA_ECOLI	TIG_ECOLI	P07464	P0A850	C
TYRR_A	TYRR_A	TYRR_ECOLI	TYRR_ECOLI	P07604	P07604	C
TYRR_A	ATPA_F1	TYRR_ECOLI	ATPA_ECOLI	P07604	P0ABB0	C
AROB_A	EFG_A	AROB_ECOLI	EFG_ECOLI	P07639	P0A6M8	C
FDHF_A	RS19_A	FDHF_ECOLI	RS19_ECOLI	P07658	P0A7U3	C
FDHF_A	RS8_A	FDHF_ECOLI	RS8_ECOLI	P07658	P0A7W7	C
FDHF_A	DEAD_A	FDHF_ECOLI	DEAD_ECOLI	P07658	P0A9P6	C
SYL_A	RL4_A	SYL_ECOLI	RL4_ECOLI	P07813	P60723	C
SYL_A	RL23_A	SYL_ECOLI	RL23_ECOLI	P07813	P0ADZ0	C
SYL_A	TOP1_A	SYL_ECOLI	TOP1_ECOLI	P07813	P06612	C
SYL_A	RF2_A	SYL_ECOLI	RF2_ECOLI	P07813	P07012	C
SYL_A	SYL_A	SYL_ECOLI	SYL_ECOLI	P07813	P07813	C
SYL_A	AMPM_A	SYL_ECOLI	AMPM_ECOLI	P07813	P0AE18	C
SYL_A	CH10_A	SYL_ECOLI	CH10_ECOLI	P07813	P0A6F9	C
SYL_A	COAD_A	SYL_ECOLI	COAD_ECOLI	P07813	P0A6I6	C
SYL_A	RF1_A	SYL_ECOLI	RF1_ECOLI	P07813	P0A7I0	C
SYL_A	DNLJ_A	SYL_ECOLI	DNLJ_ECOLI	P07813	P15042	C
SYL_A	YEAP_A	SYL_ECOLI	YEAP_ECOLI	P07813	P76245	C
ILVB_A	FUMA_A	ILVB_ECOLI	FUMA_ECOLI	P08142	P0AC33	C
ILVB_A	RL7_A	ILVB_ECOLI	RL7_ECOLI	P08142	P0A7K2	C
ILVB_A	FUMA_A	ILVB_ECOLI	FUMA_ECOLI	P08142	P0AC33	C
CHPS_A	PTA_B	CHPS_ECOLI	PTA_ECOLI	P08365	P0A9M8	C
CHPS_A	PTA_B	CHPS_ECOLI	PTA_ECOLI	P08365	P0A9M8	C
USG_A	RPOA_A	USG_ECOLI	RPOA_ECOLI	P08390	P0A7Z4	C
USG_A	RPOC_A	USG_ECOLI	RPOC_ECOLI	P08390	P0A8T7	C
USG_A	USG_A	USG_ECOLI	USG_ECOLI	P08390	P08390	C
USG_A	RL7_A	USG_ECOLI	RL7_ECOLI	P08390	P0A7K2	C
USG_A	KPYK2_A	USG_ECOLI	KPYK2_ECOLI	P08390	P21599	C
EX5B_A	ODP1_B	EX5B_ECOLI	ODP1_ECOLI	P08394	P0AFG8	C
DNAJ_A	RS6_A	DNAJ_ECOLI	RS6_ECOLI	P08622	P02358	C
DNAJ_A	RS10_A	DNAJ_ECOLI	RS10_ECOLI	P08622	P0A7R5	C
DNAJ_A	RL22_A	DNAJ_ECOLI	RL22_ECOLI	P08622	P61175	C
DNAJ_A	RL23_A	DNAJ_ECOLI	RL23_ECOLI	P08622	P0ADZ0	C
DNAJ_A	RL24_A	DNAJ_ECOLI	RL24_ECOLI	P08622	P60624	C
DNAJ_A	IF2_A	DNAJ_ECOLI	IF2_ECOLI	P08622	P0A705	C
DNAJ_A	RNPH_A	DNAJ_ECOLI	RNPH_ECOLI	P08622	P0CG19	C
DNAJ_A	DNAK_F1	DNAJ_ECOLI	DNAK_ECOLI	P08622	P0A6Y8	C
DNAJ_A	FTSA_F1	DNAJ_ECOLI	FTSA_ECOLI	P08622	P0ABH0	C
DNAJ_A	OMPC_H	DNAJ_ECOLI	OMPC_ECOLI	P08622	P06996	C
DNAJ_A	DNAJ_A	DNAJ_ECOLI	DNAJ_ECOLI	P08622	P08622	C
DNAJ_A	GYRA_A	DNAJ_ECOLI	GYRA_ECOLI	P08622	P0AES4	C
DNAJ_A	NARG_F1	DNAJ_ECOLI	NARG_ECOLI	P08622	P09152	C
DNAJ_A	HSLU_A	DNAJ_ECOLI	HSLU_ECOLI	P08622	P0A6H5	C
DNAJ_A	EFG_A	DNAJ_ECOLI	EFG_ECOLI	P08622	P0A6M8	C
DNAJ_A	EFTU1_F1	DNAJ_ECOLI	EFTU1_ECOLI	P08622	P0CE47	C
DNAJ_A	HFQ_F1	DNAJ_ECOLI	HFQ_ECOLI	P08622	P0A6X3	C
DNAJ_A	KPRS_A	DNAJ_ECOLI	KPRS_ECOLI	P08622	P0A717	C
DNAJ_A	RS3_A	DNAJ_ECOLI	RS3_ECOLI	P08622	P0A7V3	C
DNAJ_A	RUVB_A	DNAJ_ECOLI	RUVB_ECOLI	P08622	P0A812	C
DNAJ_A	PTA_B	DNAJ_ECOLI	PTA_ECOLI	P08622	P0A9M8	C
DNAJ_A	CSPC_A	DNAJ_ECOLI	CSPC_ECOLI	P08622	P0A9Y6	C
DNAJ_A	YBCJ_A	DNAJ_ECOLI	YBCJ_ECOLI	P08622	P0AAS7	C
DNAJ_A	ATPB_F1	DNAJ_ECOLI	ATPB_ECOLI	P08622	P0ABB4	C
DNAJ_A	CLPA_A	DNAJ_ECOLI	CLPA_ECOLI	P08622	P0ABH9	C
DNAJ_A	EXBB_B	DNAJ_ECOLI	EXBB_ECOLI	P08622	P0ABU7	C
DNAJ_A	RL23_A	DNAJ_ECOLI	RL23_ECOLI	P08622	P0ADZ0	C
DNAJ_A	GYRA_A	DNAJ_ECOLI	GYRA_ECOLI	P08622	P0AES4	C
DNAJ_A	YBGI_A	DNAJ_ECOLI	YBGI_ECOLI	P08622	P0AFP6	C
DNAJ_A	SOHB_B	DNAJ_ECOLI	SOHB_ECOLI	P08622	P0AG14	C
DNAJ_A	RHO_A	DNAJ_ECOLI	RHO_ECOLI	P08622	P0AG30	C
DNAJ_A	RP32_A	DNAJ_ECOLI	RP32_ECOLI	P08622	P0AGB3	C
DNAJ_A	GATY_A	DNAJ_ECOLI	GATY_ECOLI	P08622	P0C8J6	C
DNAJ_A	DNLJ_A	DNAJ_ECOLI	DNLJ_ECOLI	P08622	P15042	C
DNAJ_A	CLPA_A	DNAJ_ECOLI	CLPA_ECOLI	P08622	P0ABH9	C
DNAJ_A	NUSG_A	DNAJ_ECOLI	NUSG_ECOLI	P08622	P0AFG0	C
DNAJ_A	SRMB_A	DNAJ_ECOLI	SRMB_ECOLI	P08622	P21507	C
DNAJ_A	LPXD_A	DNAJ_ECOLI	LPXD_ECOLI	P08622	P21645	C
DNAJ_A	DEAD_A	DNAJ_ECOLI	DEAD_ECOLI	P08622	P0A9P6	C
DNAJ_A	YICC_A	DNAJ_ECOLI	YICC_ECOLI	P08622	P23839	C
DNAJ_A	HYPD_A	DNAJ_ECOLI	HYPD_ECOLI	P08622	P24192	C
DNAJ_A	IBPA_A	DNAJ_ECOLI	IBPA_ECOLI	P08622	P0C054	C
DNAJ_A	LPTD_H	DNAJ_ECOLI	LPTD_ECOLI	P08622	P31554	C
