Accession (UNIPROT)	ID interactor A	ID interactor B
P0A7M2	P0A7R1	P0A7M2
P0A7M2	P60422	P0A7M2
P0A7M2	P0A7W7	P0A7M2
P0A7M2	P33224	P0A7M2
P0A7M2	P0A9P6	P0A7M2
P0A7M2	P03004	P0A7M2
P0A7M2	P0ADH5	P0A7M2
P0A7M2	P0ACE0	P0A7M2
P0A7M2	P0A722	P0A7M2
P0A7M2	P69797	P0A7M2
P0A7M2	P0AE18	P0A7M2
P0A7M2	P0A738	P0A7M2
P0A7M2	P33937	P0A7M2
P0A7M2	P50465	P0A7M2
P0A7M2	P0AFG0	P0A7M2
P0A7M2	P42184	P0A7M2
P0A7M2	P0A7D1	P0A7M2
P0A7M2	P21893	P0A7M2
P0A7M2	P0A8J8	P0A7M2
P0A7M2	P0ADZ0	P0A7M2
P0A7M2	P00579	P0A7M2
P0A7M2	P14081	P0A7M2
P0A7M2	P0AG24	P0A7M2
P0A7M2	P0AGE0	P0A7M2
P0A7M2	P0A847	P0A7M2
P0A7M2	P0A850	P0A7M2
P0A7M2	P14294	P0A7M2
P0A7M2	P0A858	P0A7M2
P0A7M2	P0A8E5	P0A7M2
P0A7M2	P0A9K3	P0A7M2
P0A7M2	P0A776	P0A7M2
P0A7M2	P0ACG8	P0A7M2
P0ADZ0	P0ADZ0	P0A7M6
P63284	P63284	P0A7M6
P0A6G7	P0A6G7	P0A7M6
P0A6H1	P0A6H1	P0A7M6
P0A850	P0A850	P0A7M6
P75838	P75838	P0A7M6
P0A7N4	P0AG44	P0A7N4
P0A7N4	P61175	P0A7N4
P0A7N4	P0A7S3	P0A7N4
P0A7N9	P0A7L0	P0A7N9
P0A7N9	P0A7L8	P0A7N9
P0A7N9	P0AG48	P0A7N9
P0A7N9	P0A9Q5	P0A7N9
P0A7N9	P0A6H1	P0A7N9
P0A7N9	P03007	P0A7N9
P0A7N9	P28630	P0A7N9
P0A7N9	P0A7B8	P0A7N9
P0A7N9	P0A705	P0A7N9
P0A7N9	P22939	P0A7N9
P0A7N9	P0A722	P0A7N9
P0A7N9	P21645	P0A7N9
P0A7N9	P0AE18	P0A7N9
P0A7N9	P17443	P0A7N9
P0A7N9	P0AFI2	P0A7N9
P0A7N9	P0A7A7	P0A7N9
P0A7N9	P0A7E9	P0A7N9
P0A7N9	P69405	P0A7N9
P0A7N9	P61714	P0A7N9
P0A7N9	P37351	P0A7N9
P0A7N9	P25522	P0A7N9
P0A7N9	P0AAS7	P0A7N9
P0A7N9	P0A9K3	P0A7N9
P0A7N9	P39286	P0A7N9
P0A953	P0A953	P0A6A8
P0A6R0	P0A6R0	P0A6A8
P21645	P21645	P0A6A8
P02413	P02413	P0A6A8
P61175	P61175	P0A6A8
P0A7M2	P0A7M2	P0A6A8
P02358	P02358	P0A6A8
P02359	P02359	P0A6A8
P0A7S9	P0A7S9	P0A6A8
P0A6B7	P0A6B7	P0A6A8
P0AES4	P0AES4	P68187
P02918	P69910	P02918
P02918	P0AG80	P02918
P02918	P69441	P02918
P02918	P0AE08	P02918
P02918	P00805	P02918
P02918	P21889	P02918
P02918	P63284	P02918
P02918	P0A6K6	P02918
P02918	P37349	P02918
P02918	P0ABT2	P02918
P02918	P0A6N4	P02918
P02918	P45523	P02918
P02918	P0A6W5	P02918
P02918	P0A6F9	P02918
P02918	P0AET2	P02918
P02918	P0ACF8	P02918
P02918	P0A6X7	P02918
P02918	P45578	P02918
P02918	P0A8N5	P02918
P02918	P00946	P02918
P02918	P37759	P02918
P02918	P0A7L0	P02918
P02918	P60422	P02918
P02918	P0A7J3	P02918
P02918	P60624	P02918
P02918	P0A7V8	P02918
P02918	P0A7R5	P02918
P02918	P0A7S9	P02918
P02918	P0AG59	P02918
P02918	P0A870	P02918
P02918	P0A850	P02918
P02918	P0A8B5	P02918
P02918	P68066	P02918
P02918	P0AG82	P02918
P02918	P61889	P02918
P02919	P0ABS1	P02919
P0ACB0	P0ACB0	P0ABS5
P0AFG0	P0AFG0	P0ABS5
P0A7L0	P0A7L0	P0ABS5
P0A7K2	P0A7K2	P0ABS5
P02359	P02359	P0ABS5
P0A6H5	P0A6H5	P0AEE5
P0A6P9	P0A6P9	P02929
P0AA10	P0AA10	P02929
P0A7K6	P0A7K6	P02929
P27303	P27303	P02930
P0AEJ4	P0AA16	P0AEJ4
P0AEJ4	P0AEJ4	P0AEJ4
P00957	P00957	P02990
P0ACB0	P0ACB0	P02990
P77488	P77488	P02990
P0ACP1	P0ACP1	P02990
P0A6M8	P0A6M8	P02990
P0AES6	P0AES6	P02990
P0A6H5	P0A6H5	P02990
P22523	P22523	P02990
P17952	P17952	P02990
P22634	P22634	P02990
P23909	P23909	P02990
P00452	P00452	P02990
P0A9M8	P0A9M8	P02990
P00579	P00579	P02990
P21507	P21507	P02990
P0AFZ3	P0AFZ3	P02990
P0A887	P0A887	P02990
P08390	P08390	P02990
P76104	P76104	P02990
P0A705	P69222	P0A705
P0A705	P0A707	P0A705
P0A705	P0ABD5	P0A705
P0A705	P08622	P0A705
P0A705	P0A6U5	P0A705
P0A705	P15038	P0A705
P0A705	P0A705	P0A705
P0A705	P0A6Y8	P0A705
P0A705	P09372	P0A705
P0A705	P00892	P0A705
P0A705	P60438	P0A705
P0A705	P0A832	P0A705
P0A6M8	P0A6M8	P0A6M8
P0A6M8	P07639	P0A6M8
P0A6M8	P76204	P0A6M8
P0A6M8	P0A9I1	P0A6M8
P0A6M8	P33129	P0A6M8
P0A6M8	P18843	P0A6M8
P0A6M8	P0A6H5	P0A6M8
P0A6M8	P17802	P0A6M8
P0A6M8	P0A7E9	P0A6M8
P0A6P1	P0CE47	P0A6P1
P0A6P1	P0A6P1	P0A6P1
P0A6P1	P36560	P0A6P1
P0A6P1	P33128	P0A6P1
P0A6P1	P10484	P0A6P1
P0A6P1	P0A7W1	P0A6P1
P0A6P1	P02990	P0A6P1
P0A7S3	P0A7S3	P69222
P0A7T7	P0A7T7	P69222
P0A707	P02359	P0A707
P0A707	P0A7S9	P0A707
P0A707	P36659	P0A707
P0A707	P0A707	P0A707
P0A707	P76092	P0A707
P0A707	P0A9J0	P0A707
P0A707	P0AEB2	P0A707
P0A707	P0ACF4	P0A707
P0A707	P60422	P0A707
P0A707	P60438	P0A707
P0A707	P60723	P0A707
P0A707	P0A7R1	P0A707
P0A707	P0A7J3	P0A707
P0A707	P0A7J7	P0A707
P0A707	P0ADY7	P0A707
P0A707	P0AG48	P0A707
P0A707	P61175	P0A707
P0A707	P0A7N9	P0A707
P0A707	P0AG67	P0A707
P0A707	P0A7V0	P0A707
P0A707	P0A7V3	P0A707
P0A707	P0A7V8	P0A707
P0A707	P0A7W1	P0A707
P0A707	P02358	P0A707
P0A707	P0A7X3	P0A707
P0A707	P0A7R5	P0A707
P0A707	P0ADZ4	P0A707
P0A707	P68679	P0A707
P0A707	P0AGK4	P0A707
P0A707	P10408	P0A707
P0A707	P36979	P0A707
P0AG30	P0AG30	P0AG30
P0AG30	P36659	P0AG30
P0AG30	P0A6G7	P0AG30
P0AG30	P0A9Y6	P0AG30
P0AG30	P0A968	P0AG30
P0AG30	P0A972	P0AG30
P0AG30	P0AEK4	P0AG30
P0AG30	P0ABH0	P0AG30
P0AG30	P0AES4	P0AG30
P0AG30	P0A6X3	P0AG30
P0AG30	P21645	P0AG30
P0AG30	P0AES0	P0AG30
P0AG30	P38051	P0AG30
P0AG30	P60723	P0AG30
P0AG30	P0A7K2	P0AG30
P0AG30	P0A7V0	P0AG30
P0AG30	P02990	P0AG30
P0AG30	P0CE47	P0AG30
P0AG30	P0A7Z4	P0AG30
P0AG30	P0A8V2	P0AG30
P0AG30	P00579	P0AG30
P0AG30	P0A812	P0AG30
P0AG30	P14081	P0AG30
P0AG30	P0AFZ3	P0AG30
P0AFF6	P0A6F5	P0AFF6
P0AFF6	P0A7Z4	P0AFF6
P0AFF6	P60240	P0AFF6
P0AFF6	P0A6Y1	P0AFF6
P0AFF6	P0AFF6	P0AFF6
P0AFF6	P0AFG8	P0AFF6
P0AFF6	P0A705	P0AFF6
P0AFF6	P0A8U6	P0AFF6
P0AFF6	P60438	P0AFF6
P0AFF6	P02413	P0AFF6
P0AFF6	P60624	P0AFF6
P0AFF6	P00579	P0AFF6
P0AFF6	P0AGB3	P0AFF6
P0AFF6	P0A7W1	P0AFF6
P0AFF6	P02359	P0AFF6
P0AFF6	P02990	P0AFF6
P0AFF6	P0CE47	P0AFF6
P60438	P60438	P03004
P0A7K2	P0A7K2	P03004
P0ADY3	P0ADY3	P03004
P61175	P61175	P03004
P0ADZ0	P0ADZ0	P03004
P0A7V0	P0A7V0	P03004
P0A7V3	P0A7V3	P03004
P0A7S9	P0A7S9	P03004
P0A7U7	P0A7U7	P03004
P60422	P60422	P03004
P60723	P60723	P03004
P0A7V3	P0A7V3	P03004
P0A7K2	P0A7K2	P03004
P60624	P60624	P03004
P0A7R5	P0A7R5	P03004
P0A7S9	P0A7S9	P03004
P0A7U7	P0A7U7	P03004
P0ACB0	P16525	P0ACB0
P0ACB0	P0ACB0	P0ACB0
P0ACB0	P03004	P0ACB0
P0ACB0	P0AC33	P0ACB0
P0ACB0	P0A7K2	P0ACB0
P0ACB0	P0A7M6	P0ACB0
P0ACB0	P0A7W1	P0ACB0
P0ACB0	P0CE47	P0ACB0
P0AB98	P0AB98	P03007
P0AFG0	P0AFG0	P03007
P0A7K2	P0A7K2	P03007
P0A7K6	P0A7K6	P03007
P0A9K9	P0A9K9	P03007
P0AGJ5	P0AGJ5	P03007
P0A7L0	P0A7L0	P03007
P0A7K2	P0A7K2	P03007
P77488	P77488	P0A7G6
P05055	P05055	P0A7G6
P0ACF8	P0ACF8	P03018
P00490	P00490	P03018
P0A7K2	P0A7K2	P03018
P0A8V2	P0A8V2	P03018
P0A7W1	P0A7W1	P03018
P02358	P02358	P03018
P0AG59	P0AG59	P03018
P0A9K3	P0A9K3	P03018
P0A8V2	P0A8V2	P03018
P0A7Z4	P0A7Z4	P0A9E5
P00579	P00579	P0A9E5
P0ACJ8	P0ACN7	P0ACJ8
P0ACJ8	P0ACJ8	P0ACJ8
P0ACJ8	P69407	P0ACJ8
P0ACJ8	P0A6A0	P0ACJ8
P0ACJ8	P0A8E5	P0ACJ8
P0ACJ8	P00579	P0ACJ8
P03023	P03023	P03023
P03024	P03024	P03024
P0AA16	P0AA16	P0AA16
P0A9Q1	P0A9Q1	P0A9Q1
P0A7W1	P0A7W1	P0A7C2
P0A8Q0	P0AC47	P0A8Q0
P0A8Q0	P0A8Q3	P0A8Q0
P0A8Q0	P00363	P0A8Q0
P0AFG8	P0AFG8	P0A8N7
P63284	P63284	P63284
P63284	P77561	P63284
P63284	P0A8V0	P63284
P63284	P37330	P63284
P63284	P37005	P63284
P63284	P69829	P63284
P63284	P60438	P63284
P63284	P0AA10	P63284
P63284	P0AG48	P63284
P63284	P61175	P63284
P63284	P0A7V0	P63284
P63284	P0A7W7	P63284
P63284	P0A7R5	P63284
P63284	P0AG59	P63284
P63284	P30139	P63284
P63284	P02990	P63284
P63284	P75884	P63284
P63284	P0A8N5	P63284
P63284	P0A9X4	P63284
P63284	P0A6L9	P63284
P03819	P0A9X4	P03819
P03819	P03819	P03819
P08622	P08622	P0CG19
P67910	P67910	P0CG19
P02359	P02359	P0A8A8
P0AGA2	P0AG96	P0AGA2
P0AGA2	P06136	P0AGA2
P36683	P36683	P04036
P04079	P04079	P04079
P0ABJ3	P0ABJ3	P04128
P0ADZ0	P0ADZ0	P04152
P0AD68	P0ABH0	P0AD68
P0AD68	P06136	P0AD68
P0AD68	P29131	P0AD68
P0AD68	P0AD68	P0AD68
P0AD68	P46889	P0AD68
P0AD68	P0A749	P0AD68
P0AD68	P0AEN4	P0AD68
P0AD68	P0A6S5	P0AD68
P0A9P6	P0A9P6	P0AEB2
P0AGJ5	P0AGJ5	P0AEB2
P0A836	P0A836	P04335
P0A7R5	P0A7R5	P0A780
P0A7V0	P0A7V0	P0A780
P0A7V8	P0A7V8	P0A780
P0A7W1	P0A7W1	P0A780
P0AES4	P0AES4	P0A817
P0A715	P0A715	P0A817
P00960	P00960	P0A817
P05055	P05055	P0A817
P08622	P08622	P0A6Y8
P24182	P24182	P0A6Y8
P0A6G7	P0A6G7	P0A6Y8
P0A6H1	P0A6H1	P0A6Y8
P10443	P10443	P0A6Y8
P0A6Z1	P0A6Z1	P0A6Y8
P0A7R1	P0A7R1	P0A6Y8
P0A7J3	P0A7J3	P0A6Y8
P0A7K6	P0A7K6	P0A6Y8
P0A7N9	P0A7N9	P0A6Y8
P0A7V0	P0A7V0	P0A6Y8
P0A6P9	P0A6P9	P0A6Y8
P0AB71	P0AB71	P0A6Y8
P0A9B2	P0A9B2	P0A6Y8
P15038	P15038	P0A6Y8
P0A6H5	P0A6H5	P0A6Y8
P21599	P21599	P0A6Y8
P67910	P67910	P0A6Y8
P0A8M3	P0A8M3	P0A6Y8
P0A853	P0A853	P0A6Y8
P0A8Y5	P0A8Y5	P0A6Y8
P60438	P60438	P0ADH5
P0A7K6	P0A7K6	P0ADH5
P60624	P60624	P0ADH5
P0A7V8	P0A7V8	P0ADH5
P02358	P02358	P0ADH5
P02359	P02359	P0ADH5
P0A7W7	P0A7W7	P0ADH5
P0AG59	P0AG59	P0ADH5
P0A7U7	P0A7U7	P0ADH5
P15038	P15038	P0A858
P09373	P09373	P0A858
P0A7Z4	P0A7Z4	P0A858
P0A7V0	P0A7V0	P0A858
P77399	P77399	P04825
P0A7J7	P0A7J7	P04951
P0ACB7	P0ACB7	P04983
P0A6F5	P0A6F5	P04993
P69786	P69786	P69786
P05055	P0A6P9	P05055
P05055	P0A6Y8	P05055
P05055	P0A968	P05055
P05055	P0A972	P05055
P05055	P00490	P05055
P05055	P0A9X4	P05055
P05055	P0A799	P05055
P05055	P05055	P05055
P05055	P0A7L0	P05055
P05055	P60422	P05055
P05055	P62399	P05055
P05055	P0AG55	P05055
P05055	P02413	P05055
P05055	P0AG48	P05055
P05055	P0A7Z4	P05055
P05055	P02359	P05055
P05055	P0ADZ4	P05055
P05055	P0A7U3	P05055
P05055	P0A7U7	P05055
P05055	P21507	P05055
P05055	P37765	P05055
P05055	P23830	P05055
P05055	P36979	P05055
P05055	P60422	P05055
P05055	P0A7R1	P05055
P05055	P0A7V8	P05055
P05055	P0A7S9	P05055
P05055	P0ACF0	P05055
P05055	P0A7U3	P05055
P05055	P0A7U7	P05055
P05055	P0A972	P05055
P05055	P0A9P6	P05055
P05055	P62399	P05055
P05055	P0A6P9	P05055
P05055	P0A8J8	P05055
P05055	P0AAS7	P05055
P0AFG8	P0AFG8	P05100
P0A742	P0A742	P05523
P0A850	P0A850	P05523
P0A6P9	P0A6P9	P05637
P0A7L0	P0A7L0	P05637
P0A9K9	P0A9K9	P05637
P0A850	P0A850	P05637
P08957	P08957	P05719
P00490	P00490	P05719
P0AG48	P0AG48	P05719
P0A7Y0	P0A7Y0	P0A7Y0
P0A7Y0	P30850	P0A7Y0
P0A850	P0A850	P0A9Z1
P0ABU9	P0ABV6	P0ABU9
P0ABV6	P0ABV6	P0ABV6
P0ABV6	P0AG24	P0ABV6
P0A6F5	P0A6F5	P0ACA3
P09373	P09373	P0ACA3
P0A7Z4	P0A7Z4	P0ACA3
P0A8T7	P0A8T7	P0ACA3
P60723	P60723	P0AAT6
P0A7K2	P0A7K2	P0AAT6
P0ADY3	P0ADY3	P0AAT6
P0A7K6	P0A7K6	P0AAT6
P0A7V0	P0A7V0	P0A8I8
P76256	P76256	P05852
P0AFG8	P0AFG8	P05852
P09373	P09373	P05852
P0A7K2	P0A7K2	P05852
P0A7R5	P0A7R5	P05852
P0AFF6	P0AFF6	P0AG82
P06136	P10408	P06136
P06136	P06136	P06136
P06136	P0AEN4	P06136
P06136	P0ABG4	P06136
P06136	P46889	P06136
P06136	P0AC30	P06136
P0A9Q5	P0A9Q5	P0ABH0
P0AFG8	P0AFG8	P0ABH0
P08622	P08622	P0ABH0
P0AFG0	P0AFG0	P0ABH0
P0AG48	P0AG48	P0ABH0
P0A7V0	P0A7V0	P0ABH0
P06136	P06136	P0ABH0
P0AC30	P0AC30	P0ABH0
P77173	P77173	P0A9A6
P22333	P22333	P0A9A6
P0A6M8	P0A6M8	P0A9A6
P62399	P62399	P0A9A6
P0A7W1	P0A7W1	P0A9A6
P0AES4	P0AES4	P0A9A6
P0A6H5	P0A6H5	P0A9A6
P22523	P22523	P0A9A6
P0AFG8	P0AFG8	P0AE67
P0A9P6	P0A9P6	P0A7Y8
P0AG30	P0AG30	P0A7Y8
P60422	P60422	P0A7Y8
P60438	P60438	P0A7Y8
P60723	P60723	P0A7Y8
P0A7J7	P0A7J7	P0A7Y8
P0A7K2	P0A7K2	P0A7Y8
P0AA10	P0AA10	P0A7Y8
P0ADY3	P0ADY3	P0A7Y8
P02413	P02413	P0A7Y8
P0ADY7	P0ADY7	P0A7Y8
P0AG44	P0AG44	P0A7Y8
P0C018	P0C018	P0A7Y8
P0AG48	P0AG48	P0A7Y8
P60624	P60624	P0A7Y8
P0A7V3	P0A7V3	P0A7Y8
P0A7V8	P0A7V8	P0A7Y8
P02359	P02359	P0A7Y8
P0A7W7	P0A7W7	P0A7Y8
P0A7X3	P0A7X3	P0A7Y8
P0A7R5	P0A7R5	P0A7Y8
P0A7U7	P0A7U7	P0A7Y8
P0AG24	P0AG24	P0A7Y8
P0AGJ5	P0AGJ5	P0A7Y8
P00957	P00957	P06612
P0ACF0	P0ACF0	P06612
P00490	P00490	P06612
P27243	P27243	P06612
P60422	P60422	P06612
P0AA10	P0AA10	P06612
P61175	P61175	P06612
P0A7M2	P0A7M2	P06612
P0A7N9	P0A7N9	P06612
P0A8T7	P0A8T7	P06612
P0A7W1	P0A7W1	P06612
P0A7R5	P0A7R5	P06612
P21507	P21507	P06612
P0A7R5	P0A7R5	P06612
P60422	P60422	P06612
P0A8T7	P0A8T7	P06612
P07813	P07813	P06612
P52647	P52647	P06612
P0A850	P0A850	P06612
P0A9F3	P0A9F3	P0A9F3
P0A7V0	P0A7V0	P06616
P0A7W1	P0A7W1	P06616
P0A953	P0A953	P06616
P61175	P61175	P06709
P0AG48	P0AG48	P06709
P0ACB0	P0ACB0	P06710
P0A7K2	P0A7K2	P06710
P0AGJ5	P0AGJ5	P06710
P23909	P23909	P06722
P09831	P09831	P06864
P0AFG8	P0AFG8	P0AFG8
P0AFG8	P0A6A8	P0AFG8
P0AFG8	P75990	P0AFG8
P0AFG8	P0A8L7	P0AFG8
P0AFG8	P77439	P0AFG8
P0AFG8	P0A9H3	P0AFG8
P0AFG8	P0ACB0	P0AFG8
P0AFG8	P77488	P0AFG8
P0AFG8	P24183	P0AFG8
P0AFG8	P46889	P0AFG8
P0AFG8	P0ACF8	P0AFG8
P0AFG8	P61316	P0AFG8
P0AFG8	P0A6F5	P0AFG8
P0AFG8	P33937	P0AFG8
P0AFG8	P0AFC0	P0AFG8
P0AFG8	P16659	P0AFG8
P0AFG8	P08394	P0AFG8
P0AFG8	P04993	P0AFG8
P0AFG8	P0AG40	P0AFG8
P0AFG8	P25522	P0AFG8
P0AFG8	P14294	P0AFG8
P0AFG8	P23003	P0AFG8
P0AFG8	P26602	P0AFG8
P0AFG8	P0A8G0	P0AFG8
P0AFG8	P03018	P0AFG8
P0AFG8	P0A9K3	P0AFG8
P0AFG8	P0A8A4	P0AFG8
P0AFG8	P30871	P0AFG8
P0AFG8	P45527	P0AFG8
P0AFG8	P37634	P0AFG8
P0C0R7	P0C0R7	P06959
P00490	P00490	P06959
P0A7Z4	P0A7Z4	P06959
P67087	P67087	P06959
P60438	P60438	P06961
P0A7V0	P0A7V0	P06961
P0A7D7	P0A7D7	P06961
P0ACN7	P0ACN7	P0ACN7
P0A9B2	P0A9H9	P0A9B2
P0A9B2	P0A9B2	P0A9B2
P0A9B2	P0AE88	P0A9B2
P0A9B2	P0C8J8	P0A9B2
P0A9B2	P0A7Z4	P0A9B2
P0A9B2	P00579	P0A9B2
P0A9B2	P0A6W5	P0A9B2
P0A9B2	P15038	P0A9B2
P0A9B2	P0AFH0	P0A9B2
P0A9B2	P52126	P0A9B2
P0A9B2	P39286	P0A9B2
P0ADG7	P0A6W5	P0ADG7
P0AES6	P0AES4	P0AES6
P0AES6	P0AES6	P0AES6
P0AES6	P0A9P6	P0AES6
P0AES6	P0A817	P0AES6
P0AES6	P20083	P0AES6
P0AES6	P0A7J3	P0AES6
P0AES6	P0ADZ0	P0AES6
P0AES6	P0CE47	P0AES6
P0AES6	P30745	P0AES6
P0AES6	P0A7W1	P0AES6
P0A6Y1	P0A6Y1	P0A6X7
P60438	P60438	P0A6X7
P62399	P62399	P0A6X7
P0A7V0	P0A7V0	P0A6X7
P21499	P21499	P0A6X7
P06986	P0A6Y8	P06986
P0A850	P0A850	P06987
P06992	P06992	P06992
P0A6F5	P0A6F5	P06993
P0AG30	P0AG30	P06993
P08622	P08622	P06996
P0A796	P0A796	P0A796
P0A796	P12281	P0A796
P07001	P0AB67	P07001
P07001	P07001	P07001
P07001	P0A8G0	P07001
P07001	P0A8G0	P07001
P0AB67	P0AB67	P0AB67
P00452	P00452	P07004
P0AFG8	P0AFG8	P07004
P21645	P21645	P07004
P16659	P16659	P07004
P0A8Q0	P0A8Q0	P0A7I0
P60422	P60422	P07012
P0A7J7	P0A7J7	P07012
P02358	P02358	P07012
P0ACF0	P0ACF0	P07012
P20083	P20083	P07012
P00582	P00582	P07012
P0AC78	P0AC78	P07012
P61175	P61175	P07012
P0A7R5	P0A7R5	P07012
P0AC78	P0AC78	P07012
P07813	P07813	P07012
P0AC44	P0AC44	P07014
P0AFG3	P28629	P0AFG3
P0AFG3	P0AFG3	P0AFG3
P0AFG3	P0ABC7	P0AFG3
P0AFG3	P60716	P0AFG3
P0AFG3	P0A9P0	P0AFG3
P0AFG3	P0AFG6	P0AFG3
P0AFG3	P75849	P0AFG3
P0AFG6	P0AFG6	P0AFG6
P0AFG6	P0A9P0	P0AFG6
P0AFG6	P76316	P0AFG6
P0AFG6	P0AGJ9	P0AFG6
P0AFG6	P0A8G0	P0AFG6
P07018	P0AEG4	P07018
P0A7L0	P0A7L0	P0AGD7
P60723	P60723	P0AGD7
P0A7V8	P0A7V8	P0AGD7
P0A7L8	P0A7L8	P0AGD7
P21645	P21645	P07023
P31663	P31663	P07024
P0A8F8	P0A698	P0A8F8
P0A8F8	P03018	P0A8F8
P0A8F8	P0A8F8	P0A8F8
P0A8F8	P10484	P0A8F8
P0A8F8	P06959	P0A8F8
P0A8F8	P0ACF4	P0A8F8
P0A8F8	P68739	P0A8F8
P0A8F8	P0A7M2	P0A8F8
P0AEC5	P0AEC5	P0AED5
P0A8F8	P0A8F8	P0A8G0
P0ACF0	P0ACF0	P0A8G0
P0A7L0	P0A7L0	P0A8G0
P60723	P60723	P0A8G0
P0A7R1	P0A7R1	P0A8G0
P0A7L3	P0A7L3	P0A8G0
P0AG48	P0AG48	P0A8G0
P68919	P68919	P0A8G0
P0A7M2	P0A7M2	P0A8G0
P0AG67	P0AG67	P0A8G0
P0A7V0	P0A7V0	P0A8G0
P0A7V3	P0A7V3	P0A8G0
P0A7W1	P0A7W1	P0A8G0
P0A7R5	P0A7R5	P0A8G0
P0A7R9	P0A7R9	P0A8G0
P0A7S3	P0A7S3	P0A8G0
P0ADZ4	P0ADZ4	P0A8G0
P0A7U3	P0A7U3	P0A8G0
P0A7U7	P0A7U7	P0A8G0
P0AFG3	P0AFG3	P0A8G0
P0AGJ5	P0AGJ5	P0A8G0
P16659	P16659	P07363
P52647	P52647	P07364
P0A6F5	P0A6F5	P07395
P30958	P30958	P07395
P0AG90	P0AG90	P07395
P0AGE9	P0AGE9	P0AGE9
P0AGE9	P0ACD4	P0AGE9
P0A836	P0A836	P0A836
P0A836	P0AGE9	P0A836
P07604	P07604	P07604
P07604	P06959	P07604
P07604	P0ABA4	P07604
P07639	P0A6Y1	P07639
P07639	P0A6M8	P07639
P07639	P0A6Y1	P07639
P07650	P07650	P07650
P07650	P37685	P07650
P07650	P29012	P07650
P07650	P04036	P07650
P07650	P0A9A9	P07650
P07650	P25526	P07650
P07650	P33195	P07650
P0A6H1	P0A6H1	P0AAH0
P77488	P77488	P0AAH0
P0A9H7	P0A9H7	P0AAH0
P0A8V2	P0A8V2	P0AAH0
P0AEI1	P0AEI1	P0AAH0
P0AA10	P0AA10	P07658
P0AG48	P0AG48	P07658
P0A7V8	P0A7V8	P07658
P0A7S9	P0A7S9	P07658
P0A7T7	P0A7T7	P07658
P0A7U7	P0A7U7	P07658
P0AGJ5	P0AGJ5	P07658
P0AFF6	P0AFF6	P0A698
P0A6M8	P0A6M8	P69503
P0A6C5	P0A6C5	P60785
P60723	P60723	P60785
P0A7R1	P0A7R1	P60785
P0AA10	P0AA10	P60785
P61175	P61175	P60785
P60624	P60624	P60785
P0A7W1	P0A7W1	P60785
P0A7R5	P0A7R5	P60785
P0ACB0	P0ACB0	P07696
P07813	P07813	P07813
P07813	P33129	P07813
P07813	P60438	P07813
P07813	P0A7J7	P07813
P07813	P0A7K2	P07813
P07813	P0A7V0	P07813
P07813	P0A7R5	P07813
P07813	P0A7T3	P07813
P07813	P60723	P07813
P07813	P0AE18	P07813
P07813	P0A7A9	P07813
P07813	P0A717	P07813
P07813	P07813	P0AE18
P0A9P6	P0A9P6	P0AE18
P60723	P60723	P0AE18
P0A7K2	P0A7K2	P0AE18
P0A7K6	P0A7K6	P0AE18
P61175	P61175	P0AE18
P0A7W1	P0A7W1	P0AE18
P0AB77	P0AB77	P0AB77
P0A6F5	P0A6F5	P07913
P0AFG8	P0AFG8	P08142
P0AA10	P0AA10	P08142
P0A7V0	P0A7V0	P08142
P27300	P27300	P08142
P0A6G7	P0A6G7	P0A9M0
P77488	P77488	P0A9M0
P0A6H5	P0A6H5	P0A9M0
P60438	P60438	P0A9M0
P0AA10	P0AA10	P0A9M0
P0A7V0	P0A7V0	P0A9M0
P02359	P02359	P0A9M0
P0A7W7	P0A7W7	P0A9M0
P61175	P61175	P69797
P0A9Q5	P0ABD5	P0A9Q5
P0A9Q5	P24182	P0A9Q5
P0A9Q5	P0A9Q5	P0A9Q5
P0A9Q5	P0A6Y8	P0A9Q5
P0A9Q5	P36938	P0A9Q5
P0A9Q5	P27128	P0A9Q5
P0A9Q5	P0AG48	P0A9Q5
P0A9Q5	P76398	P0A9Q5
P0A9Q5	P0A6H5	P0A9Q5
P0A9Q5	P0A9L5	P0A9Q5
P0A6F5	P0A6F5	P08312
P0AD99	P0AD99	P08312
P0AD99	P0AD99	P08312
P0A6P9	P0A6F5	P0A6P9
P0A6P9	P0A6P9	P0A6P9
P0A6P9	P0A9J0	P0A6P9
P0A6P9	P36995	P0A6P9
P0A6P9	P04805	P0A6P9
P0A6P9	P77247	P0A6P9
P0A6P9	P0A8N5	P0A6P9
P0A6P9	P0A799	P0A6P9
P17952	P17952	P08373
P0A6F5	P0A6F5	P0A800
P0A8T7	P0A8T7	P0A800
P0A7Z4	P0A7Z4	P0A800
P00579	P00579	P0A800
P0AFF6	P0AFF6	P0A800
P60240	P60240	P0A800
P0AFG0	P0AFG0	P0A800
P0ADZ0	P0ADZ0	P0A800
P02359	P02359	P0A800
P0A7S9	P0A7S9	P0A800
P0A7U7	P0A7U7	P0A800
P08390	P0A6K3	P08390
P08390	P08390	P08390
P08390	P0AFG0	P08390
P08390	P0A7K2	P08390
P08390	P0A8V2	P08390
P08390	P0A7V3	P08390
P08390	P0CE47	P08390
P08390	P0ADE8	P08390
P08390	P0A6K3	P08390
P08390	P0ADE8	P08390
P08390	P0A8T7	P08390
P0A7V0	P0A7V0	P08394
P0A7E5	P0A7E5	P0A7E5
P0A8T7	P0A8T7	P08504
