Accession (UNIPROT)	ID interactor A	ID interactor B
P0A7L0	P0A6X3	P0A7L0
P0A7L0	P0AA39	P0A7L0
P0A7L0	P0A7Y8	P0A7L0
P0A7L0	P21499	P0A7L0
P0A7L0	P0A9K3	P0A7L0
P0A7L0	P36979	P0A7L0
P0A7L0	P0AGJ5	P0A7L0
P0A7L0	P0A7R1	P0A7L0
P0A7L0	P0A850	P0A7L0
P0A7L3	P0A9P6	P0A7L3
P0A7L3	P69913	P0A7L3
P0A7L3	P63228	P0A7L3
P0A7L3	P0A700	P0A7L3
P0A7L3	P0A707	P0A7L3
P0A7L3	P0A776	P0A7L3
P0A7L3	P76086	P0A7L3
P0A7L3	P21499	P0A7L3
P0A7L3	P75829	P0A7L3
P0A7L3	P76104	P0A7L3
P0A7L3	P76543	P0A7L3
P0A7L3	P0AGK4	P0A7L3
P0A7L3	P46853	P0A7L3
P0A7L3	P0A7Y8	P0A7L3
P0A7L3	P36979	P0A7L3
P0A7L8	P0A8M6	P0A7L8
P0A7L8	P0A8W8	P0A7L8
P0A7L8	P36979	P0A7L8
P0A7L8	P64588	P0A7L8
P0A7L8	P0AES4	P0A7L8
P0A7M2	P0AGC7	P0A7M2
P0A7M2	P69797	P0A7M2
P0A7M2	P75919	P0A7M2
P0A7M2	P30871	P0A7M2
P0A7M2	P16678	P0A7M2
P0A7M2	P25397	P0A7M2
P0A7M2	P23325	P0A7M2
P0A7M2	P0A9P6	P0A7M2
P0A7M2	P76541	P0A7M2
P0A7M2	P0ABU7	P0A7M2
P0A7M2	P0A6Q3	P0A7M2
P0A7M2	P0AC86	P0A7M2
P0A7M2	P00960	P0A7M2
P0A7M2	P63228	P0A7M2
P0A7M2	P30131	P0A7M2
P0A7M2	P0AGK8	P0A7M2
P0A7M2	P45395	P0A7M2
P0A7M2	P0A6A6	P0A7M2
P0A7M2	P22523	P0A7M2
P0A7M2	P33937	P0A7M2
P0A7M2	P50465	P0A7M2
P0A7M2	P0ADA3	P0A7M2
P0A7M2	P76086	P0A7M2
P0A7M2	P00864	P0A7M2
P0A7M2	P31828	P0A7M2
P0A7M2	P37765	P0A7M2
P0A7M2	P0A7Y4	P0A7M2
P0A7M2	P0AAH8	P0A7M2
P0A7M2	P0A832	P0A7M2
P0A7M2	P0AGE0	P0A7M2
P0A7M2	P46923	P0A7M2
P0A7M2	P37751	P0A7M2
P0A7M2	P30864	P0A7M2
P0A7M2	P0AAS7	P0A7M2
P0A7M2	P0A8Z3	P0A7M2
P0A7M2	P75829	P0A7M2
P0A7M2	P0ACV4	P0A7M2
P0A7M2	P0A8R7	P0A7M2
P0A7M2	P76389	P0A7M2
P0A7M2	P76543	P0A7M2
P0A7M2	P66948	P0A7M2
P0A7M2	P76578	P0A7M2
P0A7M2	P76594	P0A7M2
P0A7M2	P46853	P0A7M2
P0A7M2	P32680	P0A7M2
P0A7M2	P0A8X0	P0A7M2
P0A7M2	P76116	P0A7M2
P0A7M2	P0AG24	P0A7M2
P02918	P02918	P0A7M6
P75838	P75838	P0A7M6
P0ACV4	P0ACV4	P0A7M6
P0A7N4	P38521	P0A7N4
P0A7N4	P25516	P0A7N4
P0A7N9	P69931	P0A7N9
P0A7N9	P0A901	P0A7N9
P0A7N9	P03007	P0A7N9
P0A7N9	P63177	P0A7N9
P0A7N9	P0ADZ0	P0A7N9
P0A7N9	P0A8V2	P0A7N9
P0A7N9	P39286	P0A7N9
P0A7N9	P0AGE0	P0A7N9
P0A7N9	P06612	P0A7N9
P0A7N9	P0AAS7	P0A7N9
P0A7N9	P0A8M6	P0A7N9
P0A7R1	P0A9M0	P0A7R1
P0A7R1	P37659	P0A7R1
P0A7R1	P0A9Y6	P0A7R1
P0A7R1	P02918	P0A7R1
P0A7R1	P0AG24	P0A7R1
P0A7R1	P0A847	P0A7R1
P0A7R1	P0AAS7	P0A7R1
P0A7R1	P0AGJ5	P0A7R1
P0A7R1	Q46820	P0A7R1
P0A7R1	P0ABJ3	P0A7R1
P0A7R1	P0ABU7	P0A7R1
P0A7R1	P23917	P0A7R1
P0A7R1	P00490	P0A7R1
P0A7R1	P09546	P0A7R1
P0A7R1	P0A836	P0A7R1
P0A7R1	P31550	P0A7R1
P0A7R1	P46923	P0A7R1
P0A7R1	P76104	P0A7R1
P0A7R1	P13518	P0A7R1
P0A7R1	P46474	P0A7R1
P0A7R1	P46853	P0A7R1
P0A7R1	P39274	P0A7R1
P0A7R1	P39385	P0A7R1
P0A7R1	P0AE45	P0A7R1
P0A7R1	P37765	P0A7R1
P0A7R1	P0AA39	P0A7R1
P0A7R1	P21499	P0A7R1
P0A7R1	P0A9K3	P0A7R1
P0A7R1	P36659	P0A7R1
P0A7R1	P0A8I5	P0A7R1
P0A7R5	P69931	P0A7R5
P0A7R5	P0A7H3	P0A7R5
P0A7R5	P62617	P0A7R5
P0A7R5	P22523	P0A7R5
P0A7R5	P0AGK4	P0A7R5
P0A7R5	P0AFG0	P0A7R5
P0A7R5	P0AA43	P0A7R5
P0A7R5	P0A9Y6	P0A7R5
P0A7R5	P0A972	P0A7R5
P0A7R5	P0A901	P0A7R5
P0A7R5	P0ABH9	P0A7R5
P0A7R5	P0A9X9	P0A7R5
P0A7R5	P0ABJ3	P0A7R5
P0A7R5	P0ABS1	P0A7R5
P0A7R5	P0ABU7	P0A7R5
P0A7R5	P17952	P0A7R5
P0A7R5	P06722	P0A7R5
P0A7R5	P0A9L8	P0A7R5
P0A7R5	P0A7E9	P0A7R5
P0A7R5	P0A7Y8	P0A7R5
P0A7R5	P0AG24	P0A7R5
P0A7R5	P0A836	P0A7R5
P0A7R5	P0A8E5	P0A7R5
P0A7R5	P36879	P0A7R5
P0A7R5	P0A8D0	P0A7R5
P0A7R5	P0A8L7	P0A7R5
P0A7R5	P77293	P0A7R5
P0A7R5	P76578	P0A7R5
P0A7R5	P39376	P0A7R5
P0A7R5	P39384	P0A7R5
P0A7R5	P39407	P0A7R5
P0A7R5	P76148	P0A7R5
P0A7R5	P60723	P0A7R5
P0A7R5	P37765	P0A7R5
P0A7R5	P02929	P0A7R5
P0A7R9	P0A9P6	P0A7R9
P0A7R9	P0A8M6	P0A7R9
P0A7R9	P02918	P0A7R9
P0A7R9	P0A7Y8	P0A7R9
P0A7R9	P36879	P0A7R9
P0A7R9	P0A8Z3	P0A7R9
P0A7R9	P39407	P0A7R9
P0A7S3	P0AF63	P0A7S3
P0A7S3	P76086	P0A7S3
P0A7S3	P0A847	P0A7S3
P0A7S3	P0A8G0	P0A7S3
P0A7S3	P0A8E5	P0A7S3
P0A7S3	P36879	P0A7S3
P0A7S3	P77781	P0A7S3
P0A7S3	P76316	P0A7S3
P0A7S3	P0A8W8	P0A7S3
P0A7S3	Q46821	P0A7S3
P0A7S9	P0A776	P0A7S9
P0A7S9	P0A8J8	P0A7S9
P0A7S9	P0AA39	P0A7S9
P0A7S9	P21499	P0A7S9
P0A7S9	P0A8M3	P0A7S9
P0A7S9	P0A8G0	P0A7S9
P0A7S9	P0A8M6	P0A7S9
P0A7S9	P0AGJ5	P0A7S9
P0A7S9	P0A6A8	P0A7S9
P0A7S9	P0ACN4	P0A7S9
P0A7S9	P69913	P0A7S9
P0A7S9	P43341	P0A7S9
P0A7S9	P0A9J0	P0A7S9
P0A7S9	P0AA43	P0A7S9
P0A7S9	P37751	P0A7S9
P0A7S9	P36879	P0A7S9
P0A7S9	P75782	P0A7S9
P0A7S9	P0ADQ7	P0A7S9
P0A7S9	P0ADS6	P0A7S9
P0A7S9	P0AF93	P0A7S9
P0A7S9	P64588	P0A7S9
P0A7S9	P0ABT2	P0A7S9
P0A7S9	P0A6Q3	P0A7S9
P0A7S9	P0A715	P0A7S9
P0A7S9	P20083	P0A7S9
P0A7S9	P0A9P6	P0A7S9
P0A7S9	P0A707	P0A7S9
P0A7S9	P0A7Y8	P0A7S9
P0A7S9	P0A9W0	P0A7S9
P0A7S9	P0A8I5	P0A7S9
P21499	P21499	P0A7T3
P10443	P10443	P0A7T3
P0ABU7	P0ABU7	P0A7T3
P0ABG4	P0ABG4	P0A7T3
P00960	P00960	P0A7T3
P02918	P02918	P0A7T3
P22523	P22523	P0A7T3
P0A8J8	P0A8J8	P0A7T3
P0AGJ5	P0AGJ5	P0A7T3
P0A9P6	P0A9P6	P0A7T3
P0A7T7	P0A6Q3	P0A7T7
P0A7T7	P0ADH5	P0A7T7
P0A7T7	P0A6X3	P0A7T7
P0A7T7	P68739	P0A7T7
P0A7T7	P05055	P0A7T7
P0A7T7	P0AA39	P0A7T7
P0A7T7	P21499	P0A7T7
P0A7T7	P37751	P0A7T7
P0A7T7	P36979	P0A7T7
P0A7T7	P0ADQ7	P0A7T7
P0A7T7	P64588	P0A7T7
P0A7T7	P0A9P6	P0A7T7
P0A7T7	P0A707	P0A7T7
P0A7U3	P69913	P0A7U3
P0A7U3	P07658	P0A7U3
P0A7U3	P43341	P0A7U3
P0A7U3	P02918	P0A7U3
P0A7U3	P0AD61	P0A7U3
P0A7U3	P0A9J0	P0A7U3
P0A7U3	P0A7Y8	P0A7U3
P0A7U3	P0A7Z4	P0A7U3
P0A7U3	P0A9W0	P0A7U3
P0A7U3	P76316	P0A7U3
P0A7U3	P07363	P0A7U3
P0A7U3	P0AGB6	P0A7U3
P0A7U3	P0AES4	P0A7U3
P0A7U3	P0ABZ1	P0A7U3
P0A7U3	P32662	P0A7U3
P0A7U7	P0ABG4	P0A7U7
P0A7U7	P13518	P0A7U7
P0A7U7	P0A8I5	P0A7U7
P0A7U7	P33224	P0A7U7
P0A7U7	P05637	P0A7U7
P0A7U7	P0A9Y6	P0A7U7
P0A7U7	P0AC30	P0A7U7
P0A7U7	P23917	P0A7U7
P0A7U7	P0A776	P0A7U7
P0A7U7	P31057	P0A7U7
P0A7U7	P0A799	P0A7U7
P0A7U7	P45577	P0A7U7
P0A7U7	P37765	P0A7U7
P0A7U7	P21513	P0A7U7
P0A7U7	P0A9J0	P0A7U7
P0A7U7	P0A7Y8	P0A7U7
P0A7U7	P0A7Z4	P0A7U7
P0A7U7	P0A800	P0A7U7
P0A7U7	P0AGB0	P0A7U7
P0A7U7	P46923	P0A7U7
P0A7U7	P0A8E5	P0A7U7
P0A7U7	P64479	P0A7U7
P0A7U7	P76316	P0A7U7
P0A7U7	P76491	P0A7U7
P0A7U7	P76594	P0A7U7
P0A7U7	P0ADQ7	P0A7U7
P0A7U7	P0ADS6	P0A7U7
P0A7U7	P39407	P0A7U7
P0A7U7	P76116	P0A7U7
P0A7U7	P64588	P0A7U7
P0A7U7	P21499	P0A7U7
P0A7U7	P0A968	P0A7U7
P0A7U7	P0A9P6	P0A7U7
P0A7U7	P0A9W0	P0A7U7
P0A7V0	P69931	P0A7V0
P0A7V0	P0A850	P0A7V0
P0A7V3	P0ADK8	P0A7V3
P0A7V3	P76102	P0A7V3
P0A7V3	P14294	P0A7V3
P0A7V3	P69913	P0A7V3
P0A7V3	P09832	P0A7V3
P0A7V3	P21645	P0A7V3
P0A7V3	P0AFG0	P0A7V3
P0A7V3	P0A7A7	P0A7V3
P0A7V3	P0A7E9	P0A7V3
P0A7V3	P37765	P0A7V3
P0A7V3	P0AAS7	P0A7V3
P0A7V3	P0A9K3	P0A7V3
P0A7V3	P76316	P0A7V3
P0A7V3	P0AED9	P0A7V3
P0A7V3	P77781	P0A7V3
P0A7V3	P77293	P0A7V3
P0A7V3	P76550	P0A7V3
P0A7V3	P0ADS6	P0A7V3
P0A7V3	P46474	P0A7V3
P0A7V3	P76116	P0A7V3
P0A7V3	P64588	P0A7V3
P0A7V3	P75960	P0A7V3
P0A7V3	P08622	P0A7V3
P0A7V3	P43329	P0A7V3
P0A7V3	P22939	P0A7V3
P0A7V3	P0AFF6	P0A7V3
P0A7V3	P20083	P0A7V3
P0A7V3	P23836	P0A7V3
P0A7V3	P05055	P0A7V3
P0A7V3	P31133	P0A7V3
P0A7V3	P23830	P0A7V3
P0A7V3	P0A7Y4	P0A7V3
P0A7V3	P21499	P0A7V3
P0A7V3	P60723	P0A7V3
P0A7V3	P0AG24	P0A7V3
P0A7V3	P0ACV4	P0A7V3
P0A7V3	P77439	P0A7V3
P0A7V3	P0A9P6	P0A7V3
P0A7V3	P0A7Y8	P0A7V3
P0A7V3	P0A9W0	P0A7V3
P0A7V3	P0A8G0	P0A7V3
P0A7V3	P36979	P0A7V3
P0A7V3	P0AGJ5	P0A7V3
P0A7V3	P0A6X3	P0A7V3
P0A7V3	P21513	P0A7V3
P0A7V3	P0A7Z4	P0A7V3
P0A7V3	P0ABA6	P0A7V3
P0A7V8	P0A776	P0A7V8
P0A7V8	P33594	P0A7V8
P0A7V8	P10441	P0A7V8
P0A7V8	P69913	P0A7V8
P0A7V8	P03004	P0A7V8
P0A7V8	P0A8J8	P0A7V8
P0A7V8	P14081	P0A7V8
P0A7V8	P0A8G0	P0A7V8
P0A7V8	P0A8E5	P0A7V8
P0A7V8	P37750	P0A7V8
P0A7V8	P36879	P0A7V8
P0A7V8	P77717	P0A7V8
P0A7V8	P0A8W8	P0A7V8
P0A7V8	P33224	P0A7V8
P0A7V8	P75960	P0A7V8
P0A7V8	P54901	P0A7V8
P0A7V8	P0A6Q6	P0A7V8
P0A7V8	P22523	P0A7V8
P0A7V8	P0AFF6	P0A7V8
P0A7V8	P20083	P0A7V8
P0A7V8	P0ABF1	P0A7V8
P0A7V8	P31133	P0A7V8
P0A7V8	P0AG24	P0A7V8
P0A7V8	P0A9Y6	P0A7V8
P0A7V8	P0A968	P0A7V8
P0A7V8	P0A9P6	P0A7V8
P0A7V8	P0A6X3	P0A7V8
P0A7V8	P0AA39	P0A7V8
P0A7V8	P21513	P0A7V8
P0A7V8	P0A9W0	P0A7V8
P0A7V8	P0AGJ5	P0A7V8
P0A7V8	P0A7Z4	P0A7V8
P0A7W1	P0A850	P0A7W1
P0A7W7	P77781	P0A7W7
P0A7W7	P05637	P0A7W7
P0A7W7	P07658	P0A7W7
P0A7W7	P63228	P0A7W7
P0A7W7	P16528	P0A7W7
P0A7W7	P0AFG0	P0A7W7
P0A7W7	P0A9L8	P0A7W7
P0A7W7	P37751	P0A7W7
P0A7W7	P75876	P0A7W7
P0A7W7	P0AGJ5	P0A7W7
P0A7W7	P0ADS6	P0A7W7
P0A7W7	P76116	P0A7W7
P0A7W7	P0A707	P0A7W7
P0A7W7	P0A8G0	P0A7W7
P0A7X3	P0AGJ5	P0A7X3
P0A7X3	P0ADS6	P0A7X3
P0A7X3	P09832	P0A7X3
P0A7X3	P76316	P0A7X3
P0A7X3	P0A8M6	P0A7X3
P0A7X3	P64429	P0A7X3
P0A7X3	P0A9P6	P0A7X3
P0A7X3	P0A707	P0A7X3
P0A7X3	P0A7Y8	P0A7X3
P0A7X3	P0A850	P0A7X3
P0A7Y0	P0A8D6	P0A7Y0
P0A7X3	P0A7X3	P0A7Y4
P0A7U7	P0A7U7	P0A7Y4
P37765	P37765	P0A7Y8
P0AA10	P0AA10	P0A7Y8
P0ACF0	P0ACF0	P0A7Y8
P0A7K2	P0A7K2	P0A7Y8
P0ADY3	P0ADY3	P0A7Y8
P0ADY7	P0ADY7	P0A7Y8
P0AG44	P0AG44	P0A7Y8
P0C018	P0C018	P0A7Y8
P60624	P60624	P0A7Y8
P0A7M2	P0A7M2	P0A7Y8
P0ADZ4	P0ADZ4	P0A7Y8
P68679	P68679	P0A7Y8
P0A9P6	P0A9P6	P0A7Y8
P05055	P05055	P0A7Y8
P60723	P60723	P0A7Y8
P0A7V8	P0A7V8	P0A7Y8
P0A7W7	P0A7W7	P0A7Y8
P0AG55	P0AG55	P0A7Y8
P02413	P02413	P0A7Y8
P0A7T7	P0A7T7	P0A7Y8
P0A7Z4	P0A858	P0A7Z4
P0A7Z4	P0A9X4	P0A7Z4
P0A7Z4	P0AGE0	P0A7Z4
P0A7Z4	P0A7R5	P0A7Z4
P0A7Z4	P0A9B2	P0A7Z4
P0A7Z4	P76268	P0A7Z4
P0A7Z4	P68739	P0A7Z4
P0A7Z4	P0ADZ0	P0A7Z4
P0A7Z4	P60624	P0A7Z4
P0A7Z4	P0A7L8	P0A7Z4
P0A7Z4	P0A7M2	P0A7Z4
P0A7Z4	P0A7N9	P0A7Z4
P0A7Z4	P0AG59	P0A7Z4
P0A7Z4	P68679	P0A7Z4
P0A7Z4	P76270	P0A7Z4
P0A7Z4	P0A8M6	P0A7Z4
P0A7Z4	Q46856	P0A7Z4
P0A7Z4	P30015	P0A7Z4
P0A7Z4	P0A7L0	P0A7Z4
P0A7Z4	P0AG67	P0A7Z4
P0A7Z4	P0AE60	P0A7Z4
P0A7Z4	P0A6X3	P0A7Z4
P0A7Z4	P60240	P0A7Z4
P0A7Z4	P0AFG0	P0A7Z4
P0A7Z4	P0AA10	P0A7Z4
P0A7Z4	P0A8T7	P0A7Z4
P0A7Z4	P0A800	P0A7Z4
P0A7Z4	P06612	P0A7Z4
P0A7Z4	P0A8E5	P0A7Z4
P0A7Z4	P0ACF0	P0A7Z4
P0A7Z4	P0A7T3	P0A7Z4
P0A7Z4	Q9EZJ8	P0A7Z4
P60240	P60240	P0A800
P0AFG0	P0AFG0	P0A800
P0A7K2	P0A7K2	P0A800
P0A850	P0A850	P0A800
P0A8V2	P0A8V2	P0A800
P0AFF6	P0AFF6	P0A800
P0A9K3	P0A9K3	P0A809
P08622	P08622	P0A812
P63284	P63284	P0A812
P77488	P77488	P0A817
P0AES4	P0AES4	P0A817
P0A825	P0A6E4	P0A825
P0A825	P0AEC3	P0A825
P0A825	P02918	P0A825
P0A825	P37751	P0A825
P0A830	P0AEG4	P0A830
P0AG67	P0AG67	P0A832
P0AA10	P0AA10	P0A832
P00490	P00490	P0A832
P0A836	P0AGE9	P0A836
P0A836	P09151	P0A836
P0A836	P0AE08	P0A836
P0A836	P63284	P0A836
P0A836	P0ABT2	P0A836
P0A836	P0A6P9	P0A836
P0A836	P69910	P0A836
P0A836	P25665	P0A836
P0A836	P0AEI1	P0A836
P0A836	P09373	P0A836
P0A836	P0A7G6	P0A836
P0A836	P0AG67	P0A836
P0A836	P0A7T7	P0A836
P0A836	P0A7U3	P0A836
P0A836	P51024	P0A836
P0A836	P68066	P0A836
P0A836	P0A759	P0A836
P0A7I4	P0A7I4	P0A847
P60723	P60723	P0A847
P0A7K2	P0A7K2	P0A847
P0A7L3	P0A7L3	P0A847
P0A7M2	P0A7M2	P0A847
P0AG59	P0AG59	P0A847
P0A9P6	P0A9P6	P0A847
P60422	P60422	P0A847
P0AGJ5	P0AGJ5	P0A847
P0AA10	P0AA10	P0A847
P0A7K6	P0A7K6	P0A847
P37765	P37765	P0A847
P0A7L0	P0A7L0	P0A847
P0A850	P0A7M2	P0A850
P0A850	P0AAM3	P0A850
P0A850	P00509	P0A850
P0A850	P30870	P0A850
P0A850	P0A910	P0A850
P0A850	P0A9L8	P0A850
P0A850	P0A7M6	P0A850
P0A850	P37751	P0A850
P0A850	P75782	P0A850
P0A850	P0AC75	P0A850
P0A850	P30015	P0A850
P0A850	P31133	P0A850
P0A850	P39199	P0A850
P0A850	P0A817	P0A850
P0A850	P39280	P0A850
P0A850	P0AC41	P0A850
P0A850	P0ADY3	P0A850
P0A850	P0AG55	P0A850
P0A850	P0A7V3	P0A850
P0A850	P0AG44	P0A850
P0A850	P61175	P0A850
P0A850	P0A7R5	P0A850
P0A850	P0A7U3	P0A850
P0A850	P23003	P0A850
P0A850	P09053	P0A850
P0A850	P0A6V8	P0A850
P0A850	P0A998	P0A850
P0A850	P22106	P0A850
P0A850	P07464	P0A850
P0A850	P18335	P0A850
P0A850	P0AFI7	P0A850
P0A850	P77791	P0A850
P0A850	P00561	P0A850
P0A850	P0A7Y0	P0A850
P0A850	P23331	P0A850
P0A850	P00968	P0A850
P0A850	P69828	P0A850
P0A850	P0AFD1	P0A850
P0A850	P69741	P0A850
P0A850	P0AGJ5	P0A850
P0A850	P0AG82	P0A850
P0A850	P02413	P0A850
P0A850	P0ACP1	P0A850
P0A850	P0A6J5	P0A850
P0A850	P0A7R9	P0A850
P0A850	P62399	P0A850
P0A850	P0A7K2	P0A850
P0A850	P0A698	P0A850
P0A853	P0ABU7	P0A853
P10443	P10443	P0A858
P09373	P09373	P0A858
P0A870	P0A6A6	P0A870
P0A870	P30126	P0A870
P0A870	P23917	P0A870
P0A870	P02919	P0A870
P0A870	P23538	P0A870
P0A870	P09546	P0A870
P10443	P10443	P0A873
P0A887	P0CE47	P0A887
P31473	P31473	P0A890
P0A7K2	P0A7K2	P0A890
P0A8V2	P0A8V2	P0A890
P0A6B7	P0A6B7	P0A890
P0A894	P0A6A8	P0A894
P0A894	P0AG59	P0A894
P64429	P64429	P0A898
P0A7V3	P0A7V3	P0A8A8
P0ADZ0	P0ADZ0	P0A8B2
P0A7M2	P0A7M2	P0A8B2
P0A9P6	P0A9P6	P0A8B5
P60422	P60422	P0A8E5
P0A6A0	P0A6A0	P0A8E5
P0ACJ8	P0ACJ8	P0A8E5
P77338	P77338	P0A8E5
P05055	P05055	P0A8E5
P0AG44	P0AG44	P0A8E5
P0A7M2	P0A7M2	P0A8E5
P0AG67	P0AG67	P0A8E5
P0A7V3	P0A7V3	P0A8E5
P02358	P02358	P0A8E5
P0A7R9	P0A7R9	P0A8E5
P0AG59	P0AG59	P0A8E5
P68679	P68679	P0A8E5
P77398	P77398	P0A8E5
P0A8V2	P0A8V2	P0A8E5
P0A8T7	P0A8T7	P0A8E5
P0A8F0	P0A836	P0A8F0
P0A8F8	P0ACF8	P0A8F8
P0A8F8	P0ACF0	P0A8F8
P0A8F8	P68739	P0A8F8
P0A7L3	P0A7L3	P0A8G0
P0AG48	P0AG48	P0A8G0
P0A7M2	P0A7M2	P0A8G0
P0ADZ4	P0ADZ4	P0A8G0
P0A7U3	P0A7U3	P0A8G0
P60422	P60422	P0A8G0
P0A7K6	P0A7K6	P0A8G0
P02358	P02358	P0A8G0
P0AG59	P0AG59	P0A8G0
P0A7U7	P0A7U7	P0A8G0
P0A8G6	P0A988	P0A8G6
P0A8G6	P0A8N5	P0A8G6
P0A8G6	P37182	P0A8G6
P0A8G6	P02918	P0A8G6
P22523	P22523	P0A8G9
P0A8I3	P0CE47	P0A8I3
P02358	P02358	P0A8I5
P62399	P62399	P0A8I5
P00962	P00962	P0A8I5
P0A9P6	P0A9P6	P0A8I5
P0AA10	P0AA10	P0A8I5
P0A7V3	P0A7V3	P0A8I5
P0A7V8	P0A7V8	P0A8I5
P21507	P21507	P0A8I5
P0AGJ5	P0AGJ5	P0A8I5
P0A8J8	P0A7K6	P0A8J8
P0A8J8	P69913	P0A8J8
P0A8J8	P0AA10	P0A8J8
P0A8J8	P02358	P0A8J8
P0A8J8	P0A7U3	P0A8J8
P0A8J8	P0A7U7	P0A8J8
P0A8J8	P0A8W8	P0A8J8
P0A8J8	P0A7R1	P0A8J8
P0A8J8	P0AG24	P0A8J8
P0A8J8	P0AAS7	P0A8J8
P37908	P37908	P0A8L1
P39831	P39831	P0A8L7
P0A8M3	P0A884	P0A8M3
P0A8M3	P0A7K6	P0A8M3
P0A8M3	P0AG07	P0A8M3
P0A8M3	P32701	P0A8M3
P67910	P67910	P0A8M6
P21499	P21499	P0A8M6
P60422	P60422	P0A8M6
P0A7R1	P0A7R1	P0A8M6
P0AA10	P0AA10	P0A8M6
P0AG44	P0AG44	P0A8M6
P0A7V3	P0A7V3	P0A8M6
P0A7V8	P0A7V8	P0A8M6
P0AG59	P0AG59	P0A8M6
P0A7T7	P0A7T7	P0A8M6
P37765	P37765	P0A8M6
P00579	P00579	P0A8M6
P0ABD5	P0ABD5	P0A8M6
P43329	P43329	P0A8M6
P21645	P21645	P0A8M6
P00490	P00490	P0A8M6
P0AFI7	P0AFI7	P0A8M6
P0ADY3	P0ADY3	P0A8M6
P0ADY7	P0ADY7	P0A8M6
P0C018	P0C018	P0A8M6
P0A7L3	P0A7L3	P0A8M6
P0AG48	P0AG48	P0A8M6
P0A7M2	P0A7M2	P0A8M6
P0A7W7	P0A7W7	P0A8M6
P0A7R5	P0A7R5	P0A8M6
P0A7U3	P0A7U3	P0A8M6
P0A7U7	P0A7U7	P0A8M6
P0A850	P0A850	P0A8M6
P75838	P75838	P0A8M6
P0A8N3	P76524	P0A8N3
P0A8N3	P15877	P0A8N3
P0A8N3	P0A794	P0A8N3
P0A8N3	P27247	P0A8N3
P0A8N3	P37440	P0A8N3
P0A8N3	P77399	P0A8N3
P0A8N3	P0AFP2	P0A8N3
P0A8N3	P0A8R7	P0A8N3
P0A8N3	P11868	P0A8N3
P0A6P9	P0A6P9	P0A8N5
P0ABK5	P0ABK5	P0A8N5
P68919	P68919	P0A8N5
P0A799	P0A799	P0A8N5
P67910	P67910	P0A8N5
P0A853	P0A853	P0A8N5
P68767	P68767	P0A8N5
P0A8N3	P0A8N3	P0A8N5
P0A8Q0	P0A7I0	P0A8Q0
P0A8R0	P0AGJ5	P0A8R0
P0A8R7	P0AA43	P0A8R7
P0A8R7	P22525	P0A8R7
P0A8R7	P0A972	P0A8R7
P0A8R7	P76015	P0A8R7
P0A8R7	P0A6F9	P0A8R7
P0A8R7	P0ACF0	P0A8R7
P0A8R7	P0A7K2	P0A8R7
P0A8R7	P0A7T3	P0A8R7
P0A8R7	P32057	P0A8R7
P0A8R7	P0ADQ7	P0A8R7
P52647	P52647	P0A8S9
P60752	P60752	P0A8T1
P0A8T7	P0A8C4	P0A8T7
P0A8T7	P0ACF0	P0A8T7
P0A8T7	P0ADY7	P0A8T7
P0A8T7	P00490	P0A8T7
P0A8T7	P0A9B2	P0A8T7
P0A8T7	P76268	P0A8T7
P0A8T7	P0A8M6	P0A8T7
P0A8T7	P0AE60	P0A8T7
P0A8T7	P0A8V2	P0A8T7
P0A8T7	P0A7V8	P0A8T7
P0A8T7	P0A800	P0A8T7
P0AFF6	P0AFF6	P0A8U6
P0A8V2	P38684	P0A8V2
P0A8V2	P10408	P0A8V2
P0A8V2	P0A7R5	P0A8V2
P0A8V2	P06612	P0A8V2
P0A8V2	P0A9B2	P0A8V2
P0A8V2	P02358	P0A8V2
P0A8V2	P0AG59	P0A8V2
P0A8V2	P0A7U7	P0A8V2
P0A8V2	P68679	P0A8V2
P0A8V2	P0A8M6	P0A8V2
P0A8V2	P76550	P0A8V2
P0A8V2	P0ADN2	P0A8V2
P0A8V2	P0AG30	P0A8V2
P0A8V2	P0AE60	P0A8V2
P0A8V2	P0AFF6	P0A8V2
P0A8V2	P0A7Z4	P0A8V2
P0A8V2	P0AFG0	P0A8V2
P0A8V2	P00579	P0A8V2
P0A8V2	P13445	P0A8V2
P0A8V2	P60240	P0A8V2
P0A8V2	A0R561	P0A8V2
P0A7M2	P0A7M2	P0A8W8
P0A9P6	P0A9P6	P0A8W8
P0A9S3	P0A9S3	P0A8W8
P0A8R9	P0A8R9	P0A8W8
P0ACF0	P0ACF0	P0A8W8
P0AFI7	P0AFI7	P0A8W8
P21499	P21499	P0A8W8
P0ADY7	P0ADY7	P0A8W8
P0A7V3	P0A7V3	P0A8W8
P02358	P02358	P0A8W8
P0AG59	P0AG59	P0A8W8
P0A7U3	P0A7U3	P0A8W8
P0A7U7	P0A7U7	P0A8W8
P0A9K3	P0A9K3	P0A8W8
P0AGJ5	P0AGJ5	P0A8W8
P0A7L0	P0A7L0	P0A8X0
P0A7K6	P0A7K6	P0A8X0
P0A8Y5	P0CE47	P0A8Y5
P0A8Y5	P25522	P0A8Y5
P0A8Y5	P0A6F5	P0A8Y5
P0ADZ0	P0ADZ0	P0A8Z3
P60422	P60422	P0A8Z3
P0A7R1	P0A7R1	P0A8Z3
P0A7T7	P0A7T7	P0A8Z3
P0A7U7	P0A7U7	P0A8Z3
P0A7V8	P0A7V8	P0A8Z3
P09373	P09373	P0A901
